order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,order_status
O00366,C0005,P038,2023-06-05 20:46:53,3,4399.11,13197.33,微信,已完成
O00366,C0005,P039,2023-06-05 20:46:53,3,1201.59,3604.77,支付宝,已完成
O00366,C0005,P080,2023-06-05 20:46:53,1,2257.25,2257.25,花呗,已取消
O00367,C0238,P064,2024-04-04 13:55:06,1,3177.01,3177.01,花呗,退款中
O00367,C0238,P094,2024-04-04 13:55:06,3,4357.31,13071.93,支付宝,已完成
O00367,C0238,P098,2024-04-04 13:55:06,1,563.84,563.84,微信,已完成
O00368,C0078,P053,2024-12-25 05:08:59,1,3968.37,3968.37,微信,已完成
O00369,C0120,P082,2023-09-27 01:48:20,3,1768.35,5305.05,微信,已完成
O00369,C0120,P002,2023-09-27 01:48:20,2,4532.21,9064.42,支付宝,已完成
O00369,C0120,P001,2023-09-27 01:48:20,3,1315.91,3947.73,微信,已完成
O00369,C0120,P049,2023-09-27 01:48:20,3,2892.19,8676.57,支付宝,已完成
O00369,C0120,P094,2023-09-27 01:48:20,2,4357.31,8714.62,支付宝,已完成
O00370,C0054,P031,2024-02-16 12:27:28,2,320.74,641.48,银行卡,已完成
O00370,C0054,P063,2024-02-16 12:27:28,1,4920.71,4920.71,支付宝,已完成
O00371,C0498,P036,2024-07-06 18:09:49,1,3786.19,3786.19,微信,已完成
O00371,C0498,P006,2024-07-06 18:09:49,1,177.73,177.73,微信,已完成
O00372,C0460,P090,2023-11-17 19:56:12,2,3473.81,6947.62,微信,已完成
O00372,C0460,P059,2023-11-17 19:56:12,3,2207.21,6621.63,支付宝,已完成
O00372,C0460,P011,2023-11-17 19:56:12,3,4817.34,14452.02,微信,已完成
O00372,C0460,P013,2023-11-17 19:56:12,3,2099.78,6299.34,支付宝,已完成
O00372,C0460,P018,2023-11-17 19:56:12,3,3046.55,9139.65,微信,已完成
O00373,C0420,P076,2023-02-28 02:56:28,3,1682.69,5048.07,微信,已完成
O00373,C0420,P008,2023-02-28 02:56:28,2,2666.78,5333.56,微信,已取消
O00373,C0420,P085,2023-02-28 02:56:28,1,3384.13,3384.13,支付宝,已完成
O00373,C0420,P031,2023-02-28 02:56:28,2,320.74,641.48,支付宝,已完成
O00374,C0134,P051,2024-12-20 06:40:23,3,4576.3,13728.9,微信,已完成
O00374,C0134,P095,2024-12-20 06:40:23,2,3944.35,7888.7,微信,已取消
O00374,C0134,P041,2024-12-20 06:40:23,2,145.57,291.14,支付宝,已完成
O00375,C0140,P026,2023-02-28 00:16:28,1,2296.92,2296.92,银行卡,已完成
O00375,C0140,P100,2023-02-28 00:16:28,3,2737.77,8213.31,银行卡,已完成
O00376,C0056,P022,2023-03-24 01:36:11,2,2621.72,5243.44,银行卡,已完成
O00376,C0056,P060,2023-03-24 01:36:11,2,426.49,852.98,微信,已取消
O00377,C0209,P046,2024-02-21 06:21:27,1,3880.3,3880.3,微信,已完成
O00378,C0232,P034,2023-12-26 21:24:23,1,1014.81,1014.81,支付宝,已完成
O00378,C0232,P012,2023-12-26 21:24:23,1,4684.74,4684.74,支付宝,已完成
O00378,C0232,P088,2023-12-26 21:24:23,2,1143.63,2287.26,微信,已完成
O00379,C0424,P028,2023-02-01 07:48:07,2,4251.38,8502.76,微信,已完成
O00379,C0424,P019,2023-02-01 07:48:07,1,579.34,579.34,支付宝,已完成
O00379,C0424,P092,2023-02-01 07:48:07,1,175.61,175.61,支付宝,已完成
O00379,C0424,P046,2023-02-01 07:48:07,2,3880.3,7760.6,支付宝,已完成
O00379,C0424,P066,2023-02-01 07:48:07,1,819.54,819.54,微信,已完成
O00380,C0347,P023,2023-07-22 01:51:37,1,4302.1,4302.1,支付宝,已完成
O00380,C0347,P052,2023-07-22 01:51:37,2,798.19,1596.38,微信,已完成
O00380,C0347,P072,2023-07-22 01:51:37,3,3554.11,10662.33,花呗,已完成
O00381,C0282,P060,2023-03-15 13:48:25,1,426.49,426.49,支付宝,已取消
O00381,C0282,P018,2023-03-15 13:48:25,1,3046.55,3046.55,微信,已完成
O00382,C0007,P100,2024-10-06 23:15:43,1,2737.77,2737.77,微信,已完成
O00383,C0067,P052,2024-10-01 18:23:07,2,798.19,1596.38,花呗,退款中
O00383,C0067,P088,2024-10-01 18:23:07,3,1143.63,3430.89,微信,已完成
O00384,C0481,P076,2024-03-28 07:18:08,2,1682.69,3365.38,银行卡,已完成
O00385,C0470,P009,2023-01-17 22:23:05,1,1743.24,1743.24,支付宝,已取消
O00386,C0463,P017,2024-09-20 14:25:14,1,2325.02,2325.02,支付宝,已完成
O00386,C0463,P043,2024-09-20 14:25:14,1,2698.12,2698.12,支付宝,已取消
O00386,C0463,P006,2024-09-20 14:25:14,2,177.73,355.46,微信,已完成
O00386,C0463,P007,2024-09-20 14:25:14,1,4533.12,4533.12,支付宝,已完成
O00387,C0474,P093,2023-12-03 10:37:12,2,3269.28,6538.56,银行卡,已完成
O00387,C0474,P064,2023-12-03 10:37:12,1,3177.01,3177.01,微信,已完成
O00387,C0474,P049,2023-12-03 10:37:12,3,2892.19,8676.57,花呗,已完成
O00387,C0474,P055,2023-12-03 10:37:12,1,1391.75,1391.75,花呗,已完成
O00387,C0474,P046,2023-12-03 10:37:12,1,3880.3,3880.3,银行卡,已完成
O00388,C0466,P036,2023-08-02 14:01:54,2,3786.19,7572.38,微信,退款中
O00388,C0466,P020,2023-08-02 14:01:54,1,1134.33,1134.33,支付宝,已完成
O00389,C0315,P032,2024-04-24 05:17:16,3,4033.95,12101.85,微信,已完成
O00389,C0315,P038,2024-04-24 05:17:16,2,4399.11,8798.22,微信,已完成
O00389,C0315,P053,2024-04-24 05:17:16,3,3968.37,11905.11,微信,已完成
O00389,C0315,P062,2024-04-24 05:17:16,1,4835.96,4835.96,微信,已完成
O00389,C0315,P012,2024-04-24 05:17:16,2,4684.74,9369.48,微信,已完成
O00390,C0197,P026,2023-11-22 15:06:12,3,2296.92,6890.76,微信,已完成
O00390,C0197,P068,2023-11-22 15:06:12,1,3599.57,3599.57,支付宝,已完成
O00391,C0323,P003,2024-09-09 09:00:28,2,1367.03,2734.06,花呗,已完成
O00391,C0323,P092,2024-09-09 09:00:28,2,175.61,351.22,银行卡,已取消
O00391,C0323,P062,2024-09-09 09:00:28,3,4835.96,14507.88,银行卡,已完成
O00391,C0323,P063,2024-09-09 09:00:28,2,4920.71,9841.42,花呗,已完成
O00391,C0323,P073,2024-09-09 09:00:28,3,2361.13,7083.39,支付宝,已完成
O00392,C0165,P024,2023-07-30 01:17:11,1,347.67,347.67,微信,已完成
O00392,C0165,P041,2023-07-30 01:17:11,3,145.57,436.71,支付宝,已完成
O00392,C0165,P029,2023-07-30 01:17:11,1,2316.85,2316.85,银行卡,已取消
O00392,C0165,P100,2023-07-30 01:17:11,2,2737.77,5475.54,支付宝,已取消
O00393,C0030,P046,2024-02-16 05:19:59,3,3880.3,11640.9,银行卡,已完成
O00393,C0030,P030,2024-02-16 05:19:59,1,3258.36,3258.36,支付宝,已完成
O00393,C0030,P013,2024-02-16 05:19:59,1,2099.78,2099.78,花呗,已完成
O00393,C0030,P085,2024-02-16 05:19:59,1,3384.13,3384.13,支付宝,已完成
O00394,C0137,P095,2024-09-26 00:39:29,1,3944.35,3944.35,微信,已完成
O00394,C0137,P098,2024-09-26 00:39:29,1,563.84,563.84,支付宝,已完成
O00394,C0137,P074,2024-09-26 00:39:29,2,2301.73,4603.46,银行卡,已取消
O00394,C0137,P046,2024-09-26 00:39:29,1,3880.3,3880.3,支付宝,退款中
O00394,C0137,P023,2024-09-26 00:39:29,1,4302.1,4302.1,支付宝,已完成
O00395,C0304,P095,2024-09-18 04:50:52,3,3944.35,11833.05,银行卡,已完成
O00395,C0304,P046,2024-09-18 04:50:52,3,3880.3,11640.9,花呗,已完成
O00395,C0304,P004,2024-09-18 04:50:52,3,2254.2,6762.6,银行卡,已完成
O00396,C0359,P073,2024-03-16 21:47:18,1,2361.13,2361.13,微信,已完成
O00396,C0359,P073,2024-03-16 21:47:18,1,2361.13,2361.13,微信,已完成
O00396,C0359,P064,2024-03-16 21:47:18,3,3177.01,9531.03,银行卡,已完成
O00397,C0159,P005,2024-01-16 22:23:51,1,336.18,336.18,支付宝,已完成
O00397,C0159,P008,2024-01-16 22:23:51,1,2666.78,2666.78,微信,已完成
O00398,C0309,P068,2023-01-16 11:29:04,2,3599.57,7199.14,支付宝,已完成
O00398,C0309,P001,2023-01-16 11:29:04,2,1315.91,2631.82,银行卡,已完成
O00399,C0470,P017,2023-06-06 11:34:05,2,2325.02,4650.04,支付宝,已完成
O00399,C0470,P092,2023-06-06 11:34:05,1,175.61,175.61,微信,已完成
O00399,C0470,P042,2023-06-06 11:34:05,1,2325.02,2325.02,微信,已完成
O00399,C0470,P003,2023-06-06 11:34:05,1,1367.03,1367.03,银行卡,已完成
O00399,C0470,P076,2023-06-06 11:34:05,3,1682.69,5048.07,支付宝,已完成
O00400,C0470,P015,2024-08-24 11:14:16,3,1290.09,3870.27,微信,已完成
O00400,C0470,P047,2024-08-24 11:14:16,1,1026.79,1026.79,支付宝,已取消
O00401,C0192,P013,2024-03-31 04:08:32,2,2099.78,4199.56,微信,已完成
O00401,C0192,P039,2024-03-31 04:08:32,2,1201.59,2403.18,微信,已取消
O00401,C0192,P018,2024-03-31 04:08:32,1,3046.55,3046.55,支付宝,退款中
O00401,C0192,P094,2024-03-31 04:08:32,2,4357.31,8714.62,微信,已完成
O00402,C0406,P041,2024-05-19 05:35:50,1,145.57,145.57,支付宝,已完成
O00402,C0406,P091,2024-05-19 05:35:50,3,1533.5,4600.5,花呗,已完成
O00402,C0406,P089,2024-05-19 05:35:50,3,1403.59,4210.77,银行卡,已完成
O00402,C0406,P046,2024-05-19 05:35:50,1,3880.3,3880.3,支付宝,已完成
O00403,C0341,P023,2024-09-24 14:31:38,2,4302.1,8604.2,微信,退款中
O00403,C0341,P040,2024-09-24 14:31:38,3,4925.1,14775.3,支付宝,已完成
O00403,C0341,P089,2024-09-24 14:31:38,2,1403.59,2807.18,支付宝,已完成
O00403,C0341,P017,2024-09-24 14:31:38,1,2325.02,2325.02,微信,已取消
O00403,C0341,P094,2024-09-24 14:31:38,1,4357.31,4357.31,微信,已完成
O00404,C0486,P099,2023-11-01 03:58:46,3,2307.19,6921.57,支付宝,退款中
O00404,C0486,P005,2023-11-01 03:58:46,1,336.18,336.18,支付宝,已完成
O00404,C0486,P078,2023-11-01 03:58:46,2,512.18,1024.36,微信,已完成
O00404,C0486,P079,2023-11-01 03:58:46,1,718.44,718.44,微信,已完成
O00404,C0486,P082,2023-11-01 03:58:46,3,1768.35,5305.05,银行卡,已完成
O00405,C0054,P043,2023-04-20 05:46:56,3,2698.12,8094.36,银行卡,已完成
O00405,C0054,P010,2023-04-20 05:46:56,1,118.9,118.9,微信,已完成
O00405,C0054,P045,2023-04-20 05:46:56,2,4112.29,8224.58,支付宝,已完成
O00405,C0054,P022,2023-04-20 05:46:56,3,2621.72,7865.16,微信,已完成
O00406,C0454,P091,2024-09-30 04:53:10,3,1533.5,4600.5,微信,退款中
O00407,C0328,P002,2023-12-13 21:47:07,2,4532.21,9064.42,微信,已取消
O00407,C0328,P027,2023-12-13 21:47:07,1,837.21,837.21,支付宝,已完成
O00407,C0328,P089,2023-12-13 21:47:07,1,1403.59,1403.59,支付宝,已完成
O00408,C0180,P014,2024-09-03 07:06:58,3,3656.8,10970.4,支付宝,已完成
O00408,C0180,P001,2024-09-03 07:06:58,1,1315.91,1315.91,花呗,已完成
O00408,C0180,P050,2024-09-03 07:06:58,2,3991.59,7983.18,微信,已完成
O00409,C0376,P053,2023-05-10 04:46:23,2,3968.37,7936.74,支付宝,已完成
O00409,C0376,P049,2023-05-10 04:46:23,2,2892.19,5784.38,微信,已取消
O00409,C0376,P070,2023-05-10 04:46:23,2,945.19,1890.38,微信,已完成
O00409,C0376,P013,2023-05-10 04:46:23,2,2099.78,4199.56,微信,已完成
O00410,C0404,P098,2024-05-20 14:57:07,3,563.84,1691.52,支付宝,已完成
O00410,C0404,P029,2024-05-20 14:57:07,1,2316.85,2316.85,微信,已完成
O00410,C0404,P058,2024-05-20 14:57:07,1,3274.92,3274.92,支付宝,退款中
O00410,C0404,P005,2024-05-20 14:57:07,2,336.18,672.36,支付宝,已完成
O00410,C0404,P003,2024-05-20 14:57:07,2,1367.03,2734.06,支付宝,已完成
O00411,C0134,P044,2023-02-27 15:11:44,1,536.31,536.31,支付宝,已完成
O00412,C0455,P094,2023-05-05 23:28:37,1,4357.31,4357.31,支付宝,已完成
O00412,C0455,P071,2023-05-05 23:28:37,1,4097.13,4097.13,微信,已完成
O00412,C0455,P044,2023-05-05 23:28:37,3,536.31,1608.93,银行卡,已取消
O00412,C0455,P079,2023-05-05 23:28:37,2,718.44,1436.88,支付宝,已完成
O00413,C0361,P084,2023-12-02 00:26:58,1,3174.37,3174.37,微信,退款中
O00414,C0311,P007,2023-05-03 00:37:36,1,4533.12,4533.12,微信,退款中
O00414,C0311,P043,2023-05-03 00:37:36,1,2698.12,2698.12,银行卡,已完成
O00414,C0311,P025,2023-05-03 00:37:36,2,2722.26,5444.52,微信,退款中
O00414,C0311,P090,2023-05-03 00:37:36,3,3473.81,10421.43,银行卡,已完成
O00415,C0370,P085,2023-07-26 00:53:37,2,3384.13,6768.26,微信,已完成
O00415,C0370,P039,2023-07-26 00:53:37,1,1201.59,1201.59,支付宝,已完成
O00415,C0370,P013,2023-07-26 00:53:37,1,2099.78,2099.78,支付宝,已完成
O00415,C0370,P051,2023-07-26 00:53:37,3,4576.3,13728.9,支付宝,已完成
O00415,C0370,P071,2023-07-26 00:53:37,2,4097.13,8194.26,支付宝,已完成
O00416,C0079,P001,2023-10-08 06:20:19,2,1315.91,2631.82,支付宝,已完成
O00417,C0045,P085,2024-10-01 22:33:32,3,3384.13,10152.39,支付宝,已完成
O00417,C0045,P077,2024-10-01 22:33:32,2,3562.95,7125.9,微信,已完成
O00417,C0045,P026,2024-10-01 22:33:32,1,2296.92,2296.92,微信,已完成
O00418,C0014,P082,2023-05-13 16:32:34,2,1768.35,3536.7,银行卡,已取消
O00418,C0014,P011,2023-05-13 16:32:34,2,4817.34,9634.68,微信,已完成
O00419,C0433,P051,2023-08-28 12:07:26,2,4576.3,9152.6,支付宝,退款中
O00420,C0251,P083,2023-03-12 18:54:52,3,2361.72,7085.16,支付宝,已完成
O00420,C0251,P050,2023-03-12 18:54:52,1,3991.59,3991.59,支付宝,已完成
O00420,C0251,P048,2023-03-12 18:54:52,2,1442.82,2885.64,支付宝,已完成
O00421,C0190,P006,2023-12-13 05:51:12,2,177.73,355.46,支付宝,已完成
O00421,C0190,P057,2023-12-13 05:51:12,2,929.28,1858.56,支付宝,已完成
O00422,C0135,P035,2024-10-12 04:16:44,3,831.88,2495.64,花呗,已完成
O00422,C0135,P008,2024-10-12 04:16:44,1,2666.78,2666.78,银行卡,已完成
O00423,C0386,P086,2023-03-08 13:42:00,2,3434.77,6869.54,支付宝,退款中
O00424,C0414,P097,2023-11-18 13:16:13,3,3356.95,10070.85,支付宝,已取消
O00424,C0414,P030,2023-11-18 13:16:13,3,3258.36,9775.08,支付宝,已取消
O00424,C0414,P008,2023-11-18 13:16:13,2,2666.78,5333.56,支付宝,已完成
O00424,C0414,P067,2023-11-18 13:16:13,2,2803.18,5606.36,银行卡,已取消
O00424,C0414,P069,2023-11-18 13:16:13,3,406.24,1218.72,花呗,已完成
O00425,C0444,P031,2024-03-20 20:10:05,2,320.74,641.48,银行卡,已完成
O00425,C0444,P039,2024-03-20 20:10:05,1,1201.59,1201.59,支付宝,已完成
O00425,C0444,P051,2024-03-20 20:10:05,3,4576.3,13728.9,支付宝,已完成
O00425,C0444,P005,2024-03-20 20:10:05,3,336.18,1008.54,微信,已完成
O00426,C0293,P074,2024-09-13 17:28:32,3,2301.73,6905.19,微信,已完成
O00426,C0293,P080,2024-09-13 17:28:32,1,2257.25,2257.25,支付宝,已完成
O00426,C0293,P016,2024-09-13 17:28:32,2,998.51,1997.02,银行卡,已完成
O00426,C0293,P023,2024-09-13 17:28:32,1,4302.1,4302.1,微信,已完成
O00426,C0293,P028,2024-09-13 17:28:32,1,4251.38,4251.38,微信,已完成
O00427,C0065,P011,2023-11-25 20:16:48,3,4817.34,14452.02,支付宝,已完成
O00428,C0223,P081,2024-09-30 21:42:17,1,3259.23,3259.23,支付宝,已完成
O00428,C0223,P077,2024-09-30 21:42:17,2,3562.95,7125.9,花呗,退款中
O00429,C0164,P050,2023-03-09 14:18:32,3,3991.59,11974.77,支付宝,已完成
O00430,C0204,P036,2023-09-11 07:26:39,3,3786.19,11358.57,支付宝,已完成
O00430,C0204,P059,2023-09-11 07:26:39,1,2207.21,2207.21,花呗,已完成
O00430,C0204,P090,2023-09-11 07:26:39,3,3473.81,10421.43,银行卡,已完成
O00430,C0204,P076,2023-09-11 07:26:39,3,1682.69,5048.07,花呗,已完成
O00430,C0204,P054,2023-09-11 07:26:39,1,4287.32,4287.32,银行卡,已完成
O00431,C0213,P073,2023-04-26 02:38:36,3,2361.13,7083.39,微信,已完成
O00431,C0213,P075,2023-04-26 02:38:36,1,2476.12,2476.12,支付宝,已取消
O00432,C0474,P100,2024-03-13 01:11:07,1,2737.77,2737.77,花呗,已取消
O00433,C0403,P069,2024-11-04 18:54:39,2,406.24,812.48,微信,已完成
O00433,C0403,P053,2024-11-04 18:54:39,2,3968.37,7936.74,支付宝,已完成
O00433,C0403,P050,2024-11-04 18:54:39,3,3991.59,11974.77,支付宝,已完成
O00434,C0249,P061,2024-04-17 23:52:38,1,4019.98,4019.98,支付宝,已完成
O00434,C0249,P023,2024-04-17 23:52:38,2,4302.1,8604.2,微信,已完成
O00434,C0249,P052,2024-04-17 23:52:38,1,798.19,798.19,支付宝,已完成
O00434,C0249,P080,2024-04-17 23:52:38,3,2257.25,6771.75,支付宝,已完成
O00434,C0249,P088,2024-04-17 23:52:38,3,1143.63,3430.89,支付宝,已完成
O00435,C0206,P043,2023-11-04 10:06:41,3,2698.12,8094.36,微信,已完成
O00436,C0122,P061,2024-08-02 05:47:03,2,4019.98,8039.96,支付宝,已完成
O00437,C0460,P044,2023-01-16 17:10:06,2,536.31,1072.62,支付宝,已完成
O00437,C0460,P040,2023-01-16 17:10:06,2,4925.1,9850.2,银行卡,已完成
O00437,C0460,P063,2023-01-16 17:10:06,3,4920.71,14762.13,支付宝,已取消
O00438,C0351,P030,2024-11-05 21:28:13,1,3258.36,3258.36,支付宝,已完成
O00439,C0154,P042,2024-08-24 04:58:54,2,2325.02,4650.04,支付宝,已完成
O00439,C0154,P094,2024-08-24 04:58:54,2,4357.31,8714.62,支付宝,已完成
O00439,C0154,P078,2024-08-24 04:58:54,3,512.18,1536.54,微信,已完成
O00439,C0154,P012,2024-08-24 04:58:54,1,4684.74,4684.74,支付宝,已完成
O00440,C0227,P053,2024-12-10 11:37:17,3,3968.37,11905.11,支付宝,已完成
O00440,C0227,P063,2024-12-10 11:37:17,3,4920.71,14762.13,支付宝,已取消
O00441,C0445,P008,2024-09-29 16:52:24,3,2666.78,8000.34,支付宝,已完成
O00441,C0445,P021,2024-09-29 16:52:24,1,4254.57,4254.57,支付宝,已完成
O00441,C0445,P040,2024-09-29 16:52:24,3,4925.1,14775.3,花呗,已完成
O00442,C0260,P100,2023-04-16 08:41:45,3,2737.77,8213.31,花呗,已完成
O00442,C0260,P073,2023-04-16 08:41:45,1,2361.13,2361.13,微信,已完成
O00442,C0260,P023,2023-04-16 08:41:45,1,4302.1,4302.1,银行卡,已完成
O00442,C0260,P026,2023-04-16 08:41:45,1,2296.92,2296.92,微信,已完成
O00443,C0128,P007,2023-12-21 12:49:11,2,4533.12,9066.24,支付宝,已取消
O00444,C0361,P048,2023-08-01 19:18:38,2,1442.82,2885.64,支付宝,已完成
O00444,C0361,P065,2023-08-01 19:18:38,2,4410.82,8821.64,银行卡,已完成
O00445,C0326,P004,2024-06-13 02:00:37,1,2254.2,2254.2,花呗,已完成
O00446,C0191,P058,2024-04-06 09:46:30,1,3274.92,3274.92,微信,已取消
O00446,C0191,P061,2024-04-06 09:46:30,3,4019.98,12059.94,支付宝,已完成
O00446,C0191,P071,2024-04-06 09:46:30,2,4097.13,8194.26,微信,已完成
O00446,C0191,P045,2024-04-06 09:46:30,1,4112.29,4112.29,微信,已取消
O00447,C0429,P089,2024-08-04 17:38:50,1,1403.59,1403.59,微信,已完成
O00447,C0429,P037,2024-08-04 17:38:50,1,1032.36,1032.36,花呗,已完成
O00447,C0429,P050,2024-08-04 17:38:50,1,3991.59,3991.59,微信,已完成
O00448,C0084,P028,2024-08-28 17:05:14,1,4251.38,4251.38,花呗,已完成
O00448,C0084,P083,2024-08-28 17:05:14,1,2361.72,2361.72,银行卡,已完成
O00448,C0084,P087,2024-08-28 17:05:14,1,882.66,882.66,支付宝,已完成
O00448,C0084,P035,2024-08-28 17:05:14,3,831.88,2495.64,银行卡,已完成
O00448,C0084,P053,2024-08-28 17:05:14,3,3968.37,11905.11,银行卡,已取消
O00449,C0011,P017,2024-01-04 05:48:44,3,2325.02,6975.06,微信,已完成
O00450,C0089,P002,2024-09-14 01:12:07,1,4532.21,4532.21,银行卡,已完成
O00450,C0089,P033,2024-09-14 01:12:07,3,269.26,807.78,支付宝,已完成
O00450,C0089,P040,2024-09-14 01:12:07,3,4925.1,14775.3,微信,已完成
O00450,C0089,P091,2024-09-14 01:12:07,3,1533.5,4600.5,微信,已完成
O00450,C0089,P036,2024-09-14 01:12:07,2,3786.19,7572.38,支付宝,已完成
O00451,C0459,P045,2024-10-23 10:43:00,2,4112.29,8224.58,支付宝,已完成
O00451,C0459,P033,2024-10-23 10:43:00,1,269.26,269.26,微信,已完成
O00451,C0459,P060,2024-10-23 10:43:00,2,426.49,852.98,支付宝,已完成
O00451,C0459,P087,2024-10-23 10:43:00,3,882.66,2647.98,微信,已完成
O00452,C0423,P075,2023-11-05 11:27:35,1,2476.12,2476.12,花呗,已完成
O00452,C0423,P001,2023-11-05 11:27:35,3,1315.91,3947.73,花呗,已完成
O00452,C0423,P085,2023-11-05 11:27:35,2,3384.13,6768.26,微信,已取消
O00452,C0423,P072,2023-11-05 11:27:35,3,3554.11,10662.33,微信,已完成
O00452,C0423,P077,2023-11-05 11:27:35,3,3562.95,10688.85,支付宝,已完成
O00453,C0145,P014,2024-06-15 14:23:08,2,3656.8,7313.6,支付宝,已完成
O00453,C0145,P009,2024-06-15 14:23:08,2,1743.24,3486.48,支付宝,已完成
O00453,C0145,P036,2024-06-15 14:23:08,3,3786.19,11358.57,花呗,已完成
O00454,C0167,P084,2023-07-22 20:07:52,3,3174.37,9523.11,微信,已完成
O00454,C0167,P084,2023-07-22 20:07:52,2,3174.37,6348.74,微信,已完成
O00454,C0167,P025,2023-07-22 20:07:52,1,2722.26,2722.26,微信,已完成
O00455,C0265,P008,2024-11-29 19:22:55,3,2666.78,8000.34,微信,已完成
O00455,C0265,P052,2024-11-29 19:22:55,3,798.19,2394.57,花呗,已完成
O00456,C0164,P004,2024-07-14 05:41:36,3,2254.2,6762.6,支付宝,已完成
O00456,C0164,P064,2024-07-14 05:41:36,2,3177.01,6354.02,支付宝,已取消
O00457,C0133,P050,2023-11-11 06:16:12,3,3991.59,11974.77,支付宝,已完成
O00457,C0133,P005,2023-11-11 06:16:12,3,336.18,1008.54,银行卡,已完成
O00457,C0133,P091,2023-11-11 06:16:12,3,1533.5,4600.5,支付宝,已完成
O00457,C0133,P025,2023-11-11 06:16:12,2,2722.26,5444.52,银行卡,已完成
O00458,C0372,P069,2024-06-17 01:53:48,3,406.24,1218.72,银行卡,已完成
O00458,C0372,P061,2024-06-17 01:53:48,3,4019.98,12059.94,银行卡,已完成
O00459,C0184,P022,2023-08-22 04:02:13,3,2621.72,7865.16,支付宝,已完成
O00459,C0184,P072,2023-08-22 04:02:13,1,3554.11,3554.11,支付宝,已完成
O00459,C0184,P038,2023-08-22 04:02:13,1,4399.11,4399.11,微信,已完成
O00459,C0184,P061,2023-08-22 04:02:13,1,4019.98,4019.98,支付宝,已完成
O00459,C0184,P095,2023-08-22 04:02:13,2,3944.35,7888.7,支付宝,已完成
O00460,C0372,P024,2024-08-15 13:49:34,3,347.67,1043.01,微信,已取消
O00460,C0372,P043,2024-08-15 13:49:34,3,2698.12,8094.36,微信,已完成
O00460,C0372,P012,2024-08-15 13:49:34,1,4684.74,4684.74,花呗,已完成
O00460,C0372,P046,2024-08-15 13:49:34,1,3880.3,3880.3,花呗,已完成
O00460,C0372,P096,2024-08-15 13:49:34,2,1308.83,2617.66,支付宝,已完成
O00461,C0216,P034,2023-10-16 16:39:45,3,1014.81,3044.43,微信,已完成
O00461,C0216,P038,2023-10-16 16:39:45,2,4399.11,8798.22,支付宝,已完成
O00461,C0216,P016,2023-10-16 16:39:45,2,998.51,1997.02,微信,已完成
O00462,C0028,P080,2024-03-26 17:49:13,1,2257.25,2257.25,支付宝,已完成
O00462,C0028,P061,2024-03-26 17:49:13,1,4019.98,4019.98,微信,退款中
O00462,C0028,P065,2024-03-26 17:49:13,1,4410.82,4410.82,微信,已取消
O00462,C0028,P088,2024-03-26 17:49:13,2,1143.63,2287.26,银行卡,已完成
O00462,C0028,P068,2024-03-26 17:49:13,2,3599.57,7199.14,支付宝,已完成
O00463,C0212,P020,2024-11-07 09:48:16,1,1134.33,1134.33,微信,已完成
O00464,C0103,P073,2023-11-14 19:53:19,2,2361.13,4722.26,微信,已完成
O00464,C0103,P019,2023-11-14 19:53:19,2,579.34,1158.68,支付宝,已完成
O00464,C0103,P092,2023-11-14 19:53:19,1,175.61,175.61,支付宝,已完成
O00465,C0399,P043,2024-01-14 17:09:56,3,2698.12,8094.36,支付宝,已完成
O00466,C0091,P008,2024-05-07 19:55:05,1,2666.78,2666.78,微信,已完成
O00466,C0091,P058,2024-05-07 19:55:05,2,3274.92,6549.84,微信,已完成
O00466,C0091,P027,2024-05-07 19:55:05,1,837.21,837.21,微信,已完成
O00467,C0296,P098,2024-01-16 06:22:42,1,563.84,563.84,花呗,已取消
O00467,C0296,P017,2024-01-16 06:22:42,3,2325.02,6975.06,微信,已完成
O00468,C0223,P055,2023-11-10 07:47:58,2,1391.75,2783.5,微信,已完成
O00468,C0223,P050,2023-11-10 07:47:58,1,3991.59,3991.59,微信,已完成
O00468,C0223,P005,2023-11-10 07:47:58,3,336.18,1008.54,花呗,已完成
O00468,C0223,P026,2023-11-10 07:47:58,3,2296.92,6890.76,微信,已完成
O00469,C0192,P042,2024-11-23 20:12:15,3,2325.02,6975.06,微信,已完成
O00470,C0098,P001,2024-06-09 15:29:59,3,1315.91,3947.73,花呗,已完成
O00471,C0376,P089,2023-06-25 17:53:54,2,1403.59,2807.18,微信,已完成
O00471,C0376,P040,2023-06-25 17:53:54,1,4925.1,4925.1,微信,已完成
O00472,C0053,P076,2024-01-26 22:52:19,2,1682.69,3365.38,支付宝,已完成
O00472,C0053,P022,2024-01-26 22:52:19,1,2621.72,2621.72,银行卡,已完成
O00472,C0053,P006,2024-01-26 22:52:19,2,177.73,355.46,支付宝,已完成
O00472,C0053,P038,2024-01-26 22:52:19,2,4399.11,8798.22,银行卡,已完成
O00473,C0373,P068,2024-04-08 05:08:27,2,3599.57,7199.14,微信,已完成
O00473,C0373,P056,2024-04-08 05:08:27,3,712.15,2136.45,支付宝,已完成
O00473,C0373,P018,2024-04-08 05:08:27,2,3046.55,6093.1,银行卡,已完成
O00473,C0373,P063,2024-04-08 05:08:27,2,4920.71,9841.42,支付宝,已完成
O00473,C0373,P097,2024-04-08 05:08:27,1,3356.95,3356.95,银行卡,已完成
O00474,C0085,P030,2023-01-15 20:30:39,1,3258.36,3258.36,微信,已完成
