transaction_id,date,customer_id,product_id,quantity,unit_price,discount,total_amount,payment_method,channel
T00001008,2023-06-11,C000069,P0040,4,484.99,0.0,1939.96,微信支付,网页
T00001009,2023-12-30,C000095,P0007,8,444.27,0.3,2487.91,银行卡,小程序
T00001010,2023-09-22,C000398,P0041,1,976.66,0.0,976.66,支付宝,APP
T00001011,2023-08-31,C000529,P0038,6,562.9,0.1,3039.66,微信支付,APP
T00001012,2023-02-10,C000592,P0012,5,614.43,0.0,3072.15,信用卡,APP
T00001013,2023-05-20,C000139,P0029,4,287.8,0.3,805.84,银行卡,APP
T00001014,2023-11-23,C000078,P0028,5,210.19,0.0,1050.95,支付宝,APP
T00001015,2023-09-28,C000235,P0017,4,798.65,0.0,3194.6,微信支付,网页
T00001016,2023-06-27,C000603,P0045,7,789.81,0.15,4699.37,支付宝,网页
T00001017,2023-10-11,C000998,P0023,2,237.76,0.0,475.52,银行卡,小程序
T00001018,2023-03-31,C000131,P0020,1,925.61,0.2,740.49,微信支付,小程序
T00001019,2023-06-16,C000371,P0017,3,798.65,0.2,1916.76,信用卡,网页
T00001020,2023-06-06,C000377,P0042,5,193.1,0.0,965.5,微信支付,APP
T00001021,2023-02-09,C000144,P0008,2,779.89,0.0,1559.78,信用卡,网页
T00001022,2023-10-03,C000784,P0040,4,484.99,0.2,1551.97,支付宝,网页
T00001023,2023-08-13,C000408,P0050,2,740.01,0.0,1480.02,微信支付,网页
T00001024,2023-03-28,C000197,P0002,5,123.04,0.15,522.92,信用卡,小程序
T00001025,2023-03-28,C000920,P0005,4,766.59,0.0,3066.36,支付宝,小程序
T00001026,2023-10-05,C000821,P0004,1,330.99,0.15,281.34,信用卡,APP
T00001027,2023-01-22,C000337,P0017,2,798.65,0.0,1597.3,信用卡,小程序
T00001028,2023-04-28,C000737,P0021,5,519.75,0.15,2208.94,微信支付,网页
T00001029,2023-11-16,C000339,P0015,5,986.74,0.0,4933.7,支付宝,小程序
T00001030,2023-11-21,C000107,P0048,8,651.69,0.3,3649.46,信用卡,网页
T00001031,2023-08-31,C000294,P0033,9,838.62,0.3,5283.31,信用卡,网页
T00001032,2023-03-30,C000261,P0018,3,63.49,0.2,152.38,银行卡,网页
T00001033,2023-05-15,C000055,P0028,5,210.19,0.0,1050.95,银行卡,小程序
T00001034,2023-02-03,C000618,P0031,5,791.65,0.0,3958.25,信用卡,小程序
T00001035,2023-10-10,C000016,P0007,3,444.27,0.0,1332.81,支付宝,APP
T00001036,2023-10-02,C000984,P0030,5,179.49,0.15,762.83,银行卡,小程序
T00001037,2023-07-17,C000582,P0040,7,484.99,0.15,2885.69,微信支付,小程序
T00001038,2023-11-03,C000314,P0004,6,330.99,0.2,1588.75,微信支付,网页
T00001039,2023-02-23,C000860,P0018,4,63.49,0.2,203.17,微信支付,网页
T00001040,2023-07-12,C000038,P0015,1,986.74,0.15,838.73,信用卡,小程序
T00001041,2023-05-10,C000275,P0012,2,614.43,0.0,1228.86,微信支付,小程序
T00001042,2023-08-19,C000534,P0011,2,643.43,0.3,900.8,支付宝,APP
T00001043,2023-02-27,C000676,P0042,5,193.1,0.1,868.95,支付宝,网页
T00001044,2023-03-22,C000216,P0037,2,484.48,0.15,823.62,支付宝,小程序
T00001045,2023-10-23,C000947,P0036,2,991.36,0.0,1982.72,微信支付,APP
T00001046,2023-01-23,C000016,P0008,2,779.89,0.0,1559.78,微信支付,APP
T00001047,2023-01-09,C000709,P0005,5,766.59,0.1,3449.66,信用卡,网页
T00001048,2023-07-14,C000047,P0008,1,779.89,0.2,623.91,信用卡,小程序
T00001049,2023-07-17,C000012,P0008,6,779.89,0.0,4679.34,微信支付,网页
T00001050,2023-07-16,C000296,P0006,1,281.15,0.0,281.15,银行卡,网页
T00001051,2023-11-29,C000657,P0016,2,469.57,0.3,657.4,支付宝,网页
T00001052,2023-05-22,C000802,P0027,5,145.04,0.2,580.16,微信支付,APP
T00001053,2023-06-11,C000419,P0020,7,925.61,0.2,5183.42,支付宝,APP
T00001054,2023-01-02,C000751,P0013,1,615.93,0.1,554.34,信用卡,APP
T00001055,2023-01-02,C000837,P0024,3,740.37,0.0,2221.11,信用卡,网页
T00001056,2023-02-08,C000021,P0022,1,596.78,0.1,537.1,信用卡,小程序
T00001057,2023-07-19,C000276,P0028,1,210.19,0.2,168.15,信用卡,网页
T00001058,2023-06-03,C000726,P0006,1,281.15,0.0,281.15,银行卡,APP
T00001059,2023-08-17,C000332,P0035,1,914.62,0.3,640.23,银行卡,小程序
T00001060,2023-08-29,C000536,P0003,6,806.41,0.3,3386.92,微信支付,网页
T00001061,2023-08-03,C000208,P0036,4,991.36,0.1,3568.9,信用卡,APP
T00001062,2023-07-18,C000471,P0039,1,141.38,0.15,120.17,信用卡,小程序
T00001063,2023-10-12,C000920,P0034,5,255.35,0.0,1276.75,信用卡,小程序
T00001064,2023-12-16,C000657,P0043,10,861.78,0.0,8617.8,银行卡,APP
T00001065,2023-07-09,C000440,P0038,2,562.9,0.3,788.06,支付宝,小程序
T00001066,2023-08-21,C000024,P0025,6,476.28,0.0,2857.68,支付宝,APP
T00001067,2023-08-09,C000783,P0045,4,789.81,0.2,2527.39,微信支付,网页
T00001068,2023-01-08,C000081,P0020,5,925.61,0.3,3239.63,支付宝,小程序
T00001069,2023-07-08,C000964,P0009,1,17.15,0.0,17.15,银行卡,小程序
T00001070,2023-06-10,C000472,P0008,6,779.89,0.2,3743.47,支付宝,小程序
T00001071,2023-03-12,C000304,P0032,4,95.61,0.15,325.07,微信支付,APP
T00001072,2023-02-19,C000690,P0035,5,914.62,0.0,4573.1,银行卡,APP
T00001073,2023-11-08,C000607,P0046,11,519.59,0.1,5143.94,银行卡,APP
T00001074,2023-03-25,C000618,P0010,4,422.06,0.0,1688.24,支付宝,网页
T00001075,2023-01-28,C000903,P0046,3,519.59,0.2,1247.02,银行卡,网页
T00001076,2023-03-09,C000844,P0007,5,444.27,0.0,2221.35,银行卡,网页
T00001077,2023-09-06,C000327,P0003,4,806.41,0.3,2257.95,微信支付,APP
T00001078,2023-10-23,C000130,P0010,3,422.06,0.1,1139.56,支付宝,小程序
T00001079,2023-10-22,C000961,P0002,1,123.04,0.0,123.04,信用卡,APP
T00001080,2023-12-27,C000420,P0022,8,596.78,0.1,4296.82,微信支付,APP
T00001081,2023-03-11,C000868,P0018,4,63.49,0.0,253.96,微信支付,小程序
T00001082,2023-11-09,C000909,P0021,4,519.75,0.0,2079.0,信用卡,小程序
T00001083,2023-11-30,C000188,P0034,5,255.35,0.2,1021.4,信用卡,APP
T00001084,2023-02-16,C000430,P0009,1,17.15,0.1,15.43,银行卡,APP
T00001085,2023-09-04,C000061,P0005,3,766.59,0.15,1954.8,支付宝,APP
T00001086,2023-03-01,C000381,P0037,1,484.48,0.15,411.81,微信支付,网页
T00001087,2023-02-25,C000089,P0043,3,861.78,0.0,2585.34,信用卡,APP
T00001088,2023-01-23,C000372,P0048,2,651.69,0.3,912.37,信用卡,APP
T00001089,2023-10-19,C000205,P0009,1,17.15,0.0,17.15,信用卡,APP
T00001090,2023-08-09,C000322,P0038,1,562.9,0.1,506.61,银行卡,小程序
T00001091,2023-12-01,C000899,P0006,11,281.15,0.0,3092.65,银行卡,小程序
T00001092,2023-05-31,C000831,P0015,2,986.74,0.3,1381.44,信用卡,网页
T00001093,2023-10-31,C000587,P0036,2,991.36,0.3,1387.9,信用卡,网页
T00001094,2023-03-09,C000264,P0039,3,141.38,0.1,381.73,支付宝,网页
T00001095,2023-02-15,C000813,P0040,5,484.99,0.0,2424.95,信用卡,APP
T00001096,2023-06-09,C000085,P0035,3,914.62,0.2,2195.09,支付宝,APP
T00001097,2023-05-13,C000047,P0022,2,596.78,0.0,1193.56,信用卡,APP
T00001098,2023-12-17,C000071,P0012,11,614.43,0.0,6758.73,银行卡,网页
T00001099,2023-05-12,C000783,P0034,2,255.35,0.0,510.7,微信支付,网页
T00001100,2023-09-29,C000416,P0004,3,330.99,0.15,844.02,信用卡,APP
T00001101,2023-08-08,C000199,P0029,8,287.8,0.2,1841.92,银行卡,网页
T00001102,2023-10-05,C000200,P0033,5,838.62,0.0,4193.1,微信支付,网页
T00001103,2023-04-27,C000944,P0025,3,476.28,0.1,1285.96,微信支付,小程序
T00001104,2023-01-25,C000343,P0022,1,596.78,0.1,537.1,信用卡,网页
T00001105,2023-12-27,C000403,P0004,6,330.99,0.0,1985.94,银行卡,APP
T00001106,2023-07-06,C000164,P0026,3,224.0,0.2,537.6,支付宝,小程序
T00001107,2023-01-18,C000960,P0035,3,914.62,0.3,1920.7,银行卡,APP
T00001108,2023-01-22,C000645,P0032,3,95.61,0.2,229.46,支付宝,小程序
T00001109,2023-11-04,C000911,P0007,3,444.27,0.0,1332.81,支付宝,网页
T00001110,2023-09-17,C000098,P0025,5,476.28,0.2,1905.12,支付宝,APP
T00001111,2023-06-18,C000722,P0019,6,340.95,0.0,2045.7,微信支付,APP
T00001112,2023-11-21,C000416,P0002,10,123.04,0.0,1230.4,银行卡,网页
T00001113,2023-12-24,C000699,P0006,5,281.15,0.0,1405.75,微信支付,APP
T00001114,2023-08-13,C000804,P0021,7,519.75,0.0,3638.25,支付宝,APP
T00001115,2023-08-02,C000832,P0049,1,147.02,0.0,147.02,银行卡,APP
T00001116,2023-04-04,C000990,P0023,5,237.76,0.0,1188.8,信用卡,小程序
T00001117,2023-11-13,C000033,P0022,7,596.78,0.3,2924.22,信用卡,APP
T00001118,2023-08-15,C000196,P0046,3,519.59,0.15,1324.95,支付宝,网页
T00001119,2023-12-29,C000605,P0048,7,651.69,0.0,4561.83,支付宝,APP
T00001120,2023-01-05,C000295,P0026,5,224.0,0.0,1120.0,银行卡,小程序
T00001121,2023-01-07,C000707,P0014,5,354.38,0.0,1771.9,支付宝,网页
T00001122,2023-06-28,C000961,P0009,1,17.15,0.1,15.43,支付宝,小程序
T00001123,2023-11-10,C000996,P0045,4,789.81,0.15,2685.35,银行卡,小程序
T00001124,2023-11-11,C000979,P0007,5,444.27,0.0,2221.35,微信支付,小程序
T00001125,2023-07-03,C000779,P0023,3,237.76,0.2,570.62,银行卡,APP
T00001126,2023-01-24,C000398,P0024,1,740.37,0.0,740.37,支付宝,网页
T00001127,2023-09-07,C000964,P0037,5,484.48,0.0,2422.4,支付宝,网页
T00001128,2023-10-20,C000966,P0028,5,210.19,0.0,1050.95,支付宝,小程序
T00001129,2023-07-18,C000450,P0046,5,519.59,0.3,1818.57,微信支付,网页
T00001130,2023-09-14,C000712,P0018,2,63.49,0.2,101.58,微信支付,小程序
T00001131,2023-04-10,C000869,P0037,3,484.48,0.0,1453.44,银行卡,APP
T00001132,2023-01-11,C000403,P0001,4,461.62,0.1,1661.83,信用卡,APP
T00001133,2023-06-21,C000009,P0021,2,519.75,0.0,1039.5,支付宝,APP
T00001134,2023-09-10,C000389,P0014,3,354.38,0.0,1063.14,微信支付,网页
T00001135,2023-04-05,C000109,P0019,4,340.95,0.15,1159.23,银行卡,APP
T00001136,2023-10-26,C000643,P0004,2,330.99,0.2,529.58,微信支付,APP
T00001137,2023-04-24,C000339,P0020,1,925.61,0.0,925.61,支付宝,小程序
T00001138,2023-01-17,C000041,P0037,4,484.48,0.3,1356.54,支付宝,网页
T00001139,2023-05-06,C000653,P0001,5,461.62,0.15,1961.88,信用卡,小程序
T00001140,2023-05-10,C000015,P0016,2,469.57,0.0,939.14,支付宝,网页
T00001141,2023-07-21,C000226,P0029,3,287.8,0.0,863.4,银行卡,小程序
T00001142,2023-06-21,C000343,P0030,8,179.49,0.15,1220.53,信用卡,网页
T00001143,2023-10-17,C000090,P0012,2,614.43,0.15,1044.53,信用卡,网页
T00001144,2023-03-27,C000048,P0026,2,224.0,0.3,313.6,微信支付,网页
T00001145,2023-12-10,C000817,P0012,2,614.43,0.0,1228.86,信用卡,网页
T00001146,2023-07-01,C000192,P0034,1,255.35,0.1,229.81,支付宝,小程序
T00001147,2023-11-02,C000002,P0009,6,17.15,0.3,72.03,银行卡,APP
T00001148,2023-04-26,C000770,P0046,5,519.59,0.0,2597.95,微信支付,APP
T00001149,2023-08-09,C000981,P0045,2,789.81,0.3,1105.73,微信支付,APP
T00001150,2023-06-30,C000805,P0034,1,255.35,0.1,229.81,支付宝,小程序
T00001151,2023-07-07,C000097,P0037,5,484.48,0.0,2422.4,信用卡,APP
T00001152,2023-10-02,C000341,P0024,5,740.37,0.15,3146.57,支付宝,小程序
T00001153,2023-10-29,C000583,P0021,4,519.75,0.2,1663.2,信用卡,APP
T00001154,2023-12-27,C000097,P0045,9,789.81,0.0,7108.29,支付宝,网页
T00001155,2023-05-02,C000548,P0031,5,791.65,0.3,2770.77,微信支付,APP
T00001156,2023-10-08,C000624,P0025,2,476.28,0.15,809.68,信用卡,APP
T00001157,2023-09-18,C000340,P0018,3,63.49,0.3,133.33,支付宝,小程序
T00001158,2023-02-19,C000142,P0033,2,838.62,0.2,1341.79,信用卡,APP
T00001159,2023-01-01,C000182,P0004,5,330.99,0.0,1654.95,银行卡,小程序
T00001160,2023-03-07,C000949,P0041,2,976.66,0.0,1953.32,微信支付,APP
T00001161,2023-05-10,C000285,P0006,3,281.15,0.1,759.1,银行卡,小程序
T00001162,2023-04-19,C000135,P0047,5,371.93,0.2,1487.72,支付宝,APP
T00001163,2023-08-04,C000592,P0024,8,740.37,0.2,4738.37,支付宝,小程序
T00001164,2023-03-06,C000643,P0048,1,651.69,0.0,651.69,支付宝,小程序
T00001165,2023-04-17,C000284,P0004,2,330.99,0.0,661.98,微信支付,APP
T00001166,2023-08-13,C000368,P0032,3,95.61,0.0,286.83,微信支付,网页
T00001167,2023-04-10,C000921,P0003,2,806.41,0.15,1370.9,支付宝,网页
T00001168,2023-06-21,C000417,P0004,4,330.99,0.0,1323.96,支付宝,网页
T00001169,2023-11-01,C000958,P0015,8,986.74,0.0,7893.92,信用卡,小程序
T00001170,2023-02-19,C000551,P0040,2,484.99,0.0,969.98,支付宝,小程序
T00001171,2023-01-12,C000166,P0042,5,193.1,0.0,965.5,信用卡,小程序
T00001172,2023-12-18,C000076,P0048,7,651.69,0.3,3193.28,支付宝,APP
T00001173,2023-10-26,C000979,P0048,5,651.69,0.0,3258.45,支付宝,APP
T00001174,2023-05-15,C000863,P0016,5,469.57,0.3,1643.49,银行卡,APP
T00001175,2023-11-14,C000402,P0025,3,476.28,0.0,1428.84,微信支付,APP
T00001176,2023-08-03,C000015,P0032,6,95.61,0.1,516.29,银行卡,网页
T00001177,2023-07-21,C000977,P0030,1,179.49,0.2,143.59,信用卡,APP
T00001178,2023-02-13,C000525,P0037,4,484.48,0.0,1937.92,银行卡,APP
T00001179,2023-06-05,C000294,P0038,4,562.9,0.0,2251.6,信用卡,网页
T00001180,2023-07-20,C000702,P0013,5,615.93,0.0,3079.65,微信支付,小程序
T00001181,2023-08-02,C000009,P0023,5,237.76,0.1,1069.92,微信支付,网页
T00001182,2023-04-08,C000867,P0009,2,17.15,0.1,30.87,微信支付,网页
T00001183,2023-03-02,C000303,P0006,2,281.15,0.0,562.3,微信支付,网页
T00001184,2023-12-07,C000942,P0009,8,17.15,0.15,116.62,银行卡,网页
T00001185,2023-12-11,C000104,P0010,13,422.06,0.2,4389.42,支付宝,小程序
T00001186,2023-09-10,C000974,P0039,5,141.38,0.0,706.9,信用卡,APP
T00001187,2023-11-24,C000742,P0016,8,469.57,0.2,3005.25,支付宝,小程序
T00001188,2023-11-04,C000700,P0037,7,484.48,0.0,3391.36,银行卡,APP
T00001189,2023-03-10,C000989,P0047,3,371.93,0.1,1004.21,微信支付,网页
T00001190,2023-12-08,C000374,P0004,9,330.99,0.0,2978.91,银行卡,APP
T00001191,2023-01-18,C000247,P0045,1,789.81,0.0,789.81,银行卡,小程序
T00001192,2023-09-28,C000416,P0032,1,95.61,0.0,95.61,银行卡,网页
T00001193,2023-08-28,C000746,P0050,7,740.01,0.15,4403.06,银行卡,网页
T00001194,2023-06-19,C000412,P0030,8,179.49,0.2,1148.74,银行卡,小程序
T00001195,2023-11-22,C000970,P0022,4,596.78,0.0,2387.12,信用卡,网页
T00001196,2023-10-16,C000878,P0031,3,791.65,0.1,2137.45,信用卡,小程序
T00001197,2023-11-01,C000515,P0050,11,740.01,0.0,8140.11,信用卡,APP
T00001198,2023-05-24,C000081,P0009,2,17.15,0.0,34.3,银行卡,网页
T00001199,2023-01-12,C000715,P0035,1,914.62,0.15,777.43,银行卡,小程序
T00001200,2023-06-06,C000090,P0033,4,838.62,0.1,3019.03,微信支付,网页
T00001201,2023-07-10,C000391,P0037,5,484.48,0.1,2180.16,微信支付,APP
T00001202,2023-05-03,C000465,P0001,3,461.62,0.0,1384.86,微信支付,网页
T00001203,2023-10-29,C000273,P0008,2,779.89,0.1,1403.8,支付宝,网页
T00001204,2023-01-27,C000977,P0043,3,861.78,0.2,2068.27,微信支付,APP
T00001205,2023-03-22,C000837,P0027,1,145.04,0.0,145.04,银行卡,网页
T00001206,2023-04-20,C000830,P0046,1,519.59,0.1,467.63,信用卡,APP
T00001207,2023-12-03,C000469,P0050,3,740.01,0.2,1776.02,支付宝,APP
T00001208,2023-10-01,C000703,P0042,1,193.1,0.1,173.79,银行卡,APP
T00001209,2023-03-14,C000082,P0008,3,779.89,0.2,1871.74,信用卡,APP
T00001210,2023-10-13,C000326,P0018,2,63.49,0.0,126.98,银行卡,小程序
T00001211,2023-05-24,C000918,P0048,2,651.69,0.1,1173.04,信用卡,网页
T00001212,2023-05-17,C000667,P0044,4,535.61,0.0,2142.44,支付宝,网页
T00001213,2023-04-10,C000989,P0042,2,193.1,0.3,270.34,支付宝,小程序
T00001214,2023-09-28,C000816,P0027,3,145.04,0.2,348.1,微信支付,APP
T00001215,2023-08-16,C000464,P0030,3,179.49,0.1,484.62,银行卡,网页
T00001216,2023-04-07,C000480,P0013,1,615.93,0.0,615.93,银行卡,APP
T00001217,2023-11-27,C000948,P0003,8,806.41,0.3,4515.9,信用卡,小程序
T00001218,2023-02-02,C000950,P0002,3,123.04,0.0,369.12,支付宝,APP
T00001219,2023-01-13,C000496,P0010,2,422.06,0.2,675.3,微信支付,APP
T00001220,2023-06-08,C000328,P0012,6,614.43,0.0,3686.58,支付宝,网页
T00001221,2023-01-14,C000309,P0039,2,141.38,0.15,240.35,支付宝,APP
T00001222,2023-07-23,C000826,P0034,1,255.35,0.0,255.35,支付宝,APP
T00001223,2023-03-04,C000388,P0013,5,615.93,0.0,3079.65,银行卡,小程序
T00001224,2023-03-20,C000795,P0034,4,255.35,0.0,1021.4,支付宝,小程序
T00001225,2023-11-27,C000590,P0012,10,614.43,0.0,6144.3,微信支付,小程序
T00001226,2023-07-11,C000361,P0040,3,484.99,0.0,1454.97,微信支付,APP
T00001227,2023-11-24,C000790,P0045,7,789.81,0.15,4699.37,微信支付,小程序
T00001228,2023-11-05,C000179,P0039,1,141.38,0.3,98.97,信用卡,小程序
T00001229,2023-12-22,C000801,P0015,5,986.74,0.0,4933.7,信用卡,网页
T00001230,2023-02-14,C000359,P0033,1,838.62,0.1,754.76,信用卡,APP
T00001231,2023-01-26,C001000,P0036,4,991.36,0.0,3965.44,微信支付,网页
T00001232,2023-11-07,C000807,P0032,2,95.61,0.3,133.85,微信支付,APP
T00001233,2023-07-15,C000102,P0003,1,806.41,0.0,806.41,信用卡,APP
T00001234,2023-07-01,C000866,P0042,6,193.1,0.15,984.81,微信支付,小程序
T00001235,2023-02-15,C000683,P0032,4,95.61,0.2,305.95,银行卡,小程序
T00001236,2023-05-13,C000413,P0050,4,740.01,0.0,2960.04,银行卡,网页
T00001237,2023-05-15,C000149,P0009,2,17.15,0.0,34.3,微信支付,APP
T00001238,2023-03-24,C000521,P0046,1,519.59,0.2,415.67,支付宝,小程序
T00001239,2023-05-30,C000158,P0017,3,798.65,0.15,2036.56,微信支付,小程序
T00001240,2023-12-07,C000647,P0044,3,535.61,0.0,1606.83,信用卡,APP
T00001241,2023-07-13,C000841,P0012,9,614.43,0.0,5529.87,微信支付,网页
T00001242,2023-12-02,C000922,P0004,7,330.99,0.2,1853.54,信用卡,APP
T00001243,2023-02-04,C000118,P0042,5,193.1,0.0,965.5,银行卡,网页
T00001244,2023-12-17,C000283,P0032,2,95.61,0.0,191.22,信用卡,小程序
T00001245,2023-06-11,C000878,P0015,9,986.74,0.3,6216.46,支付宝,小程序
T00001246,2023-10-15,C000153,P0021,1,519.75,0.2,415.8,支付宝,APP
T00001247,2023-07-17,C000411,P0012,1,614.43,0.0,614.43,信用卡,APP
T00001248,2023-10-20,C000485,P0047,3,371.93,0.1,1004.21,支付宝,网页
T00001249,2023-05-22,C000047,P0031,3,791.65,0.0,2374.95,银行卡,小程序
T00001250,2023-02-07,C000960,P0012,1,614.43,0.0,614.43,支付宝,网页
T00001251,2023-05-18,C000080,P0005,5,766.59,0.3,2683.07,银行卡,网页
T00001252,2023-08-08,C000018,P0018,9,63.49,0.0,571.41,信用卡,小程序
T00001253,2023-04-19,C000329,P0038,4,562.9,0.15,1913.86,信用卡,网页
T00001254,2023-04-05,C000489,P0004,1,330.99,0.3,231.69,微信支付,APP
T00001255,2023-05-10,C000446,P0011,2,643.43,0.2,1029.49,支付宝,APP
T00001256,2023-11-15,C000509,P0042,1,193.1,0.2,154.48,支付宝,APP
T00001257,2023-06-07,C000964,P0005,3,766.59,0.3,1609.84,信用卡,小程序
T00001258,2023-07-26,C000545,P0030,8,179.49,0.1,1292.33,支付宝,小程序
T00001259,2023-09-25,C000221,P0031,1,791.65,0.0,791.65,信用卡,网页
T00001260,2023-09-05,C000082,P0015,5,986.74,0.3,3453.59,微信支付,APP
T00001261,2023-08-13,C000399,P0042,1,193.1,0.0,193.1,信用卡,小程序
T00001262,2023-10-06,C000361,P0027,2,145.04,0.3,203.06,微信支付,小程序
T00001263,2023-12-17,C000922,P0037,5,484.48,0.15,2059.04,支付宝,小程序
T00001264,2023-07-15,C000317,P0022,2,596.78,0.15,1014.53,银行卡,APP
T00001265,2023-04-30,C000149,P0008,1,779.89,0.0,779.89,支付宝,小程序
T00001266,2023-02-05,C000863,P0023,1,237.76,0.3,166.43,银行卡,网页
T00001267,2023-07-13,C000290,P0018,8,63.49,0.3,355.54,银行卡,网页
T00001268,2023-01-04,C000052,P0046,1,519.59,0.0,519.59,信用卡,小程序
T00001269,2023-08-26,C000314,P0026,4,224.0,0.3,627.2,信用卡,网页
T00001270,2023-07-25,C000587,P0020,6,925.61,0.0,5553.66,支付宝,网页
T00001271,2023-04-14,C000912,P0025,3,476.28,0.1,1285.96,支付宝,网页
T00001272,2023-06-19,C000024,P0003,5,806.41,0.0,4032.05,微信支付,网页
T00001273,2023-04-12,C000603,P0003,4,806.41,0.0,3225.64,信用卡,小程序
T00001274,2023-04-06,C000452,P0030,1,179.49,0.0,179.49,银行卡,APP
T00001275,2023-10-19,C000390,P0045,2,789.81,0.0,1579.62,微信支付,APP
T00001276,2023-12-22,C000608,P0024,10,740.37,0.0,7403.7,银行卡,网页
T00001277,2023-02-26,C000542,P0011,2,643.43,0.1,1158.17,信用卡,小程序
T00001278,2023-04-16,C000307,P0028,2,210.19,0.0,420.38,银行卡,小程序
T00001279,2023-05-29,C000636,P0034,5,255.35,0.3,893.72,银行卡,小程序
T00001280,2023-07-21,C000945,P0023,4,237.76,0.1,855.94,微信支付,网页
T00001281,2023-06-19,C000269,P0049,5,147.02,0.0,735.1,银行卡,APP
T00001282,2023-06-06,C000125,P0040,6,484.99,0.15,2473.45,微信支付,小程序
T00001283,2023-05-05,C000968,P0046,3,519.59,0.0,1558.77,信用卡,网页
T00001284,2023-04-26,C000903,P0037,3,484.48,0.1,1308.1,银行卡,APP
T00001285,2023-09-27,C000693,P0049,5,147.02,0.0,735.1,微信支付,APP
T00001286,2023-01-25,C000337,P0038,5,562.9,0.1,2533.05,微信支付,小程序
T00001287,2023-09-02,C000958,P0047,2,371.93,0.15,632.28,银行卡,APP
T00001288,2023-05-08,C000107,P0011,1,643.43,0.3,450.4,信用卡,APP
T00001289,2023-02-01,C000178,P0045,1,789.81,0.3,552.87,信用卡,APP
T00001290,2023-09-03,C000309,P0021,5,519.75,0.0,2598.75,微信支付,网页
T00001291,2023-11-19,C000804,P0046,8,519.59,0.1,3741.05,微信支付,APP
T00001292,2023-01-20,C000011,P0016,1,469.57,0.0,469.57,银行卡,小程序
T00001293,2023-08-10,C000391,P0020,1,925.61,0.15,786.77,微信支付,小程序
T00001294,2023-01-28,C000145,P0002,3,123.04,0.0,369.12,微信支付,APP
T00001295,2023-04-15,C000885,P0047,4,371.93,0.0,1487.72,信用卡,网页
T00001296,2023-09-28,C000610,P0046,4,519.59,0.0,2078.36,银行卡,小程序
T00001297,2023-06-22,C000694,P0041,7,976.66,0.15,5811.13,信用卡,APP
T00001298,2023-10-21,C000224,P0040,1,484.99,0.0,484.99,银行卡,小程序
T00001299,2023-06-02,C000266,P0013,4,615.93,0.0,2463.72,支付宝,APP
T00001300,2023-04-25,C000564,P0035,3,914.62,0.0,2743.86,微信支付,网页
T00001301,2023-04-04,C000849,P0013,4,615.93,0.0,2463.72,微信支付,APP
T00001302,2023-05-08,C000318,P0013,4,615.93,0.0,2463.72,微信支付,网页
T00001303,2023-07-28,C000672,P0014,1,354.38,0.0,354.38,信用卡,小程序
T00001304,2023-10-24,C000517,P0027,4,145.04,0.3,406.11,支付宝,APP
T00001305,2023-10-10,C000322,P0042,2,193.1,0.15,328.27,银行卡,网页
T00001306,2023-10-26,C000157,P0004,1,330.99,0.2,264.79,信用卡,网页
T00001307,2023-05-27,C000477,P0005,3,766.59,0.0,2299.77,支付宝,网页
T00001308,2023-04-17,C000060,P0021,2,519.75,0.0,1039.5,银行卡,APP
T00001309,2023-03-25,C000835,P0011,5,643.43,0.15,2734.58,银行卡,网页
T00001310,2023-07-20,C000186,P0022,7,596.78,0.2,3341.97,微信支付,APP
T00001311,2023-04-13,C000533,P0009,2,17.15,0.15,29.15,微信支付,APP
T00001312,2023-03-11,C000138,P0002,3,123.04,0.1,332.21,支付宝,APP
T00001313,2023-04-15,C000236,P0001,1,461.62,0.0,461.62,微信支付,网页
T00001314,2023-07-29,C000452,P0030,1,179.49,0.0,179.49,信用卡,网页
T00001315,2023-07-06,C000449,P0001,5,461.62,0.1,2077.29,银行卡,网页
T00001316,2023-05-08,C000059,P0048,2,651.69,0.0,1303.38,银行卡,APP
T00001317,2023-01-29,C000965,P0006,2,281.15,0.0,562.3,银行卡,网页
T00001318,2023-03-29,C000030,P0016,2,469.57,0.0,939.14,微信支付,APP
T00001319,2023-03-07,C000304,P0035,4,914.62,0.0,3658.48,支付宝,APP
T00001320,2023-08-21,C000167,P0046,3,519.59,0.0,1558.77,银行卡,APP
T00001321,2023-07-11,C000450,P0004,7,330.99,0.0,2316.93,信用卡,小程序
T00001322,2023-02-22,C000658,P0031,4,791.65,0.0,3166.6,银行卡,网页
T00001323,2023-02-24,C000806,P0040,5,484.99,0.3,1697.46,微信支付,网页
T00001324,2023-01-26,C000369,P0025,5,476.28,0.0,2381.4,信用卡,APP
T00001325,2023-12-13,C000645,P0031,4,791.65,0.3,2216.62,支付宝,APP
T00001326,2023-03-21,C000614,P0021,1,519.75,0.3,363.82,银行卡,网页
T00001327,2023-07-21,C000547,P0049,5,147.02,0.15,624.84,微信支付,APP
T00001328,2023-09-06,C000643,P0016,2,469.57,0.1,845.23,支付宝,APP
T00001329,2023-02-21,C000087,P0009,1,17.15,0.0,17.15,支付宝,小程序
T00001330,2023-08-23,C000043,P0033,3,838.62,0.2,2012.69,信用卡,小程序
T00001331,2023-11-11,C000686,P0004,2,330.99,0.0,661.98,信用卡,网页
T00001332,2023-12-22,C000818,P0003,4,806.41,0.0,3225.64,支付宝,小程序
