order_id,user_id,order_date,order_status,payment_method,total_amount
order_000444,user_0198,2025-10-18,已完成,支付宝,2102.05
order_000445,user_0081,2025-08-27,已完成,货到付款,5382.29
order_000446,user_0109,2025-09-17,已完成,货到付款,13266.470000000001
order_000447,user_0051,2025-08-11,已完成,支付宝,4522.04
order_000448,user_0147,2026-02-26,已完成,微信支付,6762.07
order_000449,user_0170,2026-04-22,退款中,微信支付,8540.98
order_000450,user_0035,2026-03-10,已完成,货到付款,608.26
order_000451,user_0046,2025-08-28,已完成,信用卡,306.4
order_000452,user_0154,2025-05-06,已完成,微信支付,4687.66
order_000453,user_0069,2026-01-14,已完成,货到付款,5102.53
order_000454,user_0093,2025-07-09,已完成,微信支付,301.17
order_000455,user_0064,2026-04-21,已完成,信用卡,808.85
order_000456,user_0165,2025-12-06,已完成,货到付款,3998.74
order_000457,user_0049,2025-06-07,已完成,信用卡,876.78
order_000458,user_0149,2025-11-17,已完成,货到付款,3276.7999999999997
order_000459,user_0074,2026-01-16,已完成,信用卡,6786.58
order_000460,user_0192,2026-03-21,已完成,微信支付,21537.670000000002
order_000461,user_0005,2025-10-22,已完成,微信支付,1988.88
order_000462,user_0100,2026-04-10,已完成,信用卡,9937.46
order_000463,user_0070,2026-03-11,已完成,信用卡,17097.77
order_000464,user_0090,2025-07-20,已完成,信用卡,9217.02
order_000465,user_0004,2026-03-11,已完成,货到付款,17643.75
order_000466,user_0126,2025-08-16,退款中,微信支付,3180.73
order_000467,user_0039,2026-01-03,已完成,货到付款,14855.4
order_000468,user_0163,2025-05-04,已取消,微信支付,8826.11
order_000469,user_0129,2025-07-20,已完成,支付宝,12530.86
order_000470,user_0024,2025-11-21,退款中,货到付款,3932.84
order_000471,user_0057,2026-03-07,已完成,微信支付,260.42
order_000472,user_0100,2025-05-19,退款中,微信支付,2024.06
order_000473,user_0070,2025-04-30,退款中,货到付款,203.2
order_000474,user_0041,2025-09-01,已完成,货到付款,764.96
order_000475,user_0182,2026-02-18,退款中,微信支付,4964.8099999999995
order_000476,user_0174,2025-11-01,已完成,货到付款,5547.860000000001
order_000477,user_0060,2026-04-24,已完成,信用卡,4417.429999999999
order_000478,user_0108,2025-05-11,已完成,货到付款,6753.88
order_000479,user_0188,2025-05-09,已完成,货到付款,5549.389999999999
order_000480,user_0057,2025-07-23,已完成,货到付款,3752.82
order_000481,user_0031,2025-05-09,已完成,微信支付,2615.5
order_000482,user_0084,2025-05-22,退款中,信用卡,4887.2699999999995
order_000483,user_0152,2026-02-22,已完成,支付宝,6534.78
order_000484,user_0036,2025-12-26,已完成,支付宝,3444.23
order_000485,user_0158,2025-08-27,已取消,信用卡,10324.439999999999
order_000486,user_0152,2025-09-21,已取消,信用卡,7760.9
order_000487,user_0108,2025-06-21,退款中,信用卡,2514.02
order_000488,user_0106,2025-12-21,已完成,微信支付,721.02
order_000489,user_0158,2026-04-18,退款中,支付宝,1260.88
order_000490,user_0086,2025-10-17,已完成,信用卡,12774.27
order_000491,user_0135,2025-12-04,已完成,微信支付,862.72
order_000492,user_0163,2025-08-24,已完成,支付宝,8215.26
order_000493,user_0183,2026-03-02,已完成,货到付款,3869.08
order_000494,user_0014,2025-10-27,已完成,微信支付,1532.23
order_000495,user_0120,2026-02-09,已完成,支付宝,4438.34
order_000496,user_0138,2026-02-28,已完成,微信支付,7091.52
order_000497,user_0080,2026-02-21,已完成,支付宝,4199.31
order_000498,user_0144,2025-07-18,已完成,支付宝,8078.2300000000005
order_000499,user_0182,2025-11-24,已完成,货到付款,2467.01
order_000500,user_0106,2025-09-24,已完成,微信支付,3048.11
order_000501,user_0070,2025-06-03,已完成,信用卡,8140.34
order_000502,user_0044,2026-04-14,已完成,货到付款,4753.36
order_000503,user_0073,2026-03-05,已完成,货到付款,308.27
order_000504,user_0045,2026-04-23,已取消,支付宝,2081.84
order_000505,user_0184,2025-06-25,已完成,信用卡,6705.32
order_000506,user_0107,2025-09-05,已完成,微信支付,19296.05
order_000507,user_0084,2025-11-15,已完成,信用卡,3773.38
order_000508,user_0082,2025-12-26,已完成,信用卡,8648.8
order_000509,user_0107,2025-06-01,已完成,信用卡,7214.219999999999
order_000510,user_0185,2025-07-29,已完成,信用卡,6760.85
order_000511,user_0021,2025-11-20,已完成,信用卡,3275.15
order_000512,user_0196,2026-04-15,已完成,支付宝,3434.3900000000003
order_000513,user_0178,2026-03-25,已完成,支付宝,7115.960000000001
order_000514,user_0161,2026-02-26,已完成,货到付款,7447.91
order_000515,user_0007,2026-04-12,已完成,支付宝,3930.5299999999997
order_000516,user_0070,2025-11-26,已完成,货到付款,787.81
order_000517,user_0127,2025-10-03,已完成,货到付款,649.02
order_000518,user_0143,2025-05-21,已完成,微信支付,6066.88
order_000519,user_0160,2026-02-14,已取消,信用卡,3501.23
order_000520,user_0148,2025-05-01,退款中,支付宝,1819.96
order_000521,user_0143,2025-12-03,已完成,微信支付,18695.1
order_000522,user_0176,2026-04-26,已完成,支付宝,3474.05
order_000523,user_0199,2025-05-17,已完成,货到付款,4709.589999999999
order_000524,user_0149,2025-09-26,已完成,支付宝,1837.0
order_000525,user_0170,2025-06-16,已完成,信用卡,4768.66
order_000526,user_0154,2025-10-21,已取消,货到付款,3090.44
order_000527,user_0120,2025-08-01,退款中,货到付款,6952.43
order_000528,user_0128,2025-08-10,已完成,微信支付,8292.96
order_000529,user_0142,2026-01-02,已完成,信用卡,4999.139999999999
order_000530,user_0057,2025-08-22,已完成,货到付款,862.9000000000001
order_000531,user_0165,2026-04-16,已完成,信用卡,669.69
order_000532,user_0058,2025-12-11,已完成,支付宝,7426.92
order_000533,user_0021,2025-07-02,已完成,信用卡,6938.68
order_000534,user_0082,2026-03-28,已完成,货到付款,6351.160000000001
order_000535,user_0069,2026-01-14,已完成,微信支付,8109.65
order_000536,user_0131,2026-02-16,已完成,货到付款,8547.279999999999
order_000537,user_0087,2025-12-26,已取消,信用卡,13418.81
order_000538,user_0165,2025-10-30,已完成,信用卡,1375.31
order_000539,user_0049,2025-12-29,已完成,货到付款,6471.12
order_000540,user_0147,2025-08-30,已完成,信用卡,1612.0700000000002
order_000541,user_0115,2026-01-20,已完成,支付宝,8651.630000000001
order_000542,user_0089,2025-09-05,已完成,货到付款,3254.81
order_000543,user_0085,2025-12-20,已完成,微信支付,32.05
order_000544,user_0128,2025-05-15,已取消,货到付款,4182.5599999999995
order_000545,user_0140,2025-06-06,已完成,支付宝,1488.93
order_000546,user_0189,2025-05-18,退款中,支付宝,4121.95
order_000547,user_0169,2025-12-08,已完成,支付宝,199.88
order_000548,user_0161,2026-04-17,已完成,支付宝,796.21
order_000549,user_0178,2026-02-03,已完成,支付宝,3941.94
order_000550,user_0117,2025-05-05,已完成,微信支付,2860.75
order_000551,user_0196,2025-08-05,已完成,信用卡,10141.02
order_000552,user_0127,2025-12-23,已完成,支付宝,610.89
order_000553,user_0071,2025-07-23,已完成,支付宝,4069.3
order_000554,user_0086,2026-02-19,已取消,货到付款,5693.860000000001
order_000555,user_0033,2025-05-11,已取消,微信支付,1559.3500000000001
order_000556,user_0081,2026-03-27,已取消,微信支付,7665.540000000001
order_000557,user_0152,2025-04-29,已完成,信用卡,2972.17
order_000558,user_0061,2026-02-14,已完成,微信支付,2286.0
order_000559,user_0061,2026-03-18,已完成,货到付款,3099.08
order_000560,user_0098,2025-06-07,已完成,货到付款,7514.5199999999995
order_000561,user_0028,2026-03-11,已完成,信用卡,1953.23
order_000562,user_0186,2026-03-09,已完成,货到付款,668.6299999999999
order_000563,user_0043,2025-08-16,已完成,支付宝,8617.07
order_000564,user_0169,2025-05-11,已完成,支付宝,673.4
order_000565,user_0167,2025-12-14,已取消,货到付款,6845.05
order_000566,user_0086,2025-07-20,已完成,信用卡,5672.87
order_000567,user_0177,2025-09-04,已完成,微信支付,2519.71
order_000568,user_0017,2025-12-14,已完成,信用卡,3640.5099999999998
order_000569,user_0098,2026-03-19,已取消,微信支付,2502.13
order_000570,user_0198,2025-09-19,已完成,货到付款,1285.52
order_000571,user_0198,2026-04-07,已完成,货到付款,2717.62
order_000572,user_0098,2025-05-25,已完成,支付宝,880.19
order_000573,user_0065,2025-07-02,已完成,微信支付,5420.32
order_000574,user_0074,2025-10-07,已完成,信用卡,9534.259999999998
order_000575,user_0085,2025-12-12,已完成,货到付款,6878.15
order_000576,user_0005,2026-01-13,已完成,信用卡,2034.4
order_000577,user_0002,2025-10-08,已完成,支付宝,4416.18
order_000578,user_0022,2026-02-22,已完成,微信支付,5590.280000000001
order_000579,user_0112,2026-02-24,已取消,微信支付,110.36
order_000580,user_0057,2026-02-08,已完成,货到付款,6635.14
order_000581,user_0066,2025-05-07,已完成,微信支付,2834.9
order_000582,user_0074,2025-11-08,已完成,货到付款,53.71
order_000583,user_0098,2025-08-23,已完成,支付宝,13394.539999999999
order_000584,user_0144,2026-01-22,已完成,微信支付,9616.65
order_000585,user_0112,2025-07-16,已完成,货到付款,261.42
order_000586,user_0179,2025-07-29,已完成,信用卡,7743.11
order_000587,user_0125,2026-01-18,已完成,货到付款,4729.46
order_000588,user_0167,2026-03-25,已完成,微信支付,5099.929999999999
order_000589,user_0086,2026-04-12,已完成,支付宝,8890.019999999999
order_000590,user_0076,2026-04-23,退款中,微信支付,101.69
order_000591,user_0088,2026-01-09,已完成,微信支付,1738.29
order_000592,user_0168,2025-09-07,已完成,货到付款,11388.529999999999
order_000593,user_0038,2026-01-28,已完成,信用卡,12344.4
order_000594,user_0188,2026-01-16,已完成,微信支付,5798.79
order_000595,user_0059,2025-10-15,已完成,信用卡,3485.75
order_000596,user_0138,2025-04-28,已完成,货到付款,12873.33
order_000597,user_0099,2026-03-06,退款中,信用卡,1461.61
order_000598,user_0192,2025-06-30,已完成,货到付款,17863.04
order_000599,user_0063,2026-02-05,已完成,支付宝,14063.19
order_000600,user_0049,2025-08-26,已完成,信用卡,17247.760000000002
order_000601,user_0192,2025-08-12,已完成,信用卡,4895.5599999999995
order_000602,user_0032,2025-10-19,已完成,支付宝,4209.86
order_000603,user_0135,2025-11-17,已完成,信用卡,9109.19
order_000604,user_0021,2025-10-09,已完成,支付宝,6772.33
order_000605,user_0020,2026-02-26,已完成,微信支付,9606.7
order_000606,user_0154,2025-08-25,已完成,货到付款,10036.1
order_000607,user_0127,2025-06-10,已完成,支付宝,1461.71
order_000608,user_0068,2026-03-05,已完成,信用卡,4367.41
order_000609,user_0110,2025-09-30,已取消,支付宝,3657.5
order_000610,user_0116,2025-11-20,已完成,信用卡,1129.86
order_000611,user_0143,2025-08-13,退款中,微信支付,3402.54
order_000612,user_0120,2026-01-03,已完成,支付宝,15117.28
order_000613,user_0079,2026-03-27,已完成,微信支付,3642.21
order_000614,user_0116,2025-09-04,已完成,货到付款,17856.94
order_000615,user_0092,2026-02-14,已完成,信用卡,447.51
order_000616,user_0014,2025-05-17,已完成,信用卡,3054.1299999999997
order_000617,user_0155,2026-02-03,已完成,微信支付,563.27
order_000618,user_0125,2026-02-06,已完成,货到付款,1423.17
order_000619,user_0168,2025-04-28,已完成,支付宝,2063.34
order_000620,user_0058,2025-08-24,已完成,支付宝,11335.84
order_000621,user_0028,2025-06-01,已完成,信用卡,3080.2699999999995
order_000622,user_0026,2025-11-11,退款中,微信支付,1979.87
order_000623,user_0113,2025-12-28,已完成,微信支付,1171.74
order_000624,user_0191,2025-06-25,已完成,支付宝,6151.08
order_000625,user_0066,2026-03-18,已完成,货到付款,3295.09
order_000626,user_0153,2025-10-05,已完成,货到付款,1803.6
order_000627,user_0131,2025-10-23,已完成,支付宝,2700.8799999999997
order_000628,user_0200,2025-11-19,已完成,支付宝,7140.66
order_000629,user_0044,2025-05-09,已完成,微信支付,9351.26
order_000630,user_0097,2026-01-28,已完成,货到付款,3071.1800000000003
order_000631,user_0042,2025-10-25,已完成,支付宝,1459.9099999999999
order_000632,user_0006,2025-12-25,已完成,支付宝,650.74
order_000633,user_0167,2025-11-29,已取消,信用卡,2271.59
order_000634,user_0180,2026-01-03,已完成,支付宝,12595.93
order_000635,user_0023,2026-02-20,已完成,支付宝,2860.43
order_000636,user_0089,2025-08-31,已完成,货到付款,1135.89
order_000637,user_0123,2025-11-30,已完成,微信支付,10326.7
order_000638,user_0178,2026-02-27,已取消,货到付款,17663.47
order_000639,user_0171,2026-02-06,已完成,微信支付,2060.92
order_000640,user_0147,2025-10-29,已完成,信用卡,954.91
order_000641,user_0197,2025-06-05,已取消,支付宝,13524.75
order_000642,user_0051,2025-12-06,已完成,信用卡,11495.2
order_000643,user_0011,2025-10-28,已完成,微信支付,11858.32
order_000644,user_0012,2025-10-22,已完成,货到付款,4458.32
order_000645,user_0074,2026-02-15,已完成,货到付款,1413.56
order_000646,user_0008,2026-04-02,已完成,信用卡,4023.09
order_000647,user_0152,2025-09-25,退款中,微信支付,8660.800000000001
order_000648,user_0041,2025-08-31,已取消,信用卡,16186.970000000001
order_000649,user_0164,2026-02-22,已完成,信用卡,3383.15
order_000650,user_0085,2026-03-01,已完成,支付宝,4243.85
order_000651,user_0072,2026-03-29,已完成,信用卡,12108.11
order_000652,user_0055,2025-12-17,已取消,支付宝,4713.21
order_000653,user_0137,2025-05-05,已完成,支付宝,43.87
order_000654,user_0047,2026-04-03,已完成,货到付款,9748.46
order_000655,user_0143,2025-09-03,已完成,支付宝,1027.07
order_000656,user_0176,2026-01-16,已完成,支付宝,12370.900000000001
order_000657,user_0104,2025-10-01,已完成,货到付款,918.89
order_000658,user_0042,2026-04-14,已完成,信用卡,5837.6
order_000659,user_0060,2026-04-20,已完成,微信支付,9153.2
order_000660,user_0198,2025-05-02,已完成,微信支付,9132.85
order_000661,user_0012,2025-07-22,已完成,微信支付,4825.43
order_000662,user_0130,2025-10-19,已完成,信用卡,4003.1900000000005
order_000663,user_0007,2026-02-11,退款中,支付宝,3925.6
order_000664,user_0080,2025-11-06,已完成,微信支付,2448.55
order_000665,user_0131,2026-03-04,已完成,信用卡,4948.45
order_000666,user_0109,2025-08-24,已完成,支付宝,11893.779999999999
order_000667,user_0003,2025-12-01,已完成,货到付款,2947.99
order_000668,user_0027,2025-08-19,已完成,微信支付,540.67
order_000669,user_0114,2025-09-19,退款中,支付宝,1306.41
order_000670,user_0107,2025-05-23,已完成,微信支付,8409.84
order_000671,user_0040,2025-09-10,已完成,微信支付,5315.55
order_000672,user_0161,2026-02-24,已完成,微信支付,4271.27
order_000673,user_0129,2025-12-15,已取消,支付宝,10497.5
order_000674,user_0008,2025-07-12,已完成,信用卡,4461.51
order_000675,user_0101,2026-03-21,已完成,支付宝,1488.83
order_000676,user_0160,2026-04-07,已完成,微信支付,15588.35
order_000677,user_0124,2026-02-23,已完成,支付宝,12548.22
order_000678,user_0176,2026-02-10,已完成,货到付款,4884.18
order_000679,user_0107,2025-04-28,已取消,信用卡,2024.81
order_000680,user_0101,2025-09-21,已完成,支付宝,8841.85
order_000681,user_0004,2026-02-08,已完成,货到付款,536.86
order_000682,user_0198,2025-09-16,已完成,信用卡,2435.19
order_000683,user_0110,2025-06-19,已取消,货到付款,1252.4099999999999
order_000684,user_0019,2026-02-25,已完成,信用卡,1770.49
order_000685,user_0032,2025-07-05,已完成,支付宝,727.96
order_000686,user_0137,2026-04-23,已完成,货到付款,1970.48
order_000687,user_0012,2025-07-26,已完成,微信支付,1987.87
order_000688,user_0139,2025-12-03,已完成,货到付款,595.78
order_000689,user_0046,2025-11-05,已完成,信用卡,6156.76
order_000690,user_0119,2025-06-29,已取消,支付宝,12564.330000000002
order_000691,user_0016,2025-07-09,已完成,信用卡,12280.470000000001
order_000692,user_0129,2025-10-05,已完成,货到付款,17503.06
order_000693,user_0063,2025-10-13,已完成,货到付款,10459.5
order_000694,user_0109,2025-07-25,已完成,微信支付,4250.47
order_000695,user_0119,2025-10-20,已完成,支付宝,11464.11
order_000696,user_0021,2026-01-21,已完成,支付宝,5603.92
order_000697,user_0158,2025-07-09,已完成,货到付款,5740.4800000000005
order_000698,user_0013,2025-12-28,已完成,支付宝,6877.68
order_000699,user_0162,2025-07-13,已完成,微信支付,3553.89
order_000700,user_0004,2025-10-03,已完成,信用卡,10493.58
order_000701,user_0156,2026-03-17,已完成,支付宝,932.11
order_000702,user_0102,2025-08-03,已完成,货到付款,1905.51
order_000703,user_0059,2025-08-07,已完成,信用卡,1408.9699999999998
order_000704,user_0128,2025-09-06,已完成,信用卡,3462.57
order_000705,user_0027,2025-08-07,已完成,微信支付,15538.73
order_000706,user_0069,2025-05-16,已完成,货到付款,441.18
order_000707,user_0025,2025-07-18,已完成,支付宝,2242.59
order_000708,user_0131,2026-01-31,已完成,货到付款,204.96
order_000709,user_0097,2026-04-01,已完成,信用卡,7595.37
order_000710,user_0196,2026-04-27,已取消,货到付款,14609.34
order_000711,user_0025,2026-03-24,已完成,支付宝,150.88
order_000712,user_0148,2025-09-03,已完成,支付宝,9322.77
order_000713,user_0162,2026-04-06,已完成,微信支付,910.26
order_000714,user_0154,2026-03-03,已完成,支付宝,4421.84
order_000715,user_0126,2025-07-25,已完成,支付宝,10112.72
order_000716,user_0133,2025-11-26,已完成,货到付款,12096.88
order_000717,user_0189,2025-09-17,已完成,货到付款,621.26
order_000718,user_0009,2025-07-01,已完成,信用卡,2471.29
order_000719,user_0116,2025-07-12,已完成,微信支付,176.33
order_000720,user_0178,2025-11-12,已完成,货到付款,10455.3
order_000721,user_0134,2025-09-17,退款中,支付宝,143.54
order_000722,user_0060,2026-03-09,已完成,信用卡,3551.9
order_000723,user_0172,2025-07-29,已完成,货到付款,16788.600000000002
order_000724,user_0121,2026-02-26,已完成,微信支付,3035.11
order_000725,user_0139,2025-12-07,退款中,微信支付,13972.949999999999
order_000726,user_0194,2026-02-12,已完成,信用卡,3939.8999999999996
order_000727,user_0175,2025-08-07,已完成,信用卡,9508.74
order_000728,user_0108,2026-01-19,已完成,信用卡,2340.22
order_000729,user_0108,2026-04-17,已完成,信用卡,12798.310000000001
order_000730,user_0131,2025-08-15,已完成,信用卡,4069.8999999999996
order_000731,user_0076,2026-03-23,已完成,支付宝,4301.42
order_000732,user_0030,2026-01-17,已完成,支付宝,3905.25
order_000733,user_0021,2025-04-30,已完成,货到付款,557.46
order_000734,user_0156,2025-07-21,已完成,微信支付,5599.49
order_000735,user_0190,2026-02-03,已完成,支付宝,4319.32
order_000736,user_0161,2026-03-21,已完成,支付宝,15613.080000000002
order_000737,user_0163,2026-02-25,已完成,支付宝,2418.5
order_000738,user_0180,2025-08-22,已完成,货到付款,2090.02
order_000739,user_0034,2025-12-04,退款中,信用卡,1449.45
order_000740,user_0041,2025-09-28,已完成,货到付款,7596.259999999999
order_000741,user_0051,2025-09-27,已完成,微信支付,4958.58
order_000742,user_0175,2025-05-09,已完成,微信支付,3195.19
order_000743,user_0082,2025-09-07,退款中,微信支付,7219.24
order_000744,user_0058,2026-02-25,已完成,微信支付,1613.45
order_000745,user_0075,2026-02-14,已完成,支付宝,1650.0400000000002
order_000746,user_0185,2026-02-21,已完成,支付宝,15870.92
order_000747,user_0023,2025-12-11,已完成,货到付款,4339.24
order_000748,user_0176,2026-01-23,已完成,信用卡,403.13
order_000749,user_0128,2025-06-09,已完成,微信支付,5567.969999999999
order_000750,user_0150,2026-04-05,已完成,货到付款,1420.3
order_000751,user_0017,2026-03-19,退款中,支付宝,5299.48
order_000752,user_0069,2026-02-23,已完成,支付宝,5866.79
order_000753,user_0108,2026-04-26,已完成,信用卡,11893.66
order_000754,user_0139,2025-05-18,已完成,信用卡,1524.07
order_000755,user_0094,2025-08-12,已完成,信用卡,6640.58
order_000756,user_0015,2026-03-29,已完成,货到付款,4541.89
order_000757,user_0091,2026-02-24,已完成,支付宝,12447.0
order_000758,user_0163,2025-08-22,已完成,支付宝,74.56
order_000759,user_0033,2025-08-29,已取消,信用卡,6684.7699999999995
order_000760,user_0125,2026-02-02,已取消,微信支付,598.07
order_000761,user_0016,2026-02-13,已完成,信用卡,12086.33
order_000762,user_0162,2025-11-16,已完成,货到付款,8002.92
order_000763,user_0066,2025-06-17,已取消,信用卡,26702.29
order_000764,user_0168,2026-01-23,已完成,信用卡,10520.87
order_000765,user_0156,2026-03-17,已取消,货到付款,6781.63
order_000766,user_0047,2026-01-29,已完成,信用卡,141.57
order_000767,user_0167,2025-09-15,已完成,支付宝,1435.32
order_000768,user_0198,2026-01-27,已完成,微信支付,16893.86
order_000769,user_0148,2026-02-11,已完成,信用卡,296.65
order_000770,user_0124,2026-03-27,已完成,货到付款,1403.82
order_000771,user_0001,2025-06-18,已完成,微信支付,179.6
order_000772,user_0200,2025-05-24,已完成,货到付款,5500.66
order_000773,user_0087,2025-10-01,已完成,微信支付,6438.1
order_000774,user_0128,2025-12-22,已完成,微信支付,14307.109999999999
order_000775,user_0191,2025-09-30,退款中,信用卡,9315.810000000001
order_000776,user_0067,2026-02-12,已完成,支付宝,3473.91
order_000777,user_0004,2025-09-10,已完成,信用卡,330.62
order_000778,user_0186,2025-09-18,已完成,货到付款,4171.53
order_000779,user_0153,2025-08-11,已完成,货到付款,544.79
order_000780,user_0047,2025-10-02,退款中,微信支付,4985.13
order_000781,user_0038,2025-09-20,已完成,微信支付,2906.2799999999997
order_000782,user_0143,2025-04-29,已完成,支付宝,2901.12
order_000783,user_0191,2025-07-13,已完成,信用卡,1150.83
order_000784,user_0021,2025-09-06,已完成,货到付款,9166.69
order_000785,user_0057,2025-07-26,已完成,微信支付,723.1800000000001
order_000786,user_0117,2026-04-07,已取消,支付宝,117.83
order_000787,user_0181,2026-04-12,已完成,货到付款,13320.039999999999
order_000788,user_0046,2026-01-15,已完成,微信支付,4235.37
order_000789,user_0142,2026-04-13,已完成,货到付款,9664.5
order_000790,user_0145,2025-08-13,已完成,支付宝,5186.45
order_000791,user_0039,2025-07-10,已完成,支付宝,5158.4
order_000792,user_0137,2025-06-05,已完成,货到付款,875.53
order_000793,user_0099,2025-10-03,已完成,信用卡,3194.49
order_000794,user_0077,2025-07-07,已完成,货到付款,2361.9900000000002
order_000795,user_0115,2026-03-05,已完成,微信支付,14543.2
order_000796,user_0134,2025-12-24,已完成,信用卡,897.26
order_000797,user_0151,2026-02-19,已完成,微信支付,13716.86
order_000798,user_0187,2025-06-02,已完成,货到付款,695.74
order_000799,user_0091,2025-07-20,已取消,信用卡,67.25
order_000800,user_0098,2026-01-15,已完成,微信支付,2334.39
order_000801,user_0120,2026-03-03,已完成,货到付款,3911.8
order_000802,user_0046,2025-10-16,已完成,货到付款,8962.91
order_000803,user_0038,2025-10-17,已完成,信用卡,9435.140000000001
order_000804,user_0142,2026-04-24,已完成,货到付款,4912.23
order_000805,user_0100,2025-06-13,已完成,支付宝,1691.21
order_000806,user_0072,2025-09-15,已完成,微信支付,17519.260000000002
order_000807,user_0190,2025-08-23,已完成,微信支付,1790.72
order_000808,user_0035,2026-01-29,已完成,货到付款,10374.92
order_000809,user_0147,2025-11-27,已完成,货到付款,489.13
order_000810,user_0030,2025-12-03,已完成,支付宝,5211.35
order_000811,user_0078,2025-05-23,已完成,信用卡,2310.71
order_000812,user_0084,2025-05-06,退款中,货到付款,7925.21
order_000813,user_0113,2026-01-23,已完成,货到付款,3207.5099999999998
order_000814,user_0025,2025-05-07,已完成,货到付款,2786.46
order_000815,user_0168,2025-08-26,已完成,货到付款,346.3
order_000816,user_0088,2025-08-30,已取消,微信支付,4586.19
order_000817,user_0014,2025-10-14,已完成,货到付款,383.26
order_000818,user_0154,2025-07-08,已完成,微信支付,4999.97
order_000819,user_0102,2025-09-26,已完成,货到付款,12800.14
order_000820,user_0150,2025-11-21,已完成,信用卡,7546.57
order_000821,user_0176,2025-06-15,已完成,支付宝,14721.45
order_000822,user_0083,2025-09-28,已完成,信用卡,1569.19
order_000823,user_0110,2026-04-09,已完成,货到付款,2402.42
order_000824,user_0179,2026-02-14,已完成,货到付款,4160.929999999999
order_000825,user_0131,2025-07-04,已取消,货到付款,13648.01
order_000826,user_0170,2025-06-16,已完成,信用卡,4562.43
order_000827,user_0019,2025-09-26,已完成,货到付款,2793.76
order_000828,user_0028,2025-05-16,已完成,信用卡,2702.92
order_000829,user_0173,2025-08-05,已完成,微信支付,2498.82
order_000830,user_0071,2025-06-26,已取消,支付宝,2460.44
order_000831,user_0063,2025-10-11,已完成,支付宝,2541.5599999999995
order_000832,user_0073,2025-11-15,已完成,信用卡,4992.22
order_000833,user_0124,2026-04-07,已完成,微信支付,3373.38
order_000834,user_0119,2025-09-20,已完成,信用卡,4368.22
order_000835,user_0121,2025-10-08,已完成,微信支付,7022.6
order_000836,user_0019,2025-12-25,已完成,货到付款,3723.99
order_000837,user_0175,2025-07-05,已完成,微信支付,9307.22
order_000838,user_0142,2025-10-19,已完成,微信支付,2625.11
order_000839,user_0120,2025-06-15,已完成,微信支付,1256.29
order_000840,user_0166,2025-08-13,已取消,支付宝,1625.1100000000001
order_000841,user_0181,2025-12-09,已完成,微信支付,3301.54
order_000842,user_0061,2025-10-05,已完成,货到付款,8844.31
order_000843,user_0164,2025-08-24,已完成,货到付款,707.58
order_000844,user_0168,2025-09-23,已完成,货到付款,1095.5
order_000845,user_0030,2025-09-24,已完成,微信支付,7432.02
order_000846,user_0009,2026-02-14,已完成,信用卡,623.43
order_000847,user_0064,2025-09-17,已完成,信用卡,3785.7999999999997
order_000848,user_0161,2025-10-04,已完成,货到付款,3218.86
order_000849,user_0120,2025-05-08,已完成,支付宝,11691.92
order_000850,user_0052,2025-09-12,已取消,信用卡,6703.17
order_000851,user_0089,2025-07-14,已完成,微信支付,5231.33
order_000852,user_0142,2025-07-13,已完成,信用卡,3963.67
order_000853,user_0053,2026-01-06,已完成,货到付款,642.6
order_000854,user_0187,2026-01-10,已完成,支付宝,12243.93
order_000855,user_0078,2026-03-13,已完成,信用卡,2465.2
order_000856,user_0041,2026-02-12,已完成,信用卡,11737.19
order_000857,user_0196,2026-01-15,已完成,货到付款,6551.82
order_000858,user_0068,2025-07-21,已完成,支付宝,6905.48
order_000859,user_0008,2025-09-20,已完成,支付宝,5047.33
order_000860,user_0002,2026-03-16,已完成,货到付款,742.06
order_000861,user_0105,2025-06-08,已取消,微信支付,7776.88
order_000862,user_0125,2025-08-30,已完成,信用卡,6092.83
order_000863,user_0110,2025-10-11,已完成,微信支付,7094.42
order_000864,user_0086,2025-12-24,已完成,信用卡,5938.33
order_000865,user_0169,2026-02-01,已完成,信用卡,4453.450000000001
order_000866,user_0120,2025-11-01,已完成,微信支付,3554.3199999999997
order_000867,user_0127,2026-02-23,已完成,货到付款,2014.9
order_000868,user_0183,2025-05-16,已完成,货到付款,1585.08
order_000869,user_0016,2025-07-04,已完成,信用卡,2101.54
order_000870,user_0062,2025-12-01,已完成,货到付款,11514.34
order_000871,user_0113,2025-08-07,已完成,信用卡,10778.44
order_000872,user_0176,2025-06-08,已完成,货到付款,10746.08
order_000873,user_0158,2026-02-09,已完成,信用卡,6429.790000000001
order_000874,user_0012,2025-10-11,已完成,货到付款,5805.14
order_000875,user_0035,2025-08-14,已取消,支付宝,2080.38
order_000876,user_0011,2025-06-02,退款中,微信支付,6269.48
order_000877,user_0064,2025-12-15,已完成,支付宝,926.28
order_000878,user_0050,2025-12-12,已完成,微信支付,2724.3399999999997
order_000879,user_0149,2026-04-15,已完成,微信支付,1134.36
order_000880,user_0069,2025-10-08,已取消,信用卡,75.95
order_000881,user_0048,2025-07-09,已取消,微信支付,1708.0399999999997
order_000882,user_0020,2025-09-10,已完成,支付宝,8084.849999999999
order_000883,user_0101,2026-04-15,已完成,支付宝,3223.0899999999997
order_000884,user_0195,2025-07-06,已完成,货到付款,2280.37
order_000885,user_0172,2025-11-09,已完成,支付宝,11599.48
order_000886,user_0161,2026-01-21,已完成,货到付款,1823.4
