order_id,product_id,quantity,unit_price,discount,line_amount
order_000191,product_0037,1,171.25,0.9,153.31
order_000191,product_0045,2,431.23,0.75,649.18
order_000191,product_0036,3,3161.33,0.84,7980.66
order_000191,product_0007,1,87.52,0.75,65.63
order_000192,product_0034,2,143.75,0.8,230.84
order_000192,product_0010,2,408.3,0.8,652.27
order_000192,product_0069,2,251.55,0.84,421.65
order_000192,product_0091,3,1546.55,0.86,3973.7
order_000193,product_0092,1,114.84,0.78,90.1
order_000194,product_0030,1,851.17,0.72,616.05
order_000194,product_0017,1,361.8,0.71,255.37
order_000194,product_0062,3,35.13,0.82,86.88
order_000194,product_0040,2,267.72,0.84,448.23
order_000194,product_0019,2,2966.75,0.7,4172.16
order_000195,product_0062,1,35.13,0.94,32.94
order_000196,product_0010,3,408.3,0.97,1183.53
order_000196,product_0001,3,1796.91,0.8,4316.6
order_000196,product_0021,3,163.3,0.72,351.34
order_000196,product_0087,2,1093.92,0.78,1714.41
order_000197,product_0005,1,169.56,0.87,148.19
order_000197,product_0070,1,429.16,0.78,336.33
order_000197,product_0097,1,1228.6,0.88,1076.61
order_000197,product_0042,1,1068.32,0.82,873.54
order_000198,product_0025,3,418.26,0.81,1013.02
order_000198,product_0055,1,258.67,0.96,248.56
order_000198,product_0056,3,754.6,0.91,2068.81
order_000199,product_0077,1,136.92,0.97,133.21
order_000199,product_0081,1,249.67,0.94,235.49
order_000199,product_0083,3,846.2,0.87,2211.26
order_000200,product_0042,3,1068.32,0.86,2760.31
order_000200,product_0017,3,361.8,0.78,843.67
order_000201,product_0019,1,2966.75,0.76,2266.43
order_000201,product_0082,1,2909.14,0.99,2870.6
order_000201,product_0071,1,434.99,0.96,419.67
order_000201,product_0040,1,267.72,0.72,191.88
order_000202,product_0069,2,251.55,0.85,427.38
order_000203,product_0073,3,2174.6,0.73,4769.73
order_000203,product_0069,2,251.55,0.73,365.84
order_000203,product_0083,2,846.2,0.81,1373.03
order_000203,product_0088,3,2877.95,0.75,6485.22
order_000203,product_0081,1,249.67,0.8,200.76
order_000204,product_0009,3,522.7,0.71,1112.91
order_000204,product_0060,1,3260.77,0.85,2785.22
order_000204,product_0027,3,105.19,0.8,252.9
order_000204,product_0020,1,1829.43,0.76,1383.51
order_000205,product_0001,2,1796.91,0.78,2796.91
order_000205,product_0059,2,51.42,0.75,77.61
order_000205,product_0086,2,450.93,0.95,859.87
order_000205,product_0032,3,4394.58,0.91,12024.72
order_000205,product_0039,1,1878.99,0.87,1636.15
order_000206,product_0072,2,522.59,0.98,1021.92
order_000206,product_0034,3,143.75,0.82,352.17
order_000206,product_0038,3,833.85,0.82,2047.13
order_000206,product_0073,2,2174.6,0.74,3206.78
order_000207,product_0035,2,455.76,0.77,705.78
order_000207,product_0092,2,114.84,0.97,222.48
order_000207,product_0084,1,205.17,0.97,198.34
order_000208,product_0078,2,745.58,0.78,1163.15
order_000208,product_0048,1,1563.92,0.72,1118.98
order_000209,product_0079,1,129.11,0.81,104.07
order_000209,product_0057,3,1403.71,0.85,3568.12
order_000209,product_0005,2,169.56,0.7,238.08
order_000209,product_0012,3,615.3,0.82,1519.79
order_000210,product_0079,2,129.11,0.89,230.41
order_000210,product_0017,3,361.8,0.9,981.62
order_000211,product_0034,2,143.75,0.85,243.69
order_000211,product_0045,2,431.23,0.78,675.72
order_000211,product_0034,3,143.75,0.71,305.8
order_000212,product_0032,3,4394.58,0.98,12937.83
order_000212,product_0086,2,450.93,0.74,663.5
order_000213,product_0076,1,827.87,0.8,665.89
order_000213,product_0007,1,87.52,0.86,75.57
order_000213,product_0004,2,4896.76,0.79,7706.7
order_000213,product_0017,2,361.8,0.93,671.57
order_000213,product_0096,2,147.09,0.7,206.58
order_000214,product_0083,1,846.2,0.82,691.58
order_000214,product_0004,3,4896.76,0.83,12126.88
order_000214,product_0068,1,408.45,0.79,323.08
order_000214,product_0048,2,1563.92,0.81,2526.04
order_000214,product_0056,1,754.6,0.93,704.28
order_000215,product_0046,2,258.53,0.7,363.9
order_000215,product_0006,1,873.64,0.75,659.48
order_000215,product_0099,1,408.72,0.91,372.13
order_000215,product_0077,2,136.92,0.8,218.75
order_000216,product_0090,2,316.49,0.79,500.83
order_000216,product_0055,3,258.67,0.79,611.63
order_000216,product_0058,1,414.5,0.91,376.31
order_000217,product_0041,1,416.17,0.9,374.01
order_000217,product_0012,1,615.3,0.97,599.63
order_000217,product_0097,1,1228.6,0.93,1137.12
order_000217,product_0080,1,3202.18,0.7,2243.52
order_000217,product_0005,2,169.56,0.87,296.32
order_000218,product_0056,2,754.6,0.89,1342.46
order_000218,product_0034,3,143.75,0.72,308.49
order_000218,product_0075,1,36.6,0.85,31.02
order_000218,product_0066,2,166.29,0.75,250.94
order_000218,product_0032,1,4394.58,0.72,3145.71
order_000219,product_0012,3,615.3,0.79,1457.13
order_000220,product_0011,2,2576.99,0.91,4701.9
order_000220,product_0091,2,1546.55,0.93,2885.13
order_000220,product_0002,2,1062.63,0.89,1888.34
order_000220,product_0079,1,129.11,0.95,122.69
order_000220,product_0037,1,171.25,0.89,153.08
order_000221,product_0005,3,169.56,0.95,481.78
order_000221,product_0037,2,171.25,0.85,291.04
order_000222,product_0079,2,129.11,0.83,214.22
order_000222,product_0044,2,394.62,0.77,604.64
order_000223,product_0098,2,1899.63,0.86,3261.5
order_000223,product_0041,3,416.17,0.97,1215.05
order_000223,product_0092,1,114.84,0.74,84.84
order_000224,product_0024,1,184.03,0.72,132.98
order_000224,product_0058,1,414.5,0.71,296.28
order_000224,product_0007,2,87.52,0.97,169.76
order_000224,product_0059,2,51.42,0.82,83.92
order_000225,product_0098,1,1899.63,0.95,1805.58
order_000225,product_0026,3,165.38,0.87,432.46
order_000225,product_0064,1,3486.99,0.96,3338.66
order_000225,product_0051,3,986.1,1.0,2956.23
order_000226,product_0064,1,3486.99,0.98,3414.47
order_000226,product_0097,2,1228.6,0.91,2233.61
order_000226,product_0027,1,105.19,0.95,100.03
order_000227,product_0091,3,1546.55,0.9,4195.57
order_000227,product_0065,3,343.18,0.74,760.32
order_000228,product_0001,1,1796.91,0.93,1663.11
order_000228,product_0084,3,205.17,0.76,470.13
order_000228,product_0002,2,1062.63,0.72,1528.64
order_000228,product_0064,2,3486.99,0.72,4997.07
order_000229,product_0034,2,143.75,0.98,281.34
order_000229,product_0010,2,408.3,0.79,647.97
order_000230,product_0049,3,158.53,0.99,471.68
order_000230,product_0049,3,158.53,0.84,401.09
order_000230,product_0090,1,316.49,0.92,292.71
order_000230,product_0090,2,316.49,0.79,501.37
order_000230,product_0026,1,165.38,0.74,121.98
order_000231,product_0016,1,578.89,0.7,407.29
order_000231,product_0003,3,810.71,0.97,2352.48
order_000231,product_0080,3,3202.18,0.85,8148.21
order_000232,product_0054,3,510.54,0.95,1449.49
order_000232,product_0058,2,414.5,0.83,685.08
order_000233,product_0011,1,2576.99,0.87,2229.54
order_000234,product_0072,3,522.59,0.89,1394.24
order_000234,product_0085,2,3877.47,0.88,6837.73
order_000234,product_0093,1,845.23,0.73,614.83
order_000234,product_0026,2,165.38,0.87,289.33
order_000234,product_0080,1,3202.18,0.76,2418.53
order_000235,product_0093,2,845.23,0.71,1208.17
order_000236,product_0097,1,1228.6,0.8,988.88
order_000236,product_0091,1,1546.55,0.71,1094.93
order_000236,product_0051,1,986.1,0.89,875.36
order_000236,product_0092,3,114.84,0.91,312.16
order_000236,product_0042,3,1068.32,0.91,2906.34
order_000237,product_0027,2,105.19,0.74,155.46
order_000238,product_0073,1,2174.6,0.89,1926.53
order_000239,product_0042,1,1068.32,0.73,781.68
order_000239,product_0067,2,1068.73,0.87,1867.34
order_000240,product_0066,2,166.29,0.91,302.97
order_000240,product_0087,2,1093.92,0.72,1568.38
order_000240,product_0037,3,171.25,0.99,506.09
order_000240,product_0084,1,205.17,0.71,144.8
order_000240,product_0001,1,1796.91,0.71,1275.85
order_000241,product_0003,2,810.71,0.93,1511.77
order_000242,product_0045,2,431.23,0.85,728.84
order_000242,product_0024,3,184.03,0.98,539.03
order_000242,product_0024,3,184.03,0.89,493.45
order_000242,product_0054,3,510.54,0.75,1144.16
order_000243,product_0098,3,1899.63,0.95,5412.85
order_000244,product_0068,3,408.45,0.98,1198.89
order_000244,product_0013,2,1762.43,0.7,2469.86
order_000245,product_0041,2,416.17,0.72,596.48
order_000245,product_0071,3,434.99,0.84,1092.71
order_000246,product_0007,1,87.52,0.97,84.78
order_000246,product_0048,3,1563.92,0.76,3573.65
order_000246,product_0071,2,434.99,0.91,787.5
order_000246,product_0032,1,4394.58,0.79,3473.81
order_000247,product_0030,2,851.17,0.8,1363.07
order_000247,product_0055,1,258.67,0.85,221.02
order_000247,product_0083,1,846.2,0.73,619.56
order_000248,product_0022,3,1926.05,0.92,5316.43
order_000248,product_0053,1,380.57,0.75,285.23
order_000248,product_0080,1,3202.18,0.81,2593.03
order_000249,product_0021,3,163.3,0.71,345.53
order_000249,product_0029,2,2220.92,0.75,3338.75
order_000250,product_0080,3,3202.18,0.74,7129.76
order_000251,product_0002,2,1062.63,0.84,1785.44
order_000252,product_0099,2,408.72,0.91,740.6
order_000253,product_0084,2,205.17,0.73,300.41
order_000253,product_0083,3,846.2,0.97,2470.21
order_000253,product_0016,1,578.89,0.83,479.92
order_000254,product_0099,1,408.72,0.93,379.55
order_000254,product_0032,2,4394.58,0.98,8632.27
order_000254,product_0069,1,251.55,0.77,194.15
order_000254,product_0049,1,158.53,0.84,133.52
order_000255,product_0009,2,522.7,0.97,1017.87
order_000255,product_0078,1,745.58,0.78,579.42
order_000256,product_0029,3,2220.92,0.81,5414.13
order_000256,product_0082,2,2909.14,0.74,4327.81
order_000257,product_0080,3,3202.18,0.9,8604.43
order_000257,product_0062,2,35.13,0.73,51.45
order_000257,product_0045,2,431.23,0.97,839.06
order_000257,product_0020,2,1829.43,0.7,2568.93
order_000258,product_0077,3,136.92,0.9,369.21
order_000259,product_0052,1,1439.64,0.73,1044.01
order_000259,product_0098,1,1899.63,0.74,1407.1
order_000259,product_0031,1,166.64,0.99,164.86
order_000259,product_0032,1,4394.58,0.79,3470.96
order_000260,product_0076,1,827.87,0.94,782.16
order_000260,product_0057,1,1403.71,0.73,1019.82
order_000261,product_0002,2,1062.63,0.83,1754.78
order_000261,product_0068,1,408.45,0.91,372.79
order_000262,product_0035,3,455.76,0.72,979.39
order_000262,product_0002,1,1062.63,0.74,789.63
order_000262,product_0044,3,394.62,0.87,1034.97
order_000262,product_0002,2,1062.63,0.79,1682.71
order_000263,product_0058,2,414.5,0.91,756.52
order_000263,product_0056,3,754.6,0.81,1829.7
order_000263,product_0034,1,143.75,0.85,122.19
order_000263,product_0070,2,429.16,0.86,738.53
order_000263,product_0013,3,1762.43,0.84,4453.8
order_000264,product_0070,3,429.16,0.82,1051.99
order_000264,product_0049,2,158.53,0.94,299.33
order_000264,product_0100,2,4775.03,0.77,7397.85
order_000264,product_0098,2,1899.63,0.75,2835.48
order_000264,product_0100,2,4775.03,0.89,8529.31
order_000265,product_0059,2,51.42,0.76,78.51
order_000265,product_0030,2,851.17,0.75,1274.63
order_000265,product_0073,3,2174.6,0.96,6233.32
order_000265,product_0025,3,418.26,0.82,1031.47
order_000265,product_0079,3,129.11,0.7,272.13
order_000266,product_0027,2,105.19,0.86,180.41
order_000266,product_0050,2,1140.24,0.93,2109.82
order_000267,product_0041,1,416.17,0.83,346.59
order_000267,product_0083,1,846.2,0.77,651.49
order_000267,product_0023,3,1889.93,0.88,4969.74
order_000267,product_0012,1,615.3,0.83,511.96
order_000268,product_0069,1,251.55,0.82,207.45
order_000268,product_0022,3,1926.05,0.96,5547.62
order_000268,product_0033,3,1946.63,0.83,4872.95
order_000268,product_0018,2,815.05,0.72,1168.32
order_000268,product_0026,1,165.38,1.0,165.16
order_000269,product_0048,1,1563.92,0.74,1156.05
order_000269,product_0002,1,1062.63,0.96,1020.86
order_000270,product_0038,2,833.85,0.92,1526.96
order_000270,product_0027,1,105.19,0.85,89.17
order_000271,product_0017,3,361.8,0.77,830.68
order_000271,product_0058,2,414.5,0.95,787.15
order_000272,product_0039,3,1878.99,0.89,5023.25
order_000272,product_0051,3,986.1,0.84,2475.96
order_000273,product_0089,1,45.03,0.84,37.72
order_000273,product_0010,1,408.3,0.79,322.85
order_000274,product_0079,2,129.11,0.96,246.84
order_000275,product_0051,2,986.1,0.83,1628.4
order_000275,product_0003,3,810.71,0.71,1723.09
order_000276,product_0070,3,429.16,0.79,1011.47
order_000276,product_0019,3,2966.75,0.83,7377.89
order_000276,product_0073,1,2174.6,0.99,2151.43
order_000277,product_0094,1,465.33,0.99,461.54
order_000278,product_0063,1,905.54,0.97,876.33
order_000278,product_0077,1,136.92,0.8,109.44
order_000278,product_0045,3,431.23,0.86,1112.56
order_000278,product_0011,3,2576.99,0.94,7268.36
order_000279,product_0035,2,455.76,0.71,649.43
order_000279,product_0095,2,917.2,0.98,1793.16
order_000279,product_0080,2,3202.18,0.73,4682.17
order_000279,product_0032,3,4394.58,0.8,10567.45
order_000279,product_0087,2,1093.92,0.9,1977.97
order_000280,product_0026,1,165.38,0.75,123.69
order_000280,product_0078,1,745.58,0.71,528.95
order_000280,product_0053,3,380.57,0.89,1016.04
order_000281,product_0009,2,522.7,0.93,973.18
order_000281,product_0065,1,343.18,0.95,327.14
order_000282,product_0070,3,429.16,0.93,1199.35
order_000282,product_0100,1,4775.03,0.9,4305.67
order_000282,product_0040,2,267.72,0.98,525.24
order_000283,product_0076,2,827.87,0.76,1258.82
order_000283,product_0086,3,450.93,0.96,1291.97
order_000283,product_0009,1,522.7,0.99,515.21
order_000283,product_0099,3,408.72,0.74,913.46
order_000284,product_0039,2,1878.99,0.82,3081.16
order_000285,product_0092,3,114.84,0.85,293.11
order_000285,product_0002,1,1062.63,0.7,748.42
order_000285,product_0002,3,1062.63,0.88,2804.73
order_000286,product_0005,1,169.56,0.97,164.64
order_000286,product_0020,3,1829.43,0.95,5188.87
order_000287,product_0025,2,418.26,0.93,777.68
order_000287,product_0026,2,165.38,0.8,263.63
order_000287,product_0067,1,1068.73,0.86,920.13
order_000287,product_0005,1,169.56,0.76,129.53
order_000288,product_0057,3,1403.71,0.89,3760.2
order_000289,product_0098,2,1899.63,0.78,2962.93
order_000289,product_0057,3,1403.71,0.74,3098.7
order_000289,product_0053,3,380.57,0.76,869.94
order_000289,product_0033,2,1946.63,0.9,3506.97
order_000289,product_0016,2,578.89,0.78,900.99
order_000290,product_0039,1,1878.99,0.73,1371.23
order_000290,product_0096,2,147.09,0.78,229.11
order_000290,product_0047,1,487.4,0.73,356.08
order_000290,product_0087,2,1093.92,0.89,1940.49
order_000290,product_0096,2,147.09,0.91,267.42
order_000291,product_0063,1,905.54,0.77,697.9
order_000292,product_0074,2,622.24,0.74,918.48
order_000293,product_0090,1,316.49,0.74,233.61
order_000293,product_0016,3,578.89,0.75,1299.48
order_000293,product_0082,1,2909.14,0.93,2698.69
order_000293,product_0014,3,2890.27,0.85,7386.16
order_000294,product_0021,1,163.3,0.84,137.56
order_000295,product_0081,2,249.67,0.86,429.79
order_000295,product_0020,2,1829.43,0.95,3492.24
order_000295,product_0056,1,754.6,0.94,710.56
order_000296,product_0018,1,815.05,0.8,652.03
order_000297,product_0054,1,510.54,0.98,497.95
order_000297,product_0070,3,429.16,0.88,1134.75
order_000297,product_0034,1,143.75,0.73,105.23
order_000297,product_0074,1,622.24,0.73,455.4
order_000297,product_0016,2,578.89,0.75,869.68
order_000298,product_0080,3,3202.18,0.8,7655.87
order_000299,product_0016,2,578.89,0.81,934.29
order_000299,product_0021,2,163.3,0.8,260.83
order_000300,product_0032,1,4394.58,0.85,3732.12
order_000301,product_0020,1,1829.43,0.76,1393.65
order_000301,product_0092,1,114.84,0.71,81.12
order_000301,product_0003,2,810.71,0.79,1274.16
order_000302,product_0070,1,429.16,0.92,395.94
order_000303,product_0026,1,165.38,0.76,125.6
order_000303,product_0054,3,510.54,0.81,1234.12
order_000303,product_0031,3,166.64,0.97,485.81
order_000303,product_0096,1,147.09,0.86,125.87
order_000303,product_0036,2,3161.33,0.76,4797.6
order_000304,product_0063,2,905.54,0.92,1666.97
order_000304,product_0059,2,51.42,0.74,75.91
order_000304,product_0037,2,171.25,0.85,290.46
order_000304,product_0099,2,408.72,0.9,737.02
order_000304,product_0083,2,846.2,0.73,1242.38
order_000305,product_0063,3,905.54,0.94,2555.48
order_000305,product_0100,2,4775.03,0.79,7544.74
order_000305,product_0012,3,615.3,0.79,1449.77
order_000306,product_0037,3,171.25,0.96,495.28
order_000306,product_0026,2,165.38,0.89,293.11
order_000306,product_0004,2,4896.76,0.98,9597.24
order_000306,product_0023,3,1889.93,0.94,5332.71
order_000306,product_0075,2,36.6,0.73,53.62
order_000307,product_0011,1,2576.99,0.93,2388.77
order_000307,product_0050,2,1140.24,0.85,1929.77
order_000307,product_0099,1,408.72,0.98,402.12
order_000307,product_0063,3,905.54,0.72,1942.65
order_000307,product_0078,3,745.58,0.71,1587.51
order_000308,product_0010,3,408.3,1.0,1223.29
order_000308,product_0048,2,1563.92,0.85,2652.55
order_000308,product_0096,2,147.09,0.92,270.34
order_000308,product_0069,2,251.55,0.84,420.1
order_000308,product_0035,1,455.76,0.89,407.84
order_000309,product_0097,3,1228.6,0.78,2888.94
order_000309,product_0081,3,249.67,0.75,560.16
order_000310,product_0012,1,615.3,0.8,491.93
order_000310,product_0015,3,889.71,0.85,2274.97
order_000310,product_0096,3,147.09,0.73,323.47
order_000311,product_0030,1,851.17,0.7,599.83
order_000311,product_0070,3,429.16,0.73,935.93
order_000311,product_0027,2,105.19,0.73,153.11
order_000311,product_0024,2,184.03,0.93,344.07
order_000312,product_0086,2,450.93,0.74,669.52
order_000312,product_0018,1,815.05,0.99,804.06
order_000312,product_0071,3,434.99,0.97,1263.47
order_000313,product_0086,2,450.93,0.73,655.77
order_000313,product_0093,2,845.23,0.78,1314.45
order_000313,product_0082,2,2909.14,0.82,4774.94
order_000314,product_0053,3,380.57,0.98,1118.3
order_000314,product_0097,1,1228.6,0.78,958.78
order_000315,product_0057,1,1403.71,0.94,1318.84
order_000315,product_0040,3,267.72,0.81,650.57
order_000316,product_0078,1,745.58,0.74,549.05
order_000316,product_0004,2,4896.76,0.93,9149.15
order_000316,product_0025,3,418.26,0.85,1064.03
order_000316,product_0069,3,251.55,0.85,641.72
order_000317,product_0020,3,1829.43,0.89,4902.49
order_000317,product_0011,3,2576.99,0.82,6317.81
order_000318,product_0071,2,434.99,0.77,666.68
order_000318,product_0019,2,2966.75,0.85,5043.99
order_000318,product_0082,1,2909.14,0.75,2181.96
order_000318,product_0025,2,418.26,0.73,607.18
order_000318,product_0019,3,2966.75,0.75,6694.71
order_000319,product_0074,3,622.24,0.82,1524.34
order_000319,product_0019,3,2966.75,0.98,8680.24
order_000319,product_0078,1,745.58,0.96,719.37
order_000320,product_0030,2,851.17,0.75,1271.62
order_000320,product_0082,3,2909.14,0.97,8473.53
order_000320,product_0076,2,827.87,0.96,1587.97
order_000321,product_0040,1,267.72,0.98,262.97
order_000321,product_0002,1,1062.63,0.9,955.65
order_000321,product_0093,1,845.23,0.95,803.53
order_000322,product_0055,1,258.67,0.89,229.33
order_000322,product_0097,3,1228.6,0.95,3519.35
order_000322,product_0019,3,2966.75,0.72,6396.91
order_000322,product_0033,2,1946.63,0.87,3389.64
order_000323,product_0017,2,361.8,0.86,622.76
order_000323,product_0042,2,1068.32,0.79,1689.83
order_000323,product_0087,3,1093.92,0.99,3246.74
order_000323,product_0079,1,129.11,1.0,128.82
order_000323,product_0025,3,418.26,0.81,1010.17
order_000324,product_0046,2,258.53,0.93,483.39
order_000324,product_0008,3,2803.44,0.85,7111.6
order_000325,product_0046,2,258.53,0.87,449.68
order_000326,product_0091,2,1546.55,0.86,2653.21
order_000326,product_0017,1,361.8,0.86,310.16
order_000326,product_0052,2,1439.64,0.78,2248.23
order_000326,product_0009,1,522.7,0.98,512.26
order_000326,product_0093,1,845.23,0.87,738.02
order_000327,product_0069,2,251.55,0.91,455.56
order_000327,product_0013,1,1762.43,0.72,1274.27
order_000327,product_0046,2,258.53,0.9,465.66
order_000327,product_0067,3,1068.73,0.84,2693.22
order_000327,product_0025,1,418.26,0.71,297.5
order_000328,product_0062,2,35.13,0.78,54.82
order_000328,product_0053,2,380.57,0.73,554.35
order_000328,product_0056,1,754.6,0.76,571.22
order_000329,product_0030,3,851.17,0.89,2281.74
order_000329,product_0031,2,166.64,0.95,315.73
order_000329,product_0068,3,408.45,0.78,958.35
order_000329,product_0075,1,36.6,0.78,28.57
order_000330,product_0012,3,615.3,0.71,1312.91
order_000330,product_0055,3,258.67,0.98,757.57
order_000330,product_0090,1,316.49,0.84,265.05
order_000331,product_0077,3,136.92,0.76,313.29
order_000331,product_0089,1,45.03,0.86,38.84
order_000331,product_0031,1,166.64,0.78,129.49
order_000331,product_0060,3,3260.77,0.89,8702.7
order_000331,product_0079,1,129.11,0.95,122.53
order_000332,product_0073,3,2174.6,0.98,6397.61
order_000332,product_0014,3,2890.27,0.86,7437.22
order_000332,product_0085,1,3877.47,0.95,3676.94
order_000332,product_0054,1,510.54,0.75,383.98
order_000333,product_0089,3,45.03,0.77,104.56
order_000333,product_0071,2,434.99,0.85,741.66
order_000333,product_0062,1,35.13,0.78,27.4
order_000334,product_0086,2,450.93,0.89,806.82
order_000334,product_0052,3,1439.64,0.89,3844.38
order_000335,product_0042,2,1068.32,0.85,1814.98
order_000336,product_0064,3,3486.99,0.94,9821.66
order_000336,product_0020,1,1829.43,0.9,1643.01
order_000336,product_0008,2,2803.44,0.82,4620.74
order_000336,product_0093,1,845.23,0.92,781.36
order_000337,product_0060,3,3260.77,0.82,8009.92
order_000337,product_0073,3,2174.6,0.83,5398.04
order_000337,product_0012,1,615.3,0.92,566.43
order_000337,product_0079,2,129.11,1.0,257.32
order_000338,product_0035,2,455.76,0.78,709.78
order_000338,product_0054,1,510.54,0.75,381.41
order_000338,product_0082,1,2909.14,0.78,2270.54
order_000339,product_0086,3,450.93,0.98,1328.96
order_000339,product_0056,1,754.6,0.85,644.85
order_000340,product_0070,3,429.16,0.9,1158.42
order_000340,product_0023,1,1889.93,0.99,1864.09
order_000340,product_0093,2,845.23,0.78,1319.67
order_000340,product_0064,3,3486.99,0.9,9383.96
order_000341,product_0050,2,1140.24,0.99,2259.14
order_000341,product_0033,3,1946.63,0.79,4592.78
order_000341,product_0044,2,394.62,0.71,564.21
order_000341,product_0062,3,35.13,0.97,102.44
order_000341,product_0007,2,87.52,0.88,154.85
order_000342,product_0038,2,833.85,0.99,1658.64
order_000342,product_0030,1,851.17,0.98,837.94
order_000342,product_0099,2,408.72,0.96,781.14
order_000343,product_0059,2,51.42,0.98,100.8
order_000343,product_0100,3,4775.03,0.9,12855.12
order_000343,product_0010,3,408.3,0.89,1095.37
order_000344,product_0062,3,35.13,0.98,103.01
order_000344,product_0017,2,361.8,0.92,669.25
order_000344,product_0040,3,267.72,0.89,713.98
order_000345,product_0064,3,3486.99,0.99,10368.2
order_000345,product_0016,2,578.89,0.85,981.47
order_000345,product_0043,3,1552.19,0.75,3488.25
order_000345,product_0012,1,615.3,0.79,485.89
order_000345,product_0055,1,258.67,0.82,211.23
order_000346,product_0037,3,171.25,0.71,363.61
order_000346,product_0081,1,249.67,0.76,189.84
order_000346,product_0097,3,1228.6,0.84,3104.68
order_000346,product_0011,1,2576.99,0.73,1869.43
order_000346,product_0063,1,905.54,0.78,709.77
order_000347,product_0039,1,1878.99,0.95,1791.9
order_000347,product_0071,3,434.99,0.85,1112.54
order_000347,product_0062,1,35.13,0.92,32.47
order_000348,product_0075,2,36.6,0.77,56.2
order_000349,product_0029,2,2220.92,0.99,4388.25
order_000349,product_0039,1,1878.99,0.97,1826.99
order_000349,product_0021,3,163.3,0.72,354.69
order_000350,product_0066,1,166.29,0.97,161.38
order_000350,product_0088,2,2877.95,0.7,4044.84
order_000350,product_0071,1,434.99,0.78,337.16
order_000350,product_0070,3,429.16,0.97,1244.33
order_000350,product_0066,3,166.29,0.89,442.51
order_000351,product_0057,1,1403.71,0.8,1124.26
order_000352,product_0025,1,418.26,0.87,362.94
order_000353,product_0006,2,873.64,0.92,1612.88
order_000353,product_0011,1,2576.99,0.8,2049.19
order_000353,product_0084,1,205.17,0.7,144.14
order_000354,product_0078,3,745.58,0.81,1811.5
order_000354,product_0055,2,258.67,0.93,479.31
order_000355,product_0026,1,165.38,0.88,145.22
order_000355,product_0025,2,418.26,0.87,730.35
order_000355,product_0005,2,169.56,0.91,308.3
order_000355,product_0077,2,136.92,0.82,223.44
order_000355,product_0089,2,45.03,0.87,78.23
order_000356,product_0033,2,1946.63,0.75,2923.16
order_000356,product_0081,1,249.67,0.99,247.78
order_000356,product_0016,1,578.89,0.81,469.57
order_000356,product_0088,3,2877.95,0.96,8327.46
order_000357,product_0066,3,166.29,0.96,479.98
order_000358,product_0082,2,2909.14,0.82,4788.97
order_000358,product_0091,1,1546.55,0.71,1105.39
order_000359,product_0077,3,136.92,0.81,331.43
order_000359,product_0078,3,745.58,0.82,1823.4
order_000360,product_0094,3,465.33,0.78,1091.24
order_000361,product_0028,1,3202.88,0.97,3108.63
order_000361,product_0040,1,267.72,0.87,231.63
order_000361,product_0087,3,1093.92,0.86,2809.32
order_000361,product_0098,2,1899.63,0.78,2953.99
order_000362,product_0070,3,429.16,0.76,976.69
order_000362,product_0027,2,105.19,0.88,185.48
order_000362,product_0037,2,171.25,0.9,308.88
order_000362,product_0050,2,1140.24,0.9,2049.78
order_000363,product_0079,2,129.11,0.76,196.32
order_000364,product_0070,2,429.16,0.93,801.54
order_000364,product_0065,2,343.18,0.75,515.8
order_000364,product_0076,2,827.87,0.91,1503.19
order_000364,product_0042,2,1068.32,0.91,1944.04
order_000364,product_0011,3,2576.99,0.9,6955.78
order_000365,product_0041,2,416.17,0.72,599.94
order_000365,product_0073,3,2174.6,0.88,5716.23
order_000366,product_0010,2,408.3,0.93,756.91
order_000367,product_0043,3,1552.19,0.91,4233.91
order_000367,product_0056,3,754.6,0.85,1922.55
order_000367,product_0092,2,114.84,0.76,173.84
order_000368,product_0050,2,1140.24,0.73,1657.07
order_000369,product_0082,1,2909.14,0.75,2192.04
order_000369,product_0084,2,205.17,0.86,351.4
order_000370,product_0005,3,169.56,0.87,441.49
order_000370,product_0001,3,1796.91,0.8,4334.23
order_000371,product_0061,3,433.27,0.79,1029.09
order_000371,product_0068,3,408.45,0.98,1200.59
order_000371,product_0020,2,1829.43,0.94,3431.31
order_000371,product_0097,2,1228.6,0.96,2363.81
order_000372,product_0024,3,184.03,0.87,481.09
order_000372,product_0080,1,3202.18,0.78,2484.76
order_000372,product_0026,2,165.38,0.86,283.88
order_000373,product_0075,3,36.6,0.71,77.44
order_000374,product_0037,1,171.25,0.7,120.7
order_000374,product_0039,2,1878.99,0.81,3027.1
order_000374,product_0043,3,1552.19,0.72,3361.21
order_000374,product_0059,2,51.42,0.77,78.71
order_000374,product_0047,2,487.4,0.94,917.25
order_000375,product_0032,2,4394.58,0.9,7897.57
order_000375,product_0056,1,754.6,0.94,711.33
order_000376,product_0081,2,249.67,0.71,353.26
order_000376,product_0071,3,434.99,0.79,1032.01
order_000377,product_0049,1,158.53,0.98,155.2
order_000377,product_0053,3,380.57,0.9,1025.76
order_000378,product_0068,1,408.45,0.77,314.35
order_000378,product_0022,2,1926.05,0.95,3648.41
order_000378,product_0043,3,1552.19,0.82,3839.49
order_000378,product_0083,2,846.2,0.77,1308.38
order_000378,product_0080,1,3202.18,0.88,2809.56
order_000379,product_0037,3,171.25,0.95,487.18
order_000379,product_0037,1,171.25,0.88,150.5
order_000379,product_0090,2,316.49,0.8,507.15
