date,city,temperature,humidity,precipitation,wind_speed,pressure,year,month,day,dayofyear,weekofyear,quarter,season
2020-10-19,北京,9.12,62.48,4.23,2.49,1020.67,2020,10,19,293,43,4,秋季
2020-10-20,北京,11.92,64.22,1.55,1.4,1012.92,2020,10,20,294,43,4,秋季
2020-10-21,北京,5.37,76.48,2.99,0.49,1016.01,2020,10,21,295,43,4,秋季
2020-10-22,北京,16.87,75.8,3.2,5.73,1010.12,2020,10,22,296,43,4,秋季
2020-10-23,北京,9.92,56.54,3.15,5.98,1006.58,2020,10,23,297,43,4,秋季
2020-10-24,北京,5.83,60.96,0.41,4.16,1024.41,2020,10,24,298,43,4,秋季
2020-10-25,北京,17.81,54.32,0.17,3.85,1016.62,2020,10,25,299,43,4,秋季
2020-10-26,北京,7.1,69.52,8.28,7.27,1034.49,2020,10,26,300,44,4,秋季
2020-10-27,北京,6.56,74.86,0.35,3.42,1009.0,2020,10,27,301,44,4,秋季
2020-10-28,北京,10.4,68.26,0.17,1.66,1021.95,2020,10,28,302,44,4,秋季
2020-10-29,北京,8.34,78.18,2.48,2.61,983.67,2020,10,29,303,44,4,秋季
2020-10-30,北京,-3.11,58.92,1.36,2.21,1027.89,2020,10,30,304,44,4,秋季
2020-10-31,北京,11.7,70.47,0.21,2.08,1006.84,2020,10,31,305,44,4,秋季
2020-11-01,北京,10.09,65.44,2.11,0.75,1031.66,2020,11,1,306,44,4,秋季
2020-11-02,北京,4.03,68.42,2.01,4.39,1001.15,2020,11,2,307,45,4,秋季
2020-11-03,北京,-0.31,70.67,0.38,2.4,1020.86,2020,11,3,308,45,4,秋季
2020-11-04,北京,6.37,55.2,2.37,0.42,1014.89,2020,11,4,309,45,4,秋季
2020-11-05,北京,4.58,70.46,4.1,5.57,1023.01,2020,11,5,310,45,4,秋季
2020-11-06,北京,4.06,66.25,2.22,1.41,1015.25,2020,11,6,311,45,4,秋季
2020-11-07,北京,7.55,67.46,1.58,4.03,1012.05,2020,11,7,312,45,4,秋季
2020-11-08,北京,-0.67,67.75,2.69,2.79,1019.33,2020,11,8,313,45,4,秋季
2020-11-09,北京,4.58,66.06,2.8,6.19,1005.1,2020,11,9,314,46,4,秋季
2020-11-10,北京,3.85,87.04,0.2,0.45,1008.56,2020,11,10,315,46,4,秋季
2020-11-11,北京,-3.26,57.98,2.72,4.57,1026.49,2020,11,11,316,46,4,秋季
2020-11-12,北京,1.49,66.97,3.17,3.55,1005.99,2020,11,12,317,46,4,秋季
2020-11-13,北京,2.36,80.28,0.13,4.31,1030.45,2020,11,13,318,46,4,秋季
2020-11-14,北京,6.89,73.67,4.22,5.32,1053.31,2020,11,14,319,46,4,秋季
2020-11-15,北京,-1.26,50.35,2.97,6.18,1016.45,2020,11,15,320,46,4,秋季
2020-11-16,北京,10.07,81.81,1.79,1.34,1024.74,2020,11,16,321,47,4,秋季
2020-11-17,北京,0.78,60.23,1.34,4.55,1015.15,2020,11,17,322,47,4,秋季
2020-11-18,北京,2.23,85.61,2.01,3.07,1010.23,2020,11,18,323,47,4,秋季
2020-11-19,北京,-1.05,68.29,0.3,2.8,981.98,2020,11,19,324,47,4,秋季
2020-11-20,北京,-5.51,76.26,0.46,2.83,1013.1,2020,11,20,325,47,4,秋季
2020-11-21,北京,0.46,61.14,3.24,4.73,1053.96,2020,11,21,326,47,4,秋季
2020-11-22,北京,1.21,75.37,0.18,1.53,1017.03,2020,11,22,327,47,4,秋季
2020-11-23,北京,7.39,68.87,1.36,2.41,1003.21,2020,11,23,328,48,4,秋季
2020-11-24,北京,-7.01,52.82,4.76,5.75,1035.97,2020,11,24,329,48,4,秋季
2020-11-25,北京,-0.41,70.13,0.6,3.72,1003.78,2020,11,25,330,48,4,秋季
2020-11-26,北京,0.67,59.75,1.22,1.53,1008.4,2020,11,26,331,48,4,秋季
2020-11-27,北京,1.35,69.43,0.17,4.84,1010.48,2020,11,27,332,48,4,秋季
2020-11-28,北京,-3.44,82.77,1.8,3.9,1024.38,2020,11,28,333,48,4,秋季
2020-11-29,北京,-1.05,72.28,4.65,3.49,1001.83,2020,11,29,334,48,4,秋季
2020-11-30,北京,1.84,66.58,0.7,3.21,1005.72,2020,11,30,335,49,4,秋季
2020-12-01,北京,0.8,59.72,0.84,6.07,1032.31,2020,12,1,336,49,4,冬季
2020-12-02,北京,-3.23,87.75,2.24,1.44,996.58,2020,12,2,337,49,4,冬季
2020-12-03,北京,6.96,67.5,3.46,0.5,1002.6,2020,12,3,338,49,4,冬季
2020-12-04,北京,6.52,53.38,2.45,1.38,1035.23,2020,12,4,339,49,4,冬季
2020-12-05,北京,-5.53,67.85,4.42,1.41,1006.55,2020,12,5,340,49,4,冬季
2020-12-06,北京,6.55,83.96,0.83,2.96,1002.29,2020,12,6,341,49,4,冬季
2020-12-07,北京,4.82,86.16,0.91,3.21,1006.07,2020,12,7,342,50,4,冬季
2020-12-08,北京,-2.37,69.86,1.41,3.08,1019.14,2020,12,8,343,50,4,冬季
2020-12-09,北京,-0.44,66.3,0.35,0.51,1007.68,2020,12,9,344,50,4,冬季
2020-12-10,北京,3.48,66.66,1.85,0.73,990.71,2020,12,10,345,50,4,冬季
2020-12-11,北京,-5.97,71.43,1.61,9.27,1016.76,2020,12,11,346,50,4,冬季
2020-12-12,北京,-9.01,64.57,0.6,1.02,1000.02,2020,12,12,347,50,4,冬季
2020-12-13,北京,-9.9,77.48,1.74,2.91,996.38,2020,12,13,348,50,4,冬季
2020-12-14,北京,-12.65,67.14,1.89,4.15,1026.49,2020,12,14,349,51,4,冬季
2020-12-15,北京,-6.15,74.97,1.01,3.26,1004.48,2020,12,15,350,51,4,冬季
2020-12-16,北京,1.27,74.68,1.52,2.48,1017.2,2020,12,16,351,51,4,冬季
2020-12-17,北京,3.11,66.3,5.77,3.02,995.41,2020,12,17,352,51,4,冬季
2020-12-18,北京,5.63,69.49,1.78,0.82,1000.36,2020,12,18,353,51,4,冬季
2020-12-19,北京,-2.98,83.74,1.43,2.68,1030.91,2020,12,19,354,51,4,冬季
2020-12-20,北京,-1.68,74.15,6.25,8.86,1030.49,2020,12,20,355,51,4,冬季
2020-12-21,北京,-1.02,68.65,1.43,6.65,1042.36,2020,12,21,356,52,4,冬季
2020-12-22,北京,-1.21,79.52,0.29,7.06,1030.18,2020,12,22,357,52,4,冬季
2020-12-23,北京,-2.66,61.06,6.31,1.86,1004.97,2020,12,23,358,52,4,冬季
2020-12-24,北京,4.28,75.15,0.31,5.54,1023.46,2020,12,24,359,52,4,冬季
2020-12-25,北京,5.91,75.85,1.9,4.63,1000.7,2020,12,25,360,52,4,冬季
2020-12-26,北京,-0.12,53.6,0.14,0.65,1014.6,2020,12,26,361,52,4,冬季
2020-12-27,北京,-0.67,70.3,0.71,5.16,1034.83,2020,12,27,362,52,4,冬季
2020-12-28,北京,0.02,68.21,0.15,3.55,998.03,2020,12,28,363,53,4,冬季
2020-12-29,北京,-3.82,78.73,5.3,1.96,1008.82,2020,12,29,364,53,4,冬季
2020-12-30,北京,3.17,54.59,2.05,3.0,988.21,2020,12,30,365,53,4,冬季
2020-12-31,北京,6.02,61.45,4.39,4.28,1045.81,2020,12,31,366,53,4,冬季
2021-01-01,北京,-4.44,62.17,2.3,3.85,1025.65,2021,1,1,1,53,1,冬季
2021-01-02,北京,4.81,71.03,1.47,8.27,1001.92,2021,1,2,2,53,1,冬季
2021-01-03,北京,6.46,50.33,0.29,3.26,1003.61,2021,1,3,3,53,1,冬季
2021-01-04,北京,2.09,78.21,0.13,1.31,1000.12,2021,1,4,4,1,1,冬季
2021-01-05,北京,7.64,65.93,0.63,1.7,1028.41,2021,1,5,5,1,1,冬季
2021-01-06,北京,-1.31,67.06,4.81,6.42,1012.02,2021,1,6,6,1,1,冬季
2021-01-07,北京,11.92,84.35,2.43,0.95,1020.83,2021,1,7,7,1,1,冬季
2021-01-08,北京,-2.07,70.58,2.86,3.51,997.17,2021,1,8,8,1,1,冬季
2021-01-09,北京,7.3,70.69,2.07,2.65,1019.12,2021,1,9,9,1,1,冬季
2021-01-10,北京,1.38,40.34,1.22,3.38,991.93,2021,1,10,10,1,1,冬季
2021-01-11,北京,-5.07,81.01,3.8,2.57,1007.44,2021,1,11,11,2,1,冬季
2021-01-12,北京,12.53,65.93,2.27,4.37,1001.87,2021,1,12,12,2,1,冬季
2021-01-13,北京,-0.08,81.41,0.76,5.89,1036.22,2021,1,13,13,2,1,冬季
2021-01-14,北京,-1.8,70.58,0.68,2.97,986.84,2021,1,14,14,2,1,冬季
2021-01-15,北京,2.6,53.41,0.04,1.18,1009.73,2021,1,15,15,2,1,冬季
2021-01-16,北京,-11.18,76.45,1.81,0.18,1021.07,2021,1,16,16,2,1,冬季
2021-01-17,北京,1.8,88.84,0.75,3.92,1014.81,2021,1,17,17,2,1,冬季
2021-01-18,北京,9.75,66.28,0.62,3.85,1027.71,2021,1,18,18,3,1,冬季
2021-01-19,北京,-1.7,47.04,0.93,4.04,1027.83,2021,1,19,19,3,1,冬季
2021-01-20,北京,-4.75,75.36,1.22,5.4,1007.06,2021,1,20,20,3,1,冬季
2021-01-21,北京,1.11,61.23,1.32,1.67,1002.57,2021,1,21,21,3,1,冬季
2021-01-22,北京,1.8,74.03,0.16,3.47,1003.07,2021,1,22,22,3,1,冬季
2021-01-23,北京,-0.98,72.05,3.04,1.37,1017.89,2021,1,23,23,3,1,冬季
2021-01-24,北京,0.16,55.68,2.24,9.29,1022.58,2021,1,24,24,3,1,冬季
2021-01-25,北京,0.83,66.03,4.42,0.49,996.66,2021,1,25,25,4,1,冬季
2021-01-26,北京,1.23,69.04,0.55,5.08,1005.05,2021,1,26,26,4,1,冬季
2021-01-27,北京,3.13,77.08,1.23,1.98,1004.54,2021,1,27,27,4,1,冬季
2021-01-28,北京,1.59,66.65,0.47,1.06,1019.72,2021,1,28,28,4,1,冬季
2021-01-29,北京,3.87,69.14,0.6,4.27,1002.25,2021,1,29,29,4,1,冬季
2021-01-30,北京,2.79,70.29,0.42,3.44,1013.4,2021,1,30,30,4,1,冬季
2021-01-31,北京,4.87,67.81,2.53,1.04,1033.89,2021,1,31,31,4,1,冬季
2021-02-01,北京,13.38,67.32,2.95,1.09,1022.28,2021,2,1,32,5,1,冬季
2021-02-02,北京,6.46,71.29,0.5,1.01,1020.04,2021,2,2,33,5,1,冬季
2021-02-03,北京,11.07,63.46,0.06,1.55,1001.06,2021,2,3,34,5,1,冬季
2021-02-04,北京,9.19,57.42,5.04,0.93,988.95,2021,2,4,35,5,1,冬季
2021-02-05,北京,-1.83,75.08,3.1,4.5,989.31,2021,2,5,36,5,1,冬季
2021-02-06,北京,1.44,72.31,0.43,0.74,1013.49,2021,2,6,37,5,1,冬季
2021-02-07,北京,5.46,71.86,6.01,0.73,1042.75,2021,2,7,38,5,1,冬季
2021-02-08,北京,15.59,66.04,0.66,5.78,1008.64,2021,2,8,39,6,1,冬季
2021-02-09,北京,6.55,74.22,3.03,2.49,1012.48,2021,2,9,40,6,1,冬季
2021-02-10,北京,1.24,68.64,0.81,2.47,1019.66,2021,2,10,41,6,1,冬季
2021-02-11,北京,-5.52,66.99,3.33,2.24,1027.37,2021,2,11,42,6,1,冬季
2021-02-12,北京,10.9,76.93,0.33,3.62,1028.79,2021,2,12,43,6,1,冬季
2021-02-13,北京,4.98,64.18,0.27,5.45,974.62,2021,2,13,44,6,1,冬季
2021-02-14,北京,2.06,54.14,0.52,7.57,1025.31,2021,2,14,45,6,1,冬季
2021-02-15,北京,-1.13,58.22,0.79,6.1,1021.69,2021,2,15,46,7,1,冬季
2021-02-16,北京,11.42,62.48,3.29,8.7,987.2,2021,2,16,47,7,1,冬季
2021-02-17,北京,7.93,56.92,2.47,4.73,1004.46,2021,2,17,48,7,1,冬季
2021-02-18,北京,10.75,49.97,0.7,6.52,1025.05,2021,2,18,49,7,1,冬季
2021-02-19,北京,17.48,95.0,0.92,6.98,1027.93,2021,2,19,50,7,1,冬季
2021-02-20,北京,8.65,69.98,2.61,2.36,1023.15,2021,2,20,51,7,1,冬季
2021-02-21,北京,4.71,54.0,0.82,6.88,1027.06,2021,2,21,52,7,1,冬季
2021-02-22,北京,7.47,71.69,0.96,4.65,1004.98,2021,2,22,53,8,1,冬季
2021-02-23,北京,6.03,64.28,3.65,3.18,1019.82,2021,2,23,54,8,1,冬季
2021-02-24,北京,11.95,70.75,1.58,3.21,1013.6,2021,2,24,55,8,1,冬季
2021-02-25,北京,9.96,59.74,1.61,1.37,1008.8,2021,2,25,56,8,1,冬季
2021-02-26,北京,5.11,56.37,0.69,4.4,1025.15,2021,2,26,57,8,1,冬季
2021-02-27,北京,10.92,51.34,1.7,3.52,1003.4,2021,2,27,58,8,1,冬季
2021-02-28,北京,2.35,51.47,1.94,7.57,999.97,2021,2,28,59,8,1,冬季
2021-03-01,北京,12.32,42.93,2.31,2.34,1010.55,2021,3,1,60,9,1,春季
2021-03-02,北京,15.8,65.02,2.23,1.11,1020.81,2021,3,2,61,9,1,春季
2021-03-03,北京,12.93,62.6,0.65,2.19,987.97,2021,3,3,62,9,1,春季
2021-03-04,北京,15.16,52.42,0.4,8.97,1003.8,2021,3,4,63,9,1,春季
2021-03-05,北京,5.77,50.7,1.01,1.62,1003.06,2021,3,5,64,9,1,春季
2021-03-06,北京,10.39,49.96,2.14,3.56,1018.94,2021,3,6,65,9,1,春季
2021-03-07,北京,12.27,57.28,1.83,8.89,1031.72,2021,3,7,66,9,1,春季
2021-03-08,北京,19.06,48.52,2.45,0.7,1026.89,2021,3,8,67,10,1,春季
2021-03-09,北京,20.09,62.71,5.86,2.81,1017.15,2021,3,9,68,10,1,春季
2021-03-10,北京,20.24,71.7,1.05,3.45,1009.16,2021,3,10,69,10,1,春季
2021-03-11,北京,17.86,59.38,1.02,2.43,1019.31,2021,3,11,70,10,1,春季
2021-03-12,北京,14.88,58.26,0.19,4.22,1015.84,2021,3,12,71,10,1,春季
2021-03-13,北京,12.82,43.93,2.57,3.37,1011.7,2021,3,13,72,10,1,春季
2021-03-14,北京,8.54,66.9,2.5,4.35,1021.52,2021,3,14,73,10,1,春季
2021-03-15,北京,11.08,53.09,0.63,9.96,1008.49,2021,3,15,74,11,1,春季
2021-03-16,北京,12.1,62.39,6.05,4.5,1019.79,2021,3,16,75,11,1,春季
2021-03-17,北京,15.38,67.43,0.45,8.49,1023.22,2021,3,17,76,11,1,春季
2021-03-18,北京,11.18,60.38,0.93,3.75,1024.5,2021,3,18,77,11,1,春季
2021-03-19,北京,11.07,46.19,4.51,7.09,1022.62,2021,3,19,78,11,1,春季
2021-03-20,北京,8.31,66.93,2.44,0.66,982.47,2021,3,20,79,11,1,春季
2021-03-21,北京,12.25,68.6,1.17,1.85,1013.06,2021,3,21,80,11,1,春季
2021-03-22,北京,12.53,74.44,2.13,1.83,1005.61,2021,3,22,81,12,1,春季
2021-03-23,北京,18.95,63.4,3.37,1.84,1017.95,2021,3,23,82,12,1,春季
2021-03-24,北京,9.57,51.75,1.45,0.3,1020.99,2021,3,24,83,12,1,春季
2021-03-25,北京,17.41,65.47,0.74,1.16,992.55,2021,3,25,84,12,1,春季
2021-03-26,北京,13.85,51.49,1.61,0.87,1013.21,2021,3,26,85,12,1,春季
2021-03-27,北京,19.61,64.83,3.91,2.43,1036.86,2021,3,27,86,12,1,春季
2021-03-28,北京,17.37,50.74,0.4,1.31,1024.16,2021,3,28,87,12,1,春季
2021-03-29,北京,19.88,69.18,1.45,2.66,1019.37,2021,3,29,88,13,1,春季
2021-03-30,北京,13.91,56.92,1.46,0.85,1022.0,2021,3,30,89,13,1,春季
2021-03-31,北京,8.11,54.35,0.5,3.63,1019.68,2021,3,31,90,13,1,春季
2021-04-01,北京,14.57,36.2,1.56,7.0,1028.83,2021,4,1,91,13,2,春季
2021-04-02,北京,9.32,55.03,4.09,4.96,1046.29,2021,4,2,92,13,2,春季
2021-04-03,北京,17.87,57.55,0.82,4.58,1000.91,2021,4,3,93,13,2,春季
2021-04-04,北京,26.79,52.65,0.46,0.1,1016.89,2021,4,4,94,13,2,春季
2021-04-05,北京,35.6,43.88,1.98,1.23,1025.57,2021,4,5,95,14,2,春季
2021-04-06,北京,23.9,72.59,3.62,4.36,1018.08,2021,4,6,96,14,2,春季
2021-04-07,北京,27.98,48.74,1.2,4.27,1008.54,2021,4,7,97,14,2,春季
2021-04-08,北京,18.5,54.36,0.98,2.67,1027.11,2021,4,8,98,14,2,春季
2021-04-09,北京,19.47,57.11,0.94,2.63,1033.19,2021,4,9,99,14,2,春季
2021-04-10,北京,13.12,61.2,0.5,1.03,990.94,2021,4,10,100,14,2,春季
2021-04-11,北京,19.48,32.94,2.57,7.89,1027.52,2021,4,11,101,14,2,春季
2021-04-12,北京,25.76,43.62,1.32,4.08,1035.7,2021,4,12,102,15,2,春季
2021-04-13,北京,24.79,69.56,3.05,5.67,1022.36,2021,4,13,103,15,2,春季
2021-04-14,北京,24.55,46.39,1.94,1.8,1020.93,2021,4,14,104,15,2,春季
2021-04-15,北京,23.98,59.63,4.78,4.94,1034.63,2021,4,15,105,15,2,春季
2021-04-16,北京,23.45,64.41,2.0,3.1,994.74,2021,4,16,106,15,2,春季
2021-04-17,北京,18.26,48.48,0.75,1.73,1002.69,2021,4,17,107,15,2,春季
2021-04-18,北京,22.58,64.02,0.42,3.94,1005.81,2021,4,18,108,15,2,春季
2021-04-19,北京,25.05,65.31,3.18,6.34,996.52,2021,4,19,109,16,2,春季
2021-04-20,北京,23.36,60.53,0.78,1.64,1003.86,2021,4,20,110,16,2,春季
2021-04-21,北京,24.82,41.33,0.61,6.82,1021.06,2021,4,21,111,16,2,春季
2021-04-22,北京,19.02,60.82,0.19,1.43,1034.52,2021,4,22,112,16,2,春季
2021-04-23,北京,24.25,39.35,0.08,1.05,1030.47,2021,4,23,113,16,2,春季
2021-04-24,北京,20.85,62.32,4.62,2.26,1022.67,2021,4,24,114,16,2,春季
2021-04-25,北京,26.28,61.12,3.9,3.09,1005.44,2021,4,25,115,16,2,春季
2021-04-26,北京,22.3,53.66,3.06,0.5,1022.61,2021,4,26,116,17,2,春季
2021-04-27,北京,25.61,68.29,2.87,6.94,1043.3,2021,4,27,117,17,2,春季
2021-04-28,北京,23.75,65.45,1.74,10.3,1005.62,2021,4,28,118,17,2,春季
2021-04-29,北京,25.0,41.01,5.27,2.83,1021.41,2021,4,29,119,17,2,春季
2021-04-30,北京,25.63,63.85,1.8,3.17,1003.2,2021,4,30,120,17,2,春季
2021-05-01,北京,22.7,66.16,5.68,3.34,993.85,2021,5,1,121,17,2,春季
2021-05-02,北京,33.05,64.75,0.64,4.49,997.67,2021,5,2,122,17,2,春季
2021-05-03,北京,30.8,42.54,1.21,6.45,1020.11,2021,5,3,123,18,2,春季
2021-05-04,北京,35.76,59.88,3.64,1.39,1012.48,2021,5,4,124,18,2,春季
2021-05-05,北京,29.2,39.83,0.65,3.74,1024.48,2021,5,5,125,18,2,春季
2021-05-06,北京,25.66,49.83,0.06,1.65,1010.76,2021,5,6,126,18,2,春季
2021-05-07,北京,22.34,57.57,3.98,2.92,1016.18,2021,5,7,127,18,2,春季
2021-05-08,北京,32.47,45.02,1.89,4.14,1014.12,2021,5,8,128,18,2,春季
2021-05-09,北京,25.41,49.38,7.41,4.3,1017.63,2021,5,9,129,18,2,春季
2021-05-10,北京,26.96,43.87,0.15,1.9,1002.43,2021,5,10,130,19,2,春季
2021-05-11,北京,25.53,48.49,0.37,0.59,1006.06,2021,5,11,131,19,2,春季
2021-05-12,北京,21.97,40.92,0.53,2.44,1004.3,2021,5,12,132,19,2,春季
2021-05-13,北京,25.71,53.15,0.47,2.45,1017.98,2021,5,13,133,19,2,春季
2021-05-14,北京,27.83,42.86,0.72,8.18,1017.23,2021,5,14,134,19,2,春季
2021-05-15,北京,28.91,78.27,0.31,0.84,1024.72,2021,5,15,135,19,2,春季
2021-05-16,北京,27.59,43.01,0.73,1.11,978.17,2021,5,16,136,19,2,春季
2021-05-17,北京,37.15,59.48,3.0,2.37,1025.09,2021,5,17,137,20,2,春季
2021-05-18,北京,26.6,59.79,0.43,9.95,1011.88,2021,5,18,138,20,2,春季
2021-05-19,北京,34.22,50.72,0.9,2.68,1028.82,2021,5,19,139,20,2,春季
2021-05-20,北京,35.8,48.6,0.27,4.06,994.17,2021,5,20,140,20,2,春季
2021-05-21,北京,39.08,49.75,0.52,0.32,1025.96,2021,5,21,141,20,2,春季
2021-05-22,北京,29.07,40.37,0.41,1.49,1002.27,2021,5,22,142,20,2,春季
2021-05-23,北京,25.25,59.67,5.24,3.51,1019.68,2021,5,23,143,20,2,春季
2021-05-24,北京,34.08,46.21,0.92,3.64,1000.33,2021,5,24,144,21,2,春季
2021-05-25,北京,25.33,56.18,2.23,1.86,1002.85,2021,5,25,145,21,2,春季
2021-05-26,北京,23.8,42.47,0.0,4.16,1018.63,2021,5,26,146,21,2,春季
2021-05-27,北京,24.8,55.92,1.23,1.81,1009.07,2021,5,27,147,21,2,春季
2021-05-28,北京,23.31,44.66,0.54,3.16,1026.35,2021,5,28,148,21,2,春季
2021-05-29,北京,24.96,55.92,1.34,0.87,1030.57,2021,5,29,149,21,2,春季
2021-05-30,北京,26.16,45.35,1.43,1.21,1013.32,2021,5,30,150,21,2,春季
2021-05-31,北京,32.42,44.83,0.07,3.34,1030.99,2021,5,31,151,22,2,春季
2021-06-01,北京,28.91,34.47,0.41,2.61,1016.74,2021,6,1,152,22,2,夏季
2021-06-02,北京,25.53,41.85,3.82,2.11,1034.44,2021,6,2,153,22,2,夏季
2021-06-03,北京,26.93,53.25,2.16,2.31,1024.14,2021,6,3,154,22,2,夏季
2021-06-04,北京,30.57,43.6,0.15,2.92,1036.01,2021,6,4,155,22,2,夏季
2021-06-05,北京,30.69,42.97,0.24,1.09,1020.58,2021,6,5,156,22,2,夏季
2021-06-06,北京,30.98,56.95,9.08,0.8,1017.97,2021,6,6,157,22,2,夏季
2021-06-07,北京,32.67,40.37,1.89,1.39,1027.87,2021,6,7,158,23,2,夏季
2021-06-08,北京,35.19,39.12,0.66,1.0,1000.7,2021,6,8,159,23,2,夏季
2021-06-09,北京,23.74,45.32,1.89,1.15,996.57,2021,6,9,160,23,2,夏季
2021-06-10,北京,31.49,49.45,5.57,4.75,1044.13,2021,6,10,161,23,2,夏季
2021-06-11,北京,28.14,58.25,6.9,5.92,1021.49,2021,6,11,162,23,2,夏季
2021-06-12,北京,33.5,56.35,4.24,1.2,1008.95,2021,6,12,163,23,2,夏季
2021-06-13,北京,32.97,38.96,1.69,6.33,1000.46,2021,6,13,164,23,2,夏季
2021-06-14,北京,20.58,52.29,2.72,10.0,1024.71,2021,6,14,165,24,2,夏季
2021-06-15,北京,21.88,37.91,0.99,2.76,1008.84,2021,6,15,166,24,2,夏季
2021-06-16,北京,33.58,58.52,1.89,7.72,1041.64,2021,6,16,167,24,2,夏季
2021-06-17,北京,34.05,47.83,3.17,6.08,1020.0,2021,6,17,168,24,2,夏季
2021-06-18,北京,32.53,51.77,4.99,1.49,1015.23,2021,6,18,169,24,2,夏季
2021-06-19,北京,26.6,54.23,0.87,3.21,986.84,2021,6,19,170,24,2,夏季
2021-06-20,北京,32.91,49.34,3.42,4.64,1014.94,2021,6,20,171,24,2,夏季
2021-06-21,北京,28.49,34.79,7.61,2.77,985.02,2021,6,21,172,25,2,夏季
2021-06-22,北京,35.14,54.3,5.19,4.58,1030.3,2021,6,22,173,25,2,夏季
2021-06-23,北京,27.41,39.22,0.71,1.94,1031.51,2021,6,23,174,25,2,夏季
2021-06-24,北京,29.68,44.44,1.89,0.98,1001.12,2021,6,24,175,25,2,夏季
2021-06-25,北京,18.82,54.11,1.01,2.87,1018.04,2021,6,25,176,25,2,夏季
2021-06-26,北京,39.79,49.73,4.19,2.17,1015.41,2021,6,26,177,25,2,夏季
2021-06-27,北京,30.27,67.23,0.57,4.8,1017.0,2021,6,27,178,25,2,夏季
2021-06-28,北京,25.46,51.8,0.64,4.76,980.22,2021,6,28,179,26,2,夏季
2021-06-29,北京,35.72,54.03,7.57,4.56,1006.02,2021,6,29,180,26,2,夏季
2021-06-30,北京,28.56,39.31,9.01,0.52,1010.52,2021,6,30,181,26,2,夏季
2021-07-01,北京,24.59,47.57,1.89,2.51,995.0,2021,7,1,182,26,3,夏季
2021-07-02,北京,26.53,52.87,2.11,6.71,1018.3,2021,7,2,183,26,3,夏季
2021-07-03,北京,26.71,65.04,4.13,8.55,1042.85,2021,7,3,184,26,3,夏季
2021-07-04,北京,29.75,67.6,1.89,2.2,1015.28,2021,7,4,185,26,3,夏季
2021-07-05,北京,34.26,49.02,3.81,7.34,1022.82,2021,7,5,186,27,3,夏季
2021-07-06,北京,25.62,74.84,2.95,2.78,1011.72,2021,7,6,187,27,3,夏季
2021-07-07,北京,27.52,55.54,1.89,7.98,995.32,2021,7,7,188,27,3,夏季
2021-07-08,北京,27.34,57.14,1.89,3.53,1007.95,2021,7,8,189,27,3,夏季
2021-07-09,北京,24.34,54.95,1.89,4.61,995.72,2021,7,9,190,27,3,夏季
2021-07-10,北京,30.24,32.64,4.32,2.56,1007.92,2021,7,10,191,27,3,夏季
2021-07-11,北京,29.94,53.85,0.7,1.6,1009.63,2021,7,11,192,27,3,夏季
2021-07-12,北京,33.23,67.89,1.42,2.46,1005.39,2021,7,12,193,28,3,夏季
2021-07-13,北京,27.29,58.74,0.42,3.55,1005.2,2021,7,13,194,28,3,夏季
2021-07-14,北京,28.35,47.22,0.09,1.87,1028.07,2021,7,14,195,28,3,夏季
2021-07-15,北京,19.33,66.29,1.89,0.56,1018.11,2021,7,15,196,28,3,夏季
2021-07-16,北京,30.36,48.66,3.76,1.96,1014.05,2021,7,16,197,28,3,夏季
2021-07-17,北京,30.15,56.04,2.03,5.26,1004.77,2021,7,17,198,28,3,夏季
2021-07-18,北京,27.44,42.37,3.29,5.41,1001.37,2021,7,18,199,28,3,夏季
2021-07-19,北京,13.46,47.59,3.26,5.39,977.45,2021,7,19,200,29,3,夏季
2021-07-20,北京,34.63,54.47,1.89,2.91,1010.45,2021,7,20,201,29,3,夏季
2021-07-21,北京,22.22,33.82,9.11,9.24,1000.11,2021,7,21,202,29,3,夏季
2021-07-22,北京,21.4,59.1,1.89,2.59,1022.15,2021,7,22,203,29,3,夏季
2021-07-23,北京,20.66,46.33,8.93,4.85,1027.59,2021,7,23,204,29,3,夏季
2021-07-24,北京,22.47,48.03,1.89,8.42,995.87,2021,7,24,205,29,3,夏季
2021-07-25,北京,32.46,69.64,1.89,2.66,985.61,2021,7,25,206,29,3,夏季
2021-07-26,北京,20.32,32.54,3.21,7.25,1016.15,2021,7,26,207,30,3,夏季
2021-07-27,北京,28.92,55.59,1.89,8.75,1017.43,2021,7,27,208,30,3,夏季
2021-07-28,北京,23.23,44.57,1.89,5.09,1007.06,2021,7,28,209,30,3,夏季
2021-07-29,北京,32.49,55.85,3.14,6.25,1038.33,2021,7,29,210,30,3,夏季
2021-07-30,北京,31.67,69.16,4.48,6.31,1001.51,2021,7,30,211,30,3,夏季
2021-07-31,北京,22.74,58.91,7.85,1.65,1023.65,2021,7,31,212,30,3,夏季
2021-08-01,北京,23.92,45.12,1.89,2.65,981.28,2021,8,1,213,30,3,夏季
2021-08-02,北京,20.41,34.74,0.11,2.88,1008.17,2021,8,2,214,31,3,夏季
2021-08-03,北京,17.15,74.11,6.36,2.11,999.95,2021,8,3,215,31,3,夏季
2021-08-04,北京,23.42,64.38,6.64,1.71,1013.01,2021,8,4,216,31,3,夏季
2021-08-05,北京,14.16,65.59,1.89,1.27,1008.81,2021,8,5,217,31,3,夏季
2021-08-06,北京,23.64,36.42,1.89,3.63,1015.29,2021,8,6,218,31,3,夏季
