customer_id,first_purchase,last_purchase,purchase_count,total_spent,avg_order_value,order_value_std,total_quantity,unique_products,preferred_category,avg_purchase_interval,days_since_last_purchase,activity_status
C000230,2023-05-12,2023-09-24,4,4373.71,1093.4275,842.4056858139471,13,3,玩具,45.0,98,沉睡
C000231,2023-04-29,2023-05-27,3,7416.0,2472.0,689.2855747801487,13,3,玩具,14.0,218,流失
C000232,2023-09-04,2023-09-04,1,579.3,579.3,,3,1,图书,0.0,118,沉睡
C000233,2023-03-20,2023-11-30,2,2064.3,1032.15,490.30784207475205,3,2,服装,255.0,31,近期活跃
C000234,2023-04-19,2023-11-30,8,14744.72,1843.09,1923.0045489582924,35,8,图书,32.142857142857146,31,近期活跃
C000235,2023-01-18,2023-11-30,4,6760.21,1690.0525,1087.3976141956232,10,4,服装,105.33333333333333,31,近期活跃
C000236,2023-01-29,2023-11-28,4,16929.32,4232.33,4174.181284363837,24,4,家居,101.0,33,近期活跃
C000237,2023-01-15,2023-10-17,6,6088.05,1014.6750000000001,1212.3641972897417,17,6,服装,55.0,75,近期活跃
C000238,2023-04-30,2023-11-04,6,15208.34,2534.7233333333334,2264.40976329521,22,6,家居,37.6,57,近期活跃
C000239,2023-01-05,2023-09-20,5,8446.27,1689.2540000000001,639.7388216530243,14,5,食品,64.5,102,沉睡
C000240,2023-01-24,2023-12-09,5,4910.51,982.1020000000001,811.6314732808235,17,5,美妆,79.75,22,活跃
C000241,2023-01-14,2023-07-08,4,975.22,243.805,280.7498471949718,10,3,电子产品,58.333333333333336,176,沉睡
C000242,2023-04-08,2023-10-13,5,11773.95,2354.79,1299.5211529828975,20,5,玩具,47.0,79,近期活跃
C000243,2023-02-15,2023-10-31,4,6087.34,1521.835,1218.088420340111,10,4,电子产品,86.0,61,近期活跃
C000244,2023-01-17,2023-12-12,6,12494.27,2082.3783333333336,1973.6827627703162,25,6,电子产品,65.8,19,活跃
C000245,2023-02-24,2023-11-04,6,13838.9,2306.483333333333,1813.9393121454386,30,5,食品,50.6,57,近期活跃
C000246,2023-01-22,2023-07-26,4,6834.280000000001,1708.5700000000002,2205.1158471911026,18,4,电子产品,61.666666666666664,158,沉睡
C000247,2023-01-18,2023-11-05,6,9074.61,1512.4350000000002,1402.3799076106304,17,5,家居,58.2,56,近期活跃
C000248,2023-02-25,2023-12-22,8,24320.04,3040.005,2162.5461243239583,39,7,电子产品,42.857142857142854,9,活跃
C000249,2023-03-17,2023-10-23,5,11917.34,2383.468,2608.2586043316337,19,5,图书,55.0,69,近期活跃
C000250,2023-04-30,2023-11-30,2,4636.21,2318.105,2545.3652091694034,9,2,家居,214.0,31,近期活跃
C000251,2023-01-04,2023-12-11,11,19989.96,1817.269090909091,1084.6787394012529,46,11,服装,34.1,20,活跃
C000252,2023-01-23,2023-12-26,11,20053.92,1823.0836363636363,2075.6320174119146,46,11,图书,33.7,5,活跃
C000253,2023-01-31,2023-11-06,6,24018.96,4003.16,2200.9092162013408,33,5,食品,55.8,55,近期活跃
C000254,2023-02-14,2023-11-07,5,13716.07,2743.214,2679.225677930099,24,5,图书,66.5,54,近期活跃
C000255,2023-08-10,2023-12-13,2,2758.3900000000003,1379.1950000000002,841.7328412566543,16,2,图书,125.0,18,活跃
C000256,2023-01-02,2023-12-27,5,6638.27,1327.654,907.574577145041,26,5,图书,89.75,4,活跃
C000257,2023-02-17,2023-11-18,5,10862.12,2172.424,1269.1553159995826,17,4,家居,68.5,43,近期活跃
C000258,2023-05-17,2023-12-25,5,6923.5,1384.7,1363.3583257896657,14,5,美妆,55.5,6,活跃
C000259,2023-02-08,2023-11-20,3,6065.04,2021.68,1460.9716993494433,10,3,家居,142.5,41,近期活跃
C000260,2023-03-21,2023-09-08,4,9646.59,2411.6475,2492.8365549092196,15,4,食品,57.0,114,沉睡
C000261,2023-03-30,2023-07-25,7,11299.48,1614.2114285714285,1907.1927489413033,32,7,图书,19.5,159,沉睡
C000262,2023-04-17,2023-07-19,2,3547.11,1773.555,1602.763585576488,7,2,图书,93.0,165,沉睡
C000263,2023-04-06,2023-07-13,3,2603.11,867.7033333333334,592.9775653710125,6,3,电子产品,49.0,171,沉睡
C000264,2023-02-03,2023-10-24,7,5510.95,787.2785714285714,734.180417187051,14,6,家居,43.833333333333336,68,近期活跃
C000265,2023-05-05,2023-11-17,6,19135.62,3189.27,2148.9070264206407,28,6,家居,39.2,44,近期活跃
C000266,2023-01-02,2023-12-05,8,10349.91,1293.73875,631.4940384163235,28,7,家居,48.142857142857146,26,活跃
C000267,2023-09-11,2023-09-11,1,896.0,896.0,,5,1,食品,0.0,111,沉睡
C000268,2023-03-14,2023-11-18,2,8605.95,4302.975,4889.989874227758,16,2,家居,249.0,43,近期活跃
C000269,2023-02-05,2023-09-16,8,7205.54,900.6925,692.6670384566352,31,7,家居,31.857142857142858,106,沉睡
C000270,2023-02-03,2023-11-04,5,8183.57,1636.714,1152.5733784796523,19,4,玩具,68.5,57,近期活跃
C000271,2023-03-02,2023-12-26,5,6658.18,1331.636,1059.3834675083428,24,5,食品,74.75,5,活跃
C000272,2023-02-15,2023-10-29,3,5213.75,1737.9166666666667,1632.9827707705106,14,3,家居,128.0,63,近期活跃
C000273,2023-01-02,2023-12-25,9,20960.57,2328.952222222222,1837.9096029237794,44,8,电子产品,44.625,6,活跃
C000274,2023-03-08,2023-11-22,2,877.85,438.925,315.44740615513075,6,2,图书,259.0,39,近期活跃
C000275,2023-02-02,2023-10-17,5,7772.21,1554.442,1560.5426103987036,20,5,图书,64.25,75,近期活跃
C000276,2023-02-05,2023-11-17,5,13215.6,2643.12,1662.1715146608667,27,5,美妆,71.25,44,近期活跃
C000277,2023-03-13,2023-11-30,3,8390.75,2796.9166666666665,3080.6523782850495,12,3,服装,131.0,31,近期活跃
C000278,2023-06-06,2023-08-25,3,9767.6,3255.866666666667,2086.448957063971,16,3,图书,40.0,128,沉睡
C000279,2023-04-26,2023-10-05,4,9627.8,2406.95,1821.5140598414275,16,4,家居,54.0,87,近期活跃
C000280,2023-06-22,2023-12-22,7,21123.129999999997,3017.5899999999997,2108.7918106742227,43,6,服装,30.5,9,活跃
C000281,2023-01-22,2023-01-22,1,2343.98,2343.98,,3,1,电子产品,0.0,343,流失
C000282,2023-04-03,2023-11-12,4,4834.34,1208.585,827.348477587689,21,3,电子产品,74.33333333333333,49,近期活跃
C000283,2023-02-12,2023-12-17,2,1414.3700000000001,707.1850000000001,729.684700709834,7,2,家居,308.0,14,活跃
C000284,2023-04-17,2023-09-01,4,8695.42,2173.855,1350.7127726870729,17,4,家居,45.666666666666664,121,沉睡
C000285,2023-01-22,2023-11-26,8,9222.9,1152.8625,724.2846471963117,22,8,家居,44.0,35,近期活跃
C000286,2023-04-09,2023-04-09,1,1188.8,1188.8,,5,1,运动,0.0,266,流失
C000287,2023-03-28,2023-12-30,7,18167.04,2595.2914285714287,2340.3165005502183,40,7,玩具,46.166666666666664,1,活跃
C000288,2023-01-03,2023-12-18,10,28581.7,2858.17,3083.549762368041,65,10,图书,38.77777777777778,13,活跃
C000289,2023-04-07,2023-12-16,5,6812.36,1362.472,1080.342810972517,16,5,图书,63.25,15,活跃
C000290,2023-01-02,2023-11-27,5,6479.639999999999,1295.9279999999999,1651.6349233623027,26,5,电子产品,82.25,34,近期活跃
C000291,2023-03-04,2023-10-12,4,6076.92,1519.23,913.7167999258122,13,4,美妆,74.0,80,近期活跃
C000292,2023-01-12,2023-12-22,9,13970.24,1552.2488888888888,746.9340986567096,42,8,服装,43.0,9,活跃
C000293,2023-03-09,2023-08-24,2,7725.24,3862.62,2374.3655762750604,11,2,图书,168.0,129,沉睡
C000294,2023-04-05,2023-08-31,5,12245.130000000001,2449.0260000000003,1642.7542001863821,25,5,电子产品,37.0,122,沉睡
C000295,2023-01-05,2023-12-05,8,13703.34,1712.9175,2055.9969647125317,26,7,食品,47.714285714285715,26,活跃
C000296,2023-07-16,2023-11-16,3,16046.05,5348.683333333333,6594.5635743567855,18,3,服装,61.5,45,近期活跃
C000297,2023-03-24,2023-12-19,7,5265.05,752.15,514.0336988628924,22,5,食品,45.0,12,活跃
C000298,2023-06-05,2023-11-25,6,9032.64,1505.4399999999998,1017.8887174735753,20,6,电子产品,34.6,36,近期活跃
C000299,2023-04-19,2023-09-16,4,7411.75,1852.9375,1188.337692110987,13,4,家居,50.0,106,沉睡
C000300,2023-03-06,2023-11-23,3,3358.17,1119.39,543.0025951135041,8,3,玩具,131.0,38,近期活跃
C000301,2023-01-09,2023-12-11,10,19187.85,1918.7849999999999,1438.701709298661,45,8,电子产品,37.333333333333336,20,活跃
C000302,2023-03-14,2023-12-29,5,8387.630000000001,1677.5260000000003,1571.7746481223062,24,5,家居,72.5,2,活跃
C000303,2023-02-16,2023-12-13,8,11136.17,1392.02125,1067.4146727013892,28,7,服装,42.857142857142854,18,活跃
C000304,2023-03-07,2023-10-03,6,15564.12,2594.02,1666.4759334955909,32,6,食品,42.0,89,近期活跃
C000305,2023-07-06,2023-12-27,4,4766.04,1191.51,1051.4590489093398,23,4,服装,58.0,4,活跃
C000306,2023-01-08,2023-11-17,5,8175.01,1635.002,462.2205361837573,24,5,服装,78.25,44,近期活跃
C000307,2023-02-17,2023-05-08,3,3477.74,1159.2466666666667,1279.7546066857244,7,2,美妆,40.0,237,流失
C000308,2023-02-05,2023-11-29,5,14191.16,2838.232,2300.8222821569684,31,5,玩具,74.25,32,近期活跃
C000309,2023-01-13,2023-12-15,8,10109.61,1263.70125,874.2871050410567,41,7,家居,48.0,16,活跃
C000310,2023-01-09,2023-12-10,7,12258.490000000002,1751.2128571428573,1958.4358763965552,22,7,电子产品,55.833333333333336,21,活跃
C000311,2023-01-13,2023-08-22,5,6211.25,1242.25,1305.9674321934679,13,5,图书,55.25,131,沉睡
C000312,2023-03-18,2023-09-06,2,6512.11,3256.055,1704.219266541134,8,2,电子产品,172.0,116,沉睡
C000313,2023-06-29,2023-06-29,1,5920.44,5920.44,,6,1,服装,0.0,185,流失
C000314,2023-01-04,2023-11-03,3,5295.6,1765.2,1235.7097970397417,15,3,图书,151.5,58,近期活跃
C000315,2023-02-02,2023-11-01,7,5640.45,805.7785714285714,527.5288554328433,27,6,图书,45.333333333333336,60,近期活跃
C000316,2023-05-06,2023-12-24,4,3036.9700000000003,759.2425000000001,773.4984996053106,20,4,家居,77.33333333333333,7,活跃
C000317,2023-07-15,2023-09-24,2,4461.65,2230.825,1720.1008848465838,6,2,玩具,71.0,98,沉睡
C000318,2023-05-08,2023-10-12,3,3232.9199999999996,1077.6399999999999,1228.546685478415,9,3,图书,78.5,80,近期活跃
C000319,2023-01-12,2023-10-28,5,11059.94,2211.9880000000003,1345.8330532684952,23,5,家居,72.25,64,近期活跃
C000320,2023-01-01,2023-11-21,3,7422.049999999999,2474.0166666666664,1463.6894092099367,11,3,家居,162.0,40,近期活跃
C000321,2023-01-01,2023-12-17,8,9753.439999999999,1219.1799999999998,1237.6187095386042,21,7,家居,50.0,14,活跃
C000322,2023-02-02,2023-12-31,7,15185.09,2169.2985714285714,2374.190074653028,26,7,图书,55.333333333333336,0,活跃
C000323,2023-02-01,2023-09-30,4,1951.0300000000002,487.75750000000005,434.0785946020222,12,3,电子产品,80.33333333333333,92,沉睡
C000324,2023-01-04,2023-12-12,5,9073.720000000001,1814.7440000000001,1785.4047651807139,16,5,图书,85.5,19,活跃
C000325,2023-05-29,2023-05-29,1,1240.33,1240.33,,5,1,美妆,0.0,216,流失
C000326,2023-02-12,2023-10-13,3,899.48,299.82666666666665,150.64620849305612,5,3,服装,121.5,79,近期活跃
C000327,2023-02-21,2023-12-12,5,8382.289999999999,1676.4579999999999,1379.0449908251724,23,5,服装,73.5,19,活跃
C000328,2023-01-10,2023-12-22,9,20547.4,2283.0444444444447,1486.79488478666,38,8,电子产品,43.25,9,活跃
C000329,2023-02-14,2023-12-20,6,9371.19,1561.865,1037.1590239061702,24,6,图书,61.8,11,活跃
C000330,2023-01-08,2023-09-26,2,2087.44,1043.72,716.4688749694573,5,2,图书,261.0,96,沉睡
C000331,2023-02-20,2023-12-03,8,11107.31,1388.41375,1639.952909340801,30,8,电子产品,40.857142857142854,28,活跃
C000332,2023-01-14,2023-09-14,7,8041.05,1148.7214285714285,625.0154948060241,21,6,图书,40.5,108,沉睡
C000333,2023-01-31,2023-12-25,2,2236.0699999999997,1118.0349999999999,634.6495493183619,10,2,家居,328.0,6,活跃
C000334,2023-01-08,2023-11-07,8,31881.739999999998,3985.2174999999997,3386.74034737892,51,6,家居,43.285714285714285,54,近期活跃
C000335,2023-01-07,2023-11-20,6,8371.47,1395.245,722.0617882633037,20,6,服装,63.4,41,近期活跃
C000336,2023-02-05,2023-11-19,4,7658.889999999999,1914.7224999999999,1218.3645244719114,20,4,图书,95.66666666666667,42,近期活跃
C000337,2023-01-02,2023-08-27,5,10111.64,2022.328,1021.0238803132862,22,5,服装,59.25,126,沉睡
C000338,2023-03-10,2023-08-12,2,7602.13,3801.065,1169.5334028791142,8,2,电子产品,155.0,141,沉睡
C000339,2023-01-15,2023-11-16,6,11515.58,1919.2633333333333,1525.8099405976702,17,6,家居,61.0,45,近期活跃
C000340,2023-08-21,2023-09-18,2,1536.6599999999999,768.3299999999999,898.0256121069153,6,2,玩具,28.0,104,沉睡
C000341,2023-04-28,2023-12-21,4,7970.410000000001,1992.6025000000002,1701.4626911253938,12,4,家居,79.0,10,活跃
C000342,2023-01-04,2023-10-15,8,17696.93,2212.11625,1476.2662775291058,27,8,电子产品,40.57142857142857,77,近期活跃
C000343,2023-01-25,2023-11-21,8,16471.79,2058.97375,1225.8373549879807,39,8,食品,42.857142857142854,40,近期活跃
C000344,2023-02-21,2023-09-05,6,7592.51,1265.4183333333333,714.3496325586419,19,6,图书,39.2,117,沉睡
C000345,2023-08-18,2023-08-18,1,2665.62,2665.62,,6,1,食品,0.0,135,沉睡
C000346,2023-01-22,2023-12-05,9,17508.3,1945.3666666666666,1085.883195422049,34,8,服装,39.625,26,活跃
C000347,2023-02-24,2023-07-22,2,1797.1100000000001,898.5550000000001,729.89683274419,11,2,家居,148.0,162,沉睡
C000348,2023-07-31,2023-11-08,2,3793.86,1896.93,1270.4446116222462,11,2,服装,100.0,53,近期活跃
C000349,2023-01-30,2023-06-15,8,10403.99,1300.49875,1029.6502949120638,23,8,服装,19.428571428571427,199,流失
C000350,2023-01-12,2023-11-24,4,10157.960000000001,2539.4900000000002,2732.6068338615173,28,4,图书,105.33333333333333,37,近期活跃
C000351,2023-02-01,2023-12-06,6,13477.910000000002,2246.3183333333336,3502.11703980559,33,6,电子产品,61.6,25,活跃
C000352,2023-03-11,2023-07-04,2,5146.65,2573.325,1504.4474587203104,9,2,玩具,115.0,180,沉睡
C000353,2023-07-03,2023-09-28,2,3291.76,1645.88,1459.7088126746376,7,2,美妆,87.0,94,沉睡
C000354,2023-01-02,2023-08-02,3,2869.77,956.59,1171.5689696727204,11,3,服装,106.0,151,沉睡
C000355,2023-06-24,2023-11-26,5,6185.0599999999995,1237.012,1236.1067769290808,36,5,家居,38.75,35,近期活跃
C000356,2023-01-27,2023-09-11,4,7713.91,1928.4775,1569.4787793484181,17,4,图书,75.66666666666667,111,沉睡
C000357,2023-03-15,2023-10-12,6,9994.32,1665.72,964.0282867219198,22,6,图书,42.2,80,近期活跃
C000358,2023-01-17,2023-12-24,7,5193.96,741.9942857142858,867.7448466351758,18,6,服装,56.833333333333336,7,活跃
C000359,2023-02-01,2023-12-21,6,11296.390000000001,1882.7316666666668,1749.6919234129953,19,6,电子产品,64.6,10,活跃
C000360,2023-05-13,2023-10-17,2,3904.37,1952.185,1006.7149954430996,9,2,玩具,157.0,75,近期活跃
C000361,2023-03-25,2023-10-06,4,4296.94,1074.235,990.993729563075,9,4,图书,65.0,86,近期活跃
C000362,2023-04-19,2023-09-28,8,9022.94,1127.8675,699.9865362123555,26,7,服装,23.142857142857142,94,沉睡
C000363,2023-02-06,2023-12-04,5,6233.49,1246.6979999999999,725.9114638645681,15,4,图书,75.25,27,活跃
C000364,2023-01-02,2023-05-06,3,2398.45,799.4833333333332,483.6383248185914,4,3,图书,62.0,239,流失
C000365,2023-02-22,2023-12-06,7,10368.94,1481.277142857143,1422.773282533263,28,7,图书,47.833333333333336,25,活跃
C000366,2023-04-25,2023-12-16,5,4789.09,957.818,393.7835945922582,17,5,家居,58.75,15,活跃
C000367,2023-10-14,2023-11-03,2,6009.1,3004.55,268.7712875290068,9,2,服装,20.0,58,近期活跃
C000368,2023-01-25,2023-11-04,6,10339.34,1723.2233333333334,2309.635428102597,29,5,家居,56.6,57,近期活跃
C000369,2023-01-26,2023-10-20,4,9772.14,2443.035,2471.442355784708,16,4,服装,89.0,72,近期活跃
C000370,2023-01-20,2023-12-11,6,3994.4900000000002,665.7483333333333,499.11149036729927,18,6,家居,65.0,20,活跃
C000371,2023-02-20,2023-12-18,7,18739.239999999998,2677.0342857142855,2480.0713254921866,33,6,玩具,50.166666666666664,13,活跃
C000372,2023-01-23,2023-12-05,6,21177.19,3529.5316666666663,3783.6245867919647,33,6,家居,63.2,26,活跃
C000373,2023-03-30,2023-12-09,5,8058.0,1611.6,1380.9387085421279,17,5,图书,63.5,22,活跃
C000374,2023-02-12,2023-12-08,3,5797.009999999999,1932.3366666666664,1390.6169909192583,14,3,图书,149.5,23,活跃
C000375,2023-12-03,2023-12-03,2,7735.0,3867.5,4280.456757777141,12,2,电子产品,0.0,28,活跃
C000376,2023-12-19,2023-12-19,1,2590.2,2590.2,,9,1,电子产品,0.0,12,活跃
C000377,2023-05-15,2023-06-06,2,3217.1,1608.55,909.4100312840187,9,2,图书,22.0,208,流失
C000378,2023-01-25,2023-10-11,6,11008.029999999999,1834.6716666666664,1345.7413301436004,20,5,家居,51.8,81,近期活跃
C000379,2023-04-27,2023-05-27,2,716.55,358.275,228.3601349841955,2,2,服装,30.0,218,流失
C000380,2023-01-03,2023-11-15,6,14162.810000000001,2360.4683333333337,1395.7456652759727,24,6,家居,63.2,46,近期活跃
C000381,2023-01-18,2023-12-05,5,9403.16,1880.632,1565.8934092459806,22,5,家居,80.25,26,活跃
C000382,2023-05-27,2023-11-07,4,9650.84,2412.71,1244.3930537414615,19,4,服装,54.666666666666664,54,近期活跃
C000383,2023-01-31,2023-12-23,4,3201.33,800.3325,395.29904160226187,14,4,家居,108.66666666666667,8,活跃
C000384,2023-02-21,2023-11-06,6,4332.87,722.145,463.1597787697028,22,6,服装,51.6,55,近期活跃
C000385,2023-01-25,2023-12-11,6,14726.91,2454.485,1672.9031060973018,27,6,家居,64.0,20,活跃
C000386,2023-05-22,2023-10-08,3,3902.03,1300.6766666666667,1538.8793250067836,8,3,美妆,69.5,84,近期活跃
C000387,2023-02-17,2023-07-08,5,8647.779999999999,1729.5559999999998,1361.5137536874167,23,5,图书,35.25,176,沉睡
C000388,2023-03-01,2023-10-07,9,17573.91,1952.6566666666668,1414.5366694964114,38,8,玩具,27.5,85,近期活跃
C000389,2023-03-12,2023-10-07,6,8290.18,1381.6966666666667,1610.575801353872,22,6,服装,41.8,85,近期活跃
C000390,2023-04-16,2023-10-19,2,4169.65,2084.825,714.4677627786996,7,2,家居,186.0,73,近期活跃
C000391,2023-03-13,2023-08-10,5,5252.23,1050.446,664.609486488118,12,4,电子产品,37.5,143,沉睡
C000392,2023-03-03,2023-04-18,5,4597.94,919.588,489.78862616438937,17,5,家居,11.5,257,流失
C000393,2023-04-29,2023-11-20,3,2028.55,676.1833333333333,173.78195312900976,4,3,电子产品,102.5,41,近期活跃
C000394,2023-03-04,2023-12-18,6,8620.21,1436.7016666666666,1409.3748062090035,25,6,食品,57.8,13,活跃
C000395,2023-01-05,2023-11-25,8,10481.66,1310.2075,989.9180020407173,25,8,食品,46.285714285714285,36,近期活跃
C000396,2023-01-04,2023-10-19,3,3072.46,1024.1533333333334,637.4787856339483,9,3,图书,144.0,73,近期活跃
C000397,2023-02-17,2023-12-10,6,11405.23,1900.8716666666667,2679.7486850853506,22,6,服装,59.2,21,活跃
C000398,2023-01-24,2023-11-13,5,7824.23,1564.846,1188.44160810702,13,5,图书,73.25,48,近期活跃
C000399,2023-01-17,2023-11-04,7,9027.27,1289.6100000000001,946.4073731045562,28,6,图书,48.5,57,近期活跃
C000400,2023-06-19,2023-07-25,2,1867.5,933.75,104.01540751254107,7,2,电子产品,36.0,159,沉睡
C000401,2023-03-13,2023-11-26,6,14570.119999999999,2428.353333333333,1698.8405526201293,25,6,家居,51.6,35,近期活跃
C000402,2023-01-12,2023-11-14,8,6362.19,795.27375,540.0498899688408,19,7,服装,43.714285714285715,47,近期活跃
C000403,2023-01-11,2023-12-27,4,6604.55,1651.1375,443.30958380308755,18,4,服装,116.66666666666667,4,活跃
C000404,2023-03-22,2023-12-03,5,11867.89,2373.578,1820.4259138371988,20,5,食品,64.0,28,活跃
C000405,2023-03-12,2023-10-24,7,13234.369999999999,1890.6242857142856,1083.489204974022,30,6,家居,37.666666666666664,68,近期活跃
C000406,2023-03-05,2023-10-21,5,7463.44,1492.6879999999999,786.3666628996934,14,4,食品,57.5,71,近期活跃
C000407,2023-04-08,2023-04-08,1,613.27,613.27,,1,1,家居,0.0,267,流失
C000408,2023-05-09,2023-12-25,10,13169.08,1316.908,924.0168491344974,34,8,食品,25.555555555555557,6,活跃
C000409,2023-01-31,2023-11-22,3,7222.8,2407.6,3334.5516714545006,17,3,玩具,147.5,39,近期活跃
C000410,2023-01-21,2023-03-23,3,5526.86,1842.2866666666666,1023.9292480114696,9,3,服装,30.5,283,流失
C000411,2023-07-17,2023-10-27,4,3814.62,953.655,656.5477415745687,8,4,图书,34.0,65,近期活跃
C000412,2023-02-13,2023-12-20,6,11176.99,1862.8316666666667,1251.1726528727627,35,5,图书,62.0,11,活跃
C000413,2023-01-20,2023-12-17,9,14785.56,1642.84,779.5745769648981,37,7,电子产品,41.375,14,活跃
C000414,2023-02-18,2023-11-17,5,9990.49,1998.098,1275.1808573571043,24,4,电子产品,68.0,44,近期活跃
C000415,2023-04-30,2023-12-12,6,18096.59,3016.0983333333334,1606.6224039196848,38,6,家居,45.2,19,活跃
C000416,2023-02-16,2023-11-21,7,11986.15,1712.3071428571427,2050.0427006992995,32,7,家居,46.333333333333336,40,近期活跃
C000417,2023-05-09,2023-12-09,7,6981.74,997.3914285714285,607.8507248886185,25,6,图书,35.666666666666664,22,活跃
C000418,2023-04-10,2023-11-12,6,9971.84,1661.9733333333334,1875.173712557497,22,6,食品,43.2,49,近期活跃
C000419,2023-01-14,2023-12-15,8,12652.13,1581.51625,1608.7445018215515,33,8,玩具,47.857142857142854,16,活跃
C000420,2023-12-20,2023-12-27,2,6912.18,3456.09,1188.9717682939317,19,2,玩具,7.0,4,活跃
C000421,2023-01-14,2023-12-31,4,3589.55,897.3875,265.1500698818187,16,4,家居,117.0,0,活跃
C000422,2023-01-12,2023-09-23,4,4828.27,1207.0675,599.1474350205187,13,4,图书,84.66666666666667,99,沉睡
C000423,2023-03-28,2023-10-17,5,4675.66,935.132,826.1239190157855,17,5,图书,50.75,75,近期活跃
C000424,2023-02-02,2023-09-23,7,8421.83,1203.1185714285714,739.3161159573663,19,7,电子产品,38.833333333333336,99,沉睡
C000425,2023-04-15,2023-10-03,5,11228.23,2245.6459999999997,897.1870356452997,23,5,家居,42.75,89,近期活跃
C000426,2023-03-09,2023-12-20,7,14626.23,2089.4614285714283,1573.2679260001942,31,7,服装,47.666666666666664,11,活跃
C000427,2023-02-01,2023-09-12,3,5182.46,1727.4866666666667,1124.0752260117351,11,3,家居,111.5,110,沉睡
C000428,2023-05-31,2023-10-19,3,2803.3900000000003,934.4633333333335,651.0999895817334,5,3,家居,70.5,73,近期活跃
C000429,2023-02-11,2023-10-15,7,13793.81,1970.5442857142857,1334.816239548315,30,7,图书,41.0,77,近期活跃
C000430,2023-02-16,2023-10-12,6,3417.88,569.6466666666666,762.5338631081684,14,6,家居,47.6,80,近期活跃
C000431,2023-05-13,2023-10-17,3,5100.13,1700.0433333333333,1413.5597264471469,9,3,家居,78.5,75,近期活跃
C000432,2023-08-14,2023-08-14,1,374.93,374.93,,1,1,运动,0.0,139,沉睡
C000433,2023-04-23,2023-07-27,3,1724.9499999999998,574.9833333333332,511.31062890706005,11,3,家居,47.5,157,沉睡
C000434,2023-02-15,2023-11-30,5,8203.89,1640.7779999999998,916.9176572735416,25,5,玩具,72.0,31,近期活跃
C000435,2023-02-18,2023-08-16,2,578.54,289.27,224.47811875548138,3,2,运动,179.0,137,沉睡
C000436,2023-02-21,2023-10-22,5,4654.18,930.836,661.7350509682859,18,4,家居,60.75,70,近期活跃
C000437,2023-08-15,2023-09-27,3,8039.17,2679.7233333333334,1673.3337361188094,17,3,服装,21.5,95,沉睡
C000438,2023-04-01,2023-10-23,7,6349.7699999999995,907.1099999999999,624.564344323305,27,7,图书,34.166666666666664,69,近期活跃
C000439,2023-04-24,2023-09-03,6,6873.26,1145.5433333333333,1404.9013247721941,19,6,运动,26.4,119,沉睡
C000440,2023-03-05,2023-08-07,5,6194.7,1238.94,1393.3869012051177,15,5,电子产品,38.75,146,沉睡
C000441,2023-03-08,2023-10-29,4,6058.57,1514.6425,1167.3258531182855,11,4,图书,78.33333333333333,63,近期活跃
C000442,2023-04-03,2023-11-03,7,11496.32,1642.3314285714284,1221.8686188024824,31,7,家居,35.666666666666664,58,近期活跃
C000443,2023-11-07,2023-12-07,3,8862.17,2954.056666666667,801.838204710485,23,3,图书,15.0,24,活跃
C000444,2023-03-30,2023-05-13,4,6960.51,1740.1275,613.5148670502342,14,4,服装,14.666666666666666,232,流失
C000445,2023-02-17,2023-08-27,5,5418.04,1083.608,820.20011730065,14,5,家居,47.75,126,沉睡
C000446,2023-01-09,2023-12-22,9,16174.23,1797.1366666666665,2064.1283749987547,35,9,图书,43.375,9,活跃
C000447,2023-01-18,2023-12-26,8,11476.43,1434.55375,1175.947885919361,28,8,家居,48.857142857142854,5,活跃
C000448,2023-02-01,2023-09-17,5,6644.68,1328.9360000000001,845.0475845950926,14,5,食品,57.0,105,沉睡
C000449,2023-03-14,2023-07-18,3,6572.82,2190.94,1458.0008907747622,11,3,电子产品,63.0,166,沉睡
C000450,2023-02-10,2023-12-04,7,9278.27,1325.467142857143,578.0805615631292,26,7,电子产品,49.5,27,活跃
C000451,2023-01-11,2023-11-13,5,11923.359999999999,2384.6719999999996,2830.908550566408,17,5,家居,76.5,48,近期活跃
C000452,2023-01-04,2023-12-22,10,18196.06,1819.6060000000002,1357.9228458216778,39,8,图书,39.111111111111114,9,活跃
C000453,2023-02-04,2023-11-02,4,10694.62,2673.655,1947.3765633881221,18,4,玩具,90.33333333333333,59,近期活跃
C000454,2023-03-05,2023-10-08,4,6552.67,1638.1675,1334.9540886830778,12,4,服装,72.33333333333333,84,近期活跃
C000455,2023-04-11,2023-10-14,4,1377.24,344.31,201.11496629208546,6,4,家居,62.0,78,近期活跃
C000456,2023-05-06,2023-12-25,3,2638.4900000000002,879.4966666666668,491.91549684202204,11,2,食品,116.5,6,活跃
C000457,2023-04-03,2023-07-22,3,3351.17,1117.0566666666666,1313.8705872852674,15,3,服装,55.0,162,沉睡
C000458,2023-02-04,2023-09-06,4,4871.1900000000005,1217.7975000000001,1238.9148703973437,12,4,图书,71.33333333333333,116,沉睡
C000459,2023-05-01,2023-12-09,3,2682.4300000000003,894.1433333333334,304.06394300102954,6,3,家居,111.0,22,活跃
C000460,2023-02-15,2023-11-07,4,2699.79,674.9475,184.46024239656631,11,4,美妆,88.33333333333333,54,近期活跃
C000461,2023-04-28,2023-06-01,3,4584.87,1528.29,839.9878578289093,11,3,服装,17.0,213,流失
