customer_id,first_purchase,last_purchase,purchase_days,total_revenue,avg_order_value,transaction_count,lifetime_days,purchase_frequency,predicted_clv,historical_clv
C000239,2023-01-05,2023-09-20,5,8446.27,1689.2540000000001,5,258,2.929373996789727,9896.913483146069,8446.27
C000240,2023-01-24,2023-12-09,5,4910.51,982.1020000000001,5,319,2.6681286549707606,5240.748976608188,4910.51
C000241,2023-01-14,2023-07-08,4,975.22,243.805,4,175,2.7037037037037037,1318.352962962963,975.22
C000242,2023-04-08,2023-10-13,5,11773.95,2354.79,5,188,3.300180831826401,15542.465641952982,11773.95
C000243,2023-02-15,2023-10-31,4,6087.34,1521.835,4,258,2.3434991974317816,7132.838202247191,6087.34
C000244,2023-01-17,2023-12-12,6,12494.27,2082.3783333333336,6,329,3.155619596541787,13142.387752161385,12494.27
C000245,2023-02-24,2023-11-04,6,13838.9,2306.483333333333,6,253,3.5436893203883497,16346.92071197411,13838.9
C000246,2023-01-22,2023-07-26,4,6834.280000000001,1708.5700000000002,4,185,2.6545454545454543,9070.953454545455,6834.280000000001
C000247,2023-01-18,2023-11-05,6,9074.61,1512.4350000000002,6,291,3.3384146341463414,10098.270274390245,9074.61
C000248,2023-02-25,2023-12-22,8,24320.04,3040.005,8,300,4.390977443609023,26697.186766917297,24320.04
C000249,2023-03-17,2023-10-23,5,11917.34,2383.468,5,220,3.1196581196581197,14871.210598290598,11917.34
C000250,2023-04-30,2023-11-30,2,4636.21,2318.105,2,214,1.2607944732297063,5845.307944732296,4636.21
C000251,2023-01-04,2023-12-11,11,19989.96,1817.269090909091,11,341,5.686968838526912,20669.50538243626,19989.96
C000252,2023-01-23,2023-12-26,11,20053.92,1823.0836363636363,11,337,5.71937321937322,20853.791452991456,20053.92
C000253,2023-01-31,2023-11-06,6,24018.96,4003.16,6,279,3.4006211180124226,27226.460869565217,24018.96
C000254,2023-02-14,2023-11-07,5,13716.07,2743.214,5,266,2.892234548335975,15868.036608557846,13716.07
C000255,2023-08-10,2023-12-13,2,2758.3900000000003,1379.1950000000002,2,125,1.4897959183673468,4109.438163265307,2758.3900000000003
C000256,2023-01-02,2023-12-27,5,6638.27,1327.654,5,359,2.520718232044199,6693.2832872928175,6638.27
C000257,2023-02-17,2023-11-18,5,10862.12,2172.424,5,274,2.856025039123631,12408.99467918623,10862.12
C000258,2023-05-17,2023-12-25,5,6923.5,1384.7,5,222,3.1090289608177173,8610.144804088586,6923.5
C000259,2023-02-08,2023-11-20,3,6065.04,2021.68,3,285,1.6846153846153846,6811.506461538462,6065.04
C000260,2023-03-21,2023-09-08,4,9646.59,2411.6475,4,171,2.7238805970149254,13138.079664179104,9646.59
C000261,2023-03-30,2023-07-25,7,11299.48,1614.2114285714285,7,117,5.300829875518672,17113.320331950206,11299.48
C000262,2023-04-17,2023-07-19,2,3547.11,1773.555,2,93,1.5938864628820961,5653.6906113537125,3547.11
C000263,2023-04-06,2023-07-13,3,2603.11,867.7033333333334,3,98,2.365010799136069,4104.2555075593955,2603.11
C000264,2023-02-03,2023-10-24,7,5510.95,787.2785714285714,7,263,4.068471337579617,6406.04060509554,5510.95
C000265,2023-05-05,2023-11-17,6,19135.62,3189.27,6,196,3.9037433155080214,24900.182887700536,19135.62
C000266,2023-01-02,2023-12-05,8,10349.91,1293.73875,8,337,4.15954415954416,10762.726923076923,10349.91
C000267,2023-09-11,2023-09-11,1,896.0,896.0,1,0,1.0,1792.0,896.0
C000268,2023-03-14,2023-11-18,2,8605.95,4302.975,2,249,1.1889250814332248,10231.829804560262,8605.95
C000269,2023-02-05,2023-09-16,8,7205.54,900.6925,8,223,4.965986394557823,8945.653401360543,7205.54
C000270,2023-02-03,2023-11-04,5,8183.57,1636.714,5,274,2.856025039123631,9348.992331768388,8183.57
C000271,2023-03-02,2023-12-26,5,6658.18,1331.636,5,299,2.748493975903614,7319.98704819277,6658.18
C000272,2023-02-15,2023-10-29,3,5213.75,1737.9166666666667,3,256,1.7632850241545894,6128.884863123994,5213.75
C000273,2023-01-02,2023-12-25,9,20960.57,2328.952222222222,9,357,4.549861495844875,21192.82008310249,20960.57
C000274,2023-03-08,2023-11-22,2,877.85,438.925,2,259,1.1698717948717947,1026.971955128205,877.85
C000275,2023-02-02,2023-10-17,5,7772.21,1554.442,5,257,2.934083601286174,9121.725562700965,7772.21
C000276,2023-02-05,2023-11-17,5,13215.6,2643.12,5,285,2.8076923076923075,14842.135384615383,13215.6
C000277,2023-03-13,2023-11-30,3,8390.75,2796.9166666666665,3,262,1.7464114832535886,9769.134768740032,8390.75
C000278,2023-06-06,2023-08-25,3,9767.6,3255.866666666667,3,80,2.460674157303371,16023.25393258427,9767.6
C000279,2023-04-26,2023-10-05,4,9627.8,2406.95,4,162,2.7703984819734346,13336.421252371916,9627.8
C000280,2023-06-22,2023-12-22,7,21123.129999999997,3017.5899999999997,7,183,4.662408759124087,28138.476094890506,21123.129999999997
C000281,2023-01-22,2023-01-22,1,2343.98,2343.98,1,0,1.0,4687.96,2343.98
C000282,2023-04-03,2023-11-12,4,4834.34,1208.585,4,223,2.4829931972789114,6001.816666666667,4834.34
C000283,2023-02-12,2023-12-17,2,1414.3700000000001,707.1850000000001,2,308,1.0846953937592867,1534.1606240713224,1414.3700000000001
C000284,2023-04-17,2023-09-01,4,8695.42,2173.855,4,137,2.908366533864542,12644.734262948208,8695.42
C000285,2023-01-22,2023-11-26,8,9222.9,1152.8625,8,308,4.338781575037147,10004.037147102525,9222.9
C000286,2023-04-09,2023-04-09,1,1188.8,1188.8,1,0,1.0,2377.6,1188.8
C000287,2023-03-28,2023-12-30,7,18167.04,2595.2914285714287,7,277,3.979750778816199,20657.2261682243,18167.04
C000288,2023-01-03,2023-12-18,10,28581.7,2858.17,10,349,5.112044817927171,29222.186274509808,28581.7
C000289,2023-04-07,2023-12-16,5,6812.36,1362.472,5,253,2.953074433656958,8046.962459546925,6812.36
C000290,2023-01-02,2023-11-27,5,6479.639999999999,1295.9279999999999,5,329,2.6296829971181555,6815.759654178673,6479.639999999999
C000291,2023-03-04,2023-10-12,4,6076.92,1519.23,4,222,2.487223168654174,7557.328109028961,6076.92
C000292,2023-01-12,2023-12-22,9,13970.24,1552.2488888888888,9,344,4.633286318758815,14384.02708039492,13970.24
C000293,2023-03-09,2023-08-24,2,7725.24,3862.62,2,168,1.3696060037523454,10580.53508442777,7725.24
C000294,2023-04-05,2023-08-31,5,12245.130000000001,2449.0260000000003,5,148,3.557504873294347,17424.843859649125,12245.130000000001
C000295,2023-01-05,2023-12-05,8,13703.34,1712.9175,8,334,4.177396280400572,14311.070386266094,13703.34
C000296,2023-07-16,2023-11-16,3,16046.05,5348.683333333333,3,123,2.2438524590163933,24003.3125,16046.05
C000297,2023-03-24,2023-12-19,7,5265.05,752.15,7,270,4.0236220472440944,6052.734645669291,5265.05
C000298,2023-06-05,2023-11-25,6,9032.64,1505.4399999999998,6,173,4.070631970260223,12256.184386617098,9032.64
C000299,2023-04-19,2023-09-16,4,7411.75,1852.9375,4,150,2.8349514563106797,10505.97572815534,7411.75
C000300,2023-03-06,2023-11-23,3,3358.17,1119.39,3,262,1.7464114832535886,3909.8311004784696,3358.17
C000301,2023-01-09,2023-12-11,10,19187.85,1918.7849999999999,10,336,5.206847360912981,19981.64122681883,19187.85
C000302,2023-03-14,2023-12-29,5,8387.630000000001,1677.5260000000003,5,290,2.786259541984733,9348.045648854964,8387.630000000001
C000303,2023-02-16,2023-12-13,8,11136.17,1392.02125,8,300,4.390977443609023,12224.667819548873,11136.17
C000304,2023-03-07,2023-10-03,6,15564.12,2594.02,6,210,3.808695652173913,19759.66539130435,15564.12
C000305,2023-07-06,2023-12-27,4,4766.04,1191.51,4,174,2.7087198515769946,6454.933580705009,4766.04
C000306,2023-01-08,2023-11-17,5,8175.01,1635.002,5,313,2.691740412979351,8802.00191740413,8175.01
C000307,2023-02-17,2023-05-08,3,3477.74,1159.2466666666667,3,80,2.460674157303371,5705.056629213484,3477.74
C000308,2023-02-05,2023-11-29,5,14191.16,2838.232,5,297,2.756797583081571,15648.862235649547,14191.16
C000309,2023-01-13,2023-12-15,8,10109.61,1263.70125,8,336,4.165477888730385,10527.839229671898,10109.61
C000310,2023-01-09,2023-12-10,7,12258.490000000002,1751.2128571428573,7,335,3.65,12783.853857142858,12258.490000000002
C000311,2023-01-13,2023-08-22,5,6211.25,1242.25,5,221,3.1143344709897613,7737.5639931740625,6211.25
C000312,2023-03-18,2023-09-06,2,6512.11,3256.055,2,172,1.3594040968342644,8852.589013035382,6512.11
C000313,2023-06-29,2023-06-29,1,5920.44,5920.44,1,0,1.0,11840.88,5920.44
C000314,2023-01-04,2023-11-03,3,5295.6,1765.2,3,303,1.6392215568862276,5787.1077844311385,5295.6
C000315,2023-02-02,2023-11-01,7,5640.45,805.7785714285714,7,272,4.010989010989011,6463.937990580847,5640.45
C000316,2023-05-06,2023-12-24,4,3036.9700000000003,759.2425000000001,4,232,2.4455611390284755,3713.547906197655,3036.9700000000003
C000317,2023-07-15,2023-09-24,2,4461.65,2230.825,2,71,1.6743119266055047,7470.193807339449,4461.65
C000318,2023-05-08,2023-10-12,3,3232.9199999999996,1077.6399999999999,3,157,2.097701149425287,4521.133333333332,3232.9199999999996
C000319,2023-01-12,2023-10-28,5,11059.94,2211.9880000000003,5,289,2.790519877675841,12345.192966360859,11059.94
C000320,2023-01-01,2023-11-21,3,7422.049999999999,2474.0166666666664,3,324,1.5892597968069666,7863.71044992743,7422.049999999999
C000321,2023-01-01,2023-12-17,8,9753.439999999999,1219.1799999999998,8,350,4.083916083916084,9958.057622377622,9753.439999999999
C000322,2023-02-02,2023-12-31,7,15185.09,2169.2985714285714,7,332,3.6657101865136297,15904.039741750357,15185.09
C000323,2023-02-01,2023-09-30,4,1951.0300000000002,487.75750000000005,4,241,2.4092409240924093,2350.2506600660067,1951.0300000000002
C000324,2023-01-04,2023-12-12,5,9073.720000000001,1814.7440000000001,5,342,2.5813295615275815,9368.90466760962,9073.720000000001
C000325,2023-05-29,2023-05-29,1,1240.33,1240.33,1,0,1.0,2480.66,1240.33
C000326,2023-02-12,2023-10-13,3,899.48,299.82666666666665,3,243,1.800986842105263,1079.9677631578945,899.48
C000327,2023-02-21,2023-12-12,5,8382.289999999999,1676.4579999999999,5,294,2.769347496206373,9285.389529590288,8382.289999999999
C000328,2023-01-10,2023-12-22,9,20547.4,2283.0444444444447,9,346,4.620253164556963,21096.486638537277,20547.4
C000329,2023-02-14,2023-12-20,6,9371.19,1561.865,6,309,3.249258160237389,10149.805192878339,9371.19
C000330,2023-01-08,2023-09-26,2,2087.44,1043.72,2,261,1.1661341853035145,2434.2351437699685,2087.44
C000331,2023-02-20,2023-12-03,8,11107.31,1388.41375,8,286,4.485407066052227,12455.20168970814,11107.31
C000332,2023-01-14,2023-09-14,7,8041.05,1148.7214285714285,7,243,4.202302631578947,9654.550164473683,8041.05
C000333,2023-01-31,2023-12-25,2,2236.0699999999997,1118.0349999999999,2,328,1.0533910533910535,2355.456132756133,2236.0699999999997
C000334,2023-01-08,2023-11-07,8,31881.739999999998,3985.2174999999997,8,303,4.37125748502994,34840.823652694606,31881.739999999998
C000335,2023-01-07,2023-11-20,6,8371.47,1395.245,6,317,3.2111436950146626,8960.664369501465,8371.47
C000336,2023-02-05,2023-11-19,4,7658.889999999999,1914.7224999999999,4,287,2.2392638036809815,8575.137576687115,7658.889999999999
C000337,2023-01-02,2023-08-27,5,10111.64,2022.328,5,237,3.03156146179402,12261.623255813953,10111.64
C000338,2023-03-10,2023-08-12,2,7602.13,3801.065,2,155,1.403846153846154,10672.220961538462,7602.13
C000339,2023-01-15,2023-11-16,6,11515.58,1919.2633333333333,6,305,3.2686567164179103,12546.825970149253,11515.58
C000340,2023-08-21,2023-09-18,2,1536.6599999999999,768.3299999999999,2,28,1.8575063613231553,2854.3557251908396,1536.6599999999999
C000341,2023-04-28,2023-12-21,4,7970.410000000001,1992.6025000000002,4,237,2.4252491694352156,9665.11511627907,7970.410000000001
C000342,2023-01-04,2023-10-15,8,17696.93,2212.11625,8,284,4.499229583975347,19905.63775038521,17696.93
C000343,2023-01-25,2023-11-21,8,16471.79,2058.97375,8,300,4.390977443609023,18081.814586466167,16471.79
C000344,2023-02-21,2023-09-05,6,7592.51,1265.4183333333333,6,196,3.9037433155080214,9879.736720142602,7592.51
C000345,2023-08-18,2023-08-18,1,2665.62,2665.62,1,0,1.0,5331.24,2665.62
C000346,2023-01-22,2023-12-05,9,17508.3,1945.3666666666666,9,317,4.816715542521994,18740.555718475072,17508.3
C000347,2023-02-24,2023-07-22,2,1797.1100000000001,898.5550000000001,2,148,1.4230019493177386,2557.2910331384014,1797.1100000000001
C000348,2023-07-31,2023-11-08,2,3793.86,1896.93,2,100,1.5698924731182795,5955.952258064516,3793.86
C000349,2023-01-30,2023-06-15,8,10403.99,1300.49875,8,136,5.828343313373253,15159.506387225547,10403.99
C000350,2023-01-12,2023-11-24,4,10157.960000000001,2539.4900000000002,4,316,2.1439060205580027,10888.855800293686,10157.960000000001
C000351,2023-02-01,2023-12-06,6,13477.910000000002,2246.3183333333336,6,308,3.2540861812778603,14619.42689450223,13477.910000000002
C000352,2023-03-11,2023-07-04,2,5146.65,2573.325,2,115,1.5208333333333335,7827.196875000001,5146.65
C000353,2023-07-03,2023-09-28,2,3291.76,1645.88,2,87,1.6150442477876106,5316.338053097345,3291.76
C000354,2023-01-02,2023-08-02,3,2869.77,956.59,3,212,1.8977469670710574,3630.7315424610056,2869.77
C000355,2023-06-24,2023-11-26,5,6185.0599999999995,1237.012,5,155,3.509615384615385,8682.872692307694,6185.0599999999995
C000356,2023-01-27,2023-09-11,4,7713.91,1928.4775,4,227,2.4662162162162162,9512.084966216216,7713.91
C000357,2023-03-15,2023-10-12,6,9994.32,1665.72,6,211,3.8020833333333335,12666.4125,9994.32
C000358,2023-01-17,2023-12-24,7,5193.96,741.9942857142858,7,341,3.6189801699716715,5370.5252124645895,5193.96
C000359,2023-02-01,2023-12-21,6,11296.390000000001,1882.7316666666668,6,323,3.183139534883721,11985.995203488374,11296.390000000001
C000360,2023-05-13,2023-10-17,2,3904.37,1952.185,2,157,1.3984674329501914,5460.134291187738,3904.37
C000361,2023-03-25,2023-10-06,4,4296.94,1074.235,4,195,2.607142857142857,5601.368214285714,4296.94
C000362,2023-04-19,2023-09-28,8,9022.94,1127.8675,8,162,5.540796963946869,12498.569639468691,9022.94
C000363,2023-02-06,2023-12-04,5,6233.49,1246.6979999999999,5,301,2.74024024024024,6832.504054054053,6233.49
C000364,2023-01-02,2023-05-06,3,2398.45,799.4833333333332,3,124,2.2392638036809815,3580.5081799591,2398.45
C000365,2023-02-22,2023-12-06,7,10368.94,1481.277142857143,7,287,3.918711656441718,11609.39601226994,10368.94
C000366,2023-04-25,2023-12-16,5,4789.09,957.818,5,235,3.041666666666667,5826.726166666667,4789.09
C000367,2023-10-14,2023-11-03,2,6009.1,3004.55,2,20,1.896103896103896,11393.877922077923,6009.1
C000368,2023-01-25,2023-11-04,6,10339.34,1723.2233333333334,6,283,3.3796296296296298,11647.713271604938,10339.34
C000369,2023-01-26,2023-10-20,4,9772.14,2443.035,4,267,2.310126582278481,11287.440189873416,9772.14
C000370,2023-01-20,2023-12-11,6,3994.4900000000002,665.7483333333333,6,325,3.1739130434782608,4226.054637681159,3994.4900000000002
C000371,2023-02-20,2023-12-18,7,18739.239999999998,2677.0342857142855,7,301,3.8363363363363363,20540.007807807808,18739.239999999998
C000372,2023-01-23,2023-12-05,6,21177.19,3529.5316666666663,6,316,3.2158590308370045,22700.952569750367,21177.19
C000373,2023-03-30,2023-12-09,5,8058.0,1611.6,5,254,2.948303715670436,9502.972536348949,8058.0
C000374,2023-02-12,2023-12-08,3,5797.009999999999,1932.3366666666664,3,299,1.6490963855421685,6373.218825301204,5797.009999999999
C000375,2023-12-03,2023-12-03,2,7735.0,3867.5,2,0,2.0,15470.0,7735.0
C000376,2023-12-19,2023-12-19,1,2590.2,2590.2,1,0,1.0,5180.4,2590.2
C000377,2023-05-15,2023-06-06,2,3217.1,1608.55,2,22,1.8863049095607236,6068.431524547804,3217.1
C000378,2023-01-25,2023-10-11,6,11008.029999999999,1834.6716666666664,6,259,3.5096153846153846,12877.983814102563,11008.029999999999
C000379,2023-04-27,2023-05-27,2,716.55,358.275,2,30,1.848101265822785,1324.2569620253166,716.55
C000380,2023-01-03,2023-11-15,6,14162.810000000001,2360.4683333333337,6,316,3.2158590308370045,15181.866813509549,14162.810000000001
C000381,2023-01-18,2023-12-05,5,9403.16,1880.632,5,321,2.6603498542274053,10006.278134110788,9403.16
C000382,2023-05-27,2023-11-07,4,9650.84,2412.71,4,164,2.7599243856332705,13317.794328922497,9650.84
C000383,2023-01-31,2023-12-23,4,3201.33,800.3325,4,326,2.1128798842257597,3382.0128798842256,3201.33
C000384,2023-02-21,2023-11-06,6,4332.87,722.145,6,258,3.5152487961476724,5077.0386837881215,4332.87
C000385,2023-01-25,2023-12-11,6,14726.91,2454.485,6,320,3.197080291970803,15694.371240875913,14726.91
C000386,2023-05-22,2023-10-08,3,3902.03,1300.6766666666667,3,139,2.1726190476190474,5651.749801587302,3902.03
C000387,2023-02-17,2023-07-08,5,8647.779999999999,1729.5559999999998,5,141,3.6067193675889326,12476.046245059286,8647.779999999999
C000388,2023-03-01,2023-10-07,9,17573.91,1952.6566666666668,9,220,5.615384615384616,21929.836410256412,17573.91
C000389,2023-03-12,2023-10-07,6,8290.18,1381.6966666666667,6,209,3.8153310104529616,10543.260278745645,8290.18
C000390,2023-04-16,2023-10-19,2,4169.65,2084.825,2,186,1.32486388384755,5524.218693284936,4169.65
C000391,2023-03-13,2023-08-10,5,5252.23,1050.446,5,150,3.5436893203883497,7444.90854368932,5252.23
C000392,2023-03-03,2023-04-18,5,4597.94,919.588,5,46,4.440389294403893,8166.657420924574,4597.94
C000393,2023-04-29,2023-11-20,3,2028.55,676.1833333333333,3,205,1.9210526315789473,2597.9675438596487,2028.55
C000394,2023-03-04,2023-12-18,6,8620.21,1436.7016666666666,6,289,3.3486238532110093,9621.946941896025,8620.21
C000395,2023-01-05,2023-11-25,8,10481.66,1310.2075,8,324,4.238026124818578,11105.387227866475,10481.66
C000396,2023-01-04,2023-10-19,3,3072.46,1024.1533333333334,3,288,1.6768759571209801,3434.756202143951,3072.46
C000397,2023-02-17,2023-12-10,6,11405.23,1900.8716666666667,6,296,3.313161875945537,12595.791074130106,11405.23
C000398,2023-01-24,2023-11-13,5,7824.23,1564.846,5,293,2.7735562310030395,8680.376747720366,7824.23
C000399,2023-01-17,2023-11-04,7,9027.27,1289.6100000000001,7,291,3.894817073170732,10045.590091463417,9027.27
C000400,2023-06-19,2023-07-25,2,1867.5,933.75,2,36,1.8204488778054861,3399.6882793017453,1867.5
C000401,2023-03-13,2023-11-26,6,14570.119999999999,2428.353333333333,6,258,3.5152487961476724,17072.532263242374,14570.119999999999
C000402,2023-01-12,2023-11-14,8,6362.19,795.27375,8,306,4.351713859910581,6921.607600596125,6362.19
C000403,2023-01-11,2023-12-27,4,6604.55,1651.1375,4,350,2.041958041958042,6743.106993006993,6604.55
C000404,2023-03-22,2023-12-03,5,11867.89,2373.578,5,256,2.9388083735909825,13950.981803542674,11867.89
C000405,2023-03-12,2023-10-24,7,13234.369999999999,1890.6242857142856,7,226,4.323181049069374,16347.022165820643,13234.369999999999
C000406,2023-03-05,2023-10-21,5,7463.44,1492.6879999999999,5,230,3.0672268907563027,9156.825546218488,7463.44
C000407,2023-04-08,2023-04-08,1,613.27,613.27,1,0,1.0,1226.54,613.27
C000408,2023-05-09,2023-12-25,10,13169.08,1316.908,10,230,6.1344537815126055,16157.022521008403,13169.08
C000409,2023-01-31,2023-11-22,3,7222.8,2407.6,3,295,1.659090909090909,7988.854545454545,7222.8
C000410,2023-01-21,2023-03-23,3,5526.86,1842.2866666666666,3,61,2.5704225352112675,9470.910328638498,5526.86
C000411,2023-07-17,2023-10-27,4,3814.62,953.655,4,102,3.126338329764454,5962.89635974304,3814.62
C000412,2023-02-13,2023-12-20,6,11176.99,1862.8316666666667,6,310,3.244444444444445,12087.707703703705,11176.99
C000413,2023-01-20,2023-12-17,9,14785.56,1642.84,9,331,4.719827586206896,15507.843103448273,14785.56
C000414,2023-02-18,2023-11-17,5,9990.49,1998.098,5,272,2.864992150706436,11449.070172684458,9990.49
C000415,2023-04-30,2023-12-12,6,18096.59,3016.0983333333334,6,226,3.705583756345178,22352.80998307953,18096.59
C000416,2023-02-16,2023-11-21,7,11986.15,1712.3071428571427,7,278,3.9735614307931573,13607.915241057543,11986.15
C000417,2023-05-09,2023-12-09,7,6981.74,997.3914285714285,7,214,4.412780656303973,8802.53920552677,6981.74
C000418,2023-04-10,2023-11-12,6,9971.84,1661.9733333333334,6,216,3.7693631669535286,12529.162134251292,9971.84
C000419,2023-01-14,2023-12-15,8,12652.13,1581.51625,8,335,4.171428571428571,13194.36414285714,12652.13
C000420,2023-12-20,2023-12-27,2,6912.18,3456.09,2,7,1.9623655913978495,13564.224193548387,6912.18
C000421,2023-01-14,2023-12-31,4,3589.55,897.3875,4,351,2.0391061452513966,3659.7367318435754,3589.55
C000422,2023-01-12,2023-09-23,4,4828.27,1207.0675,4,254,2.358642972536349,5694.082552504039,4828.27
C000423,2023-03-28,2023-10-17,5,4675.66,935.132,5,203,3.2130281690140845,6009.210915492958,4675.66
C000424,2023-02-02,2023-09-23,7,8421.83,1203.1185714285714,7,233,4.27257525083612,10280.829264214044,8421.83
C000425,2023-04-15,2023-10-03,5,11228.23,2245.6459999999997,5,171,3.404850746268657,15292.178917910447,11228.23
C000426,2023-03-09,2023-12-20,7,14626.23,2089.4614285714283,7,286,3.9247311827956985,16401.148847926263,14626.23
C000427,2023-02-01,2023-09-12,3,5182.46,1727.4866666666667,3,223,1.8622448979591837,6434.006462585034,5182.46
C000428,2023-05-31,2023-10-19,3,2803.3900000000003,934.4633333333335,3,141,2.1640316205533594,4044.4164031620553,2803.3900000000003
C000429,2023-02-11,2023-10-15,7,13793.81,1970.5442857142857,7,246,4.181669394435351,16480.329459901797,13793.81
C000430,2023-02-16,2023-10-12,6,3417.88,569.6466666666666,6,238,3.6318407960199006,4137.732006633499,3417.88
C000431,2023-05-13,2023-10-17,3,5100.13,1700.0433333333333,3,157,2.097701149425287,7132.365708812259,5100.13
C000432,2023-08-14,2023-08-14,1,374.93,374.93,1,0,1.0,749.86,374.93
C000433,2023-04-23,2023-07-27,3,1724.9499999999998,574.9833333333332,3,95,2.380434782608696,2737.420652173913,1724.9499999999998
C000434,2023-02-15,2023-11-30,5,8203.89,1640.7779999999998,5,288,2.7947932618683002,9171.27059724349,8203.89
C000435,2023-02-18,2023-08-16,2,578.54,289.27,2,179,1.3419117647058822,776.3496323529411,578.54
C000436,2023-02-21,2023-10-22,5,4654.18,930.836,5,243,3.0016447368421053,5588.077960526316,4654.18
C000437,2023-08-15,2023-09-27,3,8039.17,2679.7233333333334,3,43,2.6838235294117645,14383.80906862745,8039.17
C000438,2023-04-01,2023-10-23,7,6349.7699999999995,907.1099999999999,7,205,4.482456140350877,8132.161578947366,6349.7699999999995
C000439,2023-04-24,2023-09-03,6,6873.26,1145.5433333333333,6,132,4.406438631790745,10095.532796780684,6873.26
C000440,2023-03-05,2023-08-07,5,6194.7,1238.94,5,155,3.509615384615385,8696.40576923077,6194.7
C000441,2023-03-08,2023-10-29,4,6058.57,1514.6425,4,235,2.4333333333333336,7371.260166666667,6058.57
C000442,2023-04-03,2023-11-03,7,11496.32,1642.3314285714284,7,214,4.412780656303973,14494.496718480137,11496.32
C000443,2023-11-07,2023-12-07,3,8862.17,2954.056666666667,3,30,2.7721518987341773,16378.187594936711,8862.17
C000444,2023-03-30,2023-05-13,4,6960.51,1740.1275,4,44,3.5696821515892423,12423.404156479219,6960.51
C000445,2023-02-17,2023-08-27,5,5418.04,1083.608,5,191,3.2823741007194247,7113.613669064748,5418.04
C000446,2023-01-09,2023-12-22,9,16174.23,1797.1366666666665,9,347,4.61376404494382,16583.129073033706,16174.23
C000447,2023-01-18,2023-12-26,8,11476.43,1434.55375,8,342,4.130127298444131,11849.779207920794,11476.43
C000448,2023-02-01,2023-09-17,5,6644.68,1328.9360000000001,5,228,3.0775716694772344,8179.791568296797,6644.68
C000449,2023-03-14,2023-07-18,3,6572.82,2190.94,3,126,2.230142566191446,9772.217107942974,6572.82
C000450,2023-02-10,2023-12-04,7,9278.27,1325.467142857143,7,297,3.8595166163142,10231.3249244713,9278.27
C000451,2023-01-11,2023-11-13,5,11923.359999999999,2384.6719999999996,5,306,2.7198211624441133,12971.762742175855,11923.359999999999
C000452,2023-01-04,2023-12-22,10,18196.06,1819.6060000000002,10,352,5.0906555090655505,18525.97461645746,18196.06
C000453,2023-02-04,2023-11-02,4,10694.62,2673.655,4,271,2.2955974842767297,12275.2713836478,10694.62
C000454,2023-03-05,2023-10-08,4,6552.67,1638.1675,4,217,2.508591065292096,8218.98470790378,6552.67
C000455,2023-04-11,2023-10-14,4,1377.24,344.31,4,186,2.6497277676951,1824.6555353901997,1377.24
C000456,2023-05-06,2023-12-25,3,2638.4900000000002,879.4966666666668,3,233,1.8311036789297657,3220.8991638795987,2638.4900000000002
C000457,2023-04-03,2023-07-22,3,3351.17,1117.0566666666666,3,110,2.305263157894737,5150.219157894737,3351.17
C000458,2023-02-04,2023-09-06,4,4871.1900000000005,1217.7975000000001,4,214,2.5215889464594126,6141.5694300518135,4871.1900000000005
C000459,2023-05-01,2023-12-09,3,2682.4300000000003,894.1433333333334,3,222,1.8654173764906303,3335.9010221465082,2682.4300000000003
C000460,2023-02-15,2023-11-07,4,2699.79,674.9475,4,265,2.317460317460317,3128.3280952380946,2699.79
C000461,2023-04-28,2023-06-01,3,4584.87,1528.29,3,34,2.744360902255639,8388.358646616542,4584.87
C000462,2023-05-15,2023-12-01,4,8162.62,2040.655,4,200,2.584070796460177,10546.393982300884,8162.62
C000463,2023-11-14,2023-11-30,2,792.0899999999999,396.04499999999996,2,16,1.916010498687664,1517.6527559055116,792.0899999999999
C000464,2023-07-19,2023-10-05,3,1963.3600000000001,654.4533333333334,3,78,2.471783295711061,3235.3336343115125,1963.3600000000001
C000465,2023-05-03,2023-12-28,8,17592.82,2199.1025,8,239,4.8344370860927155,21262.845364238412,17592.82
C000466,2023-01-13,2023-11-04,3,1621.02,540.34,3,295,1.659090909090909,1792.9463636363637,1621.02
C000467,2023-06-22,2023-12-29,4,9737.67,2434.4175,4,190,2.630630630630631,12808.106486486487,9737.67
C000468,2023-02-09,2023-05-21,2,4898.0,2449.0,2,101,1.5665236051502147,7672.832618025752,4898.0
C000469,2023-03-22,2023-12-03,6,8980.96,1496.8266666666666,6,256,3.526570048309179,10557.328180354267,8980.96
C000470,2023-01-25,2023-09-15,6,8685.279999999999,1447.5466666666664,6,233,3.6622073578595313,10602.432107023407,8685.279999999999
C000471,2023-02-06,2023-12-21,5,4072.1499999999996,814.43,5,318,2.67203513909224,4352.371156661786,4072.1499999999996
C000472,2023-01-19,2023-09-19,7,8427.449999999999,1203.9214285714284,7,243,4.202302631578947,10118.484374999996,8427.449999999999
C000473,2023-04-19,2023-10-21,6,9450.55,1575.0916666666665,6,185,3.981818181818182,12543.457272727272,9450.55
C000474,2023-04-28,2023-09-28,7,9920.130000000001,1417.1614285714288,7,153,4.9324324324324325,13980.105984555987,9920.130000000001
C000475,2023-03-02,2023-09-16,4,6157.35,1539.3375,4,198,2.5932504440497337,7983.775310834814,6157.35
C000476,2023-10-06,2023-10-25,3,3973.08,1324.36,3,19,2.8515625000000004,7552.990625,3973.08
