customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,customer_segment
C000464,87,3,1963.3600000000001,2,1,1,4,211,低价值客户
C000465,3,8,17592.82,5,5,5,15,555,重要价值客户
C000466,57,3,1621.02,3,1,1,5,311,低价值客户
C000467,2,4,9737.67,5,2,4,11,524,重要发展客户
C000468,224,2,4898.0,1,1,2,4,112,低价值客户
C000469,28,6,8980.96,4,4,3,11,443,重要保持客户
C000470,107,6,8685.279999999999,2,4,3,9,243,一般保持客户
C000471,10,5,4072.1499999999996,5,3,1,9,531,重要保持客户
C000472,103,7,8427.449999999999,2,5,3,10,253,一般保持客户
C000473,71,6,9450.55,2,4,4,10,244,重要挽留客户
C000474,94,7,9920.130000000001,2,5,4,11,254,重要挽留客户
C000475,106,4,6157.35,2,2,2,6,222,低价值客户
C000476,67,3,3973.08,3,1,1,5,311,低价值客户
C000477,218,3,3126.85,1,1,1,3,111,低价值客户
C000478,60,6,11244.53,3,4,4,11,344,重要挽留客户
C000479,50,5,5397.6,3,3,2,8,332,一般价值客户
C000480,181,3,1691.76,1,1,1,3,111,低价值客户
C000481,3,7,10886.0,5,5,4,14,554,重要价值客户
C000482,40,6,10963.07,4,4,4,12,444,重要价值客户
C000483,207,2,5086.08,1,1,2,4,112,低价值客户
C000484,37,8,11208.12,4,5,4,13,454,重要价值客户
C000485,33,7,7574.889999999999,4,5,3,12,453,重要保持客户
C000486,18,9,19104.309999999998,4,5,5,14,455,重要价值客户
C000487,39,7,11603.720000000001,4,5,4,13,454,重要价值客户
C000488,12,7,6845.33,5,5,3,13,553,重要保持客户
C000489,18,4,11834.349999999999,4,2,4,10,424,重要发展客户
C000490,13,4,5120.25,5,2,2,9,522,新客户
C000491,7,10,17502.27,5,5,5,15,555,重要价值客户
C000492,8,10,16649.96,5,5,5,15,555,重要价值客户
C000493,12,4,4982.9,5,2,2,9,522,新客户
C000494,28,3,7279.93,4,1,3,8,413,重要发展客户
C000495,35,6,15508.91,4,4,5,13,445,重要价值客户
C000496,60,8,4413.17,3,5,2,10,352,一般保持客户
C000497,256,2,3881.3500000000004,1,1,1,3,111,低价值客户
C000498,21,4,5391.36,4,2,2,8,422,新客户
C000499,30,8,18104.46,4,5,5,14,455,重要价值客户
C000500,31,6,13341.0,4,4,5,13,445,重要价值客户
C000501,1,6,11973.45,5,4,4,13,544,重要价值客户
C000502,120,3,5175.43,1,1,2,4,112,低价值客户
C000503,81,3,3711.8999999999996,2,1,1,4,211,低价值客户
C000504,106,3,4623.84,2,1,2,5,212,低价值客户
C000505,87,5,4948.42,2,3,2,7,232,低价值客户
C000506,34,3,2982.71,4,1,1,6,411,新客户
C000507,11,2,5393.56,5,1,2,8,512,新客户
C000508,6,4,6236.61,5,2,2,9,522,新客户
C000509,4,9,17585.38,5,5,5,15,555,重要价值客户
C000510,51,5,8567.02,3,3,3,9,333,一般价值客户
C000511,73,3,2894.18,2,1,1,4,211,低价值客户
C000512,21,8,11624.38,4,5,4,13,454,重要价值客户
C000513,1,11,29903.52,5,5,5,15,555,重要价值客户
C000514,140,4,8950.95,1,2,3,6,123,低价值客户
C000515,27,2,15953.39,4,1,5,10,415,重要发展客户
C000516,150,4,9285.49,1,2,3,6,123,低价值客户
C000517,68,6,10093.27,2,4,4,10,244,重要挽留客户
C000518,19,4,7890.74,4,2,3,9,423,重要发展客户
C000519,70,2,8681.630000000001,2,1,3,6,213,低价值客户
C000520,87,5,11085.16,2,3,4,9,234,潜力客户
C000521,64,3,1537.52,3,1,1,5,311,低价值客户
C000522,133,6,7915.4400000000005,1,4,3,8,143,一般保持客户
C000523,94,4,2380.48,2,2,1,5,221,低价值客户
C000524,48,8,5470.8099999999995,3,5,2,10,352,一般保持客户
C000525,82,4,5934.75,2,2,2,6,222,低价值客户
C000526,187,2,5257.2,1,1,2,4,112,低价值客户
C000527,45,5,5373.56,3,3,2,8,332,一般价值客户
C000528,22,7,25950.65,4,5,5,14,455,重要价值客户
C000529,122,5,8625.51,1,3,3,7,133,低价值客户
C000530,62,2,3433.11,3,1,1,5,311,低价值客户
C000531,10,4,4020.2599999999998,5,2,1,8,521,新客户
C000532,34,6,10232.15,4,4,4,12,444,重要价值客户
C000533,24,4,11242.630000000001,4,2,4,10,424,重要发展客户
C000534,81,5,4040.11,2,3,1,6,231,低价值客户
C000535,111,3,8127.82,2,1,3,6,213,低价值客户
C000536,33,7,13852.619999999999,4,5,5,14,455,重要价值客户
C000537,65,3,1257.36,3,1,1,5,311,低价值客户
C000538,12,3,5014.75,5,1,2,8,512,新客户
C000539,58,5,6876.32,3,3,3,9,333,一般价值客户
C000540,24,1,1819.12,4,1,1,6,411,新客户
C000541,3,3,7352.47,5,2,3,10,523,重要发展客户
C000542,123,4,10191.35,1,2,4,7,124,潜力客户
C000543,42,4,3967.09,3,2,1,6,321,低价值客户
C000544,83,5,8322.68,2,3,3,8,233,低价值客户
C000545,77,4,4816.16,2,2,2,6,222,低价值客户
C000546,91,2,1826.9,2,1,1,4,211,低价值客户
C000547,45,6,6030.38,3,4,2,9,342,一般保持客户
C000548,51,9,10932.77,3,5,4,12,354,重要挽留客户
C000549,49,4,5604.12,3,2,2,7,322,低价值客户
C000550,44,8,13074.46,3,5,5,13,355,重要挽留客户
C000551,73,5,5951.05,2,3,2,7,232,低价值客户
C000552,86,4,6448.5,2,2,2,6,222,低价值客户
C000553,3,3,5029.62,5,2,2,9,522,新客户
C000554,62,4,4406.27,3,2,2,7,322,低价值客户
C000555,79,8,18892.65,2,5,5,12,255,重要挽留客户
C000556,35,1,1226.54,4,1,1,6,411,新客户
C000557,237,3,3980.8199999999997,1,2,1,4,121,低价值客户
C000558,50,7,7857.15,3,5,3,11,353,一般保持客户
C000559,44,4,3297.84,3,2,1,6,321,低价值客户
C000560,22,9,13957.09,4,5,5,14,455,重要价值客户
C000561,120,4,6450.02,1,2,2,5,122,低价值客户
C000562,56,6,6092.68,3,4,2,9,342,一般保持客户
C000563,190,4,3252.11,1,2,1,4,121,低价值客户
C000564,0,10,16927.18,5,5,5,15,555,重要价值客户
C000565,228,3,7113.969999999999,1,2,3,6,123,低价值客户
C000566,22,3,8025.79,4,2,3,9,423,重要发展客户
C000567,19,3,7532.27,4,2,3,9,423,重要发展客户
C000568,13,4,9818.42,5,2,4,11,524,重要发展客户
C000569,243,2,1986.15,1,1,1,3,111,低价值客户
C000570,0,3,3567.96,5,2,1,8,521,新客户
C000571,143,5,4208.78,1,3,2,6,132,低价值客户
C000572,232,5,7562.5,1,3,3,7,133,低价值客户
C000573,29,4,10533.15,4,2,4,10,424,重要发展客户
C000574,96,4,3881.52,2,2,1,5,221,低价值客户
C000575,2,6,8255.3,5,4,3,12,543,重要保持客户
C000576,43,2,4151.43,3,1,2,6,312,低价值客户
C000577,8,7,19151.54,5,5,5,15,555,重要价值客户
C000578,43,6,17620.190000000002,3,4,5,12,345,重要挽留客户
C000579,140,5,12178.17,1,3,4,8,134,潜力客户
C000580,102,4,5787.87,2,2,2,6,222,低价值客户
C000581,8,4,4106.6900000000005,5,2,2,9,522,新客户
C000582,47,6,11666.48,3,4,4,11,344,重要挽留客户
C000583,11,5,4355.44,5,3,2,10,532,重要保持客户
C000584,25,1,1314.8,4,1,1,6,411,新客户
C000585,7,5,10292.75,5,3,4,12,534,重要保持客户
C000586,95,4,3064.3199999999997,2,2,1,5,221,低价值客户
C000587,29,12,19609.93,4,5,5,14,455,重要价值客户
C000588,45,5,10102.36,3,3,4,10,334,潜力客户
C000589,37,4,8090.549999999999,4,2,3,9,423,重要发展客户
C000590,34,6,11076.79,4,4,4,12,444,重要价值客户
C000591,9,4,6033.77,5,2,2,9,522,新客户
C000592,146,6,18458.09,1,4,5,10,145,重要挽留客户
C000593,13,1,379.85,5,1,1,7,511,新客户
C000594,34,8,6285.79,4,5,2,11,452,重要保持客户
C000595,104,4,4104.55,2,2,2,6,222,低价值客户
C000596,4,5,9535.15,5,3,4,12,534,重要保持客户
C000597,5,2,6142.33,5,1,2,8,512,新客户
C000598,50,5,5108.1900000000005,3,3,2,8,332,一般价值客户
C000599,196,3,4249.24,1,2,2,5,122,低价值客户
C000600,126,2,1748.42,1,1,1,3,111,低价值客户
C000601,100,5,3637.59,2,3,1,6,231,低价值客户
C000602,162,2,352.04,1,1,1,3,111,低价值客户
C000603,58,7,12112.83,3,5,4,12,354,重要挽留客户
C000604,32,4,9571.84,4,2,4,10,424,重要发展客户
C000605,2,8,29468.760000000002,5,5,5,15,555,重要价值客户
C000606,34,7,12567.73,4,5,5,14,455,重要价值客户
C000607,4,5,10589.789999999999,5,3,4,12,534,重要保持客户
C000608,9,7,19401.2,5,5,5,15,555,重要价值客户
C000609,5,6,10157.46,5,4,4,13,544,重要价值客户
C000610,71,7,8733.47,2,5,3,10,253,一般保持客户
C000611,26,6,9387.87,4,4,4,12,444,重要价值客户
C000612,19,6,20328.02,4,4,5,13,445,重要价值客户
C000613,30,7,8301.19,4,5,3,12,453,重要保持客户
C000614,21,8,9080.859999999999,4,5,3,12,453,重要保持客户
C000615,1,10,16093.32,5,5,5,15,555,重要价值客户
C000616,26,3,3104.36,4,2,1,7,421,新客户
C000617,143,2,5352.71,1,1,2,4,112,低价值客户
C000618,43,9,29662.53,3,5,5,13,355,重要挽留客户
C000619,2,6,4388.14,5,4,2,11,542,重要保持客户
C000620,261,3,2375.1000000000004,1,2,1,4,121,低价值客户
C000621,21,7,8095.71,4,5,3,12,453,重要保持客户
C000622,81,9,10022.810000000001,2,5,4,11,254,重要挽留客户
C000623,3,5,10574.27,5,3,4,12,534,重要保持客户
C000624,15,7,15274.289999999999,5,5,5,15,555,重要价值客户
C000625,9,8,11677.039999999999,5,5,4,14,554,重要价值客户
C000626,14,7,11633.32,5,5,4,14,554,重要价值客户
C000627,48,4,1525.82,3,2,1,6,321,低价值客户
C000628,56,4,9508.21,3,2,4,9,324,潜力客户
C000629,106,2,2053.44,2,1,1,4,211,低价值客户
C000630,51,4,9991.939999999999,3,2,4,9,324,潜力客户
C000631,14,3,5200.36,5,2,2,9,522,新客户
C000632,90,8,11980.95,2,5,4,11,254,重要挽留客户
C000633,25,2,6621.719999999999,4,1,2,7,412,新客户
C000634,41,10,12435.72,3,5,4,12,354,重要挽留客户
C000635,27,8,15660.56,4,5,5,14,455,重要价值客户
C000636,12,4,6792.08,5,2,3,10,523,重要发展客户
C000637,15,4,3926.1000000000004,5,2,1,8,521,新客户
C000638,15,1,3637.13,5,1,1,7,511,新客户
C000639,130,4,4048.8900000000003,1,2,1,4,121,低价值客户
C000640,8,2,5992.37,5,1,2,8,512,新客户
C000641,53,6,9999.1,3,4,4,11,344,重要挽留客户
C000643,66,10,12186.23,3,5,4,12,354,重要挽留客户
C000644,58,4,10397.93,3,2,4,9,324,潜力客户
C000645,18,5,12226.880000000001,4,3,4,11,434,重要保持客户
C000646,1,5,10222.54,5,3,4,12,534,重要保持客户
C000647,24,9,9511.9,4,5,4,13,454,重要价值客户
C000648,118,4,4920.19,1,2,2,5,122,低价值客户
C000649,37,7,13344.52,4,5,5,14,455,重要价值客户
C000650,38,6,10641.89,4,4,4,12,444,重要价值客户
C000651,80,5,8268.130000000001,2,3,3,8,233,低价值客户
C000652,131,2,944.1999999999999,1,1,1,3,111,低价值客户
C000653,216,2,3515.9,1,1,1,3,111,低价值客户
C000654,2,6,15822.19,5,4,5,14,545,重要价值客户
C000655,15,8,6257.75,5,5,2,12,552,重要保持客户
C000656,65,5,14914.380000000001,3,3,5,11,335,潜力客户
C000657,15,6,12467.419999999998,5,4,4,13,544,重要价值客户
C000658,26,7,15395.32,4,5,5,14,455,重要价值客户
C000659,57,6,10084.19,3,4,4,11,344,重要挽留客户
C000660,88,2,4198.2,2,1,2,5,212,低价值客户
C000661,76,4,8265.12,2,2,3,7,223,低价值客户
C000662,6,6,11972.29,5,4,4,13,544,重要价值客户
C000663,133,4,10851.47,1,2,4,7,124,潜力客户
C000664,35,7,11425.77,4,5,4,13,454,重要价值客户
C000665,134,5,6254.07,1,3,2,6,132,低价值客户
C000666,85,3,5062.27,2,2,2,6,222,低价值客户
C000667,9,5,7914.77,5,3,3,11,533,重要保持客户
C000668,124,9,16833.15,1,5,5,11,155,重要挽留客户
C000669,198,4,5412.23,1,2,2,5,122,低价值客户
C000670,108,4,3791.0499999999997,2,2,1,5,221,低价值客户
C000671,54,5,10563.52,3,3,4,10,334,潜力客户
C000672,80,4,3119.4900000000002,2,2,1,5,221,低价值客户
C000673,22,12,19744.12,4,5,5,14,455,重要价值客户
C000674,126,5,3197.88,1,3,1,5,131,低价值客户
C000675,2,2,2319.46,5,1,1,7,511,新客户
C000676,53,6,10533.710000000001,3,4,4,11,344,重要挽留客户
C000677,40,7,29175.48,4,5,5,14,455,重要价值客户
C000678,112,5,5445.28,1,3,2,6,132,低价值客户
C000679,49,3,9588.22,3,2,4,9,324,潜力客户
C000680,25,7,10609.28,4,5,4,13,454,重要价值客户
C000681,23,5,14135.349999999999,4,3,5,12,435,重要保持客户
C000682,130,3,3646.54,1,2,1,4,121,低价值客户
C000683,101,6,11096.59,2,4,4,10,244,重要挽留客户
C000685,145,3,3487.73,1,2,1,4,121,低价值客户
C000686,11,4,5381.46,5,2,2,9,522,新客户
C000687,46,5,10891.44,3,3,4,10,334,潜力客户
C000688,5,7,12658.96,5,5,5,15,555,重要价值客户
C000689,114,3,4334.77,1,2,2,5,122,低价值客户
C000690,49,6,16576.9,3,4,5,12,345,重要挽留客户
C000691,89,5,12524.970000000001,2,3,5,10,235,潜力客户
C000692,12,5,10410.619999999999,5,3,4,12,534,重要保持客户
C000693,95,4,9541.880000000001,2,2,4,8,224,潜力客户
C000694,132,7,16387.03,1,5,5,11,155,重要挽留客户
C000695,74,4,8729.15,2,2,3,7,223,低价值客户
C000696,13,10,9395.59,5,5,4,14,554,重要价值客户
C000697,14,7,19378.809999999998,5,5,5,15,555,重要价值客户
C000698,9,2,8696.46,5,1,3,9,513,重要发展客户
C000699,7,6,10370.369999999999,5,4,4,13,544,重要价值客户
C000700,57,6,11124.380000000001,3,4,4,11,344,重要挽留客户
C000701,13,6,7053.94,5,4,3,12,543,重要保持客户
C000702,164,3,7397.48,1,2,3,6,123,低价值客户
C000703,10,10,21328.81,5,5,5,15,555,重要价值客户
C000704,36,4,7537.450000000001,4,2,3,9,423,重要发展客户
C000705,27,4,5143.45,4,2,2,8,422,新客户
C000706,67,3,5983.04,3,2,2,7,322,低价值客户
C000707,38,7,8901.960000000001,4,5,3,12,453,重要保持客户
C000708,29,5,12673.519999999999,4,3,5,12,435,重要保持客户
C000709,58,3,8240.04,3,2,3,8,323,低价值客户
C000710,14,6,13821.65,5,4,5,14,545,重要价值客户
C000711,102,6,8680.22,2,4,3,9,243,一般保持客户
C000712,76,3,3930.7799999999997,2,2,1,5,221,低价值客户
C000713,64,9,20831.46,3,5,5,13,355,重要挽留客户
C000714,69,7,7311.759999999999,2,5,3,10,253,一般保持客户
C000715,65,6,6636.07,3,4,2,9,342,一般保持客户
C000716,3,6,7608.27,5,4,3,12,543,重要保持客户
C000717,18,4,6992.25,4,2,3,9,423,重要发展客户
C000718,0,5,12829.439999999999,5,3,5,13,535,重要保持客户
C000719,168,6,11691.24,1,4,4,9,144,重要挽留客户
C000720,36,2,1747.4099999999999,4,1,1,6,411,新客户
C000721,226,1,240.35,1,1,1,3,111,低价值客户
C000722,196,1,2045.7,1,1,1,3,111,低价值客户
C000723,245,1,1266.18,1,1,1,3,111,低价值客户
C000724,136,4,9595.97,1,2,4,7,124,潜力客户
C000725,146,5,10267.11,1,3,4,8,134,潜力客户
C000726,85,8,13528.45,2,5,5,12,255,重要挽留客户
C000727,67,6,12937.85,3,4,5,12,345,重要挽留客户
C000728,16,6,12979.59,5,4,5,14,545,重要价值客户
C000729,317,3,7070.77,1,2,3,6,123,低价值客户
C000730,52,4,7305.1,3,2,3,8,323,低价值客户
C000731,216,2,806.98,1,1,1,3,111,低价值客户
C000732,219,1,2961.48,1,1,1,3,111,低价值客户
C000733,204,4,7254.1,1,2,3,6,123,低价值客户
C000734,64,3,7164.0,3,2,3,8,323,低价值客户
C000735,78,2,1057.9299999999998,2,1,1,4,211,低价值客户
C000736,138,4,4464.99,1,2,2,5,122,低价值客户
C000737,163,2,3259.8900000000003,1,1,1,3,111,低价值客户
C000738,26,2,863.22,4,1,1,6,411,新客户
C000739,14,7,8091.44,5,5,3,13,553,重要保持客户
C000740,162,4,3444.8,1,2,1,4,121,低价值客户
C000741,159,3,3694.3,1,2,1,4,121,低价值客户
C000742,8,6,14004.900000000001,5,4,5,14,545,重要价值客户
C000743,46,4,3546.32,3,2,1,6,321,低价值客户
C000744,17,4,10425.93,4,2,4,10,424,重要发展客户
C000745,14,3,4992.9800000000005,5,2,2,9,522,新客户
C000746,125,6,8775.0,1,4,3,8,143,一般保持客户
C000747,193,5,6821.66,1,3,3,7,133,低价值客户
C000748,62,7,5887.69,3,5,2,10,352,一般保持客户
C000749,7,6,10576.65,5,4,4,13,544,重要价值客户
C000750,36,4,5965.07,4,2,2,8,422,新客户
C000751,41,6,7982.6900000000005,3,4,3,10,343,一般保持客户
C000752,93,3,5061.06,2,2,2,6,222,低价值客户
C000753,45,6,8413.65,3,4,3,10,343,一般保持客户
C000754,25,4,11702.240000000002,4,2,4,10,424,重要发展客户
C000755,134,4,3834.14,1,2,1,4,121,低价值客户
C000756,94,5,12675.009999999998,2,3,5,10,235,潜力客户
C000757,14,3,3236.95,5,2,1,8,521,新客户
C000758,57,5,9962.369999999999,3,3,4,10,334,潜力客户
C000759,132,3,5721.29,1,2,2,5,122,低价值客户
C000760,74,9,8479.89,2,5,3,10,253,一般保持客户
C000761,189,5,16787.54,1,3,5,9,135,潜力客户
C000762,56,5,6556.53,3,3,2,8,332,一般价值客户
C000763,31,3,3298.42,4,2,1,7,421,新客户
C000764,196,2,1434.53,1,1,1,3,111,低价值客户
C000765,99,8,15267.82,2,5,5,12,255,重要挽留客户
C000766,208,2,3202.68,1,1,1,3,111,低价值客户
C000767,62,8,11802.070000000002,3,5,4,12,354,重要挽留客户
C000768,138,4,6031.79,1,2,2,5,122,低价值客户
C000769,26,3,1740.98,4,2,1,7,421,新客户
C000770,32,8,20113.239999999998,4,5,5,14,455,重要价值客户
C000771,1,6,22057.92,5,4,5,14,545,重要价值客户
C000772,49,9,17787.53,3,5,5,13,355,重要挽留客户
C000773,17,3,2425.81,4,2,1,7,421,新客户
C000774,26,4,6152.16,4,2,2,8,422,新客户
C000775,52,9,19118.09,3,5,5,13,355,重要挽留客户
C000776,83,3,4238.21,2,2,2,6,222,低价值客户
C000777,2,3,7589.4,5,2,3,10,523,重要发展客户
C000778,51,7,14577.7,3,5,5,13,355,重要挽留客户
C000779,15,8,13058.47,5,5,5,15,555,重要价值客户
C000780,268,1,1677.46,1,1,1,3,111,低价值客户
C000781,9,6,5794.51,5,4,2,11,542,重要保持客户
C000782,72,3,3407.8599999999997,2,2,1,5,221,低价值客户
C000783,45,5,9335.02,3,3,4,10,334,潜力客户
C000784,43,6,11726.39,3,4,4,11,344,重要挽留客户
C000785,15,5,14185.71,5,3,5,13,535,重要保持客户
C000786,79,6,12854.61,2,4,5,11,245,重要挽留客户
C000787,22,5,14915.35,4,3,5,12,435,重要保持客户
C000788,12,5,14007.29,5,3,5,13,535,重要保持客户
C000789,160,3,2561.41,1,2,1,4,121,低价值客户
C000790,31,3,7930.79,4,2,3,9,423,重要发展客户
C000791,95,7,8451.699999999999,2,5,3,10,253,一般保持客户
C000792,62,3,10263.43,3,2,4,9,324,潜力客户
C000793,132,3,2599.68,1,2,1,4,121,低价值客户
C000794,20,5,4665.88,4,3,2,9,432,重要保持客户
C000795,19,7,5544.17,4,5,2,11,452,重要保持客户
C000796,44,4,16922.95,3,2,5,10,325,潜力客户
C000797,129,5,8816.220000000001,1,3,3,7,133,低价值客户
C000798,69,8,12385.619999999999,2,5,4,11,254,重要挽留客户
C000799,1,7,9574.07,5,5,4,14,554,重要价值客户
C000800,274,2,1442.05,1,1,1,3,111,低价值客户
C000801,9,2,5357.84,5,1,2,8,512,新客户
C000802,68,5,10751.91,2,3,4,9,234,潜力客户
C000803,27,4,2107.82,4,3,1,8,431,重要保持客户
C000804,42,5,10718.49,3,3,4,10,334,潜力客户
C000805,16,7,12442.75,5,5,4,14,554,重要价值客户
C000806,40,7,20452.21,4,5,5,14,455,重要价值客户
C000807,54,5,8998.26,3,3,3,9,333,一般价值客户
C000808,108,4,1983.51,2,3,1,6,231,低价值客户
C000809,155,5,6729.0199999999995,1,3,3,7,133,低价值客户
C000810,19,6,10872.89,4,4,4,12,444,重要价值客户
C000811,45,3,1233.52,3,2,1,6,321,低价值客户
C000812,0,6,8403.2,5,4,3,12,543,重要保持客户
C000813,1,7,17042.76,5,5,5,15,555,重要价值客户
C000814,113,9,20953.2,1,5,5,11,155,重要挽留客户
C000815,44,2,2274.2799999999997,3,1,1,5,311,低价值客户
C000816,94,3,5338.6900000000005,2,2,2,6,222,低价值客户
C000817,21,5,14900.14,4,3,5,12,435,重要保持客户
C000818,9,5,7889.18,5,3,3,11,533,重要保持客户
C000819,27,7,4536.08,4,5,2,11,452,重要保持客户
C000820,28,8,10021.09,4,5,4,13,454,重要价值客户
C000821,1,6,10805.16,5,4,4,13,544,重要价值客户
C000822,119,3,4388.7699999999995,1,2,2,5,122,低价值客户
C000823,102,2,1971.3,2,1,1,4,211,低价值客户
C000824,7,10,9841.56,5,5,4,14,554,重要价值客户
C000825,29,10,12954.35,4,5,5,14,455,重要价值客户
C000826,161,3,2621.92,1,2,1,4,121,低价值客户
C000827,11,7,7753.48,5,5,3,13,553,重要保持客户
C000828,2,4,7668.94,5,3,3,11,533,重要保持客户
C000829,50,6,8609.109999999999,3,4,3,10,343,一般保持客户
C000830,46,6,10901.720000000001,3,4,4,11,344,重要挽留客户
C000831,190,3,3896.86,1,2,1,4,121,低价值客户
C000832,17,7,16223.009999999998,4,5,5,14,455,重要价值客户
C000833,67,3,3134.8,3,2,1,6,321,低价值客户
C000834,47,3,4936.68,3,2,2,7,322,低价值客户
C000835,76,6,6502.25,2,4,2,8,242,一般保持客户
C000836,83,2,3002.0299999999997,2,1,1,4,211,低价值客户
C000837,10,6,4619.62,5,4,2,11,542,重要保持客户
C000838,64,5,4084.37,3,3,2,8,332,一般价值客户
C000839,168,1,2960.04,1,1,1,3,111,低价值客户
C000840,71,2,4815.91,2,1,2,5,212,低价值客户
C000841,13,9,27752.760000000002,5,5,5,15,555,重要价值客户
C000842,128,3,4870.46,1,2,2,5,122,低价值客户
C000843,85,6,11603.86,2,4,4,10,244,重要挽留客户
C000844,95,5,10572.95,2,3,4,9,234,潜力客户
C000845,70,5,7135.76,2,3,3,8,233,低价值客户
C000846,218,4,6798.24,1,3,3,7,133,低价值客户
C000847,77,3,3663.17,2,2,1,5,221,低价值客户
C000848,179,4,8204.25,1,3,3,7,133,低价值客户
C000849,128,4,5754.9,1,3,2,6,132,低价值客户
C000850,50,3,2100.9300000000003,3,2,1,6,321,低价值客户
C000851,23,5,10339.63,4,3,4,11,434,重要保持客户
C000852,112,5,7391.12,1,3,3,7,133,低价值客户
C000853,182,1,1790.34,1,1,1,3,111,低价值客户
C000854,13,4,7792.69,5,3,3,11,533,重要保持客户
C000855,2,1,1107.36,5,1,1,7,511,新客户
C000856,18,3,8618.970000000001,4,2,3,9,423,重要发展客户
C000857,24,8,15489.800000000001,4,5,5,14,455,重要价值客户
C000858,69,5,11185.6,2,3,4,9,234,潜力客户
C000859,129,3,5530.68,1,2,2,5,122,低价值客户
C000860,27,5,11533.23,4,3,4,11,434,重要保持客户
C000861,301,1,714.65,1,1,1,3,111,低价值客户
C000862,162,2,2449.7,1,1,1,3,111,低价值客户
C000863,8,7,17532.07,5,5,5,15,555,重要价值客户
C000864,43,11,17693.73,3,5,5,13,355,重要挽留客户
C000865,155,5,8422.45,1,3,3,7,133,低价值客户
C000866,110,9,7516.19,2,5,3,10,253,一般保持客户
C000867,54,9,18358.23,3,5,5,13,355,重要挽留客户
C000868,13,5,3429.9,5,3,1,9,531,重要保持客户
C000869,22,3,4625.27,4,2,2,8,422,新客户
C000870,27,4,14156.27,4,3,5,12,435,重要保持客户
C000871,107,5,5116.82,2,3,2,7,232,低价值客户
C000872,226,5,6607.209999999999,1,3,2,6,132,低价值客户
C000873,138,3,2540.4900000000002,1,2,1,4,121,低价值客户
C000874,77,3,3473.12,2,2,1,5,221,低价值客户
C000875,79,4,6840.93,2,3,3,8,233,低价值客户
C000876,8,8,16228.54,5,5,5,15,555,重要价值客户
C000877,77,6,8526.61,2,4,3,9,243,一般保持客户
C000878,76,7,17122.64,2,5,5,12,255,重要挽留客户
C000879,23,11,25832.600000000002,4,5,5,14,455,重要价值客户
C000880,76,3,2890.23,2,2,1,5,221,低价值客户
C000881,144,6,11740.39,1,4,4,9,144,重要挽留客户
C000882,6,6,9704.91,5,4,4,13,544,重要价值客户
C000883,38,3,15177.2,4,2,5,11,425,重要发展客户
C000884,4,5,8686.800000000001,5,3,3,11,533,重要保持客户
C000885,79,8,13149.380000000001,2,5,5,12,255,重要挽留客户
C000886,45,5,9093.64,3,3,3,9,333,一般价值客户
C000887,173,6,10292.7,1,4,4,9,144,重要挽留客户
C000888,14,5,7966.950000000001,5,3,3,11,533,重要保持客户
C000889,62,6,8408.56,3,4,3,10,343,一般保持客户
C000890,61,4,6375.709999999999,3,3,2,8,332,一般价值客户
C000891,71,4,3412.81,2,3,1,6,231,低价值客户
C000892,15,4,7308.29,5,3,3,11,533,重要保持客户
C000894,50,5,11188.0,3,3,4,10,334,潜力客户
C000895,4,6,16065.9,5,4,5,14,545,重要价值客户
C000896,32,8,15974.69,4,5,5,14,455,重要价值客户
C000897,15,3,12594.73,5,2,5,12,525,重要发展客户
C000898,58,8,15309.210000000001,3,5,5,13,355,重要挽留客户
C000899,3,6,12365.109999999999,5,4,4,13,544,重要价值客户
C000900,104,2,8123.4,2,1,3,6,213,低价值客户
C000901,91,4,6650.650000000001,2,3,2,7,232,低价值客户
C000902,43,3,2785.7,3,2,1,6,321,低价值客户
C000903,153,3,4894.79,1,2,2,5,122,低价值客户
C000904,20,4,9200.099999999999,4,3,3,10,433,重要保持客户
C000905,55,7,11723.51,3,5,4,12,354,重要挽留客户
C000906,44,5,13882.02,3,3,5,11,335,潜力客户
C000907,33,2,1514.59,4,1,1,6,411,新客户
C000908,19,8,17547.11,4,5,5,14,455,重要价值客户
C000909,44,5,12805.4,3,3,5,11,335,潜力客户
C000910,81,6,7324.82,2,4,3,9,243,一般保持客户
C000911,53,3,4200.9,3,2,2,7,322,低价值客户
C000912,35,10,30265.59,4,5,5,14,455,重要价值客户
C000913,44,5,10367.43,3,3,4,10,334,潜力客户
C000914,134,3,6254.6,1,2,2,5,122,低价值客户
C000915,81,4,2541.1800000000003,2,3,1,6,231,低价值客户
C000916,78,5,4456.95,2,3,2,7,232,低价值客户
C000917,97,7,12302.56,2,5,4,11,254,重要挽留客户
C000918,32,7,11405.8,4,5,4,13,454,重要价值客户
C000919,18,3,5624.93,4,2,2,8,422,新客户
C000920,2,7,11217.16,5,5,4,14,554,重要价值客户
C000921,32,6,9051.91,4,4,3,11,443,重要保持客户
C000922,9,8,12512.31,5,5,5,15,555,重要价值客户
C000923,28,4,11246.380000000001,4,3,4,11,434,重要保持客户
C000924,81,3,1923.35,2,2,1,5,221,低价值客户
C000925,175,2,1405.03,1,1,1,3,111,低价值客户
C000926,46,2,6691.73,3,1,3,7,313,低价值客户
C000927,97,3,3360.8399999999997,2,2,1,5,221,低价值客户
C000928,111,2,6680.360000000001,2,1,2,5,212,低价值客户
