user_id,course_id,course_category,watch_duration_minutes,quiz_score,is_completed,registration_date,last_activity_date
USER_003032,COURSE_00112,产品设计,117.59,63.56,1,2024-05-14,2026-04-05
USER_004165,COURSE_00045,语言学习,69.16,80.24,0,2024-11-29,2026-04-01
USER_002594,COURSE_00077,数据科学,101.08,91.2,1,2024-11-05,2026-04-11
USER_004301,COURSE_00177,人工智能,69.63,68.94,1,2024-07-23,2026-03-21
USER_003819,COURSE_00087,产品设计,85.34,73.91,1,2024-03-08,2026-03-30
USER_004139,COURSE_00148,产品设计,61.23,70.45,0,2024-02-01,2026-03-19
USER_003824,COURSE_00101,职业技能,27.23,100.0,0,2024-07-17,2026-04-04
USER_004043,COURSE_00117,语言学习,47.25,75.98,1,2024-05-10,2026-04-03
USER_001907,COURSE_00092,编程开发,199.26,51.91,1,2024-07-19,2026-04-03
USER_000761,COURSE_00145,数据科学,142.77,75.79,1,2024-11-14,2026-04-10
USER_003446,COURSE_00028,职业技能,36.38,86.86,1,2024-05-25,2026-04-02
USER_000900,COURSE_00169,职业技能,103.95,93.41,1,2024-09-10,2026-03-22
USER_004456,COURSE_00194,职业技能,49.66,85.97,1,2024-08-12,2026-03-26
USER_002948,COURSE_00025,语言学习,32.02,100.0,0,2024-04-16,2026-04-04
USER_001720,COURSE_00058,产品设计,36.74,42.45,1,2024-06-03,2026-04-02
USER_000281,COURSE_00041,人工智能,152.85,100.0,1,2024-03-27,2026-04-01
USER_003267,COURSE_00134,产品设计,66.28,93.1,1,2024-12-22,2026-03-31
USER_001888,COURSE_00075,市场营销,28.91,74.22,1,2024-08-21,2026-04-11
USER_003267,COURSE_00038,人工智能,124.74,58.02,1,2024-01-07,2026-03-29
USER_000667,COURSE_00134,职业技能,52.64,75.22,1,2024-07-04,2026-04-15
USER_004189,COURSE_00173,人工智能,192.46,83.69,1,2024-07-21,2026-04-04
USER_000672,COURSE_00075,产品设计,122.69,74.61,1,2024-11-05,2026-04-12
USER_001970,COURSE_00142,编程开发,155.31,100.0,0,2024-07-24,2026-04-11
USER_004157,COURSE_00066,职业技能,83.1,56.67,0,2024-08-24,2026-03-19
USER_003123,COURSE_00168,人工智能,99.23,72.05,1,2024-08-07,2026-04-11
USER_004700,COURSE_00003,市场营销,59.07,88.92,1,2024-10-20,2026-04-02
USER_004778,COURSE_00117,语言学习,102.42,100.0,0,2024-08-31,2026-04-02
USER_003901,COURSE_00099,编程开发,33.55,76.71,1,2024-04-22,2026-03-28
USER_000524,COURSE_00152,编程开发,170.9,78.26,1,2024-12-24,2026-03-29
USER_002394,COURSE_00019,编程开发,162.25,80.96,1,2024-09-25,2026-03-28
USER_003118,COURSE_00146,人工智能,81.82,82.6,1,2024-09-24,2026-04-07
USER_002594,COURSE_00192,编程开发,118.39,67.47,1,2024-01-06,2026-04-15
USER_001969,COURSE_00116,产品设计,113.47,95.64,1,2024-01-10,2026-04-07
USER_001754,COURSE_00125,编程开发,60.32,63.74,1,2024-02-11,2026-04-05
USER_002297,COURSE_00088,市场营销,81.05,78.19,1,2024-10-24,2026-04-15
USER_002262,COURSE_00035,职业技能,38.3,95.08,1,2024-12-09,2026-03-31
USER_002287,COURSE_00190,职业技能,41.46,63.11,0,2024-06-25,2026-04-08
USER_004203,COURSE_00001,数据科学,109.18,75.24,1,2024-03-06,2026-04-09
USER_002879,COURSE_00153,市场营销,41.02,56.27,0,2024-09-28,2026-03-31
USER_004144,COURSE_00173,人工智能,122.39,48.39,1,2024-08-02,2026-04-06
USER_003645,COURSE_00177,编程开发,81.9,64.77,1,2024-08-07,2026-03-25
USER_004433,COURSE_00126,编程开发,108.2,73.54,1,2024-09-20,2026-04-03
USER_002056,COURSE_00089,产品设计,125.43,61.62,0,2024-01-31,2026-04-11
USER_004721,COURSE_00144,语言学习,55.57,87.9,1,2024-10-29,2026-03-24
USER_001277,COURSE_00147,编程开发,164.75,71.1,0,2024-11-01,2026-04-13
USER_002767,COURSE_00151,商业管理,75.67,64.15,1,2024-07-30,2026-04-12
USER_000303,COURSE_00025,市场营销,75.17,93.74,0,2024-10-06,2026-04-02
USER_000639,COURSE_00016,人工智能,80.57,63.39,1,2024-08-19,2026-04-14
USER_000056,COURSE_00182,职业技能,32.8,74.74,0,2024-04-29,2026-04-01
USER_004822,COURSE_00073,数据科学,146.93,48.08,0,2024-10-20,2026-03-26
USER_000526,COURSE_00129,编程开发,107.82,81.58,1,2024-01-04,2026-03-18
USER_004570,COURSE_00042,数据科学,42.46,76.9,1,2024-04-21,2026-03-27
USER_004124,COURSE_00147,编程开发,120.06,100.0,1,2024-05-16,2026-03-25
USER_002126,COURSE_00162,人工智能,186.09,68.3,1,2024-02-11,2026-04-08
USER_003288,COURSE_00080,语言学习,73.08,88.19,1,2024-10-24,2026-04-14
USER_000365,COURSE_00104,市场营销,21.57,91.47,0,2024-12-25,2026-03-26
USER_004622,COURSE_00183,职业技能,108.75,78.37,1,2024-04-15,2026-03-31
USER_004979,COURSE_00146,人工智能,110.82,82.48,1,2024-11-24,2026-04-11
USER_001647,COURSE_00034,数据科学,48.43,82.21,1,2024-12-21,2026-03-30
USER_000919,COURSE_00089,编程开发,95.24,100.0,0,2024-11-04,2026-03-28
USER_002798,COURSE_00125,数据科学,75.56,85.91,0,2024-11-26,2026-03-30
USER_001532,COURSE_00045,市场营销,42.77,63.84,1,2024-01-02,2026-03-28
USER_003346,COURSE_00134,商业管理,120.29,57.28,1,2024-08-17,2026-03-22
USER_001907,COURSE_00021,职业技能,57.43,100.0,0,2024-02-05,2026-04-15
USER_003087,COURSE_00122,人工智能,121.5,72.72,1,2024-01-15,2026-04-08
USER_004581,COURSE_00070,数据科学,171.57,84.85,1,2024-01-18,2026-04-07
USER_002076,COURSE_00096,数据科学,119.53,62.52,1,2024-05-20,2026-03-28
USER_000714,COURSE_00105,市场营销,69.35,95.53,1,2024-10-16,2026-03-25
USER_001063,COURSE_00048,商业管理,126.24,47.78,0,2024-03-16,2026-03-29
USER_001977,COURSE_00039,编程开发,180.75,79.3,1,2024-01-12,2026-04-02
USER_001297,COURSE_00031,商业管理,112.52,57.39,0,2024-11-16,2026-03-22
USER_000126,COURSE_00010,数据科学,191.61,84.06,1,2024-02-07,2026-04-05
USER_004633,COURSE_00030,市场营销,70.93,82.89,1,2024-06-12,2026-04-12
USER_003597,COURSE_00018,编程开发,81.39,84.82,1,2024-09-05,2026-03-27
USER_003284,COURSE_00188,商业管理,146.96,81.56,1,2024-06-23,2026-04-04
USER_001604,COURSE_00088,职业技能,74.04,77.99,0,2024-08-06,2026-03-30
USER_000067,COURSE_00125,商业管理,72.51,96.91,0,2024-01-15,2026-04-03
USER_000233,COURSE_00073,职业技能,41.92,80.26,0,2024-03-17,2026-04-09
USER_002157,COURSE_00015,商业管理,17.6,86.87,0,2024-03-31,2026-04-09
USER_001170,COURSE_00004,语言学习,72.56,90.91,1,2024-02-04,2026-03-30
USER_002159,COURSE_00191,编程开发,133.31,78.0,0,2024-02-01,2026-04-09
USER_004207,COURSE_00168,商业管理,82.31,93.29,1,2024-08-21,2026-03-22
USER_001494,COURSE_00009,语言学习,73.89,75.87,1,2024-06-08,2026-04-04
USER_004719,COURSE_00109,人工智能,167.93,70.72,1,2024-06-08,2026-04-09
USER_004008,COURSE_00137,市场营销,92.5,74.29,0,2024-01-17,2026-03-30
USER_002473,COURSE_00154,商业管理,126.45,81.59,1,2024-04-01,2026-04-03
USER_002661,COURSE_00132,职业技能,21.81,62.45,1,2024-04-26,2026-03-23
USER_002740,COURSE_00016,编程开发,127.78,90.2,1,2024-08-25,2026-04-09
USER_001762,COURSE_00143,职业技能,65.75,100.0,1,2024-09-11,2026-04-03
USER_003515,COURSE_00099,语言学习,59.61,60.67,0,2024-08-16,2026-03-30
USER_001976,COURSE_00121,语言学习,50.31,60.02,0,2024-03-29,2026-03-31
USER_002363,COURSE_00052,人工智能,177.36,61.7,1,2024-09-03,2026-04-08
USER_000877,COURSE_00069,职业技能,95.11,88.68,1,2024-02-13,2026-04-11
USER_003813,COURSE_00005,产品设计,110.33,79.88,0,2024-08-09,2026-03-23
USER_003449,COURSE_00020,市场营销,19.65,100.0,0,2024-01-26,2026-03-20
USER_001313,COURSE_00079,职业技能,44.89,61.47,1,2024-04-11,2026-04-01
USER_001461,COURSE_00146,产品设计,95.48,96.82,0,2024-08-15,2026-03-29
USER_002710,COURSE_00111,编程开发,113.3,68.93,0,2024-01-25,2026-04-13
USER_002325,COURSE_00002,市场营销,52.5,99.99,1,2024-08-18,2026-03-30
USER_001734,COURSE_00093,职业技能,79.38,89.86,0,2024-02-17,2026-03-25
USER_001606,COURSE_00013,人工智能,88.28,70.35,0,2024-08-12,2026-04-02
USER_002564,COURSE_00004,编程开发,131.53,59.23,1,2024-06-04,2026-03-24
USER_003422,COURSE_00170,市场营销,96.39,58.26,0,2024-04-26,2026-03-22
USER_003518,COURSE_00109,职业技能,94.0,83.95,0,2024-09-19,2026-03-24
USER_002398,COURSE_00074,职业技能,98.46,74.0,1,2024-02-20,2026-04-06
USER_003736,COURSE_00189,市场营销,92.37,100.0,1,2024-10-22,2026-04-14
USER_002871,COURSE_00095,产品设计,115.19,84.51,1,2024-12-03,2026-04-03
USER_001161,COURSE_00105,编程开发,102.6,52.83,0,2024-12-08,2026-04-16
USER_004855,COURSE_00008,人工智能,28.35,58.37,0,2024-05-11,2026-03-19
USER_000243,COURSE_00067,人工智能,99.27,66.93,1,2024-12-02,2026-03-29
USER_002591,COURSE_00191,编程开发,180.33,60.0,1,2024-06-17,2026-03-21
USER_001064,COURSE_00110,编程开发,158.88,77.15,1,2024-09-24,2026-03-20
USER_004325,COURSE_00009,语言学习,92.26,86.98,0,2024-01-21,2026-03-20
USER_002596,COURSE_00117,数据科学,100.15,70.22,1,2024-12-27,2026-04-13
USER_000920,COURSE_00011,职业技能,34.86,100.0,1,2024-08-05,2026-03-24
USER_000006,COURSE_00099,产品设计,127.64,98.77,0,2024-01-16,2026-04-07
USER_000468,COURSE_00042,编程开发,85.63,64.09,0,2024-11-30,2026-04-11
USER_004171,COURSE_00141,编程开发,151.79,100.0,1,2024-09-08,2026-03-18
USER_000004,COURSE_00164,数据科学,155.15,95.23,1,2024-03-18,2026-03-24
USER_000646,COURSE_00120,数据科学,57.11,70.39,1,2024-12-30,2026-04-01
USER_000118,COURSE_00141,市场营销,,86.12,1,2024-06-05,2026-03-22
USER_002929,COURSE_00012,商业管理,67.77,92.12,1,2024-07-24,2026-04-07
USER_002552,COURSE_00037,人工智能,162.3,73.79,1,2024-11-24,2026-03-19
USER_004290,COURSE_00074,产品设计,115.42,92.05,0,2024-05-16,2026-04-14
USER_000847,COURSE_00073,市场营销,36.08,89.46,0,2024-01-09,2026-03-29
USER_002763,COURSE_00052,编程开发,135.53,72.56,0,2024-05-26,2026-04-10
USER_001142,COURSE_00199,职业技能,96.9,85.94,1,2024-03-28,2026-03-19
USER_001811,COURSE_00130,数据科学,71.49,29.85,0,2024-09-13,2026-03-20
USER_000724,COURSE_00056,语言学习,35.39,100.0,1,2024-06-25,2026-04-12
USER_000225,COURSE_00060,人工智能,101.61,69.91,0,2024-07-15,2026-03-20
USER_004628,COURSE_00023,市场营销,59.89,100.0,1,2024-03-03,2026-04-15
USER_004209,COURSE_00103,语言学习,20.66,90.58,0,2024-04-13,2026-03-18
USER_004655,COURSE_00040,人工智能,75.39,70.83,0,2024-04-18,2026-04-08
USER_002049,COURSE_00064,商业管理,73.42,71.07,1,2024-05-25,2026-03-21
USER_004750,COURSE_00085,商业管理,87.82,67.25,0,2024-02-17,2026-04-04
USER_004416,COURSE_00151,语言学习,47.05,92.66,1,2024-03-28,2026-03-23
USER_001574,COURSE_00157,数据科学,129.78,73.54,0,2024-06-18,2026-04-04
USER_001829,COURSE_00179,市场营销,33.39,81.7,1,2024-07-12,2026-04-06
USER_001918,COURSE_00197,市场营销,50.47,81.89,0,2024-07-17,2026-04-10
USER_004235,COURSE_00089,商业管理,124.87,93.52,1,2024-04-07,2026-04-01
USER_002027,COURSE_00031,人工智能,164.86,86.26,1,2024-02-11,2026-03-30
USER_003745,COURSE_00178,语言学习,84.87,76.99,1,2024-06-15,2026-04-02
USER_000902,COURSE_00020,数据科学,119.51,70.08,1,2024-05-24,2026-03-23
USER_004786,COURSE_00183,编程开发,118.0,97.08,1,2024-10-22,2026-03-18
USER_002040,COURSE_00130,市场营销,42.22,93.93,1,2024-01-04,2026-03-30
USER_000010,COURSE_00153,职业技能,77.22,94.15,0,2024-11-01,2026-04-04
USER_000261,COURSE_00013,编程开发,176.76,45.76,0,2024-10-16,2026-04-14
USER_001674,COURSE_00122,数据科学,66.45,61.71,1,2024-02-02,2026-03-31
USER_002220,COURSE_00103,商业管理,75.55,83.64,0,2024-11-10,2026-03-31
USER_002061,COURSE_00106,职业技能,600.0,72.33,0,2024-11-17,2026-03-25
USER_003714,COURSE_00119,市场营销,62.07,92.1,0,2024-10-16,2026-04-14
USER_001620,COURSE_00070,市场营销,62.39,78.13,1,2024-10-13,2026-04-03
USER_000321,COURSE_00195,语言学习,44.86,,1,2024-06-24,2026-04-14
USER_001343,COURSE_00186,职业技能,5.0,68.01,0,2024-10-13,2026-03-26
USER_002377,COURSE_00099,编程开发,112.95,77.22,1,2024-01-18,2026-04-02
USER_002833,COURSE_00082,商业管理,79.32,96.32,1,2024-05-23,2026-03-20
USER_002825,COURSE_00075,语言学习,31.42,86.8,1,2024-12-21,2026-03-18
USER_001995,COURSE_00118,产品设计,92.16,100.0,1,2024-02-15,2026-03-31
USER_002959,COURSE_00084,编程开发,80.83,,1,2024-03-28,2026-03-23
USER_002039,COURSE_00192,编程开发,118.15,77.73,1,2024-03-11,2026-04-12
USER_003491,COURSE_00069,产品设计,77.79,100.0,1,2024-07-03,2026-04-02
USER_003678,COURSE_00059,数据科学,129.91,58.95,0,2024-07-31,2026-03-25
USER_001119,COURSE_00188,职业技能,77.17,79.03,1,2024-02-03,2026-03-18
USER_001605,COURSE_00126,职业技能,94.03,85.7,0,2024-08-08,2026-03-24
USER_004028,COURSE_00111,数据科学,99.34,85.48,1,2024-08-08,2026-04-12
USER_000236,COURSE_00062,市场营销,57.3,80.84,1,2024-07-23,2026-04-16
USER_001970,COURSE_00144,人工智能,135.11,100.0,1,2024-02-21,2026-04-16
USER_004430,COURSE_00128,语言学习,53.84,91.38,1,2024-08-30,2026-04-05
USER_001909,COURSE_00105,人工智能,204.11,76.39,1,2024-12-27,2026-03-26
USER_000376,COURSE_00068,市场营销,56.38,67.58,1,2024-07-30,2026-04-03
USER_003531,COURSE_00015,职业技能,20.03,79.19,0,2024-01-25,2026-04-01
USER_002636,COURSE_00183,人工智能,130.26,80.83,1,2024-04-21,2026-03-22
USER_001571,COURSE_00035,编程开发,150.1,66.18,1,2024-08-08,2026-03-20
USER_002561,COURSE_00183,编程开发,169.38,34.23,1,2024-09-14,2026-03-29
USER_003392,COURSE_00014,产品设计,109.53,100.0,1,2024-09-12,2026-03-28
USER_002966,COURSE_00177,产品设计,91.86,65.25,0,2024-05-05,2026-03-27
USER_003644,COURSE_00102,市场营销,57.57,96.68,1,2024-05-18,2026-04-15
USER_003851,COURSE_00100,市场营销,45.13,78.66,1,2024-10-30,2026-04-12
USER_000873,COURSE_00007,商业管理,90.75,78.81,1,2024-11-17,2026-04-11
USER_001253,COURSE_00030,市场营销,78.76,79.26,1,2024-11-15,2026-03-23
USER_001315,COURSE_00049,编程开发,138.03,71.53,0,2024-08-16,2026-03-21
USER_004821,COURSE_00144,人工智能,114.07,81.99,1,2024-09-30,2026-04-03
USER_002899,COURSE_00111,语言学习,32.99,76.87,0,2024-10-13,2026-03-29
USER_000078,COURSE_00179,商业管理,78.27,82.97,0,2024-10-01,2026-03-27
USER_002622,COURSE_00072,商业管理,54.63,58.77,1,2024-02-02,2026-03-28
USER_004228,COURSE_00080,职业技能,79.08,98.84,0,2024-11-02,2026-04-11
USER_000601,COURSE_00083,商业管理,93.73,100.0,1,2024-08-01,2026-04-15
USER_001066,COURSE_00042,市场营销,81.19,96.95,1,2024-08-21,2026-03-26
USER_002137,COURSE_00017,市场营销,48.4,86.64,0,2024-04-04,2026-04-07
USER_002450,COURSE_00191,编程开发,85.43,71.62,0,2024-01-31,2026-04-15
USER_002344,COURSE_00173,语言学习,87.6,100.0,0,2024-07-24,2026-04-16
USER_001864,COURSE_00007,编程开发,69.59,80.67,1,2024-07-13,2026-04-13
USER_001319,COURSE_00155,语言学习,59.89,97.89,1,2024-09-24,2026-03-26
USER_004712,COURSE_00010,编程开发,49.71,75.32,0,2024-10-22,2026-03-22
USER_003598,COURSE_00034,人工智能,124.77,78.26,1,2024-10-23,2026-04-07
USER_003763,COURSE_00036,职业技能,64.26,71.29,1,2024-06-07,2026-03-24
USER_004671,COURSE_00153,市场营销,105.92,76.71,1,2024-05-12,2026-03-19
USER_002191,COURSE_00006,数据科学,160.49,100.0,1,2024-12-27,2026-03-25
USER_000993,COURSE_00152,数据科学,114.59,56.34,1,2024-08-21,2026-04-14
USER_002713,COURSE_00146,职业技能,39.51,84.67,1,2024-02-26,2026-04-01
USER_002193,COURSE_00134,市场营销,104.82,61.91,0,2024-10-28,2026-04-07
USER_001249,COURSE_00029,商业管理,89.01,75.26,1,2024-06-01,2026-03-26
USER_003055,COURSE_00126,市场营销,45.2,81.59,1,2024-01-23,2026-04-12
USER_004599,COURSE_00153,市场营销,98.93,69.36,1,2024-09-11,2026-03-26
USER_004034,COURSE_00183,职业技能,59.3,100.0,0,2024-01-17,2026-03-24
USER_001998,COURSE_00081,市场营销,60.41,92.94,1,2024-06-21,2026-03-21
USER_004917,COURSE_00174,商业管理,62.87,71.47,1,2024-06-30,2026-04-09
USER_003688,COURSE_00152,语言学习,76.76,78.8,1,2024-11-01,2026-03-31
USER_002152,COURSE_00075,职业技能,90.52,100.0,1,2024-07-29,2026-03-30
USER_004019,COURSE_00026,人工智能,67.44,78.97,0,2024-07-29,2026-03-18
USER_003111,COURSE_00127,数据科学,83.32,87.64,0,2024-03-17,2026-04-13
USER_001971,COURSE_00115,职业技能,12.72,93.0,1,2024-02-15,2026-03-29
USER_000198,COURSE_00126,产品设计,146.44,83.53,0,2024-09-21,2026-03-20
USER_002627,COURSE_00028,数据科学,50.87,56.27,0,2024-11-25,2026-04-14
USER_001203,COURSE_00131,数据科学,156.74,54.49,1,2024-05-28,2026-03-20
USER_002036,COURSE_00075,商业管理,9.83,72.83,1,2024-06-14,2026-03-31
USER_000478,COURSE_00166,编程开发,117.63,63.37,1,2024-02-02,2026-04-06
USER_001255,COURSE_00189,市场营销,56.67,69.19,1,2024-04-09,2026-03-25
USER_000923,COURSE_00078,市场营销,23.1,81.79,1,2024-07-27,2026-03-26
USER_000420,COURSE_00179,市场营销,21.93,55.72,1,2024-12-11,2026-04-04
USER_002205,COURSE_00090,编程开发,75.81,57.85,1,2024-08-15,2026-04-14
USER_002598,COURSE_00176,商业管理,129.75,65.41,1,2024-03-15,2026-04-11
USER_001121,COURSE_00021,职业技能,95.42,100.0,1,2024-02-25,2026-04-08
USER_003069,COURSE_00054,人工智能,103.11,70.96,0,2024-09-22,2026-04-08
USER_000951,COURSE_00184,人工智能,130.48,89.0,0,2024-01-19,2026-03-31
USER_002337,COURSE_00103,商业管理,79.15,82.68,1,2024-11-16,2026-04-06
USER_002244,COURSE_00059,产品设计,76.0,74.47,1,2024-11-04,2026-03-24
USER_002646,COURSE_00072,人工智能,131.27,75.9,1,2024-05-17,2026-03-18
USER_001858,COURSE_00179,商业管理,113.06,89.94,1,2024-12-30,2026-03-28
USER_004613,COURSE_00020,职业技能,30.86,100.0,1,2024-10-08,2026-04-13
USER_001866,COURSE_00112,人工智能,151.31,88.86,1,2024-12-16,2026-03-31
USER_002913,COURSE_00059,市场营销,69.18,85.84,1,2024-11-29,2026-04-05
USER_002854,COURSE_00071,语言学习,38.29,71.42,1,2024-11-08,2026-03-18
USER_004911,COURSE_00137,商业管理,109.26,74.25,1,2024-12-28,2026-04-11
USER_003229,COURSE_00109,数据科学,116.95,50.08,0,2024-05-02,2026-03-31
USER_003720,COURSE_00129,人工智能,130.32,89.67,1,2024-04-22,2026-04-08
USER_003229,COURSE_00157,人工智能,78.92,92.63,1,2024-10-13,2026-03-21
USER_002372,COURSE_00191,编程开发,76.58,54.95,0,2024-09-22,2026-03-21
USER_002892,COURSE_00200,产品设计,50.59,80.59,0,2024-05-22,2026-04-05
USER_003757,COURSE_00056,语言学习,54.6,100.0,0,2024-07-17,2026-04-13
USER_004226,COURSE_00196,职业技能,92.43,83.81,0,2024-11-27,2026-03-28
USER_000095,COURSE_00035,编程开发,94.2,88.03,0,2024-07-17,2026-04-09
USER_002675,COURSE_00123,市场营销,57.39,100.0,0,2024-10-30,2026-03-29
USER_001956,COURSE_00131,数据科学,120.06,45.93,1,2024-09-24,2026-04-10
USER_000794,COURSE_00104,产品设计,122.1,96.6,1,2024-03-04,2026-04-06
USER_001835,COURSE_00007,编程开发,132.65,95.49,0,2024-04-24,2026-04-10
USER_002117,COURSE_00027,商业管理,122.84,98.55,1,2024-03-28,2026-03-21
USER_004107,COURSE_00001,人工智能,91.26,86.75,0,2024-06-23,2026-04-10
USER_003326,COURSE_00199,人工智能,74.07,68.17,1,2024-11-25,2026-04-16
USER_002920,COURSE_00172,产品设计,90.01,77.15,0,2024-03-31,2026-03-29
USER_002598,COURSE_00087,人工智能,93.58,78.57,1,2024-09-25,2026-04-04
USER_003206,COURSE_00041,商业管理,92.66,81.71,1,2024-08-12,2026-04-05
USER_004808,COURSE_00123,编程开发,130.29,94.3,1,2024-09-23,2026-03-18
USER_000815,COURSE_00075,编程开发,167.09,100.0,0,2024-05-05,2026-03-31
USER_000346,COURSE_00042,人工智能,49.14,56.55,1,2024-12-12,2026-03-30
USER_002350,COURSE_00117,人工智能,88.47,59.13,0,2024-07-01,2026-04-11
USER_000363,COURSE_00161,市场营销,10.94,77.89,1,2024-10-30,2026-03-21
USER_002444,COURSE_00178,数据科学,68.6,70.3,1,2024-11-30,2026-03-30
USER_002266,COURSE_00063,职业技能,17.01,80.09,1,2024-09-04,2026-04-16
USER_002189,COURSE_00165,产品设计,105.91,56.64,1,2024-05-02,2026-03-22
USER_003006,COURSE_00187,编程开发,141.26,100.0,0,2024-02-16,2026-03-23
USER_003282,COURSE_00127,产品设计,115.78,67.85,0,2024-06-08,2026-03-18
USER_000985,COURSE_00176,市场营销,70.33,78.66,1,2024-03-06,2026-03-29
USER_001640,COURSE_00133,编程开发,71.7,91.03,1,2024-02-18,2026-03-29
USER_000828,COURSE_00048,市场营销,18.27,95.68,1,2024-12-09,2026-04-01
USER_002731,COURSE_00003,市场营销,69.78,91.28,1,2024-10-23,2026-04-14
USER_003532,COURSE_00116,语言学习,61.8,100.0,1,2024-02-09,2026-04-04
USER_004452,COURSE_00175,人工智能,65.69,90.13,0,2024-09-14,2026-04-11
USER_002936,COURSE_00190,商业管理,69.89,67.63,1,2024-10-22,2026-03-23
USER_003877,COURSE_00099,语言学习,65.81,76.84,1,2024-09-11,2026-04-05
USER_000127,COURSE_00116,职业技能,66.22,71.75,1,2024-02-20,2026-04-01
USER_003178,COURSE_00014,产品设计,112.03,100.0,0,2024-05-17,2026-04-10
USER_003057,COURSE_00191,商业管理,91.6,89.42,1,2024-06-22,2026-03-22
USER_000604,COURSE_00112,产品设计,129.89,71.16,0,2024-11-02,2026-04-11
USER_003450,COURSE_00061,人工智能,85.54,76.46,0,2024-06-30,2026-04-10
USER_004147,COURSE_00159,商业管理,83.2,89.74,0,2024-01-31,2026-04-06
USER_003534,COURSE_00095,语言学习,27.76,100.0,1,2024-09-25,2026-04-13
USER_003368,COURSE_00017,产品设计,97.14,76.18,1,2024-12-22,2026-04-14
USER_003369,COURSE_00124,语言学习,59.79,99.64,1,2024-02-01,2026-03-31
USER_003798,COURSE_00024,人工智能,115.86,55.84,0,2024-09-24,2026-03-27
USER_001793,COURSE_00116,商业管理,141.66,57.46,1,2024-03-22,2026-03-19
USER_002862,COURSE_00151,商业管理,100.91,95.24,0,2024-01-22,2026-04-03
USER_003477,COURSE_00082,编程开发,141.01,39.17,0,2024-09-27,2026-04-12
USER_003418,COURSE_00050,市场营销,39.14,74.63,1,2024-08-11,2026-03-30
USER_001646,COURSE_00079,市场营销,63.26,79.87,0,2024-10-23,2026-04-12
USER_001206,COURSE_00079,语言学习,45.87,89.67,1,2024-03-25,2026-04-03
USER_003031,COURSE_00070,商业管理,52.54,69.76,1,2024-12-12,2026-04-08
USER_002873,COURSE_00027,产品设计,124.56,62.32,0,2024-10-30,2026-04-01
USER_003073,COURSE_00015,语言学习,100.46,80.23,0,2024-10-13,2026-04-16
USER_001855,COURSE_00050,语言学习,47.11,85.4,1,2024-11-13,2026-04-10
USER_004022,COURSE_00036,数据科学,143.65,72.16,1,2024-06-25,2026-04-06
USER_004663,COURSE_00008,职业技能,84.93,79.93,1,2024-11-26,2026-04-14
USER_002709,COURSE_00079,商业管理,60.83,57.79,1,2024-03-17,2026-03-26
USER_003503,COURSE_00131,市场营销,125.77,92.17,1,2024-09-23,2026-04-06
USER_001333,COURSE_00190,商业管理,75.95,100.0,1,2024-07-09,2026-04-16
USER_000202,COURSE_00047,人工智能,165.43,100.0,1,2024-02-06,2026-03-18
USER_003508,COURSE_00105,语言学习,30.15,66.89,0,2024-05-21,2026-03-18
USER_004213,COURSE_00098,数据科学,94.57,50.4,1,2024-04-10,2026-04-13
USER_000575,COURSE_00096,数据科学,173.16,100.0,1,2024-01-04,2026-04-16
USER_000537,COURSE_00189,市场营销,61.78,88.2,0,2024-05-17,2026-03-30
USER_001626,COURSE_00160,市场营销,105.69,54.5,1,2024-08-03,2026-03-23
USER_002123,COURSE_00116,市场营销,89.52,82.89,0,2024-12-26,2026-03-18
USER_000386,COURSE_00013,人工智能,98.94,58.76,0,2024-12-25,2026-03-23
USER_003282,COURSE_00001,数据科学,70.03,69.76,0,2024-08-26,2026-03-20
USER_000475,COURSE_00034,产品设计,56.61,76.87,1,2024-09-30,2026-04-04
USER_000418,COURSE_00190,人工智能,110.5,72.27,1,2024-04-26,2026-03-26
USER_003601,COURSE_00079,编程开发,163.41,,1,2024-05-11,2026-04-06
USER_000955,COURSE_00078,职业技能,40.59,100.0,0,2024-11-16,2026-03-19
USER_004972,COURSE_00121,职业技能,79.39,78.62,1,2024-02-28,2026-04-01
USER_004859,COURSE_00093,语言学习,,100.0,1,2024-04-07,2026-04-05
USER_001206,COURSE_00098,职业技能,68.53,100.0,0,2024-05-19,2026-04-04
USER_004760,COURSE_00082,市场营销,59.0,100.0,0,2024-02-29,2026-03-19
USER_004121,COURSE_00199,数据科学,153.76,70.74,1,2024-07-08,2026-04-08
USER_001991,COURSE_00159,职业技能,82.31,65.83,1,2024-10-14,2026-04-11
USER_004806,COURSE_00192,语言学习,44.15,93.59,0,2024-06-30,2026-04-05
USER_003573,COURSE_00153,职业技能,45.34,72.77,1,2024-04-16,2026-03-20
USER_004381,COURSE_00038,商业管理,105.22,100.0,0,2024-10-16,2026-03-29
USER_004159,COURSE_00014,人工智能,171.12,82.87,1,2024-01-07,2026-03-22
USER_004758,COURSE_00136,编程开发,76.03,100.0,1,2024-09-28,2026-04-02
USER_002714,COURSE_00091,商业管理,80.34,67.91,0,2024-10-19,2026-04-03
USER_002204,COURSE_00054,人工智能,167.04,92.02,1,2024-09-04,2026-04-05
USER_003121,COURSE_00130,人工智能,137.21,82.63,1,2024-04-28,2026-04-11
USER_000967,COURSE_00101,产品设计,54.63,74.9,1,2024-12-21,2026-04-11
USER_004945,COURSE_00089,职业技能,51.72,90.92,0,2024-09-08,2026-04-13
