订单ID,用户ID,下单时间,商品类别,商品数量,订单金额,用户评分,是否会员,年份,月份,日期,星期,小时
ORD_000230,USER_0334,2024-02-03 11:55:00,食品饮料,1,121.75,5.0,否,2024,2,2024-02-03,5,11
ORD_000231,USER_0123,2024-03-25 19:37:00,电子产品,1,3041.09,5.0,否,2024,3,2024-03-25,0,19
ORD_000232,USER_0303,2024-04-16 17:00:00,服装鞋帽,4,413.85,4.0,否,2024,4,2024-04-16,1,17
ORD_000233,USER_0284,2024-01-28 20:09:00,电子产品,2,1639.83,5.0,否,2024,1,2024-01-28,6,20
ORD_000234,USER_0320,2024-01-25 17:07:00,食品饮料,1,168.99,3.0,否,2024,1,2024-01-25,3,17
ORD_000235,USER_0341,2024-01-20 12:04:00,服装鞋帽,4,1149.71,4.0,是,2024,1,2024-01-20,5,12
ORD_000236,USER_0349,2024-01-19 17:29:00,美妆护肤,1,381.39,4.0,是,2024,1,2024-01-19,4,17
ORD_000237,USER_0146,2024-03-26 14:42:00,家居用品,3,636.36,5.0,否,2024,3,2024-03-26,1,14
ORD_000238,USER_0342,2024-04-17 11:15:00,美妆护肤,4,1021.16,4.0,否,2024,4,2024-04-17,2,11
ORD_000239,USER_0312,2024-04-17 09:42:00,服装鞋帽,4,2447.22,2.0,是,2024,4,2024-04-17,2,9
ORD_000240,USER_0106,2024-02-11 12:28:00,图书文具,3,65.88,4.0,否,2024,2,2024-02-11,6,12
ORD_000241,USER_0344,2024-02-16 16:48:00,食品饮料,1,96.99,5.0,否,2024,2,2024-02-16,4,16
ORD_000242,USER_0068,2024-04-06 17:41:00,服装鞋帽,2,141.59,4.0,否,2024,4,2024-04-06,5,17
ORD_000243,USER_0079,2024-03-01 18:26:00,美妆护肤,4,314.76,4.0,是,2024,3,2024-03-01,4,18
ORD_000244,USER_0327,2024-01-04 21:16:00,运动户外,1,1879.07,3.0,否,2024,1,2024-01-04,3,21
ORD_000245,USER_0055,2024-04-08 09:48:00,美妆护肤,4,1056.63,4.0,否,2024,4,2024-04-08,0,9
ORD_000246,USER_0198,2024-04-12 12:30:00,电子产品,3,4728.01,5.0,否,2024,4,2024-04-12,4,12
ORD_000247,USER_0200,2024-01-16 20:23:00,家居用品,3,916.48,5.0,否,2024,1,2024-01-16,1,20
ORD_000248,USER_0255,2024-04-13 13:56:00,服装鞋帽,1,253.9,3.0,是,2024,4,2024-04-13,5,13
ORD_000249,USER_0172,2024-02-27 15:43:00,服装鞋帽,3,1685.22,4.0,是,2024,2,2024-02-27,1,15
ORD_000250,USER_0007,2024-02-07 12:03:00,美妆护肤,4,952.87,4.0,否,2024,2,2024-02-07,2,12
ORD_000251,USER_0132,2024-03-18 19:42:00,美妆护肤,1,183.94,4.0,否,2024,3,2024-03-18,0,19
ORD_000252,USER_0270,2024-04-12 15:30:00,电子产品,1,3230.05,3.0,否,2024,4,2024-04-12,4,15
ORD_000253,USER_0265,2024-03-06 17:19:00,美妆护肤,1,491.53,2.0,否,2024,3,2024-03-06,2,17
ORD_000254,USER_0159,2024-01-16 20:00:00,家居用品,4,1686.48,4.0,否,2024,1,2024-01-16,1,20
ORD_000255,USER_0034,2024-02-08 09:56:00,服装鞋帽,2,1498.42,2.0,否,2024,2,2024-02-08,3,9
ORD_000256,USER_0103,2024-02-20 20:45:00,家居用品,2,842.95,5.0,否,2024,2,2024-02-20,1,20
ORD_000257,USER_0202,2024-02-10 18:56:00,食品饮料,4,116.69,3.0,是,2024,2,2024-02-10,5,18
ORD_000258,USER_0127,2024-03-10 22:34:00,美妆护肤,4,2370.17,5.0,是,2024,3,2024-03-10,6,22
ORD_000259,USER_0320,2024-02-20 17:43:00,美妆护肤,4,268.16,4.0,否,2024,2,2024-02-20,1,17
ORD_000260,USER_0340,2024-04-04 19:10:00,美妆护肤,1,537.48,3.0,否,2024,4,2024-04-04,3,19
ORD_000261,USER_0260,2024-01-28 22:51:00,电子产品,2,4728.01,5.0,否,2024,1,2024-01-28,6,22
ORD_000262,USER_0299,2024-01-26 12:19:00,食品饮料,2,337.22,4.0,否,2024,1,2024-01-26,4,12
ORD_000263,USER_0087,2024-02-20 11:13:00,运动户外,1,1581.76,2.0,是,2024,2,2024-02-20,1,11
ORD_000264,USER_0096,2024-02-20 11:52:00,运动户外,1,1360.73,2.0,否,2024,2,2024-02-20,1,11
ORD_000265,USER_0192,2024-02-11 12:27:00,美妆护肤,2,1093.19,5.0,否,2024,2,2024-02-11,6,12
ORD_000266,USER_0352,2024-01-05 19:23:00,电子产品,1,4390.09,5.0,否,2024,1,2024-01-05,4,19
ORD_000267,USER_0126,2024-04-23 12:32:00,电子产品,1,494.21,5.0,否,2024,4,2024-04-23,1,12
ORD_000268,USER_0090,2024-04-09 09:12:00,家居用品,1,82.73,4.0,否,2024,4,2024-04-09,1,9
ORD_000269,USER_0277,2024-01-26 13:07:00,服装鞋帽,3,699.03,3.0,是,2024,1,2024-01-26,4,13
ORD_000270,USER_0119,2024-01-26 11:29:00,家居用品,2,251.17,4.0,是,2024,1,2024-01-26,4,11
ORD_000271,USER_0195,2024-01-11 22:13:00,服装鞋帽,2,1291.0,2.0,否,2024,1,2024-01-11,3,22
ORD_000272,USER_0231,2024-04-20 16:20:00,电子产品,4,2415.12,2.0,是,2024,4,2024-04-20,5,16
ORD_000273,USER_0184,2024-03-28 21:09:00,食品饮料,3,332.48,4.0,是,2024,3,2024-03-28,3,21
ORD_000274,USER_0239,2024-04-04 12:50:00,家居用品,1,278.54,3.0,否,2024,4,2024-04-04,3,12
ORD_000275,USER_0092,2024-04-04 14:35:00,食品饮料,3,177.74,4.0,否,2024,4,2024-04-04,3,14
ORD_000276,USER_0017,2024-02-23 11:08:00,电子产品,1,3413.78,2.0,否,2024,2,2024-02-23,4,11
ORD_000277,USER_0315,2024-01-20 18:11:00,服装鞋帽,2,645.92,4.0,否,2024,1,2024-01-20,5,18
ORD_000278,USER_0110,2024-03-22 17:16:00,电子产品,4,4728.01,5.0,是,2024,3,2024-03-22,4,17
ORD_000279,USER_0347,2024-04-29 17:56:00,电子产品,3,1171.68,3.0,是,2024,4,2024-04-29,0,17
ORD_000280,USER_0033,2024-01-21 13:12:00,食品饮料,3,367.3,5.0,否,2024,1,2024-01-21,6,13
ORD_000281,USER_0336,2024-01-05 13:02:00,美妆护肤,4,537.48,5.0,否,2024,1,2024-01-05,4,13
ORD_000282,USER_0115,2024-01-20 20:17:00,电子产品,3,4728.01,5.0,否,2024,1,2024-01-20,5,20
ORD_000283,USER_0286,2024-01-05 20:09:00,运动户外,1,1257.66,4.0,是,2024,1,2024-01-05,4,20
ORD_000284,USER_0114,2024-02-28 22:01:00,服装鞋帽,1,199.87,4.0,是,2024,2,2024-02-28,2,22
ORD_000285,USER_0151,2024-04-12 16:58:00,电子产品,4,4728.01,5.0,否,2024,4,2024-04-12,4,16
ORD_000286,USER_0101,2024-03-19 14:32:00,图书文具,2,285.3,3.0,是,2024,3,2024-03-19,1,14
ORD_000287,USER_0224,2024-04-06 20:45:00,运动户外,2,1629.12,5.0,否,2024,4,2024-04-06,5,20
ORD_000288,USER_0154,2024-01-03 20:01:00,服装鞋帽,3,1625.08,2.0,是,2024,1,2024-01-03,2,20
ORD_000289,USER_0238,2024-03-23 09:51:00,电子产品,4,4728.01,2.0,否,2024,3,2024-03-23,5,9
ORD_000290,USER_0299,2024-02-21 17:24:00,食品饮料,3,439.0,5.0,是,2024,2,2024-02-21,2,17
ORD_000291,USER_0239,2024-01-31 21:20:00,美妆护肤,1,169.17,4.0,是,2024,1,2024-01-31,2,21
ORD_000292,USER_0146,2024-01-01 19:41:00,运动户外,2,2409.68,1.0,是,2024,1,2024-01-01,0,19
ORD_000293,USER_0105,2024-01-02 17:58:00,电子产品,3,4728.01,4.0,否,2024,1,2024-01-02,1,17
ORD_000294,USER_0221,2024-03-28 17:41:00,电子产品,2,4728.01,5.0,否,2024,3,2024-03-28,3,17
ORD_000295,USER_0146,2024-01-17 20:06:00,家居用品,4,751.34,5.0,否,2024,1,2024-01-17,2,20
ORD_000296,USER_0035,2024-02-14 20:33:00,家居用品,3,470.09,4.0,否,2024,2,2024-02-14,2,20
ORD_000297,USER_0129,2024-04-11 15:52:00,家居用品,4,1727.65,3.0,是,2024,4,2024-04-11,3,15
ORD_000298,USER_0069,2024-02-25 15:45:00,美妆护肤,1,223.18,3.0,否,2024,2,2024-02-25,6,15
ORD_000299,USER_0048,2024-01-10 16:12:00,美妆护肤,4,279.09,5.0,是,2024,1,2024-01-10,2,16
ORD_000300,USER_0279,2024-02-10 15:35:00,图书文具,4,342.63,5.0,否,2024,2,2024-02-10,5,15
ORD_000301,USER_0016,2024-02-28 17:50:00,电子产品,1,279.5,4.0,否,2024,2,2024-02-28,2,17
ORD_000302,USER_0038,2024-01-26 16:24:00,电子产品,3,2948.35,5.0,否,2024,1,2024-01-26,4,16
ORD_000303,USER_0006,2024-01-29 17:31:00,图书文具,3,32.68,4.0,否,2024,1,2024-01-29,0,17
ORD_000304,USER_0283,2024-02-08 18:20:00,服装鞋帽,2,812.97,5.0,否,2024,2,2024-02-08,3,18
ORD_000305,USER_0117,2024-02-24 10:09:00,图书文具,2,167.59,4.0,否,2024,2,2024-02-24,5,10
ORD_000306,USER_0333,2024-04-10 14:58:00,电子产品,3,4728.01,2.0,否,2024,4,2024-04-10,2,14
ORD_000307,USER_0158,2024-01-19 10:04:00,家居用品,4,596.49,2.0,是,2024,1,2024-01-19,4,10
ORD_000308,USER_0295,2024-02-15 10:50:00,服装鞋帽,4,3069.19,5.0,否,2024,2,2024-02-15,3,10
ORD_000309,USER_0327,2024-03-12 13:26:00,运动户外,4,3305.1,5.0,否,2024,3,2024-03-12,1,13
ORD_000310,USER_0223,2024-01-18 09:46:00,电子产品,4,1436.39,4.0,否,2024,1,2024-01-18,3,9
ORD_000311,USER_0044,2024-03-26 11:59:00,食品饮料,4,626.02,4.0,是,2024,3,2024-03-26,1,11
ORD_000312,USER_0090,2024-01-05 12:12:00,运动户外,1,922.33,4.0,否,2024,1,2024-01-05,4,12
ORD_000313,USER_0264,2024-03-29 14:17:00,电子产品,4,4728.01,4.0,是,2024,3,2024-03-29,4,14
ORD_000314,USER_0314,2024-04-02 22:57:00,电子产品,2,4728.01,1.0,是,2024,4,2024-04-02,1,22
ORD_000315,USER_0341,2024-02-27 14:36:00,图书文具,4,405.47,4.0,是,2024,2,2024-02-27,1,14
ORD_000316,USER_0125,2024-01-07 11:32:00,服装鞋帽,4,477.35,2.0,是,2024,1,2024-01-07,6,11
ORD_000317,USER_0021,2024-03-06 11:16:00,运动户外,2,1456.83,5.0,否,2024,3,2024-03-06,2,11
ORD_000318,USER_0032,2024-03-15 11:54:00,美妆护肤,4,1016.48,4.0,是,2024,3,2024-03-15,4,11
ORD_000319,USER_0047,2024-04-23 10:02:00,美妆护肤,1,453.45,2.0,否,2024,4,2024-04-23,1,10
ORD_000320,USER_0351,2024-04-25 11:09:00,电子产品,2,3151.68,4.0,否,2024,4,2024-04-25,3,11
ORD_000321,USER_0074,2024-02-26 14:37:00,图书文具,2,131.79,3.0,否,2024,2,2024-02-26,0,14
ORD_000322,USER_0216,2024-01-12 16:51:00,电子产品,4,4728.01,3.0,是,2024,1,2024-01-12,4,16
ORD_000323,USER_0025,2024-02-29 10:23:00,运动户外,3,381.0,3.0,是,2024,2,2024-02-29,3,10
ORD_000324,USER_0054,2024-01-23 13:19:00,运动户外,3,1694.26,4.0,否,2024,1,2024-01-23,1,13
ORD_000325,USER_0092,2024-02-13 16:24:00,电子产品,3,4728.01,5.0,是,2024,2,2024-02-13,1,16
ORD_000326,USER_0254,2024-04-04 10:29:00,服装鞋帽,1,779.93,4.0,否,2024,4,2024-04-04,3,10
ORD_000327,USER_0300,2024-01-02 22:46:00,运动户外,2,1412.94,4.0,否,2024,1,2024-01-02,1,22
ORD_000328,USER_0207,2024-02-20 14:00:00,美妆护肤,3,912.96,4.0,否,2024,2,2024-02-20,1,14
ORD_000329,USER_0089,2024-03-18 11:47:00,家居用品,2,240.78,5.0,是,2024,3,2024-03-18,0,11
ORD_000330,USER_0303,2024-02-23 10:16:00,电子产品,3,4728.01,4.0,否,2024,2,2024-02-23,4,10
ORD_000331,USER_0322,2024-04-07 15:23:00,家居用品,1,430.21,5.0,是,2024,4,2024-04-07,6,15
ORD_000332,USER_0069,2024-01-04 21:41:00,服装鞋帽,2,1129.54,5.0,是,2024,1,2024-01-04,3,21
ORD_000333,USER_0301,2024-01-15 11:38:00,运动户外,2,3910.19,4.0,否,2024,1,2024-01-15,0,11
ORD_000334,USER_0190,2024-03-30 22:03:00,运动户外,1,1763.71,4.0,否,2024,3,2024-03-30,5,22
ORD_000335,USER_0337,2024-01-22 17:42:00,运动户外,2,1955.44,5.0,否,2024,1,2024-01-22,0,17
ORD_000336,USER_0047,2024-03-20 13:01:00,服装鞋帽,1,799.36,5.0,否,2024,3,2024-03-20,2,13
ORD_000337,USER_0242,2024-03-07 09:27:00,服装鞋帽,3,1414.39,2.0,是,2024,3,2024-03-07,3,9
ORD_000338,USER_0162,2024-03-05 16:59:00,美妆护肤,3,1678.27,5.0,否,2024,3,2024-03-05,1,16
ORD_000339,USER_0142,2024-04-01 11:51:00,运动户外,3,1151.08,3.0,是,2024,4,2024-04-01,0,11
ORD_000340,USER_0093,2024-03-15 11:13:00,食品饮料,4,688.68,5.0,是,2024,3,2024-03-15,4,11
ORD_000341,USER_0004,2024-03-02 11:19:00,服装鞋帽,3,293.39,4.0,否,2024,3,2024-03-02,5,11
ORD_000342,USER_0112,2024-02-21 21:26:00,电子产品,3,4385.08,1.0,否,2024,2,2024-02-21,2,21
ORD_000343,USER_0097,2024-04-27 10:30:00,家居用品,4,799.98,4.0,否,2024,4,2024-04-27,5,10
ORD_000344,USER_0338,2024-04-05 21:52:00,服装鞋帽,4,887.08,5.0,是,2024,4,2024-04-05,4,21
ORD_000345,USER_0295,2024-02-21 14:43:00,家居用品,1,203.58,5.0,是,2024,2,2024-02-21,2,14
ORD_000346,USER_0318,2024-01-08 16:40:00,运动户外,4,4248.3,2.0,是,2024,1,2024-01-08,0,16
ORD_000347,USER_0229,2024-03-16 21:02:00,美妆护肤,1,438.33,1.0,否,2024,3,2024-03-16,5,21
ORD_000348,USER_0160,2024-02-24 19:06:00,电子产品,2,2202.89,2.0,否,2024,2,2024-02-24,5,19
ORD_000349,USER_0160,2024-02-27 10:34:00,服装鞋帽,1,318.76,4.0,是,2024,2,2024-02-27,1,10
ORD_000350,USER_0060,2024-03-24 19:47:00,家居用品,3,1287.75,4.0,是,2024,3,2024-03-24,6,19
ORD_000351,USER_0338,2024-01-05 13:52:00,运动户外,4,4728.01,5.0,是,2024,1,2024-01-05,4,13
ORD_000352,USER_0171,2024-04-26 15:52:00,家居用品,2,253.19,4.0,是,2024,4,2024-04-26,4,15
ORD_000353,USER_0193,2024-04-17 21:33:00,图书文具,1,78.2,4.0,否,2024,4,2024-04-17,2,21
ORD_000354,USER_0038,2024-01-10 18:20:00,服装鞋帽,2,169.55,3.0,是,2024,1,2024-01-10,2,18
ORD_000355,USER_0305,2024-03-17 15:03:00,电子产品,3,4512.18,5.0,否,2024,3,2024-03-17,6,15
ORD_000356,USER_0264,2024-03-01 17:28:00,电子产品,3,3934.45,5.0,是,2024,3,2024-03-01,4,17
ORD_000357,USER_0017,2024-03-18 14:43:00,家居用品,2,62.7,1.0,否,2024,3,2024-03-18,0,14
ORD_000358,USER_0242,2024-04-19 15:15:00,食品饮料,2,260.85,1.0,否,2024,4,2024-04-19,4,15
ORD_000359,USER_0210,2024-04-21 12:29:00,家居用品,4,1611.0,4.0,是,2024,4,2024-04-21,6,12
ORD_000360,USER_0287,2024-03-20 10:14:00,服装鞋帽,1,256.58,5.0,是,2024,3,2024-03-20,2,10
ORD_000361,USER_0036,2024-01-17 21:41:00,美妆护肤,1,255.08,5.0,否,2024,1,2024-01-17,2,21
ORD_000362,USER_0324,2024-03-26 17:18:00,服装鞋帽,3,193.58,1.0,是,2024,3,2024-03-26,1,17
ORD_000363,USER_0298,2024-03-02 10:48:00,运动户外,2,933.37,2.0,否,2024,3,2024-03-02,5,10
ORD_000364,USER_0303,2024-03-25 20:12:00,家居用品,2,840.74,3.0,是,2024,3,2024-03-25,0,20
ORD_000365,USER_0329,2024-02-25 19:18:00,运动户外,3,2862.18,3.0,是,2024,2,2024-02-25,6,19
ORD_000366,USER_0036,2024-04-09 11:26:00,家居用品,4,863.72,4.0,是,2024,4,2024-04-09,1,11
ORD_000367,USER_0280,2024-04-20 15:40:00,服装鞋帽,3,632.9,4.0,是,2024,4,2024-04-20,5,15
ORD_000368,USER_0009,2024-03-02 16:30:00,家居用品,3,683.04,5.0,是,2024,3,2024-03-02,5,16
ORD_000369,USER_0295,2024-04-09 14:41:00,食品饮料,3,264.13,4.0,是,2024,4,2024-04-09,1,14
ORD_000370,USER_0184,2024-02-18 12:14:00,服装鞋帽,2,658.52,5.0,否,2024,2,2024-02-18,6,12
ORD_000371,USER_0124,2024-01-10 14:36:00,运动户外,2,296.13,3.0,是,2024,1,2024-01-10,2,14
ORD_000372,USER_0327,2024-02-16 20:03:00,食品饮料,2,364.7,4.0,否,2024,2,2024-02-16,4,20
ORD_000373,USER_0314,2024-02-02 18:19:00,美妆护肤,4,537.48,3.0,是,2024,2,2024-02-02,4,18
ORD_000374,USER_0075,2024-02-17 22:33:00,服装鞋帽,4,2506.71,4.0,是,2024,2,2024-02-17,5,22
ORD_000375,USER_0057,2024-03-18 19:23:00,电子产品,3,1233.85,2.0,是,2024,3,2024-03-18,0,19
ORD_000376,USER_0136,2024-02-09 21:00:00,食品饮料,3,534.06,5.0,是,2024,2,2024-02-09,4,21
ORD_000377,USER_0092,2024-02-03 22:19:00,电子产品,3,4728.01,5.0,是,2024,2,2024-02-03,5,22
ORD_000378,USER_0147,2024-04-09 20:30:00,服装鞋帽,1,88.25,4.0,否,2024,4,2024-04-09,1,20
ORD_000379,USER_0019,2024-02-26 14:08:00,运动户外,2,1596.37,5.0,否,2024,2,2024-02-26,0,14
ORD_000380,USER_0304,2024-03-15 16:05:00,图书文具,3,273.35,4.0,是,2024,3,2024-03-15,4,16
ORD_000381,USER_0308,2024-02-15 14:57:00,电子产品,2,1587.45,5.0,否,2024,2,2024-02-15,3,14
ORD_000382,USER_0239,2024-01-03 18:02:00,家居用品,3,824.71,5.0,否,2024,1,2024-01-03,2,18
ORD_000383,USER_0271,2024-04-05 20:05:00,运动户外,4,3606.06,1.0,是,2024,4,2024-04-05,4,20
ORD_000384,USER_0190,2024-01-03 20:44:00,电子产品,1,3699.24,5.0,否,2024,1,2024-01-03,2,20
ORD_000385,USER_0254,2024-02-05 15:48:00,服装鞋帽,4,1768.03,5.0,否,2024,2,2024-02-05,0,15
ORD_000386,USER_0268,2024-03-04 16:40:00,家居用品,4,1770.95,4.0,是,2024,3,2024-03-04,0,16
ORD_000387,USER_0049,2024-02-08 22:31:00,电子产品,1,4578.26,4.0,否,2024,2,2024-02-08,3,22
ORD_000388,USER_0260,2024-03-26 10:25:00,电子产品,4,4728.01,2.0,否,2024,3,2024-03-26,1,10
ORD_000389,USER_0087,2024-02-12 17:24:00,家居用品,3,1285.93,4.0,是,2024,2,2024-02-12,0,17
ORD_000390,USER_0184,2024-02-20 21:55:00,家居用品,3,125.35,5.0,否,2024,2,2024-02-20,1,21
ORD_000391,USER_0023,2024-03-11 09:07:00,家居用品,3,1423.23,4.0,否,2024,3,2024-03-11,0,9
ORD_000392,USER_0339,2024-04-29 22:40:00,家居用品,1,420.73,4.0,是,2024,4,2024-04-29,0,22
ORD_000393,USER_0198,2024-01-23 10:44:00,图书文具,4,525.65,5.0,否,2024,1,2024-01-23,1,10
ORD_000394,USER_0168,2024-01-29 12:24:00,美妆护肤,3,179.76,1.0,否,2024,1,2024-01-29,0,12
ORD_000395,USER_0297,2024-04-28 09:10:00,图书文具,3,297.66,5.0,是,2024,4,2024-04-28,6,9
ORD_000396,USER_0069,2024-03-01 10:19:00,家居用品,2,348.08,5.0,是,2024,3,2024-03-01,4,10
ORD_000397,USER_0193,2024-01-25 10:05:00,美妆护肤,1,258.32,5.0,是,2024,1,2024-01-25,3,10
ORD_000398,USER_0183,2024-01-08 16:28:00,美妆护肤,1,568.0,3.0,是,2024,1,2024-01-08,0,16
ORD_000399,USER_0350,2024-03-25 17:35:00,运动户外,4,4728.01,2.0,是,2024,3,2024-03-25,0,17
ORD_000400,USER_0297,2024-03-09 12:38:00,美妆护肤,3,560.72,4.0,是,2024,3,2024-03-09,5,12
ORD_000401,USER_0299,2024-03-12 10:59:00,食品饮料,4,119.21,4.0,是,2024,3,2024-03-12,1,10
ORD_000402,USER_0217,2024-02-06 20:26:00,电子产品,4,4728.01,4.0,是,2024,2,2024-02-06,1,20
ORD_000403,USER_0127,2024-03-14 21:10:00,美妆护肤,2,318.09,5.0,是,2024,3,2024-03-14,3,21
ORD_000404,USER_0022,2024-01-09 16:10:00,电子产品,1,658.62,5.0,是,2024,1,2024-01-09,1,16
ORD_000405,USER_0194,2024-04-12 10:43:00,电子产品,2,4728.01,5.0,否,2024,4,2024-04-12,4,10
ORD_000406,USER_0282,2024-03-25 20:14:00,电子产品,2,1387.23,5.0,是,2024,3,2024-03-25,0,20
ORD_000407,USER_0160,2024-04-19 13:43:00,服装鞋帽,3,1211.78,1.0,是,2024,4,2024-04-19,4,13
ORD_000408,USER_0114,2024-02-19 18:11:00,运动户外,4,4461.89,4.0,否,2024,2,2024-02-19,0,18
ORD_000409,USER_0320,2024-03-25 17:24:00,食品饮料,1,33.03,4.0,否,2024,3,2024-03-25,0,17
ORD_000410,USER_0314,2024-02-26 09:13:00,运动户外,3,865.36,5.0,是,2024,2,2024-02-26,0,9
ORD_000411,USER_0196,2024-02-09 11:36:00,美妆护肤,1,403.68,5.0,否,2024,2,2024-02-09,4,11
ORD_000412,USER_0354,2024-02-18 19:37:00,美妆护肤,4,1443.57,2.0,是,2024,2,2024-02-18,6,19
ORD_000413,USER_0342,2024-04-26 18:33:00,图书文具,3,308.11,5.0,是,2024,4,2024-04-26,4,18
ORD_000414,USER_0125,2024-03-07 13:32:00,电子产品,1,2228.52,4.0,是,2024,3,2024-03-07,3,13
ORD_000415,USER_0290,2024-02-08 17:14:00,电子产品,4,4728.01,5.0,否,2024,2,2024-02-08,3,17
ORD_000416,USER_0313,2024-02-04 19:46:00,电子产品,3,4728.01,5.0,否,2024,2,2024-02-04,6,19
ORD_000417,USER_0281,2024-01-16 14:01:00,美妆护肤,3,402.29,2.0,否,2024,1,2024-01-16,1,14
ORD_000418,USER_0223,2024-04-10 20:43:00,电子产品,3,4728.01,4.0,否,2024,4,2024-04-10,2,20
ORD_000419,USER_0269,2024-01-06 16:50:00,图书文具,2,159.72,4.0,是,2024,1,2024-01-06,5,16
ORD_000420,USER_0316,2024-02-29 22:41:00,电子产品,1,1990.24,5.0,否,2024,2,2024-02-29,3,22
ORD_000421,USER_0092,2024-03-08 11:07:00,电子产品,4,4728.01,3.0,否,2024,3,2024-03-08,4,11
ORD_000422,USER_0176,2024-02-23 22:11:00,家居用品,3,1375.39,5.0,是,2024,2,2024-02-23,4,22
ORD_000423,USER_0142,2024-04-28 19:20:00,电子产品,2,4260.09,4.0,是,2024,4,2024-04-28,6,19
ORD_000424,USER_0282,2024-01-07 09:01:00,食品饮料,4,672.41,5.0,是,2024,1,2024-01-07,6,9
ORD_000425,USER_0230,2024-03-10 16:24:00,运动户外,2,2637.83,2.0,是,2024,3,2024-03-10,6,16
ORD_000426,USER_0234,2024-03-24 21:01:00,家居用品,1,83.33,3.0,是,2024,3,2024-03-24,6,21
ORD_000427,USER_0295,2024-01-14 11:33:00,电子产品,2,921.74,5.0,否,2024,1,2024-01-14,6,11
ORD_000428,USER_0144,2024-03-11 17:29:00,电子产品,4,4093.33,4.0,是,2024,3,2024-03-11,0,17
ORD_000429,USER_0174,2024-01-21 20:22:00,食品饮料,2,300.37,5.0,是,2024,1,2024-01-21,6,20
ORD_000430,USER_0293,2024-02-14 22:33:00,运动户外,4,3442.26,5.0,否,2024,2,2024-02-14,2,22
ORD_000431,USER_0094,2024-03-14 10:40:00,运动户外,3,4728.01,4.0,否,2024,3,2024-03-14,3,10
ORD_000432,USER_0162,2024-03-19 22:43:00,运动户外,2,2663.69,4.0,否,2024,3,2024-03-19,1,22
ORD_000433,USER_0280,2024-03-10 17:16:00,食品饮料,1,172.55,5.0,否,2024,3,2024-03-10,6,17
ORD_000434,USER_0323,2024-02-15 19:21:00,家居用品,3,1241.44,5.0,否,2024,2,2024-02-15,3,19
ORD_000435,USER_0168,2024-02-04 20:24:00,家居用品,1,156.17,4.0,否,2024,2,2024-02-04,6,20
ORD_000436,USER_0005,2024-03-01 15:02:00,图书文具,2,259.21,5.0,否,2024,3,2024-03-01,4,15
ORD_000437,USER_0217,2024-03-14 15:15:00,运动户外,3,4223.83,4.0,是,2024,3,2024-03-14,3,15
ORD_000438,USER_0329,2024-04-17 20:57:00,服装鞋帽,1,190.36,4.0,否,2024,4,2024-04-17,2,20
ORD_000439,USER_0100,2024-01-30 21:34:00,运动户外,1,1141.97,2.0,是,2024,1,2024-01-30,1,21
ORD_000440,USER_0139,2024-02-23 22:45:00,运动户外,1,1611.27,2.0,否,2024,2,2024-02-23,4,22
ORD_000441,USER_0100,2024-01-26 18:24:00,食品饮料,3,461.96,4.0,是,2024,1,2024-01-26,4,18
ORD_000442,USER_0354,2024-02-12 13:40:00,家居用品,1,344.97,4.0,否,2024,2,2024-02-12,0,13
ORD_000443,USER_0007,2024-02-07 15:11:00,运动户外,3,4443.71,5.0,否,2024,2,2024-02-07,2,15
ORD_000444,USER_0324,2024-03-01 15:28:00,运动户外,4,1689.89,4.0,是,2024,3,2024-03-01,4,15
ORD_000445,USER_0339,2024-01-11 17:10:00,电子产品,4,4728.01,5.0,否,2024,1,2024-01-11,3,17
ORD_000446,USER_0217,2024-03-04 22:33:00,服装鞋帽,3,230.65,5.0,是,2024,3,2024-03-04,0,22
ORD_000447,USER_0025,2024-02-12 16:27:00,运动户外,1,1482.48,5.0,是,2024,2,2024-02-12,0,16
ORD_000448,USER_0184,2024-03-11 20:24:00,运动户外,3,2409.68,4.0,是,2024,3,2024-03-11,0,20
ORD_000449,USER_0286,2024-02-21 12:15:00,食品饮料,2,265.5,4.0,否,2024,2,2024-02-21,2,12
ORD_000450,USER_0328,2024-03-28 22:42:00,服装鞋帽,4,2645.65,5.0,是,2024,3,2024-03-28,3,22
ORD_000451,USER_0276,2024-04-11 20:58:00,家居用品,1,154.58,3.0,否,2024,4,2024-04-11,3,20
ORD_000452,USER_0330,2024-01-18 11:01:00,家居用品,3,185.02,5.0,是,2024,1,2024-01-18,3,11
ORD_000453,USER_0242,2024-04-03 21:51:00,电子产品,1,2871.65,5.0,是,2024,4,2024-04-03,2,21
ORD_000454,USER_0264,2024-02-25 09:46:00,美妆护肤,3,245.51,5.0,是,2024,2,2024-02-25,6,9
ORD_000455,USER_0179,2024-02-24 20:30:00,服装鞋帽,3,1704.98,5.0,是,2024,2,2024-02-24,5,20
ORD_000456,USER_0274,2024-02-18 19:11:00,食品饮料,2,380.7,4.0,是,2024,2,2024-02-18,6,19
ORD_000457,USER_0335,2024-03-18 17:50:00,服装鞋帽,4,856.59,5.0,是,2024,3,2024-03-18,0,17
ORD_000458,USER_0352,2024-02-21 11:19:00,电子产品,1,386.72,4.0,否,2024,2,2024-02-21,2,11
ORD_000459,USER_0117,2024-04-26 16:28:00,服装鞋帽,1,154.77,4.0,是,2024,4,2024-04-26,4,16
ORD_000460,USER_0130,2024-01-09 12:38:00,服装鞋帽,1,678.2,4.0,否,2024,1,2024-01-09,1,12
