订单ID,用户ID,商品ID,交易时间,商品类别,单价,数量,交易金额,用户评分,订单状态,支付方式,用户性别,年龄段,地区,交易日期,交易月份,交易星期,交易小时
ORD_000150,USER_0096,PROD_00145,2026-02-03 13:45:57.263733,食品,228.03,5,1140.15,1.0,已完成,微信支付,女,55+,华东,2026-02-03,2026-02,Tuesday,13
ORD_000151,USER_0052,PROD_00013,2026-02-03 14:22:07.263733,美妆,915.24,2,1830.48,4.0,已完成,支付宝,女,36-45,华东,2026-02-03,2026-02,Tuesday,14
ORD_000152,USER_0096,PROD_00212,2026-02-03 19:14:16.263733,美妆,1000.0,1,1000.0,3.0,已完成,信用卡,男,18-25,华北,2026-02-03,2026-02,Tuesday,19
ORD_000153,USER_0132,PROD_00025,2026-02-03 22:01:57.263733,家居,1051.02,2,2102.04,5.0,已完成,信用卡,女,46-55,华南,2026-02-03,2026-02,Tuesday,22
ORD_000154,USER_0151,PROD_00068,2026-02-03 22:24:18.263733,服装,308.65,1,308.65,4.0,已完成,支付宝,男,26-35,西北,2026-02-03,2026-02,Tuesday,22
ORD_000155,USER_0143,PROD_00067,2026-02-03 23:01:45.263733,运动,478.57,4,1914.28,5.0,已完成,支付宝,女,18-25,华东,2026-02-03,2026-02,Tuesday,23
ORD_000156,USER_0171,PROD_00233,2026-02-04 00:29:49.263733,食品,89.35,1,89.35,1.0,已完成,微信支付,女,46-55,东北,2026-02-04,2026-02,Wednesday,0
ORD_000157,USER_0029,PROD_00109,2026-02-04 05:35:28.263733,母婴,1429.05,2,2858.1,4.0,已退款,银行卡,女,36-45,华东,2026-02-04,2026-02,Wednesday,5
ORD_000158,USER_0036,PROD_00146,2026-02-04 07:08:41.263733,家居,475.85,1,475.85,3.0,已完成,信用卡,男,36-45,华中,2026-02-04,2026-02,Wednesday,7
ORD_000159,USER_0013,PROD_00111,2026-02-04 07:51:27.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,银行卡,女,36-45,华南,2026-02-04,2026-02,Wednesday,7
ORD_000160,USER_0160,PROD_00228,2026-02-04 09:06:05.263733,美妆,340.08,3,1020.24,2.0,已完成,微信支付,男,18-25,华东,2026-02-04,2026-02,Wednesday,9
ORD_000161,USER_0071,PROD_00111,2026-02-04 13:15:21.263733,服装,301.72,3,905.16,3.0,已完成,微信支付,男,18-25,西南,2026-02-04,2026-02,Wednesday,13
ORD_000162,USER_0187,PROD_00034,2026-02-04 21:33:21.263733,美妆,486.69,1,486.69,4.0,已完成,支付宝,女,36-45,华南,2026-02-04,2026-02,Wednesday,21
ORD_000163,USER_0086,PROD_00111,2026-02-05 03:30:25.263733,电子产品,2739.5112500000005,1,2989.46,4.0,已完成,支付宝,女,26-35,华北,2026-02-05,2026-02,Thursday,3
ORD_000164,USER_0028,PROD_00264,2026-02-05 06:00:10.263733,电子产品,2739.5112500000005,3,6233.206249999999,4.0,已完成,微信支付,男,26-35,华北,2026-02-05,2026-02,Thursday,6
ORD_000165,USER_0066,PROD_00236,2026-02-05 09:39:31.263733,运动,1500.0,4,6000.0,4.0,已完成,微信支付,女,36-45,华南,2026-02-05,2026-02,Thursday,9
ORD_000166,USER_0170,PROD_00083,2026-02-05 14:08:03.263733,服装,305.94,1,305.94,5.0,已完成,微信支付,女,36-45,华南,2026-02-05,2026-02,Thursday,14
ORD_000167,USER_0045,PROD_00042,2026-02-05 15:26:49.263733,运动,636.46,1,636.46,5.0,已完成,微信支付,男,26-35,华中,2026-02-05,2026-02,Thursday,15
ORD_000168,USER_0062,PROD_00101,2026-02-05 16:15:21.263733,服装,391.67,1,391.67,4.0,已完成,支付宝,女,36-45,华东,2026-02-05,2026-02,Thursday,16
ORD_000169,USER_0185,PROD_00006,2026-02-05 17:08:21.263733,家居,1330.32,3,3990.96,4.0,已完成,微信支付,女,36-45,华北,2026-02-05,2026-02,Thursday,17
ORD_000170,USER_0134,PROD_00180,2026-02-05 19:07:33.263733,美妆,486.22,1,486.22,3.0,已完成,支付宝,女,36-45,西南,2026-02-05,2026-02,Thursday,19
ORD_000171,USER_0028,PROD_00282,2026-02-05 20:28:49.263733,食品,300.0,1,300.0,5.0,已完成,微信支付,女,18-25,华东,2026-02-05,2026-02,Thursday,20
ORD_000172,USER_0028,PROD_00226,2026-02-05 23:50:22.263733,服装,754.01,3,2262.03,2.0,已完成,银行卡,女,26-35,华东,2026-02-05,2026-02,Thursday,23
ORD_000173,USER_0108,PROD_00229,2026-02-06 03:24:25.263733,服装,234.95,1,234.95,4.0,已完成,微信支付,男,26-35,华北,2026-02-06,2026-02,Friday,3
ORD_000174,USER_0044,PROD_00289,2026-02-06 03:44:22.263733,电子产品,2739.5112500000005,1,5514.62,4.0,已完成,货到付款,女,18-25,华南,2026-02-06,2026-02,Friday,3
ORD_000175,USER_0084,PROD_00150,2026-02-06 09:30:18.263733,服装,800.0,1,6233.206249999999,4.0,已完成,支付宝,女,26-35,华南,2026-02-06,2026-02,Friday,9
ORD_000176,USER_0030,PROD_00277,2026-02-06 14:09:10.263733,美妆,409.94,1,409.94,3.0,已完成,微信支付,男,18-25,华东,2026-02-06,2026-02,Friday,14
ORD_000177,USER_0190,PROD_00198,2026-02-06 17:08:21.263733,图书,94.95,1,94.95,5.0,已完成,支付宝,女,26-35,华南,2026-02-06,2026-02,Friday,17
ORD_000178,USER_0075,PROD_00070,2026-02-06 19:25:43.263733,图书,84.48,2,168.96,3.0,已完成,支付宝,女,46-55,华东,2026-02-06,2026-02,Friday,19
ORD_000179,USER_0128,PROD_00112,2026-02-06 20:18:25.263733,美妆,407.43,1,407.43,5.0,已完成,银行卡,女,18-25,华南,2026-02-06,2026-02,Friday,20
ORD_000180,USER_0092,PROD_00004,2026-02-06 23:57:30.263733,运动,343.03,2,6233.206249999999,3.0,已完成,微信支付,男,36-45,华中,2026-02-06,2026-02,Friday,23
ORD_000181,USER_0190,PROD_00095,2026-02-07 00:58:50.263733,美妆,270.22,3,810.66,2.0,已完成,银行卡,男,36-45,华东,2026-02-07,2026-02,Saturday,0
ORD_000182,USER_0129,PROD_00152,2026-02-07 01:45:53.263733,服装,441.79,3,1325.37,5.0,已完成,支付宝,女,18-25,华南,2026-02-07,2026-02,Saturday,1
ORD_000183,USER_0121,PROD_00137,2026-02-07 03:16:49.263733,图书,200.0,1,200.0,3.0,已完成,银行卡,男,46-55,东北,2026-02-07,2026-02,Saturday,3
ORD_000184,USER_0027,PROD_00247,2026-02-07 08:37:28.263733,美妆,386.34,1,386.34,5.0,已完成,支付宝,女,26-35,华北,2026-02-07,2026-02,Saturday,8
ORD_000185,USER_0190,PROD_00243,2026-02-07 11:38:39.263733,家居,736.03,1,736.03,4.0,已完成,银行卡,男,26-35,华中,2026-02-07,2026-02,Saturday,11
ORD_000186,USER_0121,PROD_00031,2026-02-07 11:59:05.263733,电子产品,2739.5112500000005,1,6233.206249999999,2.0,已完成,支付宝,男,36-45,华南,2026-02-07,2026-02,Saturday,11
ORD_000187,USER_0116,PROD_00040,2026-02-07 20:17:31.263733,食品,89.06,1,89.06,5.0,已完成,支付宝,男,26-35,华中,2026-02-07,2026-02,Saturday,20
ORD_000188,USER_0003,PROD_00229,2026-02-08 00:42:01.263733,食品,67.55,2,135.1,3.0,已完成,微信支付,男,36-45,华东,2026-02-08,2026-02,Sunday,0
ORD_000189,USER_0103,PROD_00036,2026-02-08 02:01:29.263733,运动,522.06,1,522.06,5.0,已完成,信用卡,女,18-25,华东,2026-02-08,2026-02,Sunday,2
ORD_000190,USER_0198,PROD_00223,2026-02-08 03:46:29.263733,家居,728.69,1,728.69,3.0,已完成,支付宝,女,36-45,华东,2026-02-08,2026-02,Sunday,3
ORD_000191,USER_0200,PROD_00006,2026-02-08 04:35:05.263733,食品,64.7,1,64.7,5.0,已完成,支付宝,男,26-35,华南,2026-02-08,2026-02,Sunday,4
ORD_000192,USER_0155,PROD_00220,2026-02-08 07:49:28.263733,母婴,717.56,2,1435.12,1.0,已完成,银行卡,男,36-45,华中,2026-02-08,2026-02,Sunday,7
ORD_000193,USER_0137,PROD_00075,2026-02-08 12:07:41.263733,电子产品,2739.5112500000005,1,6233.206249999999,4.0,已完成,支付宝,女,18-25,华南,2026-02-08,2026-02,Sunday,12
ORD_000194,USER_0062,PROD_00004,2026-02-08 15:56:26.263733,食品,81.49,2,162.98,5.0,已完成,支付宝,男,36-45,华北,2026-02-08,2026-02,Sunday,15
ORD_000195,USER_0165,PROD_00134,2026-02-08 17:56:57.263733,电子产品,2739.5112500000005,1,4440.24,5.0,已完成,微信支付,女,36-45,华北,2026-02-08,2026-02,Sunday,17
ORD_000196,USER_0051,PROD_00118,2026-02-08 20:59:29.263733,美妆,639.93,3,1919.79,5.0,已完成,支付宝,女,26-35,华北,2026-02-08,2026-02,Sunday,20
ORD_000197,USER_0172,PROD_00094,2026-02-08 22:45:46.263733,图书,105.51,3,316.53,5.0,已完成,信用卡,女,36-45,华南,2026-02-08,2026-02,Sunday,22
ORD_000198,USER_0152,PROD_00062,2026-02-09 00:12:57.263733,服装,466.35,1,466.35,4.0,已完成,银行卡,女,26-35,华北,2026-02-09,2026-02,Monday,0
ORD_000199,USER_0059,PROD_00194,2026-02-09 00:13:04.263733,运动,871.92,1,871.92,3.0,已完成,微信支付,女,46-55,华南,2026-02-09,2026-02,Monday,0
ORD_000200,USER_0118,PROD_00203,2026-02-09 03:45:05.263733,服装,283.08,1,283.08,4.0,已完成,货到付款,女,26-35,华东,2026-02-09,2026-02,Monday,3
ORD_000201,USER_0160,PROD_00026,2026-02-09 07:01:07.263733,图书,200.0,1,200.0,4.0,已完成,微信支付,男,36-45,东北,2026-02-09,2026-02,Monday,7
ORD_000202,USER_0096,PROD_00173,2026-02-09 08:07:03.263733,美妆,979.73,2,1959.46,4.0,已完成,支付宝,男,36-45,华东,2026-02-09,2026-02,Monday,8
ORD_000203,USER_0180,PROD_00300,2026-02-09 09:56:23.263733,运动,1432.23,3,4296.69,4.0,已完成,支付宝,男,26-35,华东,2026-02-09,2026-02,Monday,9
ORD_000204,USER_0113,PROD_00133,2026-02-09 13:02:39.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,微信支付,女,18-25,西南,2026-02-09,2026-02,Monday,13
ORD_000205,USER_0062,PROD_00118,2026-02-09 19:56:55.263733,母婴,348.06,3,1044.18,3.0,已完成,支付宝,女,26-35,华南,2026-02-09,2026-02,Monday,19
ORD_000206,USER_0186,PROD_00275,2026-02-09 20:35:48.263733,美妆,834.16,1,6233.206249999999,5.0,已完成,信用卡,女,36-45,华北,2026-02-09,2026-02,Monday,20
ORD_000207,USER_0052,PROD_00212,2026-02-09 20:51:55.263733,服装,589.86,1,589.86,3.0,已完成,银行卡,男,18-25,华南,2026-02-09,2026-02,Monday,20
ORD_000208,USER_0012,PROD_00225,2026-02-09 21:08:29.263733,运动,366.42,2,732.84,4.0,已完成,支付宝,女,26-35,华南,2026-02-09,2026-02,Monday,21
ORD_000209,USER_0039,PROD_00020,2026-02-10 00:20:43.263733,服装,381.7,1,381.7,4.0,已完成,微信支付,男,36-45,华东,2026-02-10,2026-02,Tuesday,0
ORD_000210,USER_0130,PROD_00113,2026-02-10 02:08:32.263733,图书,126.33,2,252.66,5.0,已完成,微信支付,男,26-35,华南,2026-02-10,2026-02,Tuesday,2
ORD_000211,USER_0131,PROD_00140,2026-02-10 07:57:47.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,信用卡,男,36-45,华南,2026-02-10,2026-02,Tuesday,7
ORD_000212,USER_0113,PROD_00047,2026-02-10 13:12:39.263733,美妆,754.28,1,754.28,5.0,已完成,银行卡,男,18-25,华北,2026-02-10,2026-02,Tuesday,13
ORD_000213,USER_0101,PROD_00001,2026-02-10 17:17:53.263733,家居,658.76,5,3293.8,3.0,已完成,微信支付,女,18-25,华南,2026-02-10,2026-02,Tuesday,17
ORD_000214,USER_0113,PROD_00090,2026-02-10 17:45:35.263733,电子产品,2739.5112500000005,1,6233.206249999999,4.0,已完成,银行卡,男,36-45,西北,2026-02-10,2026-02,Tuesday,17
ORD_000215,USER_0184,PROD_00142,2026-02-10 19:43:03.263733,服装,434.41,5,2172.05,2.0,已完成,微信支付,女,18-25,华东,2026-02-10,2026-02,Tuesday,19
ORD_000216,USER_0081,PROD_00038,2026-02-10 20:41:26.263733,电子产品,2739.5112500000005,5,6233.206249999999,4.0,已完成,支付宝,女,26-35,华南,2026-02-10,2026-02,Tuesday,20
ORD_000217,USER_0187,PROD_00293,2026-02-10 23:12:12.263733,食品,131.61,3,394.83,4.0,已完成,支付宝,女,46-55,华北,2026-02-10,2026-02,Tuesday,23
ORD_000218,USER_0113,PROD_00139,2026-02-11 00:19:08.263733,服装,188.73,2,377.46,2.0,已完成,支付宝,女,26-35,西南,2026-02-11,2026-02,Wednesday,0
ORD_000219,USER_0002,PROD_00259,2026-02-11 04:24:24.263733,家居,960.79,2,1921.58,4.0,已完成,微信支付,男,55+,华东,2026-02-11,2026-02,Wednesday,4
ORD_000220,USER_0130,PROD_00161,2026-02-11 07:26:44.263733,服装,545.03,3,1635.09,5.0,已完成,支付宝,女,55+,华北,2026-02-11,2026-02,Wednesday,7
ORD_000221,USER_0054,PROD_00178,2026-02-11 11:37:22.263733,服装,350.51,1,350.51,5.0,已完成,支付宝,女,26-35,西南,2026-02-11,2026-02,Wednesday,11
ORD_000222,USER_0087,PROD_00010,2026-02-11 20:08:53.263733,美妆,647.83,1,647.83,4.0,已完成,微信支付,男,18-25,华东,2026-02-11,2026-02,Wednesday,20
ORD_000223,USER_0129,PROD_00261,2026-02-11 21:46:53.263733,电子产品,2739.5112500000005,2,5517.2,2.0,已完成,支付宝,女,36-45,西南,2026-02-11,2026-02,Wednesday,21
ORD_000224,USER_0147,PROD_00138,2026-02-11 21:56:06.263733,图书,102.52,1,102.52,3.0,已完成,微信支付,男,26-35,华东,2026-02-11,2026-02,Wednesday,21
ORD_000225,USER_0126,PROD_00172,2026-02-12 02:32:02.263733,运动,925.47,1,925.47,4.0,已完成,微信支付,男,18-25,华中,2026-02-12,2026-02,Thursday,2
ORD_000226,USER_0130,PROD_00013,2026-02-12 03:59:25.263733,美妆,577.22,1,577.22,5.0,已完成,信用卡,女,36-45,西北,2026-02-12,2026-02,Thursday,3
ORD_000227,USER_0053,PROD_00168,2026-02-12 04:57:19.263733,家居,454.82,2,909.64,3.0,已完成,微信支付,女,18-25,华北,2026-02-12,2026-02,Thursday,4
ORD_000228,USER_0172,PROD_00130,2026-02-12 05:21:47.263733,图书,88.32,3,264.96,5.0,已完成,支付宝,男,46-55,华南,2026-02-12,2026-02,Thursday,5
ORD_000229,USER_0160,PROD_00084,2026-02-12 07:18:34.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,微信支付,女,18-25,华东,2026-02-12,2026-02,Thursday,7
ORD_000230,USER_0198,PROD_00101,2026-02-12 07:25:38.263733,电子产品,2739.5112500000005,4,6233.206249999999,5.0,已完成,银行卡,女,18-25,西南,2026-02-12,2026-02,Thursday,7
ORD_000231,USER_0160,PROD_00273,2026-02-12 08:42:12.263733,服装,428.37,2,856.74,4.0,已完成,货到付款,女,18-25,华南,2026-02-12,2026-02,Thursday,8
ORD_000232,USER_0068,PROD_00265,2026-02-12 13:04:13.263733,运动,756.46,3,2269.38,5.0,已完成,微信支付,男,46-55,华东,2026-02-12,2026-02,Thursday,13
ORD_000233,USER_0183,PROD_00038,2026-02-13 00:38:47.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,支付宝,女,36-45,华北,2026-02-13,2026-02,Friday,0
ORD_000234,USER_0184,PROD_00094,2026-02-13 06:26:52.263733,家居,1934.93,3,5804.79,5.0,已完成,信用卡,男,36-45,华南,2026-02-13,2026-02,Friday,6
ORD_000235,USER_0123,PROD_00095,2026-02-13 08:40:52.263733,母婴,1145.55,1,1145.55,3.0,已完成,支付宝,女,26-35,华东,2026-02-13,2026-02,Friday,8
ORD_000236,USER_0145,PROD_00069,2026-02-13 21:06:49.263733,运动,485.61,3,1456.83,3.0,已完成,微信支付,男,26-35,华东,2026-02-13,2026-02,Friday,21
ORD_000237,USER_0038,PROD_00236,2026-02-13 23:37:05.263733,食品,185.49,1,185.49,5.0,已完成,微信支付,男,18-25,华东,2026-02-13,2026-02,Friday,23
ORD_000238,USER_0024,PROD_00137,2026-02-14 05:16:59.263733,电子产品,2739.5112500000005,3,6233.206249999999,5.0,已完成,支付宝,女,26-35,华北,2026-02-14,2026-02,Saturday,5
ORD_000239,USER_0069,PROD_00076,2026-02-14 07:38:21.263733,运动,557.09,5,2785.45,5.0,已完成,支付宝,男,26-35,华北,2026-02-14,2026-02,Saturday,7
ORD_000240,USER_0116,PROD_00035,2026-02-14 09:49:37.263733,家居,656.8,1,656.8,5.0,已完成,支付宝,男,36-45,华南,2026-02-14,2026-02,Saturday,9
ORD_000241,USER_0098,PROD_00001,2026-02-14 12:22:11.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,微信支付,男,26-35,华中,2026-02-14,2026-02,Saturday,12
ORD_000242,USER_0198,PROD_00296,2026-02-14 21:52:47.263733,电子产品,2739.5112500000005,3,6233.206249999999,2.0,已完成,信用卡,女,46-55,西南,2026-02-14,2026-02,Saturday,21
ORD_000243,USER_0139,PROD_00060,2026-02-14 22:11:48.263733,图书,200.0,1,200.0,4.0,已完成,支付宝,男,18-25,华北,2026-02-14,2026-02,Saturday,22
ORD_000244,USER_0144,PROD_00267,2026-02-15 01:13:45.263733,美妆,864.32,3,2592.96,4.0,已完成,银行卡,女,46-55,华东,2026-02-15,2026-02,Sunday,1
ORD_000245,USER_0097,PROD_00229,2026-02-15 03:03:18.263733,运动,968.72,1,968.72,5.0,已完成,支付宝,男,18-25,华北,2026-02-15,2026-02,Sunday,3
ORD_000246,USER_0124,PROD_00270,2026-02-15 03:13:39.263733,图书,137.93,1,137.93,4.0,已完成,微信支付,男,26-35,华南,2026-02-15,2026-02,Sunday,3
ORD_000247,USER_0187,PROD_00286,2026-02-15 04:37:49.263733,家居,503.93,5,2519.65,3.0,已完成,支付宝,男,26-35,华北,2026-02-15,2026-02,Sunday,4
ORD_000248,USER_0070,PROD_00291,2026-02-15 06:52:07.263733,食品,171.88,2,343.76,4.0,已完成,信用卡,女,26-35,华北,2026-02-15,2026-02,Sunday,6
ORD_000249,USER_0093,PROD_00213,2026-02-15 08:15:04.263733,食品,300.0,3,900.0,5.0,已完成,银行卡,男,26-35,华南,2026-02-15,2026-02,Sunday,8
ORD_000250,USER_0003,PROD_00165,2026-02-15 13:30:15.263733,服装,597.5,1,597.5,4.0,已完成,微信支付,男,26-35,西南,2026-02-15,2026-02,Sunday,13
ORD_000251,USER_0148,PROD_00005,2026-02-15 15:32:49.263733,食品,167.43,2,334.86,3.0,已完成,银行卡,女,26-35,华东,2026-02-15,2026-02,Sunday,15
ORD_000252,USER_0187,PROD_00078,2026-02-15 16:38:43.263733,运动,1500.0,2,3000.0,3.0,已完成,微信支付,女,36-45,华北,2026-02-15,2026-02,Sunday,16
ORD_000253,USER_0164,PROD_00062,2026-02-16 00:24:05.263733,家居,925.31,2,1850.62,3.0,已完成,信用卡,男,36-45,华东,2026-02-16,2026-02,Monday,0
ORD_000254,USER_0147,PROD_00132,2026-02-16 02:01:10.263733,图书,80.7,2,161.4,4.0,已完成,微信支付,男,36-45,西南,2026-02-16,2026-02,Monday,2
ORD_000255,USER_0090,PROD_00089,2026-02-16 17:36:18.263733,食品,167.39,2,334.78,5.0,已完成,信用卡,女,26-35,华东,2026-02-16,2026-02,Monday,17
ORD_000256,USER_0195,PROD_00237,2026-02-16 19:41:00.263733,家居,1489.03,1,1489.03,5.0,已完成,微信支付,男,36-45,华东,2026-02-16,2026-02,Monday,19
ORD_000257,USER_0147,PROD_00042,2026-02-16 20:13:40.263733,家居,429.98,1,429.98,5.0,已完成,支付宝,男,26-35,华南,2026-02-16,2026-02,Monday,20
ORD_000258,USER_0148,PROD_00089,2026-02-16 20:25:21.263733,家居,1170.37,3,3511.11,4.0,已完成,微信支付,女,26-35,华南,2026-02-16,2026-02,Monday,20
ORD_000259,USER_0096,PROD_00296,2026-02-16 21:31:58.263733,美妆,787.27,1,787.27,5.0,已完成,支付宝,女,26-35,华东,2026-02-16,2026-02,Monday,21
ORD_000260,USER_0199,PROD_00295,2026-02-17 00:16:44.263733,服装,371.4,2,742.8,3.0,已完成,微信支付,女,26-35,华北,2026-02-17,2026-02,Tuesday,0
ORD_000261,USER_0052,PROD_00104,2026-02-17 01:17:41.263733,食品,269.59,1,269.59,4.0,已完成,微信支付,男,18-25,华南,2026-02-17,2026-02,Tuesday,1
ORD_000262,USER_0161,PROD_00014,2026-02-17 01:30:50.263733,电子产品,2739.5112500000005,2,6233.206249999999,5.0,已完成,微信支付,男,18-25,华东,2026-02-17,2026-02,Tuesday,1
ORD_000263,USER_0168,PROD_00288,2026-02-17 04:01:07.263733,食品,300.0,2,600.0,3.0,已完成,支付宝,女,18-25,华南,2026-02-17,2026-02,Tuesday,4
ORD_000264,USER_0128,PROD_00179,2026-02-17 14:24:23.263733,食品,106.5,1,106.5,3.0,已完成,支付宝,男,36-45,华中,2026-02-17,2026-02,Tuesday,14
ORD_000265,USER_0039,PROD_00125,2026-02-17 17:04:38.263733,美妆,795.33,1,6233.206249999999,5.0,已完成,微信支付,女,36-45,华北,2026-02-17,2026-02,Tuesday,17
ORD_000266,USER_0082,PROD_00023,2026-02-17 17:40:00.263733,母婴,459.99,1,459.99,4.0,已完成,信用卡,女,46-55,华北,2026-02-17,2026-02,Tuesday,17
ORD_000267,USER_0104,PROD_00063,2026-02-17 22:49:02.263733,家居,452.58,2,905.16,5.0,已完成,支付宝,男,36-45,华北,2026-02-17,2026-02,Tuesday,22
ORD_000268,USER_0129,PROD_00143,2026-02-17 23:02:57.263733,美妆,189.74,3,569.22,1.0,已完成,微信支付,女,18-25,华南,2026-02-17,2026-02,Tuesday,23
ORD_000269,USER_0011,PROD_00153,2026-02-18 01:46:49.263733,食品,202.87,1,202.87,5.0,已完成,微信支付,女,46-55,华东,2026-02-18,2026-02,Wednesday,1
ORD_000270,USER_0185,PROD_00145,2026-02-18 04:20:05.263733,家居,1112.95,2,2225.9,4.0,已完成,微信支付,女,46-55,华东,2026-02-18,2026-02,Wednesday,4
ORD_000271,USER_0178,PROD_00225,2026-02-18 08:13:04.263733,电子产品,2739.5112500000005,1,3344.76,2.0,已完成,支付宝,男,26-35,华中,2026-02-18,2026-02,Wednesday,8
ORD_000272,USER_0151,PROD_00104,2026-02-18 18:20:31.263733,服装,175.1,1,175.1,5.0,已完成,微信支付,男,26-35,东北,2026-02-18,2026-02,Wednesday,18
ORD_000273,USER_0159,PROD_00104,2026-02-18 18:41:52.263733,服装,300.94,4,1203.76,3.0,已完成,支付宝,女,55+,华南,2026-02-18,2026-02,Wednesday,18
ORD_000274,USER_0042,PROD_00039,2026-02-18 21:52:37.263733,食品,155.32,1,155.32,4.0,已完成,信用卡,男,26-35,华东,2026-02-18,2026-02,Wednesday,21
ORD_000275,USER_0099,PROD_00198,2026-02-19 02:28:53.263733,电子产品,2739.5112500000005,1,6233.206249999999,2.0,已完成,支付宝,女,46-55,华东,2026-02-19,2026-02,Thursday,2
ORD_000276,USER_0007,PROD_00134,2026-02-19 04:28:36.263733,电子产品,2739.5112500000005,1,4215.01,3.0,已完成,支付宝,男,18-25,华南,2026-02-19,2026-02,Thursday,4
ORD_000277,USER_0144,PROD_00067,2026-02-19 06:37:39.263733,服装,482.08,1,482.08,4.0,已完成,支付宝,女,18-25,华北,2026-02-19,2026-02,Thursday,6
ORD_000278,USER_0090,PROD_00179,2026-02-19 10:08:43.263733,母婴,633.85,1,633.85,2.0,已退款,支付宝,男,26-35,华东,2026-02-19,2026-02,Thursday,10
ORD_000279,USER_0112,PROD_00042,2026-02-19 10:30:45.263733,服装,800.0,1,800.0,5.0,已完成,银行卡,女,26-35,西北,2026-02-19,2026-02,Thursday,10
ORD_000280,USER_0060,PROD_00015,2026-02-19 13:54:52.263733,食品,93.16,2,186.32,1.0,已完成,支付宝,男,36-45,华南,2026-02-19,2026-02,Thursday,13
ORD_000281,USER_0113,PROD_00111,2026-02-19 14:45:11.263733,电子产品,2739.5112500000005,1,2996.07,4.0,已完成,支付宝,男,55+,西南,2026-02-19,2026-02,Thursday,14
ORD_000282,USER_0002,PROD_00157,2026-02-19 14:59:14.263733,家居,793.51,2,1587.02,3.0,已完成,微信支付,男,26-35,华中,2026-02-19,2026-02,Thursday,14
ORD_000283,USER_0129,PROD_00289,2026-02-19 23:03:59.263733,服装,557.49,1,557.49,4.0,已完成,支付宝,女,18-25,华中,2026-02-19,2026-02,Thursday,23
ORD_000284,USER_0048,PROD_00231,2026-02-20 01:01:01.263733,服装,252.82,1,252.82,5.0,已完成,支付宝,男,36-45,华北,2026-02-20,2026-02,Friday,1
ORD_000285,USER_0140,PROD_00157,2026-02-20 05:33:03.263733,食品,165.88,2,331.76,3.0,已完成,银行卡,女,36-45,华北,2026-02-20,2026-02,Friday,5
ORD_000286,USER_0197,PROD_00038,2026-02-20 14:40:45.263733,电子产品,2739.5112500000005,4,6233.206249999999,5.0,已完成,银行卡,女,18-25,华北,2026-02-20,2026-02,Friday,14
ORD_000287,USER_0037,PROD_00097,2026-02-20 16:59:48.263733,电子产品,2739.5112500000005,1,3003.39,3.0,已完成,信用卡,男,26-35,华北,2026-02-20,2026-02,Friday,16
ORD_000288,USER_0160,PROD_00289,2026-02-20 17:28:57.263733,服装,501.24,3,1503.72,5.0,已完成,银行卡,女,36-45,华北,2026-02-20,2026-02,Friday,17
ORD_000289,USER_0009,PROD_00254,2026-02-20 17:52:28.263733,电子产品,2567.7,2,5135.4,4.0,已完成,微信支付,男,36-45,东北,2026-02-20,2026-02,Friday,17
ORD_000290,USER_0099,PROD_00196,2026-02-20 18:40:15.263733,电子产品,2431.19,2,4862.38,5.0,已完成,支付宝,女,26-35,华中,2026-02-20,2026-02,Friday,18
ORD_000291,USER_0147,PROD_00086,2026-02-20 19:08:21.263733,服装,446.7,2,893.4,4.0,已完成,银行卡,女,26-35,华中,2026-02-20,2026-02,Friday,19
ORD_000292,USER_0048,PROD_00010,2026-02-21 00:33:58.263733,运动,344.52,1,344.52,4.0,已完成,银行卡,男,55+,西南,2026-02-21,2026-02,Saturday,0
ORD_000293,USER_0131,PROD_00005,2026-02-21 03:00:11.263733,家居,347.32,1,6233.206249999999,3.0,已完成,银行卡,男,36-45,华东,2026-02-21,2026-02,Saturday,3
ORD_000294,USER_0148,PROD_00123,2026-02-21 05:20:46.263733,食品,202.32,2,404.64,3.0,已完成,微信支付,男,26-35,华东,2026-02-21,2026-02,Saturday,5
ORD_000295,USER_0152,PROD_00118,2026-02-21 11:02:28.263733,服装,718.08,1,718.08,5.0,已完成,支付宝,女,26-35,华南,2026-02-21,2026-02,Saturday,11
ORD_000296,USER_0054,PROD_00294,2026-02-21 19:27:35.263733,图书,87.1,4,348.4,4.0,已完成,银行卡,男,36-45,华南,2026-02-21,2026-02,Saturday,19
ORD_000297,USER_0120,PROD_00159,2026-02-21 20:20:42.263733,食品,110.98,1,110.98,4.0,已完成,微信支付,女,18-25,华中,2026-02-21,2026-02,Saturday,20
ORD_000298,USER_0161,PROD_00228,2026-02-21 21:16:07.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,货到付款,男,18-25,华南,2026-02-21,2026-02,Saturday,21
ORD_000299,USER_0152,PROD_00216,2026-02-22 00:06:43.263733,家居,572.42,2,1144.84,4.0,已完成,支付宝,女,26-35,华北,2026-02-22,2026-02,Sunday,0
