order_id,user_id,order_time,category,amount,quantity,total_amount,rating,payment_method,region
O000358,U0134,2026-02-16 15:36:28.969896,美妆,576.89,2,1153.78,4,微信支付,华南
O000269,U0058,2026-02-16 20:27:41.969896,服装,272.03,2,544.06,5,微信支付,华南
O000069,U0047,2026-02-17 01:16:47.969896,美妆,727.14,4,2908.56,3,信用卡,华北
O000163,U0085,2026-02-17 07:19:21.969896,数码配件,371.63,1,371.63,3,微信支付,华东
O000539,U0019,2026-02-17 11:01:16.969896,母婴,97.41,2,194.82,4,支付宝,华东
O000036,U0098,2026-02-17 11:26:57.969896,家电,2833.92,1,2833.92,5,微信支付,华东
O000302,U0037,2026-02-17 15:24:36.969896,家居,2017.97,1,2017.97,4,微信支付,华中
O000288,U0040,2026-02-18 01:50:02.969896,服装,338.11,1,338.11,4,微信支付,西北
O000593,U0007,2026-02-18 01:51:08.969896,家电,2987.36,2,5974.72,5,支付宝,华北
O000238,U0116,2026-02-18 02:47:20.969896,家电,399.55,4,1598.2,5,支付宝,西北
O000224,U0147,2026-02-18 09:36:51.969896,美妆,85.59,1,85.59,3,银行卡,华中
O000166,U0148,2026-02-18 16:23:57.969896,图书,123.92,1,123.92,5,支付宝,华东
O000278,U0115,2026-02-19 04:45:01.969896,数码配件,461.31,3,1383.93,5,支付宝,东北
O000359,U0008,2026-02-19 06:48:25.969896,电子产品,4206.59,1,4206.59,5,微信支付,西南
O000203,U0084,2026-02-19 23:54:27.969896,食品,57.45,1,57.45,5,支付宝,华中
O000102,U0068,2026-02-20 01:19:39.969896,数码配件,119.04,2,238.08,4,支付宝,西南
O000360,U0110,2026-02-20 08:20:03.969896,服装,145.61,1,145.61,4,微信支付,华中
O000073,U0043,2026-02-20 09:42:37.969896,图书,100.37,2,200.74,3,支付宝,西南
O000398,U0073,2026-02-20 11:22:11.969896,家电,4599.85,1,4599.85,5,支付宝,华北
O000589,U0131,2026-02-20 12:40:48.969896,数码配件,484.53,2,969.06,5,支付宝,华南
O000157,U0071,2026-02-20 15:00:14.969896,数码配件,28.83,1,28.83,5,支付宝,华北
O000333,U0010,2026-02-20 20:24:45.969896,美妆,499.87,2,999.74,4,信用卡,华东
O000567,U0049,2026-02-21 10:55:31.969896,食品,249.37,1,249.37,5,支付宝,华东
O000041,U0129,2026-02-21 20:03:32.969896,食品,282.73,1,282.73,5,支付宝,东北
O000320,U0094,2026-02-22 02:06:25.969896,数码配件,235.33,1,235.33,5,支付宝,华南
O000132,U0032,2026-02-22 03:26:43.969896,美妆,479.21,4,1916.84,5,支付宝,华北
O000578,U0019,2026-02-22 08:34:53.969896,图书,102.67,2,205.34,5,微信支付,华中
O000127,U0112,2026-02-22 20:23:42.969896,家电,3176.35,2,6352.7,5,支付宝,华南
O000514,U0104,2026-02-22 22:00:34.969896,运动户外,377.27,3,1131.81,5,支付宝,华北
O000416,U0030,2026-02-22 23:14:40.969896,数码配件,157.18,1,157.18,4,微信支付,华北
O000531,U0045,2026-02-23 00:20:56.969896,运动户外,292.03,1,292.03,4,微信支付,华北
O000059,U0085,2026-02-23 00:51:00.969896,服装,405.88,3,1217.64,5,微信支付,华东
O000447,U0024,2026-02-23 05:21:30.969896,图书,67.81,1,67.81,3,支付宝,西南
O000141,U0022,2026-02-23 15:13:45.969896,美妆,40.08,4,160.32,5,支付宝,华南
O000415,U0044,2026-02-23 15:14:23.969896,服装,489.54,3,1468.62,5,微信支付,华南
O000542,U0015,2026-02-23 21:45:21.969896,服装,525.11,2,1050.22,5,微信支付,华东
O000523,U0048,2026-02-24 06:16:28.969896,母婴,469.72,2,939.44,5,微信支付,华中
O000252,U0045,2026-02-24 15:54:19.969896,母婴,311.08,2,622.16,5,银行卡,华中
O000354,U0033,2026-02-24 20:19:21.969896,图书,30.85,1,30.85,5,信用卡,华南
O000364,U0098,2026-02-25 02:55:17.969896,家电,3531.92,1,3531.92,5,支付宝,华南
O000486,U0048,2026-02-25 05:18:50.969896,服装,268.9,4,1075.6,3,支付宝,华中
O000298,U0038,2026-02-25 07:11:13.969896,家居,1438.28,3,4314.84,5,微信支付,华北
O000462,U0098,2026-02-25 07:25:39.969896,数码配件,274.24,2,548.48,4,支付宝,华南
O000286,U0113,2026-02-25 08:49:15.969896,服装,194.42,1,194.42,3,支付宝,西北
O000436,U0113,2026-02-25 11:13:02.969896,母婴,427.7,2,855.4,3,支付宝,华东
O000573,U0121,2026-02-25 16:28:56.969896,美妆,612.68,1,612.68,5,支付宝,华北
O000547,U0078,2026-02-25 19:35:10.969896,家电,4247.97,2,8495.94,5,微信支付,华东
O000092,U0026,2026-02-25 23:56:43.969896,服装,157.88,2,315.76,5,微信支付,西南
O000030,U0064,2026-02-26 01:45:03.969896,数码配件,329.68,1,329.68,4,信用卡,华东
O000242,U0109,2026-02-27 00:22:11.969896,服装,707.99,2,1415.98,5,微信支付,华北
O000529,U0017,2026-02-27 02:45:23.969896,数码配件,386.93,1,386.93,5,支付宝,华东
O000247,U0070,2026-02-27 10:09:47.969896,数码配件,407.77,1,407.77,5,银行卡,华东
O000487,U0018,2026-02-27 10:39:21.969896,数码配件,376.11,1,376.11,5,支付宝,华中
O000136,U0078,2026-02-27 16:11:58.969896,图书,148.03,3,444.09,5,银行卡,华北
O000465,U0124,2026-02-27 19:55:11.969896,运动户外,1719.27,1,1719.27,5,信用卡,西北
O000264,U0053,2026-02-27 20:57:17.969896,美妆,497.46,1,497.46,5,微信支付,华北
O000577,U0050,2026-02-28 02:41:32.969896,运动户外,1040.69,2,2081.38,5,支付宝,华东
O000211,U0095,2026-02-28 11:30:53.969896,母婴,171.05,1,171.05,5,支付宝,华东
O000477,U0056,2026-02-28 14:21:12.969896,食品,74.05,1,74.05,2,银行卡,华南
O000106,U0142,2026-02-28 16:32:12.969896,图书,112.74,1,112.74,5,支付宝,华南
O000151,U0119,2026-03-01 01:15:27.969896,电子产品,2059.15,1,2059.15,3,微信支付,东北
O000581,U0096,2026-03-01 05:29:45.969896,运动户外,375.09,3,1125.27,5,微信支付,华北
O000576,U0103,2026-03-02 12:38:23.969896,电子产品,3910.73,1,3910.73,5,信用卡,华东
O000201,U0063,2026-03-02 14:24:22.969896,母婴,391.22,1,391.22,2,微信支付,华中
O000233,U0110,2026-03-02 14:47:44.969896,美妆,160.71,2,321.42,5,微信支付,华东
O000387,U0047,2026-03-02 16:07:04.969896,食品,89.67,1,89.67,4,信用卡,华中
O000251,U0006,2026-03-02 17:38:58.969896,美妆,429.69,1,429.69,4,支付宝,华南
O000309,U0147,2026-03-03 02:57:25.969896,运动户外,1782.9,2,3565.8,5,银行卡,西南
O000281,U0049,2026-03-03 06:07:41.969896,家居,1103.69,2,2207.38,5,支付宝,西南
O000485,U0091,2026-03-03 07:21:05.969896,家居,1615.28,1,1615.28,4,支付宝,华南
O000061,U0034,2026-03-03 09:23:38.969896,家电,2063.22,1,2063.22,5,信用卡,华南
O000378,U0091,2026-03-03 10:39:32.969896,服装,897.9,2,1795.8,5,微信支付,华中
O000080,U0015,2026-03-04 09:32:38.969896,电子产品,4457.76,1,4457.76,4,信用卡,华北
O000430,U0099,2026-03-04 12:22:00.969896,母婴,151.71,2,303.42,5,支付宝,华中
O000425,U0078,2026-03-04 18:13:47.969896,美妆,98.23,1,98.23,4,微信支付,华东
O000336,U0139,2026-03-04 21:48:38.969896,图书,24.37,1,24.37,4,微信支付,华南
O000056,U0142,2026-03-05 00:12:09.969896,家居,1132.32,1,1132.32,4,支付宝,华东
O000352,U0092,2026-03-05 03:58:22.969896,家居,2585.82,5,12929.1,5,支付宝,华东
O000003,U0140,2026-03-05 07:32:47.969896,服装,840.82,1,840.82,4,支付宝,华北
O000173,U0007,2026-03-05 12:44:00.969896,图书,49.9,2,99.8,3,支付宝,华中
O000548,U0129,2026-03-05 13:19:31.969896,食品,257.94,1,257.94,5,支付宝,西南
O000085,U0064,2026-03-05 17:37:54.969896,家电,3486.71,2,6973.42,5,信用卡,华中
O000248,U0113,2026-03-05 17:38:09.969896,服装,567.26,1,567.26,3,支付宝,华中
O000444,U0101,2026-03-05 19:16:09.969896,食品,71.48,3,214.44,5,支付宝,华中
O000392,U0084,2026-03-05 19:16:40.969896,家电,3457.62,1,3457.62,4,微信支付,东北
O000377,U0014,2026-03-06 03:33:38.969896,美妆,428.43,1,428.43,5,银行卡,华北
O000153,U0136,2026-03-06 03:44:13.969896,数码配件,319.59,1,319.59,5,支付宝,东北
O000429,U0024,2026-03-06 10:38:47.969896,家电,4056.72,3,12170.16,5,支付宝,华北
O000572,U0073,2026-03-06 16:00:20.969896,母婴,303.53,1,303.53,5,微信支付,西北
O000005,U0060,2026-03-06 17:09:03.969896,数码配件,238.91,1,238.91,5,微信支付,华东
O000518,U0146,2026-03-06 21:46:16.969896,电子产品,7359.11,1,7359.11,5,微信支付,华东
O000507,U0021,2026-03-06 22:45:17.969896,图书,76.16,1,76.16,4,支付宝,西北
O000042,U0077,2026-03-06 23:25:36.969896,数码配件,225.53,3,676.59,5,支付宝,华南
O000249,U0111,2026-03-07 01:18:01.969896,运动户外,826.03,1,826.03,5,支付宝,华东
O000313,U0074,2026-03-07 05:00:44.969896,家居,1566.97,1,1566.97,5,微信支付,华北
O000510,U0079,2026-03-07 07:41:56.969896,母婴,345.54,1,345.54,5,支付宝,西北
O000365,U0117,2026-03-07 07:50:52.969896,数码配件,333.52,2,667.04,5,银行卡,华中
O000395,U0109,2026-03-07 08:16:44.969896,母婴,309.74,1,309.74,3,支付宝,华中
O000432,U0049,2026-03-07 09:30:06.969896,运动户外,217.81,2,435.62,5,银行卡,西南
O000582,U0037,2026-03-07 10:43:16.969896,家居,1129.28,1,1129.28,2,支付宝,华北
O000230,U0143,2026-03-07 13:53:20.969896,图书,52.14,1,52.14,5,支付宝,华北
O000384,U0143,2026-03-07 16:08:08.969896,电子产品,1310.19,1,1310.19,5,微信支付,华南
O000357,U0129,2026-03-07 17:45:48.969896,家居,330.28,3,990.84,5,银行卡,华北
O000535,U0142,2026-03-07 19:19:25.969896,食品,206.31,2,412.62,5,微信支付,华北
O000525,U0115,2026-03-08 02:34:56.969896,家居,879.68,2,1759.36,5,银行卡,华北
O000512,U0011,2026-03-08 08:01:13.969896,运动户外,109.01,2,218.02,5,微信支付,华北
O000197,U0134,2026-03-08 11:46:44.969896,美妆,630.48,1,630.48,4,信用卡,华南
O000135,U0098,2026-03-08 12:54:18.969896,食品,133.0,3,399.0,5,微信支付,华东
O000383,U0144,2026-03-08 15:35:04.969896,家电,1193.56,1,1193.56,4,支付宝,华东
O000292,U0139,2026-03-08 18:40:33.969896,电子产品,643.94,1,643.94,4,微信支付,华东
O000314,U0057,2026-03-09 01:18:35.969896,家居,962.89,3,2888.67,5,微信支付,华中
O000131,U0018,2026-03-09 03:36:50.969896,运动户外,1412.38,1,1412.38,5,支付宝,东北
O000172,U0120,2026-03-09 11:37:53.969896,食品,259.99,2,519.98,5,支付宝,华北
O000329,U0121,2026-03-09 12:37:29.969896,电子产品,3008.83,2,6017.66,2,支付宝,华北
O000091,U0003,2026-03-09 12:40:57.969896,母婴,479.32,2,958.64,5,微信支付,华南
O000034,U0029,2026-03-09 22:00:34.969896,食品,267.26,1,267.26,5,支付宝,东北
O000291,U0098,2026-03-10 09:57:01.969896,运动户外,1668.87,1,1668.87,5,微信支付,华北
O000482,U0138,2026-03-10 10:56:56.969896,电子产品,4301.9,2,8603.8,5,支付宝,华中
O000266,U0032,2026-03-10 14:21:11.969896,电子产品,5693.27,1,5693.27,5,微信支付,华北
O000553,U0107,2026-03-10 17:17:14.969896,家电,3602.08,2,7204.16,3,微信支付,华东
O000021,U0019,2026-03-10 22:24:56.969896,家电,4075.71,1,4075.71,5,支付宝,华南
O000489,U0121,2026-03-11 06:16:14.969896,电子产品,6156.86,2,12313.72,4,支付宝,华北
O000103,U0014,2026-03-11 07:36:23.969896,服装,646.51,3,1939.53,4,支付宝,华南
O000480,U0062,2026-03-11 14:51:38.969896,图书,121.45,1,121.45,5,微信支付,华东
O000193,U0018,2026-03-12 04:36:30.969896,数码配件,354.79,2,709.58,5,支付宝,东北
O000174,U0007,2026-03-12 07:47:24.969896,服装,112.09,2,224.18,4,支付宝,华北
O000122,U0072,2026-03-12 10:43:53.969896,运动户外,348.36,1,348.36,5,支付宝,西南
O000551,U0021,2026-03-12 13:11:03.969896,电子产品,3751.04,1,3751.04,5,支付宝,华南
O000343,U0024,2026-03-12 15:28:04.969896,家居,580.75,2,1161.5,5,微信支付,华南
O000138,U0149,2026-03-13 03:55:02.969896,家电,1800.8,3,5402.4,4,支付宝,华南
O000071,U0026,2026-03-13 11:52:00.969896,电子产品,6436.84,1,6436.84,4,支付宝,华北
O000120,U0058,2026-03-13 23:12:58.969896,电子产品,3116.51,4,12466.04,5,支付宝,华中
O000241,U0068,2026-03-13 23:23:13.969896,家电,4855.58,1,4855.58,3,银行卡,华东
O000509,U0021,2026-03-14 02:56:55.969896,运动户外,843.42,1,843.42,4,支付宝,华南
O000257,U0127,2026-03-14 06:45:53.969896,美妆,169.48,1,169.48,5,微信支付,华东
O000049,U0033,2026-03-14 09:29:21.969896,食品,93.1,1,93.1,4,银行卡,华南
O000379,U0055,2026-03-14 09:44:26.969896,食品,78.86,1,78.86,5,微信支付,华中
O000210,U0063,2026-03-14 13:21:30.969896,美妆,557.89,1,557.89,5,支付宝,华北
O000086,U0021,2026-03-14 13:26:08.969896,图书,99.74,3,299.22,5,支付宝,华东
O000549,U0040,2026-03-14 14:55:16.969896,食品,271.51,3,814.53,3,支付宝,华北
O000528,U0023,2026-03-15 04:50:02.969896,运动户外,658.01,1,658.01,4,信用卡,华东
O000446,U0085,2026-03-15 11:21:00.969896,食品,197.0,1,197.0,4,银行卡,华南
O000097,U0136,2026-03-15 12:22:37.969896,电子产品,1603.05,1,1603.05,5,微信支付,西北
O000089,U0102,2026-03-15 15:41:12.969896,食品,26.35,5,131.75,5,信用卡,华北
O000591,U0095,2026-03-15 20:10:31.969896,运动户外,484.17,1,484.17,5,银行卡,华东
O000328,U0096,2026-03-16 00:41:52.969896,服装,847.81,1,847.81,4,支付宝,华南
O000440,U0025,2026-03-16 06:15:32.969896,数码配件,362.26,2,724.52,5,信用卡,华中
O000304,U0120,2026-03-16 12:05:08.969896,美妆,510.99,1,510.99,4,微信支付,华中
O000460,U0050,2026-03-16 12:57:11.969896,运动户外,1841.57,3,5524.71,4,微信支付,华东
O000065,U0120,2026-03-16 15:58:34.969896,电子产品,6013.03,1,6013.03,5,银行卡,西南
O000240,U0117,2026-03-17 00:41:00.969896,服装,182.67,2,365.34,3,支付宝,华中
O000024,U0143,2026-03-17 03:59:29.969896,家居,1154.53,1,1154.53,5,微信支付,华南
O000340,U0093,2026-03-17 05:33:32.969896,服装,628.1,1,628.1,4,支付宝,华南
O000371,U0096,2026-03-17 09:27:08.969896,食品,214.07,1,214.07,4,支付宝,华北
O000422,U0149,2026-03-17 12:44:14.969896,母婴,144.82,5,724.1,4,微信支付,西南
O000306,U0077,2026-03-18 01:17:25.969896,图书,147.4,2,294.8,5,银行卡,华中
O000289,U0087,2026-03-18 06:39:23.969896,家电,4107.06,2,8214.12,5,微信支付,华南
O000189,U0020,2026-03-18 15:01:18.969896,家电,1988.9,1,1988.9,4,支付宝,华东
O000165,U0100,2026-03-18 16:53:45.969896,家电,3695.31,1,3695.31,5,支付宝,西南
O000597,U0009,2026-03-18 20:11:09.969896,家电,1136.8,1,1136.8,5,微信支付,西南
O000222,U0142,2026-03-18 20:46:56.969896,美妆,170.23,1,170.23,5,微信支付,华中
O000190,U0063,2026-03-19 03:09:54.969896,服装,699.1,1,699.1,4,微信支付,华北
O000246,U0120,2026-03-19 06:50:22.969896,美妆,466.6,1,466.6,5,支付宝,华中
O000213,U0085,2026-03-19 08:42:18.969896,运动户外,1577.31,1,1577.31,3,支付宝,西北
O000020,U0054,2026-03-19 15:46:44.969896,美妆,517.72,1,517.72,5,银行卡,华北
O000404,U0098,2026-03-20 00:33:46.969896,数码配件,34.86,1,34.86,4,银行卡,华北
O000057,U0002,2026-03-20 15:09:44.969896,服装,862.69,1,862.69,5,微信支付,华北
O000434,U0027,2026-03-20 19:15:18.969896,运动户外,625.81,1,625.81,4,微信支付,华南
O000483,U0148,2026-03-20 21:24:43.969896,家居,2336.26,3,7008.78,5,微信支付,华南
O000363,U0150,2026-03-21 04:01:27.969896,数码配件,103.94,2,207.88,5,支付宝,华中
O000584,U0010,2026-03-21 04:18:37.969896,食品,67.03,2,134.06,5,信用卡,华东
O000147,U0148,2026-03-21 06:09:53.969896,家居,2176.32,1,2176.32,4,支付宝,华中
O000530,U0077,2026-03-21 15:24:09.969896,食品,30.44,3,91.32,4,银行卡,华中
O000006,U0144,2026-03-21 15:50:46.969896,家居,1861.88,4,7447.52,3,信用卡,西南
O000171,U0087,2026-03-21 22:11:37.969896,图书,110.66,5,553.3,5,信用卡,华北
O000566,U0084,2026-03-22 03:34:13.969896,家电,1750.53,1,1750.53,5,信用卡,西北
O000217,U0124,2026-03-22 13:39:03.969896,美妆,158.96,2,317.92,4,支付宝,东北
O000441,U0073,2026-03-22 16:05:22.969896,美妆,259.5,2,519.0,4,支付宝,华南
O000369,U0103,2026-03-22 19:38:48.969896,图书,57.99,2,115.98,5,支付宝,西北
O000126,U0112,2026-03-23 03:36:19.969896,运动户外,304.44,1,304.44,5,支付宝,西南
O000506,U0069,2026-03-23 07:38:25.969896,服装,239.04,1,239.04,5,支付宝,华南
O000012,U0068,2026-03-23 08:54:42.969896,电子产品,1556.93,5,7784.65,4,银行卡,华东
O000417,U0090,2026-03-23 15:41:04.969896,运动户外,1188.38,1,1188.38,5,银行卡,华中
O000234,U0016,2026-03-23 19:47:51.969896,家电,3162.3,1,3162.3,5,支付宝,华中
O000001,U0029,2026-03-24 02:11:53.969896,电子产品,3309.05,1,3309.05,5,支付宝,华东
O000492,U0027,2026-03-24 04:17:28.969896,家电,2666.5,4,10666.0,5,银行卡,华中
O000490,U0096,2026-03-24 16:46:33.969896,美妆,576.18,1,576.18,4,信用卡,华东
O000113,U0105,2026-03-24 21:48:42.969896,家电,585.12,5,2925.6,5,支付宝,华南
O000079,U0139,2026-03-25 03:36:09.969896,电子产品,2176.97,4,8707.88,4,支付宝,东北
O000503,U0112,2026-03-25 08:11:42.969896,图书,59.88,1,59.88,4,微信支付,华南
O000312,U0013,2026-03-25 10:16:12.969896,家电,407.23,2,814.46,4,银行卡,华东
O000389,U0008,2026-03-25 11:29:56.969896,服装,654.58,1,654.58,3,微信支付,华中
O000179,U0121,2026-03-25 11:49:27.969896,电子产品,3159.67,1,3159.67,4,支付宝,华东
O000168,U0108,2026-03-25 12:04:07.969896,数码配件,439.01,2,878.02,5,微信支付,西南
O000212,U0089,2026-03-25 12:13:25.969896,图书,71.02,1,71.02,5,微信支付,西南
O000181,U0018,2026-03-25 17:18:52.969896,电子产品,6397.59,3,19192.77,3,信用卡,华北
O000038,U0030,2026-03-26 01:53:58.969896,数码配件,64.96,1,64.96,4,信用卡,华南
O000167,U0091,2026-03-26 06:23:01.969896,美妆,736.33,1,736.33,5,支付宝,华北
O000421,U0127,2026-03-26 12:42:34.969896,母婴,361.64,1,361.64,4,银行卡,华南
O000263,U0128,2026-03-26 18:03:49.969896,母婴,381.59,1,381.59,5,支付宝,华中
O000008,U0072,2026-03-26 21:59:51.969896,电子产品,757.91,2,1515.82,5,支付宝,华北
O000043,U0040,2026-03-26 22:03:59.969896,运动户外,1714.18,1,1714.18,4,信用卡,华中
O000207,U0126,2026-03-27 00:56:04.969896,数码配件,434.89,1,434.89,5,银行卡,华中
O000401,U0055,2026-03-27 01:29:16.969896,食品,108.78,1,108.78,3,微信支付,华北
O000381,U0095,2026-03-27 02:19:37.969896,服装,291.67,1,291.67,4,支付宝,华南
O000048,U0125,2026-03-27 11:34:47.969896,服装,406.8,1,406.8,3,微信支付,华北
O000279,U0086,2026-03-27 11:58:13.969896,数码配件,75.86,3,227.58,5,银行卡,西南
O000294,U0112,2026-03-27 15:15:31.969896,服装,154.25,2,308.5,5,支付宝,华北
O000461,U0113,2026-03-28 02:26:37.969896,母婴,116.29,1,116.29,3,支付宝,西北
O000016,U0012,2026-03-28 02:43:15.969896,家居,446.82,1,446.82,5,银行卡,华北
O000537,U0135,2026-03-28 07:05:30.969896,图书,41.49,2,82.98,3,微信支付,华东
O000449,U0055,2026-03-28 09:53:21.969896,运动户外,1026.3,1,1026.3,5,支付宝,华北
O000552,U0068,2026-03-28 13:00:56.969896,家居,1180.35,1,1180.35,3,微信支付,华中
O000438,U0100,2026-03-29 04:30:15.969896,图书,76.4,4,305.6,5,支付宝,华中
O000149,U0002,2026-03-29 07:39:49.969896,服装,144.47,3,433.41,4,银行卡,华南
O000112,U0027,2026-03-29 12:34:10.969896,运动户外,552.24,1,552.24,4,支付宝,东北
O000600,U0106,2026-03-29 14:26:52.969896,数码配件,255.02,1,255.02,5,支付宝,华中
O000191,U0031,2026-03-29 17:40:48.969896,家电,4158.47,1,4158.47,4,支付宝,西南
O000344,U0006,2026-03-30 04:19:38.969896,电子产品,5382.3,1,5382.3,4,银行卡,华北
O000316,U0011,2026-03-30 08:14:04.969896,美妆,106.37,1,106.37,5,微信支付,华中
O000345,U0063,2026-03-30 12:44:25.969896,食品,25.07,1,25.07,5,支付宝,华南
O000348,U0085,2026-03-30 13:53:01.969896,食品,144.54,1,144.54,5,支付宝,华中
O000532,U0032,2026-03-30 21:14:27.969896,家居,1134.97,2,2269.94,5,支付宝,东北
O000473,U0026,2026-03-30 21:30:07.969896,运动户外,307.53,3,922.59,4,信用卡,华东
O000140,U0131,2026-03-30 22:21:46.969896,母婴,274.27,1,274.27,5,微信支付,华中
O000497,U0052,2026-03-30 23:26:49.969896,电子产品,6792.48,5,33962.4,3,微信支付,华东
O000322,U0076,2026-03-31 20:22:40.969896,运动户外,1209.35,1,1209.35,5,微信支付,华北
O000114,U0061,2026-03-31 22:37:51.969896,食品,291.15,1,291.15,5,支付宝,华中
O000150,U0057,2026-04-01 11:02:34.969896,食品,203.74,3,611.22,4,支付宝,华东
O000463,U0042,2026-04-01 14:11:59.969896,家居,2440.2,1,2440.2,5,支付宝,华东
O000495,U0123,2026-04-01 21:05:40.969896,食品,258.4,1,258.4,5,信用卡,华北
O000143,U0080,2026-04-01 23:26:05.969896,家居,708.73,1,708.73,5,支付宝,华北
O000062,U0063,2026-04-02 07:00:19.969896,母婴,482.54,1,482.54,5,支付宝,华东
O000382,U0147,2026-04-02 07:48:29.969896,家居,2917.44,1,2917.44,4,微信支付,华南
O000459,U0062,2026-04-02 09:15:39.969896,美妆,654.57,2,1309.14,5,支付宝,华南
O000070,U0020,2026-04-02 12:13:17.969896,母婴,334.33,1,334.33,5,微信支付,华中
O000096,U0078,2026-04-02 15:59:42.969896,家电,2667.15,2,5334.3,5,银行卡,东北
O000590,U0077,2026-04-02 16:47:25.969896,母婴,154.63,1,154.63,4,微信支付,华东
O000142,U0086,2026-04-03 00:44:09.969896,服装,131.08,1,131.08,5,支付宝,华中
O000154,U0114,2026-04-03 10:33:47.969896,家电,3865.31,1,3865.31,5,银行卡,西南
O000499,U0132,2026-04-03 11:57:21.969896,图书,113.4,2,226.8,5,微信支付,华南
O000260,U0104,2026-04-03 16:13:35.969896,数码配件,129.48,1,129.48,4,银行卡,东北
O000025,U0015,2026-04-03 17:21:12.969896,家居,926.04,1,926.04,3,支付宝,华南
O000243,U0039,2026-04-03 21:21:48.969896,美妆,699.06,4,2796.24,4,微信支付,华中
O000119,U0090,2026-04-04 00:28:16.969896,美妆,226.07,1,226.07,5,微信支付,华南
O000596,U0098,2026-04-04 01:00:10.969896,食品,101.02,5,505.1,5,银行卡,华南
O000194,U0004,2026-04-04 10:01:56.969896,图书,133.34,1,133.34,4,支付宝,华中
O000579,U0141,2026-04-04 14:52:34.969896,美妆,674.77,2,1349.54,3,微信支付,华中
O000327,U0150,2026-04-04 15:26:00.969896,图书,103.53,2,207.06,5,支付宝,华南
O000372,U0018,2026-04-04 19:17:33.969896,服装,336.2,1,336.2,5,微信支付,华东
O000405,U0129,2026-04-05 05:04:46.969896,数码配件,158.84,4,635.36,5,支付宝,东北
O000108,U0140,2026-04-05 05:37:38.969896,电子产品,2085.86,3,6257.58,4,微信支付,华中
O000164,U0016,2026-04-05 07:28:54.969896,家居,1539.46,2,3078.92,5,支付宝,华东
O000494,U0087,2026-04-05 09:06:04.969896,食品,89.48,1,89.48,5,支付宝,西北
O000337,U0107,2026-04-05 10:00:04.969896,服装,379.98,2,759.96,4,信用卡,华北
O000452,U0130,2026-04-05 11:21:18.969896,数码配件,77.7,1,77.7,3,银行卡,华北
O000095,U0041,2026-04-05 11:57:45.969896,母婴,207.76,1,207.76,5,信用卡,华南
O000346,U0053,2026-04-05 12:21:46.969896,服装,768.91,3,2306.73,5,银行卡,西南
O000455,U0042,2026-04-05 14:55:50.969896,食品,125.42,1,125.42,3,支付宝,华北
O000310,U0076,2026-04-05 16:09:00.969896,电子产品,7391.95,1,7391.95,4,银行卡,华中
O000182,U0064,2026-04-05 16:55:36.969896,家居,1878.89,1,1878.89,5,信用卡,华中
O000145,U0122,2026-04-06 18:50:10.969896,家电,2123.66,1,2123.66,5,银行卡,东北
O000451,U0020,2026-04-06 19:52:01.969896,美妆,431.4,1,431.4,5,银行卡,西南
O000082,U0131,2026-04-06 22:57:01.969896,服装,93.17,3,279.51,5,微信支付,华北
O000515,U0008,2026-04-07 14:18:20.969896,食品,213.33,1,213.33,5,微信支付,华南
O000349,U0001,2026-04-07 21:27:09.969896,美妆,663.02,4,2652.08,4,支付宝,华北
O000199,U0069,2026-04-08 01:07:22.969896,运动户外,657.85,1,657.85,4,支付宝,华北
O000290,U0021,2026-04-08 11:36:47.969896,运动户外,330.96,1,330.96,5,支付宝,华南
O000366,U0026,2026-04-08 16:01:19.969896,服装,297.27,1,297.27,5,支付宝,华南
O000037,U0065,2026-04-08 16:36:09.969896,数码配件,176.19,2,352.38,5,微信支付,华北
O000406,U0019,2026-04-08 17:43:29.969896,图书,98.38,1,98.38,5,信用卡,华南
O000274,U0131,2026-04-08 18:43:35.969896,食品,297.82,2,595.64,5,微信支付,华北
O000017,U0021,2026-04-08 19:51:43.969896,家居,1615.93,1,1615.93,4,支付宝,华中
O000277,U0149,2026-04-08 21:35:41.969896,母婴,299.21,1,299.21,4,微信支付,华北
O000565,U0108,2026-04-08 21:59:57.969896,家居,197.66,1,197.66,5,支付宝,华中
O000559,U0037,2026-04-09 03:48:38.969896,运动户外,682.55,1,682.55,4,信用卡,华北
O000232,U0114,2026-04-09 13:36:44.969896,美妆,625.57,1,625.57,5,支付宝,华东
O000223,U0126,2026-04-09 16:37:52.969896,服装,267.03,2,534.06,5,支付宝,华中
O000117,U0028,2026-04-09 17:35:40.969896,图书,57.52,1,57.52,5,微信支付,华东
O000300,U0021,2026-04-10 06:06:45.969896,家电,400.03,1,400.03,3,支付宝,华东
O000376,U0106,2026-04-10 07:35:00.969896,运动户外,260.21,2,520.42,5,银行卡,华北
O000568,U0120,2026-04-11 03:25:06.969896,母婴,499.5,2,999.0,4,银行卡,西北
O000027,U0055,2026-04-11 03:38:30.969896,家电,3426.25,2,6852.5,5,支付宝,华中
O000200,U0023,2026-04-11 08:35:52.969896,美妆,65.22,4,260.88,5,微信支付,华东
O000265,U0074,2026-04-11 09:49:57.969896,母婴,494.5,1,494.5,4,微信支付,华中
O000540,U0089,2026-04-11 12:15:25.969896,食品,123.4,4,493.6,4,微信支付,华北
O000453,U0010,2026-04-11 14:41:11.969896,运动户外,748.34,1,748.34,3,微信支付,西北
O000099,U0068,2026-04-11 20:04:54.969896,服装,171.64,2,343.28,4,支付宝,华南
