order_id,user_id,order_date,category,amount,quantity,rating,payment_method,region,total_amount
ORD000317,U0017,2024-03-05,食品饮料,231.43,2,3,微信支付,西南,462.86
ORD000318,U0084,2024-03-05,电子产品,3190.24,1,4,银行卡,西北,3190.24
ORD000319,U0069,2024-03-05,图书文具,89.16,1,5,微信支付,东北,89.16
ORD000320,U0034,2024-03-05,运动户外,1217.86,1,5,信用卡,东北,1217.86
ORD000321,U0006,2024-03-05,母婴用品,73.05,1,4,信用卡,西南,73.05
ORD000322,U0053,2024-03-05,美妆护肤,1285.68,3,3,支付宝,西南,3857.04
ORD000323,U0126,2024-03-05,家居用品,125.56,1,4,支付宝,华北,125.56
ORD000324,U0043,2024-03-06,服装鞋帽,678.23,1,3,支付宝,西北,678.23
ORD000325,U0115,2024-03-06,运动户外,2332.39,2,5,支付宝,西南,4664.78
ORD000326,U0111,2024-03-06,运动户外,1851.27,2,5,货到付款,华中,3702.54
ORD000327,U0080,2024-03-07,食品饮料,144.29,2,5,微信支付,东北,288.58
ORD000328,U0095,2024-03-07,图书文具,83.27,1,5,支付宝,华南,83.27
ORD000329,U0118,2024-03-08,母婴用品,34.93,1,1,银行卡,东北,34.93
ORD000330,U0144,2024-03-08,母婴用品,704.84,1,5,微信支付,华东,704.84
ORD000331,U0008,2024-03-08,电子产品,485.39,1,5,支付宝,东北,485.39
ORD000332,U0132,2024-03-08,电子产品,4307.56,2,1,微信支付,华北,8615.12
ORD000333,U0104,2024-03-08,家居用品,2887.12,3,5,微信支付,西北,8661.36
ORD000334,U0132,2024-03-09,食品饮料,59.19,2,3,银行卡,西南,118.38
ORD000335,U0025,2024-03-09,运动户外,2241.48,3,4,支付宝,西北,6724.4400000000005
ORD000336,U0096,2024-03-09,母婴用品,991.73,1,5,支付宝,西南,991.73
ORD000337,U0093,2024-03-09,美妆护肤,139.2,2,4,微信支付,东北,278.4
ORD000338,U0061,2024-03-09,食品饮料,442.04,1,2,支付宝,华南,442.04
ORD000339,U0122,2024-03-09,家居用品,1557.92,2,4,微信支付,华南,3115.84
ORD000340,U0051,2024-03-09,家居用品,2721.41,1,4,微信支付,华北,2721.41
ORD000341,U0147,2024-03-10,食品饮料,287.8,1,5,微信支付,华东,287.8
ORD000342,U0021,2024-03-10,家居用品,1993.09,1,4,信用卡,东北,1993.09
ORD000343,U0005,2024-03-10,食品饮料,274.17,4,3,微信支付,西南,1096.68
ORD000344,U0092,2024-03-10,服装鞋帽,1733.05,1,5,支付宝,东北,1733.05
ORD000345,U0061,2024-03-10,食品饮料,368.29,1,4,微信支付,华北,368.29
ORD000346,U0022,2024-03-10,图书文具,161.17,1,4,银行卡,华中,161.17
ORD000347,U0149,2024-03-10,食品饮料,434.74,3,4,银行卡,华中,1304.22
ORD000348,U0070,2024-03-10,家居用品,750.95,2,5,支付宝,华北,1501.9
ORD000349,U0001,2024-03-10,母婴用品,182.62,2,4,货到付款,西南,365.24
ORD000350,U0133,2024-03-11,图书文具,56.52,1,4,微信支付,西北,56.52
ORD000351,U0012,2024-03-11,家居用品,1015.35,2,2,支付宝,华北,2030.7
ORD000352,U0090,2024-03-11,电子产品,1985.65,1,2,支付宝,西南,1985.65
ORD000353,U0046,2024-03-11,电子产品,7447.71,3,3,支付宝,华南,22343.13
ORD000354,U0034,2024-03-11,母婴用品,132.66,2,3,信用卡,华北,265.32
ORD000355,U0078,2024-03-11,母婴用品,708.02,1,4,支付宝,西南,708.02
ORD000356,U0045,2024-03-11,图书文具,64.87,1,5,支付宝,华北,64.87
ORD000357,U0073,2024-03-11,服装鞋帽,1766.83,1,4,信用卡,华北,1766.83
ORD000358,U0026,2024-03-11,母婴用品,962.48,1,5,支付宝,西北,962.48
ORD000359,U0047,2024-03-12,电子产品,3777.21,1,5,支付宝,西北,3777.21
ORD000360,U0121,2024-03-12,食品饮料,440.14,2,5,支付宝,西南,880.28
ORD000361,U0056,2024-03-12,家居用品,35.33,1,4,支付宝,西南,35.33
ORD000362,U0094,2024-03-12,电子产品,6577.58,1,4,支付宝,华东,6577.58
ORD000363,U0107,2024-03-12,电子产品,1906.14,1,4,微信支付,华北,1906.14
ORD000364,U0063,2024-03-12,服装鞋帽,1820.14,1,2,支付宝,华中,1820.14
ORD000365,U0048,2024-03-13,图书文具,10.32,3,4,支付宝,华北,30.96
ORD000366,U0061,2024-03-13,图书文具,171.29,1,5,银行卡,华北,171.29
ORD000367,U0081,2024-03-13,运动户外,1903.76,2,5,微信支付,西南,3807.52
ORD000368,U0026,2024-03-13,服装鞋帽,539.62,3,3,微信支付,华北,1618.8600000000001
ORD000369,U0036,2024-03-13,食品饮料,100.6,2,4,微信支付,东北,201.2
ORD000370,U0001,2024-03-14,图书文具,34.39,3,5,支付宝,华北,103.17
ORD000371,U0008,2024-03-14,家居用品,992.77,1,2,微信支付,东北,992.77
ORD000372,U0113,2024-03-14,母婴用品,573.05,4,4,微信支付,西北,2292.2
ORD000373,U0099,2024-03-15,服装鞋帽,258.21,1,5,微信支付,华中,258.21
ORD000374,U0047,2024-03-15,母婴用品,395.39,1,4,信用卡,西南,395.39
ORD000375,U0127,2024-03-15,电子产品,171.67,2,2,支付宝,华北,343.34
ORD000376,U0056,2024-03-15,家居用品,2459.66,4,4,银行卡,东北,9838.64
ORD000377,U0014,2024-03-15,家居用品,402.78,3,5,支付宝,东北,1208.34
ORD000378,U0028,2024-03-15,电子产品,2338.41,1,4,银行卡,西北,2338.41
ORD000379,U0078,2024-03-15,服装鞋帽,66.3,1,3,微信支付,东北,66.3
ORD000380,U0130,2024-03-16,电子产品,3514.7,4,4,信用卡,华南,14058.8
ORD000381,U0109,2024-03-16,母婴用品,844.92,1,4,支付宝,华东,844.92
ORD000382,U0014,2024-03-16,运动户外,1010.77,3,4,微信支付,华中,3032.31
ORD000383,U0056,2024-03-16,家居用品,554.9,3,5,微信支付,西北,1664.6999999999998
ORD000384,U0115,2024-03-17,美妆护肤,1142.86,1,2,银行卡,西北,1142.86
ORD000385,U0007,2024-03-17,美妆护肤,1193.77,1,5,微信支付,华北,1193.77
ORD000386,U0003,2024-03-17,母婴用品,198.54,1,1,微信支付,华南,198.54
ORD000387,U0111,2024-03-17,食品饮料,386.57,1,4,微信支付,华北,386.57
ORD000388,U0107,2024-03-17,图书文具,284.72,3,1,支付宝,华北,854.1600000000001
ORD000389,U0018,2024-03-18,电子产品,1414.38,1,4,微信支付,西南,1414.38
ORD000390,U0038,2024-03-18,电子产品,6190.78,3,4,支付宝,西南,18572.34
ORD000391,U0115,2024-03-18,食品饮料,355.74,1,4,货到付款,西南,355.74
ORD000392,U0015,2024-03-18,食品饮料,239.42,5,3,银行卡,华南,1197.1
ORD000393,U0119,2024-03-18,母婴用品,86.18,1,4,货到付款,华北,86.18
ORD000394,U0028,2024-03-18,母婴用品,102.45,1,1,支付宝,华东,102.45
ORD000395,U0039,2024-03-19,食品饮料,426.95,1,5,信用卡,华中,426.95
ORD000396,U0017,2024-03-20,家居用品,2970.64,2,5,信用卡,西南,5941.28
ORD000397,U0086,2024-03-20,母婴用品,685.77,2,3,微信支付,西南,1371.54
ORD000398,U0126,2024-03-20,运动户外,1142.6,3,4,微信支付,西北,3427.7999999999997
ORD000399,U0044,2024-03-21,母婴用品,658.15,1,4,支付宝,华北,658.15
ORD000400,U0025,2024-03-21,电子产品,4795.73,1,1,信用卡,华北,4795.73
ORD000401,U0145,2024-03-21,母婴用品,402.1,2,4,微信支付,华南,804.2
ORD000402,U0013,2024-03-21,家居用品,215.57,1,5,支付宝,华南,215.57
ORD000403,U0025,2024-03-22,食品饮料,411.65,1,4,支付宝,西南,411.65
ORD000404,U0068,2024-03-22,电子产品,3037.48,5,2,信用卡,华北,15187.4
ORD000405,U0138,2024-03-22,母婴用品,824.22,5,5,信用卡,华东,4121.1
ORD000406,U0067,2024-03-22,家居用品,772.48,4,4,货到付款,华中,3089.92
ORD000407,U0109,2024-03-22,运动户外,52.52,3,5,微信支付,华北,157.56
ORD000408,U0146,2024-03-22,母婴用品,184.17,1,4,支付宝,西北,184.17
ORD000409,U0111,2024-03-22,家居用品,1416.25,1,4,支付宝,华北,1416.25
ORD000410,U0111,2024-03-22,运动户外,2363.54,2,2,支付宝,东北,4727.08
ORD000411,U0034,2024-03-23,食品饮料,55.59,3,3,支付宝,华南,166.77
ORD000412,U0111,2024-03-23,母婴用品,858.58,1,5,微信支付,西北,858.58
ORD000413,U0008,2024-03-23,运动户外,1341.21,1,3,支付宝,华中,1341.21
ORD000414,U0113,2024-03-23,电子产品,6624.77,1,5,微信支付,西南,6624.77
ORD000415,U0083,2024-03-23,食品饮料,152.7,2,4,信用卡,西北,305.4
ORD000416,U0042,2024-03-24,电子产品,6735.58,3,2,微信支付,华北,20206.739999999998
ORD000417,U0101,2024-03-24,美妆护肤,1170.59,3,2,信用卡,西南,3511.7699999999995
ORD000418,U0006,2024-03-24,服装鞋帽,483.21,1,3,微信支付,华北,483.21
ORD000419,U0026,2024-03-24,母婴用品,157.4,5,5,支付宝,西南,787.0
ORD000420,U0064,2024-03-24,运动户外,2176.73,2,4,微信支付,华中,4353.46
ORD000421,U0059,2024-03-24,服装鞋帽,1927.58,1,4,支付宝,华南,1927.58
ORD000422,U0109,2024-03-25,服装鞋帽,91.67,1,3,支付宝,华中,91.67
ORD000423,U0121,2024-03-25,运动户外,1841.61,1,2,微信支付,东北,1841.61
ORD000424,U0033,2024-03-25,食品饮料,455.21,1,4,支付宝,华东,455.21
ORD000425,U0150,2024-03-25,母婴用品,861.64,4,2,支付宝,华南,3446.56
ORD000426,U0021,2024-03-25,美妆护肤,1448.55,1,5,微信支付,华中,1448.55
ORD000427,U0070,2024-03-25,电子产品,6104.74,3,4,货到付款,东北,18314.22
ORD000428,U0112,2024-03-26,家居用品,1338.05,1,4,银行卡,华东,1338.05
ORD000429,U0004,2024-03-26,电子产品,2564.42,1,4,银行卡,东北,2564.42
ORD000430,U0094,2024-03-26,家居用品,975.81,1,4,支付宝,华北,975.81
ORD000431,U0075,2024-03-26,电子产品,5822.94,1,5,银行卡,华北,5822.94
ORD000432,U0062,2024-03-26,运动户外,1877.3,1,4,银行卡,西南,1877.3
ORD000433,U0094,2024-03-26,美妆护肤,340.52,4,2,微信支付,华南,1362.08
ORD000434,U0095,2024-03-26,母婴用品,872.08,2,4,货到付款,华北,1744.16
ORD000435,U0055,2024-03-27,家居用品,2150.47,2,3,支付宝,西北,4300.94
ORD000436,U0137,2024-03-27,母婴用品,575.87,1,1,信用卡,东北,575.87
ORD000437,U0131,2024-03-27,母婴用品,487.39,1,5,信用卡,华南,487.39
ORD000438,U0031,2024-03-28,母婴用品,556.94,1,5,支付宝,西北,556.94
ORD000439,U0040,2024-03-28,图书文具,56.18,2,5,微信支付,华北,112.36
ORD000440,U0036,2024-03-28,食品饮料,105.83,1,4,货到付款,西南,105.83
ORD000441,U0006,2024-03-28,电子产品,820.2,1,4,支付宝,华中,820.2
ORD000442,U0066,2024-03-28,母婴用品,179.05,2,3,微信支付,西南,358.1
ORD000443,U0075,2024-03-28,电子产品,3684.18,1,3,货到付款,西北,3684.18
ORD000444,U0004,2024-03-28,母婴用品,544.44,1,5,微信支付,华东,544.44
ORD000445,U0079,2024-03-29,家居用品,73.23,1,4,支付宝,华北,73.23
ORD000446,U0134,2024-03-29,食品饮料,399.41,4,5,微信支付,西北,1597.64
ORD000447,U0118,2024-03-29,食品饮料,150.61,2,5,支付宝,华东,301.22
ORD000448,U0113,2024-03-30,运动户外,2284.0,1,3,微信支付,华东,2284.0
ORD000449,U0094,2024-03-30,图书文具,290.58,1,4,支付宝,东北,290.58
ORD000450,U0062,2024-03-30,运动户外,504.37,5,4,微信支付,华南,2521.85
ORD000451,U0079,2024-03-30,运动户外,1182.14,2,3,微信支付,东北,2364.28
ORD000452,U0136,2024-03-31,运动户外,53.02,1,5,银行卡,华北,53.02
ORD000453,U0026,2024-03-31,运动户外,1515.9,3,4,微信支付,华东,4547.700000000001
ORD000454,U0044,2024-03-31,运动户外,1537.9,1,3,微信支付,西北,1537.9
ORD000455,U0133,2024-03-31,美妆护肤,408.93,2,4,微信支付,华中,817.86
ORD000456,U0070,2024-04-01,食品饮料,281.41,2,5,支付宝,华东,562.82
ORD000457,U0118,2024-04-01,运动户外,602.57,1,3,微信支付,西北,602.57
ORD000458,U0068,2024-04-01,母婴用品,186.0,5,5,支付宝,华中,930.0
ORD000459,U0019,2024-04-01,食品饮料,327.5,2,3,信用卡,东北,655.0
ORD000460,U0020,2024-04-01,食品饮料,166.33,2,5,支付宝,东北,332.66
ORD000461,U0113,2024-04-01,服装鞋帽,1192.82,1,5,微信支付,华南,1192.82
ORD000462,U0140,2024-04-02,美妆护肤,678.21,1,3,微信支付,西北,678.21
ORD000463,U0047,2024-04-02,运动户外,2461.66,1,3,微信支付,华东,2461.66
ORD000464,U0001,2024-04-02,电子产品,1281.69,3,5,支付宝,西南,3845.07
ORD000465,U0090,2024-04-02,家居用品,1404.5,1,4,微信支付,东北,1404.5
ORD000466,U0142,2024-04-03,图书文具,207.33,2,5,微信支付,东北,414.66
ORD000467,U0064,2024-04-03,母婴用品,413.68,2,2,银行卡,华南,827.36
ORD000468,U0038,2024-04-03,电子产品,7800.13,1,5,微信支付,华中,7800.13
ORD000469,U0037,2024-04-03,美妆护肤,1096.74,2,5,微信支付,华南,2193.48
ORD000470,U0126,2024-04-03,家居用品,1977.81,1,5,微信支付,华东,1977.81
ORD000471,U0139,2024-04-03,美妆护肤,1147.74,4,2,微信支付,西北,4590.96
ORD000472,U0100,2024-04-03,母婴用品,954.07,1,4,微信支付,华北,954.07
ORD000473,U0077,2024-04-04,食品饮料,454.37,1,4,微信支付,华北,454.37
ORD000474,U0003,2024-04-04,家居用品,2178.37,1,4,支付宝,西北,2178.37
ORD000475,U0134,2024-04-04,食品饮料,375.84,1,4,支付宝,华中,375.84
ORD000476,U0010,2024-04-04,母婴用品,171.54,3,1,支付宝,东北,514.62
ORD000477,U0005,2024-04-04,电子产品,912.06,2,5,支付宝,华中,1824.12
ORD000478,U0138,2024-04-05,母婴用品,583.78,2,4,微信支付,东北,1167.56
ORD000479,U0130,2024-04-05,电子产品,245.1,1,2,微信支付,东北,245.1
ORD000480,U0013,2024-04-05,家居用品,1457.42,1,4,支付宝,华北,1457.42
ORD000481,U0130,2024-04-05,家居用品,646.84,1,4,信用卡,华中,646.84
ORD000482,U0084,2024-04-06,运动户外,897.74,2,1,支付宝,华南,1795.48
ORD000483,U0065,2024-04-06,美妆护肤,1174.92,3,5,银行卡,东北,3524.76
ORD000484,U0063,2024-04-06,运动户外,2356.03,1,5,微信支付,西南,2356.03
ORD000485,U0101,2024-04-06,美妆护肤,155.0,1,4,微信支付,西南,155.0
ORD000486,U0073,2024-04-06,运动户外,1358.89,2,2,支付宝,华南,2717.78
ORD000487,U0017,2024-04-07,食品饮料,441.85,3,5,微信支付,西南,1325.5500000000002
ORD000488,U0009,2024-04-07,家居用品,265.88,2,4,微信支付,华东,531.76
ORD000489,U0143,2024-04-07,电子产品,6613.66,3,3,信用卡,东北,19840.98
ORD000490,U0038,2024-04-07,美妆护肤,568.81,1,4,微信支付,华南,568.81
ORD000491,U0094,2024-04-07,母婴用品,342.43,1,4,信用卡,华中,342.43
ORD000492,U0095,2024-04-08,美妆护肤,1467.33,3,4,支付宝,东北,4401.99
ORD000493,U0049,2024-04-08,电子产品,1686.79,2,4,银行卡,华南,3373.58
ORD000494,U0069,2024-04-08,运动户外,1748.33,1,4,微信支付,华北,1748.33
ORD000495,U0062,2024-04-08,美妆护肤,1241.09,2,5,银行卡,华中,2482.18
ORD000496,U0078,2024-04-08,图书文具,21.94,3,4,支付宝,华北,65.82000000000001
ORD000497,U0117,2024-04-09,食品饮料,336.84,2,5,微信支付,东北,673.68
ORD000498,U0120,2024-04-09,家居用品,2855.62,2,5,微信支付,华中,5711.24
ORD000499,U0137,2024-04-09,电子产品,1081.34,1,4,银行卡,西南,1081.34
ORD000500,U0076,2024-04-10,家居用品,2690.74,2,4,支付宝,华南,5381.48
ORD000501,U0035,2024-04-10,图书文具,182.49,2,4,信用卡,东北,364.98
ORD000502,U0001,2024-04-10,美妆护肤,944.08,3,4,支付宝,华东,2832.2400000000002
ORD000503,U0040,2024-04-10,美妆护肤,938.77,3,5,信用卡,华中,2816.31
ORD000504,U0064,2024-04-11,母婴用品,319.87,3,4,信用卡,华中,959.61
ORD000505,U0150,2024-04-11,图书文具,281.21,1,5,信用卡,西北,281.21
ORD000506,U0060,2024-04-12,电子产品,7584.07,2,2,微信支付,东北,15168.14
ORD000507,U0064,2024-04-13,母婴用品,636.55,3,1,微信支付,东北,1909.6499999999999
ORD000508,U0093,2024-04-13,食品饮料,392.79,2,4,货到付款,华北,785.58
ORD000509,U0072,2024-04-13,母婴用品,623.89,3,3,支付宝,西北,1871.67
ORD000510,U0011,2024-04-13,服装鞋帽,984.26,3,3,微信支付,西南,2952.7799999999997
ORD000511,U0105,2024-04-13,电子产品,5320.48,1,3,微信支付,华北,5320.48
ORD000512,U0014,2024-04-13,服装鞋帽,1119.41,2,3,银行卡,西北,2238.82
ORD000513,U0060,2024-04-13,图书文具,183.27,1,1,支付宝,华北,183.27
ORD000514,U0030,2024-04-13,运动户外,1970.39,1,5,微信支付,西南,1970.39
ORD000515,U0035,2024-04-14,服装鞋帽,977.38,2,3,信用卡,西北,1954.76
ORD000516,U0005,2024-04-14,食品饮料,25.17,3,5,支付宝,西北,75.51
ORD000517,U0083,2024-04-15,母婴用品,189.08,1,5,信用卡,华东,189.08
ORD000518,U0123,2024-04-16,运动户外,1124.59,1,5,支付宝,华北,1124.59
ORD000519,U0078,2024-04-16,母婴用品,733.08,2,1,微信支付,华北,1466.16
ORD000520,U0062,2024-04-16,服装鞋帽,1198.76,1,5,支付宝,华中,1198.76
ORD000521,U0132,2024-04-16,母婴用品,660.79,1,4,支付宝,西南,660.79
ORD000522,U0089,2024-04-16,图书文具,148.99,1,4,信用卡,华南,148.99
ORD000523,U0042,2024-04-16,运动户外,1558.57,1,4,微信支付,华东,1558.57
ORD000524,U0089,2024-04-17,图书文具,105.42,1,5,微信支付,西北,105.42
ORD000525,U0146,2024-04-17,服装鞋帽,956.26,1,3,支付宝,西北,956.26
ORD000526,U0040,2024-04-17,图书文具,225.84,1,5,微信支付,西北,225.84
ORD000527,U0072,2024-04-18,食品饮料,436.56,3,4,微信支付,华东,1309.68
ORD000528,U0039,2024-04-18,服装鞋帽,884.3,2,5,微信支付,西北,1768.6
ORD000529,U0104,2024-04-18,服装鞋帽,116.01,2,5,支付宝,西北,232.02
ORD000530,U0014,2024-04-18,服装鞋帽,348.49,1,3,信用卡,西南,348.49
ORD000531,U0032,2024-04-19,电子产品,264.8,1,5,微信支付,东北,264.8
ORD000532,U0125,2024-04-19,母婴用品,663.67,2,2,微信支付,东北,1327.34
ORD000533,U0097,2024-04-19,电子产品,2725.29,1,1,支付宝,华中,2725.29
ORD000534,U0023,2024-04-19,电子产品,4385.58,1,1,银行卡,华中,4385.58
ORD000535,U0063,2024-04-20,食品饮料,249.17,2,3,微信支付,西北,498.34
ORD000536,U0143,2024-04-20,运动户外,249.74,2,4,微信支付,西南,499.48
ORD000537,U0145,2024-04-20,母婴用品,421.16,1,2,支付宝,西北,421.16
ORD000538,U0053,2024-04-20,图书文具,73.96,1,1,货到付款,华中,73.96
ORD000539,U0104,2024-04-20,美妆护肤,656.68,2,5,支付宝,华东,1313.36
ORD000540,U0104,2024-04-20,服装鞋帽,431.05,1,5,银行卡,华东,431.05
ORD000541,U0039,2024-04-20,图书文具,253.73,2,5,微信支付,华南,507.46
ORD000542,U0134,2024-04-20,服装鞋帽,373.16,2,5,支付宝,东北,746.32
ORD000543,U0067,2024-04-20,食品饮料,480.59,5,5,银行卡,西南,2402.95
ORD000544,U0135,2024-04-20,服装鞋帽,849.34,1,2,支付宝,华北,849.34
ORD000545,U0042,2024-04-20,电子产品,6785.34,3,4,信用卡,东北,20356.02
ORD000546,U0015,2024-04-21,母婴用品,639.9,2,5,信用卡,华北,1279.8
ORD000547,U0111,2024-04-21,美妆护肤,1116.26,1,3,信用卡,华南,1116.26
ORD000548,U0033,2024-04-21,家居用品,2307.82,1,4,支付宝,华南,2307.82
ORD000549,U0038,2024-04-21,服装鞋帽,1024.54,2,1,银行卡,西北,2049.08
ORD000550,U0097,2024-04-22,图书文具,167.56,1,3,微信支付,华中,167.56
ORD000551,U0033,2024-04-22,电子产品,4160.57,1,4,信用卡,华南,4160.57
ORD000552,U0086,2024-04-22,家居用品,1772.41,1,4,微信支付,华南,1772.41
ORD000553,U0066,2024-04-22,美妆护肤,92.62,3,4,信用卡,华北,277.86
ORD000554,U0010,2024-04-22,家居用品,1198.64,3,4,微信支付,华中,3595.92
ORD000555,U0005,2024-04-22,电子产品,4888.89,2,1,微信支付,华南,9777.78
ORD000556,U0123,2024-04-22,母婴用品,609.79,1,2,支付宝,东北,609.79
ORD000557,U0074,2024-04-22,母婴用品,799.17,1,5,银行卡,华南,799.17
ORD000558,U0097,2024-04-23,运动户外,1654.77,2,4,微信支付,华中,3309.54
ORD000559,U0118,2024-04-23,母婴用品,992.37,1,2,微信支付,西北,992.37
ORD000560,U0038,2024-04-23,运动户外,745.44,1,5,银行卡,西南,745.44
ORD000561,U0141,2024-04-23,家居用品,1090.27,2,3,微信支付,华中,2180.54
ORD000562,U0047,2024-04-23,食品饮料,195.0,5,4,支付宝,华北,975.0
ORD000563,U0109,2024-04-23,图书文具,145.09,2,2,微信支付,西南,290.18
ORD000564,U0015,2024-04-23,图书文具,252.44,2,5,微信支付,东北,504.88
ORD000565,U0136,2024-04-24,家居用品,722.66,4,4,微信支付,华东,2890.64
ORD000566,U0005,2024-04-24,服装鞋帽,1558.72,1,3,支付宝,华中,1558.72
ORD000567,U0047,2024-04-25,服装鞋帽,828.46,2,5,支付宝,西北,1656.92
ORD000568,U0068,2024-04-25,母婴用品,613.8,5,4,支付宝,华北,3069.0
ORD000569,U0076,2024-04-25,图书文具,193.44,1,3,银行卡,东北,193.44
ORD000570,U0130,2024-04-25,图书文具,118.13,2,3,支付宝,西南,236.26
ORD000571,U0095,2024-04-25,运动户外,1305.91,2,3,微信支付,东北,2611.82
ORD000572,U0115,2024-04-25,食品饮料,209.45,2,1,信用卡,华中,418.9
ORD000573,U0036,2024-04-25,电子产品,646.15,2,4,支付宝,华南,1292.3
ORD000574,U0026,2024-04-26,服装鞋帽,891.22,4,5,微信支付,西北,3564.88
ORD000575,U0043,2024-04-26,图书文具,38.24,3,4,银行卡,华中,114.72
ORD000576,U0027,2024-04-26,运动户外,1042.3,1,3,信用卡,华东,1042.3
ORD000577,U0069,2024-04-27,美妆护肤,909.73,3,1,银行卡,华中,2729.19
ORD000578,U0148,2024-04-27,运动户外,1469.57,1,3,银行卡,西南,1469.57
ORD000579,U0011,2024-04-27,服装鞋帽,1335.36,1,4,信用卡,西南,1335.36
ORD000580,U0074,2024-04-28,服装鞋帽,217.67,1,5,微信支付,华中,217.67
ORD000581,U0104,2024-04-28,运动户外,1647.7,1,3,信用卡,西南,1647.7
ORD000582,U0038,2024-04-28,电子产品,2565.97,1,5,支付宝,华南,2565.97
ORD000583,U0134,2024-04-28,家居用品,1209.16,4,5,信用卡,东北,4836.64
ORD000584,U0023,2024-04-28,服装鞋帽,1720.23,2,4,微信支付,华中,3440.46
ORD000585,U0047,2024-04-28,运动户外,72.12,2,5,微信支付,西北,144.24
ORD000586,U0090,2024-04-28,图书文具,180.64,1,4,支付宝,华南,180.64
ORD000587,U0046,2024-04-28,运动户外,1516.85,4,4,银行卡,东北,6067.4
ORD000588,U0107,2024-04-28,食品饮料,201.35,4,4,支付宝,西北,805.4
ORD000589,U0140,2024-04-29,家居用品,726.34,3,4,信用卡,西北,2179.02
ORD000590,U0141,2024-04-29,美妆护肤,390.28,1,3,信用卡,西北,390.28
ORD000591,U0104,2024-04-29,电子产品,7081.31,1,3,支付宝,东北,7081.31
ORD000592,U0111,2024-04-29,母婴用品,458.76,1,3,信用卡,华南,458.76
ORD000593,U0104,2024-04-29,美妆护肤,529.79,1,4,银行卡,西北,529.79
ORD000594,U0060,2024-04-29,家居用品,1357.36,1,2,微信支付,西北,1357.36
ORD000595,U0100,2024-04-29,家居用品,2014.78,4,5,微信支付,华北,8059.12
ORD000596,U0068,2024-04-30,家居用品,454.35,1,5,支付宝,华中,454.35
ORD000597,U0133,2024-04-30,美妆护肤,701.68,1,4,支付宝,东北,701.68
ORD000598,U0120,2024-04-30,图书文具,180.49,1,3,支付宝,东北,180.49
ORD000599,U0037,2024-04-30,家居用品,2846.78,1,5,信用卡,西南,2846.78
ORD000600,U0072,2024-04-30,运动户外,668.69,1,5,支付宝,东北,668.69
