用户ID,订单时间,商品类别,单价,数量,订单金额,评分,支付方式,日期,月份,星期,小时
USER_0299,2023-03-02 19:31:09,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-03-02,2023-03,Thursday,19
USER_0459,2023-02-28 13:50:53,食品饮料,69.43,3,208.29,4.0,支付宝,2023-02-28,2023-02,Tuesday,13
USER_0415,2023-03-19 16:49:48,美妆护肤,38.69,3,116.07,5.0,支付宝,2023-03-19,2023-03,Sunday,16
USER_0515,2023-03-21 13:20:09,服装鞋帽,102.0,3,306.0,4.0,支付宝,2023-03-21,2023-03,Tuesday,13
USER_0074,2023-03-02 19:24:19,食品饮料,175.0,2,350.0,4.0,支付宝,2023-03-02,2023-03,Thursday,19
USER_0191,2023-02-28 13:50:20,图书音像,136.91,4,547.64,5.0,银行卡,2023-02-28,2023-02,Tuesday,13
USER_0014,2023-03-16 19:17:26,家居用品,391.93,5,1959.65,5.0,微信支付,2023-03-16,2023-03,Thursday,19
USER_0343,2023-02-10 19:24:40,电子产品,2294.88875,4,6641.0175,5.0,支付宝,2023-02-10,2023-02,Friday,19
USER_0406,2023-03-27 10:46:16,美妆护肤,101.47,1,101.47,1.0,微信支付,2023-03-27,2023-03,Monday,10
USER_0043,2023-03-20 20:39:53,家居用品,912.91,2,1825.82,4.0,支付宝,2023-03-20,2023-03,Monday,20
USER_0438,2023-01-26 19:07:43,服装鞋帽,88.99,2,177.98,1.0,支付宝,2023-01-26,2023-01,Thursday,19
USER_0340,2023-04-26 15:15:45,家居用品,234.89,3,704.67,5.0,微信支付,2023-04-26,2023-04,Wednesday,15
USER_0088,2023-03-14 11:50:19,电子产品,2294.88875,1,1110.13,4.0,支付宝,2023-03-14,2023-03,Tuesday,11
USER_0366,2023-01-20 20:38:52,图书音像,167.06,5,835.3,5.0,支付宝,2023-01-20,2023-01,Friday,20
USER_0523,2023-04-08 10:06:43,电子产品,2294.88875,2,4854.52,2.0,支付宝,2023-04-08,2023-04,Saturday,10
USER_0485,2023-03-25 11:36:56,图书音像,99.15,3,297.45,3.0,支付宝,2023-03-25,2023-03,Saturday,11
USER_0093,2023-04-04 16:59:09,服装鞋帽,316.49,4,1265.96,4.0,支付宝,2023-04-04,2023-04,Tuesday,16
USER_0086,2023-01-04 10:37:23,电子产品,505.41,3,1516.23,4.0,微信支付,2023-01-04,2023-01,Wednesday,10
USER_0096,2023-03-03 13:37:09,食品饮料,37.37,4,149.48,4.0,支付宝,2023-03-03,2023-03,Friday,13
USER_0145,2023-03-06 15:30:30,服装鞋帽,586.39,2,1172.78,3.0,支付宝,2023-03-06,2023-03,Monday,15
USER_0089,2023-02-17 10:50:11,美妆护肤,433.86,5,2169.3,3.0,银行卡,2023-02-17,2023-02,Friday,10
USER_0393,2023-02-09 12:25:26,食品饮料,99.46,4,397.84,4.0,支付宝,2023-02-09,2023-02,Thursday,12
USER_0211,2023-03-01 15:56:34,美妆护肤,79.15,3,237.45,4.0,微信支付,2023-03-01,2023-03,Wednesday,15
USER_0488,2023-01-13 21:16:48,电子产品,2294.88875,2,5763.72,4.0,微信支付,2023-01-13,2023-01,Friday,21
USER_0310,2023-01-04 20:38:07,服装鞋帽,546.25,4,2185.0,3.0,支付宝,2023-01-04,2023-01,Wednesday,20
USER_0451,2023-01-28 11:44:53,美妆护肤,157.14,1,157.14,5.0,微信支付,2023-01-28,2023-01,Saturday,11
USER_0544,2023-04-09 18:02:58,服装鞋帽,597.1,5,2985.5,4.0,支付宝,2023-04-09,2023-04,Sunday,18
USER_0345,2023-02-10 13:57:19,电子产品,1389.91,2,2779.82,1.0,微信支付,2023-02-10,2023-02,Friday,13
USER_0276,2023-04-26 21:16:53,服装鞋帽,465.75,2,931.5,3.0,支付宝,2023-04-26,2023-04,Wednesday,21
USER_0109,2023-01-23 16:07:58,电子产品,2294.88875,1,4551.33,4.0,微信支付,2023-01-23,2023-01,Monday,16
USER_0272,2023-04-29 10:53:17,食品饮料,143.78,2,1110.13,5.0,支付宝,2023-04-29,2023-04,Saturday,10
USER_0094,2023-03-23 21:42:20,美妆护肤,41.82,3,125.46,4.0,微信支付,2023-03-23,2023-03,Thursday,21
USER_0201,2023-02-21 18:43:30,电子产品,2294.88875,1,3168.98,3.0,支付宝,2023-02-21,2023-02,Tuesday,18
USER_0367,2023-01-01 20:34:10,服装鞋帽,228.11,1,228.11,1.0,微信支付,2023-01-01,2023-01,Sunday,20
USER_0072,2023-01-27 20:00:42,美妆护肤,208.2,3,624.6,5.0,微信支付,2023-01-27,2023-01,Friday,20
USER_0481,2023-02-01 18:28:20,食品饮料,186.54,2,373.08,4.0,支付宝,2023-02-01,2023-02,Wednesday,18
USER_0493,2023-03-05 11:53:07,美妆护肤,132.52,1,132.52,3.0,支付宝,2023-03-05,2023-03,Sunday,11
USER_0450,2023-03-04 16:18:38,服装鞋帽,508.6,4,2034.4,4.0,微信支付,2023-03-04,2023-03,Saturday,16
USER_0119,2023-02-06 11:51:03,服装鞋帽,734.7,5,3673.5,3.0,支付宝,2023-02-06,2023-02,Monday,11
USER_0288,2023-03-22 17:35:54,服装鞋帽,645.86,3,1937.58,3.0,微信支付,2023-03-22,2023-03,Wednesday,17
USER_0210,2023-02-17 16:32:11,电子产品,1925.29,4,6641.0175,5.0,支付宝,2023-02-17,2023-02,Friday,16
USER_0367,2023-01-16 16:11:30,电子产品,2294.88875,2,6641.0175,4.0,支付宝,2023-01-16,2023-01,Monday,16
USER_0510,2023-04-28 18:08:25,家居用品,294.85,5,1474.25,3.0,支付宝,2023-04-28,2023-04,Friday,18
USER_0283,2023-03-21 09:14:34,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-03-21,2023-03,Tuesday,9
USER_0434,2023-03-25 20:22:03,服装鞋帽,568.29,1,568.29,3.0,微信支付,2023-03-25,2023-03,Saturday,20
USER_0378,2023-01-21 17:19:48,美妆护肤,103.2,4,412.8,4.0,支付宝,2023-01-21,2023-01,Saturday,17
USER_0143,2023-04-20 12:14:45,家居用品,596.1,1,596.1,4.0,支付宝,2023-04-20,2023-04,Thursday,12
USER_0364,2023-02-16 15:03:26,运动户外,1650.91,3,4952.73,4.0,支付宝,2023-02-16,2023-02,Thursday,15
USER_0138,2023-03-30 12:48:07,美妆护肤,404.47,5,2022.35,2.0,支付宝,2023-03-30,2023-03,Thursday,12
USER_0549,2023-02-25 19:44:37,电子产品,429.45,1,429.45,4.0,微信支付,2023-02-25,2023-02,Saturday,19
USER_0030,2023-01-11 20:43:11,运动户外,1589.51,5,6641.0175,5.0,支付宝,2023-01-11,2023-01,Wednesday,20
USER_0457,2023-04-13 18:20:55,服装鞋帽,87.76,4,351.04,2.0,微信支付,2023-04-13,2023-04,Thursday,18
USER_0278,2023-02-09 13:46:00,服装鞋帽,483.22,5,2416.1,4.0,微信支付,2023-02-09,2023-02,Thursday,13
USER_0022,2023-02-07 11:44:15,服装鞋帽,654.29,2,1308.58,3.0,支付宝,2023-02-07,2023-02,Tuesday,11
USER_0166,2023-03-22 21:05:34,电子产品,1966.86,5,6641.0175,5.0,支付宝,2023-03-22,2023-03,Wednesday,21
USER_0415,2023-04-27 16:34:59,电子产品,2294.88875,1,4675.37,4.0,微信支付,2023-04-27,2023-04,Thursday,16
USER_0005,2023-03-31 12:05:05,家居用品,630.66,1,630.66,3.0,微信支付,2023-03-31,2023-03,Friday,12
USER_0013,2023-01-07 20:54:14,家居用品,940.33,1,940.33,4.0,微信支付,2023-01-07,2023-01,Saturday,20
USER_0122,2023-02-17 20:39:23,家居用品,392.25,1,392.25,3.0,支付宝,2023-02-17,2023-02,Friday,20
USER_0164,2023-01-13 14:57:13,服装鞋帽,212.72,3,638.16,3.0,支付宝,2023-01-13,2023-01,Friday,14
USER_0190,2023-01-04 21:25:27,食品饮料,144.92,3,434.76,2.0,支付宝,2023-01-04,2023-01,Wednesday,21
USER_0487,2023-02-14 10:07:06,运动户外,1837.02,1,1837.02,4.0,支付宝,2023-02-14,2023-02,Tuesday,10
USER_0458,2023-04-12 10:49:04,美妆护肤,211.15,5,1055.75,4.0,微信支付,2023-04-12,2023-04,Wednesday,10
USER_0350,2023-01-06 16:57:45,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-01-06,2023-01,Friday,16
USER_0424,2023-04-06 17:36:09,食品饮料,71.79,3,215.37,1.0,微信支付,2023-04-06,2023-04,Thursday,17
USER_0401,2023-04-06 12:03:16,美妆护肤,185.99,3,557.97,4.0,银行卡,2023-04-06,2023-04,Thursday,12
USER_0150,2023-04-22 15:10:12,图书音像,24.64,1,24.64,4.0,支付宝,2023-04-22,2023-04,Saturday,15
USER_0251,2023-04-15 17:22:09,家居用品,246.0,1,246.0,3.0,支付宝,2023-04-15,2023-04,Saturday,17
USER_0237,2023-04-30 17:09:13,美妆护肤,351.39,1,351.39,3.0,支付宝,2023-04-30,2023-04,Sunday,17
USER_0355,2023-04-26 10:09:34,电子产品,2294.88875,1,4167.74,5.0,支付宝,2023-04-26,2023-04,Wednesday,10
USER_0576,2023-01-02 20:56:41,运动户外,466.71,3,1400.13,4.0,支付宝,2023-01-02,2023-01,Monday,20
USER_0187,2023-03-31 14:56:43,服装鞋帽,235.91,4,943.64,4.0,支付宝,2023-03-31,2023-03,Friday,14
USER_0474,2023-02-28 19:26:14,服装鞋帽,728.18,4,2912.72,4.0,支付宝,2023-02-28,2023-02,Tuesday,19
USER_0555,2023-01-17 21:16:55,服装鞋帽,115.69,4,462.76,2.0,支付宝,2023-01-17,2023-01,Tuesday,21
USER_0175,2023-03-17 13:29:22,电子产品,2294.88875,4,6641.0175,2.0,微信支付,2023-03-17,2023-03,Friday,13
USER_0195,2023-01-15 12:46:45,食品饮料,51.09,5,255.45,3.0,微信支付,2023-01-15,2023-01,Sunday,12
USER_0285,2023-01-20 17:05:35,服装鞋帽,144.17,4,576.68,3.0,微信支付,2023-01-20,2023-01,Friday,17
USER_0471,2023-02-03 21:42:53,服装鞋帽,714.56,4,2858.24,5.0,支付宝,2023-02-03,2023-02,Friday,21
USER_0550,2023-03-11 12:46:14,美妆护肤,343.08,2,686.16,5.0,支付宝,2023-03-11,2023-03,Saturday,12
USER_0587,2023-02-06 14:57:03,服装鞋帽,110.92,2,221.84,5.0,微信支付,2023-02-06,2023-02,Monday,14
USER_0580,2023-01-19 18:29:30,家居用品,590.47,3,1771.41,5.0,银行卡,2023-01-19,2023-01,Thursday,18
USER_0288,2023-03-07 19:51:09,服装鞋帽,297.71,5,1488.55,4.0,支付宝,2023-03-07,2023-03,Tuesday,19
USER_0088,2023-01-01 19:54:20,美妆护肤,27.78,1,27.78,5.0,微信支付,2023-01-01,2023-01,Sunday,19
USER_0348,2023-04-06 09:46:27,美妆护肤,399.9,4,1599.6,4.0,支付宝,2023-04-06,2023-04,Thursday,9
USER_0410,2023-03-16 16:49:42,图书音像,44.31,3,132.93,3.0,微信支付,2023-03-16,2023-03,Thursday,16
USER_0316,2023-02-23 12:37:27,美妆护肤,128.61,1,128.61,4.0,微信支付,2023-02-23,2023-02,Thursday,12
USER_0361,2023-04-28 18:46:36,家居用品,235.96,2,471.92,2.0,支付宝,2023-04-28,2023-04,Friday,18
USER_0553,2023-03-21 10:31:25,食品饮料,88.16,2,176.32,2.0,支付宝,2023-03-21,2023-03,Tuesday,10
USER_0505,2023-04-08 12:38:59,美妆护肤,342.97,3,1028.91,5.0,微信支付,2023-04-08,2023-04,Saturday,12
USER_0569,2023-03-19 10:28:14,运动户外,1174.92,5,5874.6,4.0,支付宝,2023-03-19,2023-03,Sunday,10
USER_0128,2023-02-27 20:21:55,运动户外,1983.33,5,6641.0175,5.0,银行卡,2023-02-27,2023-02,Monday,20
USER_0096,2023-02-02 21:35:19,图书音像,73.25,3,219.75,1.0,支付宝,2023-02-02,2023-02,Thursday,21
USER_0452,2023-01-21 16:50:13,服装鞋帽,81.85,1,81.85,4.0,微信支付,2023-01-21,2023-01,Saturday,16
USER_0142,2023-03-02 15:45:31,美妆护肤,463.64,4,1854.56,4.0,微信支付,2023-03-02,2023-03,Thursday,15
USER_0109,2023-01-27 12:22:39,服装鞋帽,274.09,5,1370.45,5.0,微信支付,2023-01-27,2023-01,Friday,12
USER_0476,2023-03-24 14:22:31,运动户外,1917.38,1,1917.38,4.0,微信支付,2023-03-24,2023-03,Friday,14
USER_0511,2023-01-25 14:01:44,图书音像,60.63,1,60.63,4.0,支付宝,2023-01-25,2023-01,Wednesday,14
USER_0587,2023-02-08 14:23:10,食品饮料,175.99,3,527.97,5.0,微信支付,2023-02-08,2023-02,Wednesday,14
USER_0058,2023-02-22 09:16:01,家居用品,691.73,3,2075.19,3.0,支付宝,2023-02-22,2023-02,Wednesday,9
USER_0188,2023-02-04 13:26:43,家居用品,709.59,4,2838.36,5.0,支付宝,2023-02-04,2023-02,Saturday,13
USER_0102,2023-04-01 21:42:12,家居用品,774.47,5,3872.35,3.0,微信支付,2023-04-01,2023-04,Saturday,21
USER_0043,2023-03-24 16:51:07,图书音像,39.45,3,118.35,4.0,支付宝,2023-03-24,2023-03,Friday,16
USER_0137,2023-01-20 16:18:47,电子产品,2294.88875,3,6641.0175,4.0,微信支付,2023-01-20,2023-01,Friday,16
USER_0411,2023-01-11 14:33:42,服装鞋帽,349.38,1,349.38,4.0,微信支付,2023-01-11,2023-01,Wednesday,14
USER_0577,2023-04-09 16:07:58,电子产品,2294.88875,5,6641.0175,2.0,银行卡,2023-04-09,2023-04,Sunday,16
USER_0563,2023-04-27 13:45:52,服装鞋帽,92.66,1,92.66,5.0,银行卡,2023-04-27,2023-04,Thursday,13
USER_0260,2023-03-16 09:06:45,服装鞋帽,327.52,5,1637.6,4.0,支付宝,2023-03-16,2023-03,Thursday,9
USER_0540,2023-04-17 17:25:24,电子产品,1762.6,3,5287.8,4.0,微信支付,2023-04-17,2023-04,Monday,17
USER_0273,2023-03-08 12:28:44,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-03-08,2023-03,Wednesday,12
USER_0181,2023-03-05 14:51:57,电子产品,2294.88875,1,4087.24,5.0,银行卡,2023-03-05,2023-03,Sunday,14
USER_0169,2023-03-15 18:56:06,食品饮料,31.13,1,31.13,5.0,支付宝,2023-03-15,2023-03,Wednesday,18
USER_0188,2023-02-03 12:16:03,电子产品,386.97,2,773.94,4.0,微信支付,2023-02-03,2023-02,Friday,12
USER_0291,2023-01-08 21:23:18,服装鞋帽,447.48,1,447.48,4.0,支付宝,2023-01-08,2023-01,Sunday,21
USER_0508,2023-01-29 11:46:58,服装鞋帽,496.76,2,993.52,2.0,支付宝,2023-01-29,2023-01,Sunday,11
USER_0489,2023-01-04 14:10:01,家居用品,833.79,5,4168.95,5.0,支付宝,2023-01-04,2023-01,Wednesday,14
USER_0253,2023-01-01 18:25:22,服装鞋帽,345.6,3,1036.8,4.0,微信支付,2023-01-01,2023-01,Sunday,18
USER_0357,2023-01-30 17:41:32,电子产品,2294.88875,1,3951.03,4.0,微信支付,2023-01-30,2023-01,Monday,17
USER_0541,2023-02-02 19:52:14,家居用品,53.39,2,106.78,2.0,微信支付,2023-02-02,2023-02,Thursday,19
USER_0422,2023-02-06 18:32:43,电子产品,2294.88875,2,6641.0175,5.0,支付宝,2023-02-06,2023-02,Monday,18
USER_0098,2023-04-03 16:21:01,美妆护肤,323.1,1,323.1,5.0,支付宝,2023-04-03,2023-04,Monday,16
USER_0144,2023-04-05 15:27:31,电子产品,2294.88875,5,6641.0175,4.0,微信支付,2023-04-05,2023-04,Wednesday,15
USER_0453,2023-03-28 13:41:52,食品饮料,53.09,5,265.45,4.0,支付宝,2023-03-28,2023-03,Tuesday,13
USER_0387,2023-03-24 18:27:28,服装鞋帽,88.36,5,441.8,4.0,银行卡,2023-03-24,2023-03,Friday,18
USER_0067,2023-01-08 16:54:57,电子产品,2294.88875,5,6641.0175,2.0,微信支付,2023-01-08,2023-01,Sunday,16
USER_0016,2023-03-18 11:47:08,食品饮料,192.36,2,384.72,1.0,支付宝,2023-03-18,2023-03,Saturday,11
USER_0408,2023-04-23 13:43:00,服装鞋帽,491.91,1,491.91,4.0,支付宝,2023-04-23,2023-04,Sunday,13
USER_0012,2023-03-30 09:59:25,美妆护肤,346.67,3,1040.01,3.0,微信支付,2023-03-30,2023-03,Thursday,9
USER_0427,2023-01-25 10:12:42,食品饮料,24.58,1,24.58,1.0,支付宝,2023-01-25,2023-01,Wednesday,10
USER_0056,2023-01-27 17:39:31,电子产品,1743.32,2,3486.64,3.0,支付宝,2023-01-27,2023-01,Friday,17
USER_0518,2023-03-21 16:47:38,服装鞋帽,227.69,2,455.38,2.0,微信支付,2023-03-21,2023-03,Tuesday,16
USER_0066,2023-03-15 15:44:49,服装鞋帽,636.22,1,636.22,4.0,微信支付,2023-03-15,2023-03,Wednesday,15
USER_0147,2023-02-04 15:52:25,运动户外,1669.71,1,1669.71,3.0,微信支付,2023-02-04,2023-02,Saturday,15
USER_0440,2023-04-28 11:17:11,美妆护肤,221.61,3,664.83,4.0,微信支付,2023-04-28,2023-04,Friday,11
USER_0253,2023-02-18 13:25:34,电子产品,2137.51,5,6641.0175,4.0,微信支付,2023-02-18,2023-02,Saturday,13
USER_0310,2023-01-22 20:47:34,服装鞋帽,149.76,5,748.8,3.0,支付宝,2023-01-22,2023-01,Sunday,20
USER_0085,2023-01-25 17:00:05,服装鞋帽,551.91,5,2759.55,4.0,微信支付,2023-01-25,2023-01,Wednesday,17
USER_0463,2023-04-07 13:56:38,食品饮料,118.35,3,355.05,3.0,微信支付,2023-04-07,2023-04,Friday,13
USER_0435,2023-02-11 15:49:47,食品饮料,59.62,5,298.1,4.0,支付宝,2023-02-11,2023-02,Saturday,15
USER_0533,2023-03-31 16:47:44,食品饮料,35.3,5,176.5,3.0,支付宝,2023-03-31,2023-03,Friday,16
USER_0028,2023-02-10 10:24:57,电子产品,2294.88875,5,6641.0175,3.0,支付宝,2023-02-10,2023-02,Friday,10
USER_0168,2023-01-03 15:52:34,电子产品,251.56,4,1006.24,5.0,支付宝,2023-01-03,2023-01,Tuesday,15
USER_0035,2023-03-03 09:35:24,电子产品,2294.88875,1,4322.16,4.0,支付宝,2023-03-03,2023-03,Friday,9
USER_0221,2023-01-19 15:18:24,美妆护肤,458.26,3,1374.78,4.0,支付宝,2023-01-19,2023-01,Thursday,15
USER_0439,2023-01-18 10:24:44,食品饮料,91.03,3,273.09,4.0,支付宝,2023-01-18,2023-01,Wednesday,10
USER_0010,2023-01-30 17:51:17,服装鞋帽,350.23,4,1400.92,5.0,微信支付,2023-01-30,2023-01,Monday,17
USER_0521,2023-04-19 17:25:03,服装鞋帽,299.59,5,1497.95,4.0,支付宝,2023-04-19,2023-04,Wednesday,17
USER_0079,2023-01-18 10:28:12,电子产品,2294.88875,1,3706.0,3.0,微信支付,2023-01-18,2023-01,Wednesday,10
USER_0496,2023-03-04 17:29:52,电子产品,2294.88875,4,6641.0175,1.0,微信支付,2023-03-04,2023-03,Saturday,17
USER_0268,2023-02-06 18:59:55,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-02-06,2023-02,Monday,18
USER_0487,2023-03-26 15:28:13,服装鞋帽,714.72,2,1429.44,3.0,支付宝,2023-03-26,2023-03,Sunday,15
USER_0183,2023-03-22 21:01:24,美妆护肤,296.03,3,888.09,3.0,支付宝,2023-03-22,2023-03,Wednesday,21
USER_0594,2023-03-16 14:19:04,电子产品,2086.09,1,2086.09,3.0,支付宝,2023-03-16,2023-03,Thursday,14
USER_0217,2023-04-18 15:34:54,电子产品,2294.88875,3,6641.0175,4.0,微信支付,2023-04-18,2023-04,Tuesday,15
USER_0144,2023-04-21 14:39:50,电子产品,1653.02,2,3306.04,5.0,微信支付,2023-04-21,2023-04,Friday,14
USER_0173,2023-03-18 15:26:09,美妆护肤,90.41,5,452.05,4.0,支付宝,2023-03-18,2023-03,Saturday,15
USER_0439,2023-03-22 16:10:25,电子产品,1599.63,3,4798.89,2.0,微信支付,2023-03-22,2023-03,Wednesday,16
USER_0078,2023-02-20 18:47:20,家居用品,258.55,3,775.65,5.0,银行卡,2023-02-20,2023-02,Monday,18
USER_0059,2023-03-12 17:44:00,食品饮料,25.57,3,76.71,4.0,微信支付,2023-03-12,2023-03,Sunday,17
USER_0237,2023-04-14 15:26:00,食品饮料,171.33,1,171.33,4.0,微信支付,2023-04-14,2023-04,Friday,15
USER_0298,2023-04-27 09:49:35,食品饮料,68.5,5,342.5,4.0,银行卡,2023-04-27,2023-04,Thursday,9
USER_0003,2023-04-26 11:51:13,家居用品,706.11,1,706.11,4.0,支付宝,2023-04-26,2023-04,Wednesday,11
USER_0050,2023-04-28 10:14:14,图书音像,142.25,3,426.75,4.0,微信支付,2023-04-28,2023-04,Friday,10
USER_0361,2023-04-08 16:39:31,食品饮料,199.14,5,995.7,5.0,银行卡,2023-04-08,2023-04,Saturday,16
USER_0446,2023-03-20 20:13:56,电子产品,920.55,5,4602.75,4.0,支付宝,2023-03-20,2023-03,Monday,20
USER_0014,2023-01-08 19:53:01,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-01-08,2023-01,Sunday,19
USER_0445,2023-04-27 14:34:36,美妆护肤,331.4,1,331.4,4.0,支付宝,2023-04-27,2023-04,Thursday,14
USER_0503,2023-01-02 12:20:38,服装鞋帽,497.04,5,2485.2,5.0,支付宝,2023-01-02,2023-01,Monday,12
USER_0448,2023-01-16 11:40:36,电子产品,2151.61,1,2151.61,3.0,微信支付,2023-01-16,2023-01,Monday,11
USER_0342,2023-03-05 14:21:33,电子产品,689.78,2,1379.56,2.0,微信支付,2023-03-05,2023-03,Sunday,14
USER_0097,2023-01-01 16:03:03,电子产品,457.72,1,457.72,5.0,微信支付,2023-01-01,2023-01,Sunday,16
USER_0105,2023-02-24 12:59:05,电子产品,1239.92,1,1239.92,5.0,支付宝,2023-02-24,2023-02,Friday,12
USER_0018,2023-02-23 21:48:36,家居用品,820.62,2,1641.24,5.0,微信支付,2023-02-23,2023-02,Thursday,21
USER_0499,2023-01-30 18:33:57,电子产品,2294.88875,2,6641.0175,3.0,微信支付,2023-01-30,2023-01,Monday,18
USER_0494,2023-02-18 12:49:42,服装鞋帽,451.0,4,1804.0,5.0,银行卡,2023-02-18,2023-02,Saturday,12
USER_0198,2023-01-20 16:26:37,图书音像,191.25,3,573.75,3.0,支付宝,2023-01-20,2023-01,Friday,16
USER_0574,2023-01-30 21:21:10,运动户外,1011.27,2,2022.54,4.0,微信支付,2023-01-30,2023-01,Monday,21
USER_0158,2023-04-22 10:54:57,服装鞋帽,290.3,3,870.9,3.0,微信支付,2023-04-22,2023-04,Saturday,10
USER_0569,2023-02-13 10:34:49,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-02-13,2023-02,Monday,10
USER_0219,2023-01-21 13:15:43,服装鞋帽,412.14,4,1648.56,3.0,微信支付,2023-01-21,2023-01,Saturday,13
USER_0586,2023-03-05 19:16:56,美妆护肤,490.78,4,1963.12,4.0,支付宝,2023-03-05,2023-03,Sunday,19
USER_0452,2023-03-19 15:31:18,家居用品,218.45,4,873.8,4.0,微信支付,2023-03-19,2023-03,Sunday,15
USER_0340,2023-01-01 14:46:52,服装鞋帽,644.85,1,644.85,3.0,支付宝,2023-01-01,2023-01,Sunday,14
USER_0410,2023-03-18 15:14:43,图书音像,152.25,3,456.75,4.0,银行卡,2023-03-18,2023-03,Saturday,15
USER_0130,2023-02-24 18:32:15,图书音像,88.69,2,177.38,5.0,微信支付,2023-02-24,2023-02,Friday,18
USER_0579,2023-03-28 21:33:32,运动户外,1839.41,2,3678.82,5.0,银行卡,2023-03-28,2023-03,Tuesday,21
USER_0001,2023-03-02 12:31:05,服装鞋帽,161.38,4,645.52,4.0,微信支付,2023-03-02,2023-03,Thursday,12
USER_0209,2023-04-07 18:50:46,服装鞋帽,532.1,1,532.1,4.0,微信支付,2023-04-07,2023-04,Friday,18
USER_0574,2023-01-27 20:16:45,食品饮料,99.78,2,199.56,4.0,微信支付,2023-01-27,2023-01,Friday,20
USER_0271,2023-03-30 15:59:21,电子产品,2294.88875,1,2921.35,5.0,微信支付,2023-03-30,2023-03,Thursday,15
USER_0427,2023-04-27 14:40:44,食品饮料,49.34,5,246.7,4.0,微信支付,2023-04-27,2023-04,Thursday,14
USER_0352,2023-03-03 16:08:03,运动户外,365.3,2,730.6,5.0,微信支付,2023-03-03,2023-03,Friday,16
USER_0152,2023-03-15 21:16:17,美妆护肤,164.7,1,164.7,4.0,支付宝,2023-03-15,2023-03,Wednesday,21
USER_0433,2023-01-29 12:17:58,美妆护肤,306.77,1,306.77,5.0,支付宝,2023-01-29,2023-01,Sunday,12
USER_0155,2023-01-15 20:36:54,美妆护肤,461.22,2,922.44,4.0,支付宝,2023-01-15,2023-01,Sunday,20
USER_0433,2023-03-23 13:02:01,运动户外,1129.44,4,4517.76,3.0,微信支付,2023-03-23,2023-03,Thursday,13
USER_0049,2023-02-24 18:34:07,美妆护肤,471.68,4,1886.72,4.0,微信支付,2023-02-24,2023-02,Friday,18
USER_0189,2023-02-23 09:48:24,服装鞋帽,555.32,5,2776.6,4.0,支付宝,2023-02-23,2023-02,Thursday,9
USER_0134,2023-01-16 12:15:06,美妆护肤,281.93,1,281.93,3.0,微信支付,2023-01-16,2023-01,Monday,12
USER_0301,2023-03-25 11:51:03,家居用品,958.42,1,958.42,4.0,微信支付,2023-03-25,2023-03,Saturday,11
USER_0556,2023-02-02 21:13:23,家居用品,676.73,4,2706.92,4.0,支付宝,2023-02-02,2023-02,Thursday,21
USER_0457,2023-03-28 21:22:16,美妆护肤,284.32,3,852.96,3.0,银行卡,2023-03-28,2023-03,Tuesday,21
USER_0183,2023-01-12 16:01:35,服装鞋帽,282.06,5,1410.3,5.0,微信支付,2023-01-12,2023-01,Thursday,16
USER_0278,2023-01-18 20:51:58,家居用品,346.05,3,1038.15,3.0,支付宝,2023-01-18,2023-01,Wednesday,20
USER_0155,2023-02-22 19:36:47,服装鞋帽,560.29,3,1680.87,3.0,支付宝,2023-02-22,2023-02,Wednesday,19
USER_0535,2023-02-22 13:08:14,电子产品,1503.72,5,1110.13,4.0,微信支付,2023-02-22,2023-02,Wednesday,13
USER_0422,2023-03-13 18:23:34,服装鞋帽,248.81,4,995.24,4.0,支付宝,2023-03-13,2023-03,Monday,18
USER_0546,2023-02-10 18:57:16,电子产品,1583.6,4,6334.4,4.0,支付宝,2023-02-10,2023-02,Friday,18
USER_0397,2023-04-08 18:20:21,运动户外,1186.24,4,4744.96,2.0,微信支付,2023-04-08,2023-04,Saturday,18
USER_0392,2023-02-20 19:56:11,食品饮料,110.44,5,552.2,3.0,微信支付,2023-02-20,2023-02,Monday,19
USER_0469,2023-03-25 16:35:28,服装鞋帽,430.01,2,860.02,5.0,支付宝,2023-03-25,2023-03,Saturday,16
USER_0236,2023-02-19 15:19:23,服装鞋帽,265.91,5,1329.55,5.0,支付宝,2023-02-19,2023-02,Sunday,15
USER_0556,2023-03-15 15:57:05,食品饮料,150.73,2,301.46,4.0,微信支付,2023-03-15,2023-03,Wednesday,15
USER_0248,2023-03-11 13:56:38,食品饮料,91.54,1,91.54,2.0,支付宝,2023-03-11,2023-03,Saturday,13
USER_0298,2023-01-27 18:45:56,美妆护肤,49.73,3,149.19,4.0,微信支付,2023-01-27,2023-01,Friday,18
USER_0057,2023-02-21 16:22:28,家居用品,561.09,2,1122.18,5.0,支付宝,2023-02-21,2023-02,Tuesday,16
USER_0229,2023-04-08 12:34:50,食品饮料,118.47,5,592.35,3.0,微信支付,2023-04-08,2023-04,Saturday,12
USER_0309,2023-01-10 15:51:48,图书音像,194.61,5,973.05,5.0,微信支付,2023-01-10,2023-01,Tuesday,15
